ID	Language_ID	Source	Parameter_ID	NumberValue	Value	Form	Comment_contributor	Loan	Gloss	Comment_glosser	Alternate_gloss
numerals-jams1239-1-one-1	numerals-jams1239-1	Chan2019	one	1	túrú	turu		FALSE	1		
numerals-jams1239-1-two-1	numerals-jams1239-1	Chan2019	two	2	lɛ̌y	ley		FALSE	2		
numerals-jams1239-1-two-2	numerals-jams1239-1	Chan2019	two	2	lɛ̀y	ley		FALSE	2		
numerals-jams1239-1-three-1	numerals-jams1239-1	Chan2019	three	3	tǎːn	tan		FALSE	3		
numerals-jams1239-1-three-2	numerals-jams1239-1	Chan2019	three	3	tàːn	tan		FALSE	3		
numerals-jams1239-1-four-1	numerals-jams1239-1	Chan2019	four	4	nǎyⁿ	nayn		FALSE	4		
numerals-jams1239-1-four-2	numerals-jams1239-1	Chan2019	four	4	nàyⁿ	nayn	( *)	FALSE	4		
numerals-jams1239-1-five-1	numerals-jams1239-1	Chan2019	five	5	nǔːyⁿ	nuyn		FALSE	5		
numerals-jams1239-1-five-2	numerals-jams1239-1	Chan2019	five	5	nùːyⁿ	nuyn		FALSE	5		
numerals-jams1239-1-six-1	numerals-jams1239-1	Chan2019	six	6	kúróy	kuroy		FALSE	6		
numerals-jams1239-1-seven-1	numerals-jams1239-1	Chan2019	seven	7	sûyⁿ	suyn		FALSE	7		
numerals-jams1239-1-eight-1	numerals-jams1239-1	Chan2019	eight	8	ɡáːrà	gara		FALSE	8		
numerals-jams1239-1-nine-1	numerals-jams1239-1	Chan2019	nine	9	láːrúwà	laruwa		FALSE	9		
numerals-jams1239-1-nine-2	numerals-jams1239-1	Chan2019	nine	9	láːrwà	larwa		FALSE	9		
numerals-jams1239-1-ten-1	numerals-jams1239-1	Chan2019	ten	10	pɛ́rú	peru		FALSE	10		
numerals-jams1239-1-eleven-1	numerals-jams1239-1	Chan2019	eleven	11	pɛ́rɛ́ túrú sáɣà	pereturusaga	(litː one plus )	FALSE	10+1{LIG}		
numerals-jams1239-1-twelve-1	numerals-jams1239-1	Chan2019	twelve	12	pɛ́rɛ́ lɛ̀y sáɣà	pereleysaga		FALSE	10+2{LIG}		
numerals-jams1239-1-thirteen-1	numerals-jams1239-1	Chan2019	thirteen	13	pɛ́rɛ́ tàːn sáɣà	peretansaga		FALSE	10+3{LIG}		
