ID	Language_ID	Source	Parameter_ID	NumberValue	Value	Form	Comment_contributor	Loan	Gloss	Comment_glosser	Alternate_gloss
numerals-karo1297-1-one-1	numerals-karo1297-1	Chan2019	one	1	kala	kala		FALSE	1		
numerals-karo1297-1-two-1	numerals-karo1297-1	Chan2019	two	2	lama	lama		FALSE	2		
numerals-karo1297-1-three-1	numerals-karo1297-1	Chan2019	three	3	makkam	makkam		FALSE	3		
numerals-karo1297-1-four-1	numerals-karo1297-1	Chan2019	four	4	ojidi	ojidi		FALSE	4		
numerals-karo1297-1-five-1	numerals-karo1297-1	Chan2019	five	5	dɔŋ	dong		FALSE	5		
numerals-karo1297-1-six-1	numerals-karo1297-1	Chan2019	six	6	la	la		FALSE	6		
numerals-karo1297-1-seven-1	numerals-karo1297-1	Chan2019	seven	7	tsoɓa	tsoba		FALSE	7		
numerals-karo1297-1-eight-1	numerals-karo1297-1	Chan2019	eight	8	lɔɔŋkaji	loongkaji		FALSE	8		
numerals-karo1297-1-nine-1	numerals-karo1297-1	Chan2019	nine	9	sal	sal		FALSE	9		
numerals-karo1297-1-ten-1	numerals-karo1297-1	Chan2019	ten	10	taɓi	tabi		FALSE	10		
numerals-karo1297-1-eleven-1	numerals-karo1297-1	Chan2019	eleven	11	taɓkala	tabkala		FALSE	10+1		
numerals-karo1297-1-twelve-1	numerals-karo1297-1	Chan2019	twelve	12	taɓlama	tablama		FALSE	10+2		
numerals-karo1297-1-thirteen-1	numerals-karo1297-1	Chan2019	thirteen	13	taɓmakkam	tabmakkam		FALSE	10+3		
numerals-karo1297-1-fourteen-1	numerals-karo1297-1	Chan2019	fourteen	14	taɓojidi	tabojidi		FALSE	10+4		
numerals-karo1297-1-fifteen-1	numerals-karo1297-1	Chan2019	fifteen	15	taɓdɔŋ	tabdong		FALSE	10+5		
numerals-karo1297-1-sixteen-1	numerals-karo1297-1	Chan2019	sixteen	16	taɓla	tabla		FALSE	10+6		
numerals-karo1297-1-seventeen-1	numerals-karo1297-1	Chan2019	seventeen	17	taɓitsoɓa	tabitsoba		FALSE	10+7		
numerals-karo1297-1-eighteen-1	numerals-karo1297-1	Chan2019	eighteen	18	taɓloŋkaji	tablongkaji		FALSE	10+8		
numerals-karo1297-1-nineteen-1	numerals-karo1297-1	Chan2019	nineteen	19	taɓsal	tabsal		FALSE	10+9		
numerals-karo1297-1-twenty-1	numerals-karo1297-1	Chan2019	twenty	20	lamatam	lamatam		FALSE	2·10'’		
numerals-karo1297-1-twentyone-1	numerals-karo1297-1	Chan2019	twentyone	21	lamatam kala	lamatamkala		FALSE	(2·10')+1		
numerals-karo1297-1-twentytwo-1	numerals-karo1297-1	Chan2019	twentytwo	22	lamatam lama	lamatamlama		FALSE	(2·10')+2		
numerals-karo1297-1-twentythree-1	numerals-karo1297-1	Chan2019	twentythree	23	lamatam makkan	lamatammakkan		FALSE	(2·10')+3		
numerals-karo1297-1-twentyfour-1	numerals-karo1297-1	Chan2019	twentyfour	24	lamatam ojidi	lamatamojidi		FALSE	(2·10')+4		
numerals-karo1297-1-twentyfive-1	numerals-karo1297-1	Chan2019	twentyfive	25	lamatam dɔŋ	lamatamdong		FALSE	(2·10')+5		
numerals-karo1297-1-twentysix-1	numerals-karo1297-1	Chan2019	twentysix	26	lamatam la	lamatamla		FALSE	(2·10')+6		
numerals-karo1297-1-twentyseven-1	numerals-karo1297-1	Chan2019	twentyseven	27	lamatam tsoɓa	lamatamtsoba		FALSE	(2·10')+7		
numerals-karo1297-1-twentyeight-1	numerals-karo1297-1	Chan2019	twentyeight	28	lamatam lɔɔŋkaji	lamatamloongkaji		FALSE	(2·10')+8		
numerals-karo1297-1-twentynine-1	numerals-karo1297-1	Chan2019	twentynine	29	lamatam sal	lamatamsal		FALSE	(2·10')+9		
numerals-karo1297-1-thirty-1	numerals-karo1297-1	Chan2019	thirty	30	makkantam	makkantam		FALSE	3·10’		
numerals-karo1297-1-forty-1	numerals-karo1297-1	Chan2019	forty	40	ojiditam	ojiditam		FALSE	4·10’		
numerals-karo1297-1-fifty-1	numerals-karo1297-1	Chan2019	fifty	50	dɔŋtam	dongtam		FALSE	5·10’		
numerals-karo1297-1-sixty-1	numerals-karo1297-1	Chan2019	sixty	60	latam	latam		FALSE	6·10’		
numerals-karo1297-1-seventy-1	numerals-karo1297-1	Chan2019	seventy	70	tsoɓatam	tsobatam		FALSE	7·10’		
numerals-karo1297-1-eighty-1	numerals-karo1297-1	Chan2019	eighty	80	loŋkajitam	longkajitam		FALSE	8·10		
numerals-karo1297-1-ninety-1	numerals-karo1297-1	Chan2019	ninety	90	saltam	saltam		FALSE	9·10		
numerals-karo1297-1-hundred-1	numerals-karo1297-1	Chan2019	hundred	100	ɗɪbkala	dibkala		FALSE	100·1		
numerals-karo1297-1-twohundred-1	numerals-karo1297-1	Chan2019	twohundred	200	ɗɪblama	diblama		FALSE	100·2		
numerals-karo1297-1-fivehundred-1	numerals-karo1297-1	Chan2019	fivehundred	500	ɗɪbdɔŋ	dibdong		FALSE	100·5		
numerals-karo1297-1-thousand-1	numerals-karo1297-1	Chan2019	thousand	1000	ʃii	sii	( ʃi is borrowed from Amharic)	TRUE	1000		
ID	Language_ID	Source	Parameter_ID	NumberValue	Value	Form	Comment_contributor	Loan	Gloss	Comment_glosser	Alternate_gloss
numerals-hame1242-1-one-1	numerals-hame1242-1	Chan2019	one	1	kála	kala		FALSE	1		
numerals-hame1242-1-two-1	numerals-hame1242-1	Chan2019	two	2	lamá	lama		FALSE	2		
numerals-hame1242-1-three-1	numerals-hame1242-1	Chan2019	three	3	makkán	makkan		FALSE	3		
numerals-hame1242-1-four-1	numerals-hame1242-1	Chan2019	four	4	oidí	oidi		FALSE	4		
numerals-hame1242-1-five-1	numerals-hame1242-1	Chan2019	five	5	dunɡ̥	dung		FALSE	5		
numerals-hame1242-1-six-1	numerals-hame1242-1	Chan2019	six	6	lax	lax		FALSE	6		
