ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile
sand-Ao-thirty-1,,sand-Ao,thirty,səməɹ,səməɹ,,,,,,,
sand-Ao-thirtyone-1,,sand-Ao,thirtyone,səməɹkʰɑ,səməɹkʰɑ,,,,,,,
sand-Ao-thirtytwo-1,,sand-Ao,thirtytwo,səməɹənnɑ,səməɹənnɑ,,,,,,,
sand-Ao-thirtythree-1,,sand-Ao,thirtythree,səməɹəʃəm,səməɹəʃəm,,,,,,,
sand-Ao-thirtyfour-1,,sand-Ao,thirtyfour,səməɹpizzə,səməɹpizzə,,,,,,,
sand-Ao-thirtyfive-1,,sand-Ao,thirtyfive,səməɹpuŋo,səməɹpuŋo,,,,,,,
sand-Ao-thirtysix-1,,sand-Ao,thirtysix,səməɹʈʰruk,səməɹʈʰruk,,,,,,,
sand-Ao-thirtyseven-1,,sand-Ao,thirtyseven,səməɹtənət,səməɹtənət,,,,,,,
sand-Ao-thirtyeight-1,,sand-Ao,thirtyeight,səməɹʈʰɪ,səməɹʈʰɪ,,,,,,,
sand-Ao-thirtynine-1,,sand-Ao,thirtynine,səməɹʈʰuku,səməɹʈʰuku,,,,,,,
sand-Ao-forty-1,,sand-Ao,forty,lijəɹ,lijəɹ,,,,,,,
sand-Ao-fortyone-1,,sand-Ao,fortyone,lijəɹkʰɑ,lijəɹkʰɑ,,,,,,,
sand-Ao-fortytwo-1,,sand-Ao,fortytwo,lijəɹənnɑ,lijəɹənnɑ,,,,,,,
sand-Ao-fortythree-1,,sand-Ao,fortythree,lijəɹəʃəm,lijəɹəʃəm,,,,,,,
sand-Ao-fortyfour-1,,sand-Ao,fortyfour,lijəɹpizzə,lijəɹpizzə,,,,,,,
sand-Ao-fortyfive-1,,sand-Ao,fortyfive,lijəɹpuŋo,lijəɹpuŋo,,,,,,,
sand-Ao-fortysix-1,,sand-Ao,fortysix,lijəɹʈʰruk,lijəɹʈʰruk,,,,,,,
sand-Ao-fortyseven-1,,sand-Ao,fortyseven,lijəɹtənət,lijəɹtənət,,,,,,,
sand-Ao-fortyeight-1,,sand-Ao,fortyeight,lijəɹʈʰɪ,lijəɹʈʰɪ,,,,,,,
sand-Ao-fortynine-1,,sand-Ao,fortynine,lijəɹʈʰuku,lijəɹʈʰuku,,,,,,,
sand-Ao-fifty-1,,sand-Ao,fifty,tʰənəm,tʰənəm,,,,,,,
sand-Ao-fiftyone-1,,sand-Ao,fiftyone,tʰənəmərkʰɑ,tʰənəmərkʰɑ,,,,,,,
sand-Ao-fiftytwo-1,,sand-Ao,fiftytwo,tʰənəmərənnɑ,tʰənəmərənnɑ,,,,,,,
sand-Ao-fiftythree-1,,sand-Ao,fiftythree,tʰənəmərəʃəm,tʰənəmərəʃəm,,,,,,,
sand-Ao-fiftyfour-1,,sand-Ao,fiftyfour,tʰənəmərpizzə,tʰənəmərpizzə,,,,,,,
sand-Ao-fiftyfive-1,,sand-Ao,fiftyfive,tʰənəmərpuŋo,tʰənəmərpuŋo,,,,,,,
sand-Ao-fiftysix-1,,sand-Ao,fiftysix,tʰənəmərʈʰruk,tʰənəmərʈʰruk,,,,,,,
sand-Ao-fiftyseven-1,,sand-Ao,fiftyseven,tʰənəmərtənət,tʰənəmərtənət,,,,,,,
sand-Ao-fiftyeight-1,,sand-Ao,fiftyeight,tʰənəmərʈʰɪ,tʰənəmərʈʰɪ,,,,,,,
sand-Ao-fiftynine-1,,sand-Ao,fiftynine,tʰənəmərʈʰuku,tʰənəmərʈʰuku,,,,,,,
sand-Ao-sixty-1,,sand-Ao,sixty,rokəɹ,rokəɹ,,,,,,,
sand-Ao-sixtyone-1,,sand-Ao,sixtyone,rokəɹkʰɑ,rokəɹkʰɑ,,,,,,,
sand-Ao-sixtytwo-1,,sand-Ao,sixtytwo,rokəɹənnɑ,rokəɹənnɑ,,,,,,,
sand-Ao-sixtythree-1,,sand-Ao,sixtythree,rokəɹəʃəm,rokəɹəʃəm,,,,,,,
sand-Ao-sixtyfour-1,,sand-Ao,sixtyfour,rokəɹpizzə,rokəɹpizzə,,,,,,,
sand-Ao-sixtyfive-1,,sand-Ao,sixtyfive,rokəɹpuŋo,rokəɹpuŋo,,,,,,,
sand-Ao-sixtysix-1,,sand-Ao,sixtysix,rokəɹʈʰruk,rokəɹʈʰruk,,,,,,,
sand-Ao-sixtyseven-1,,sand-Ao,sixtyseven,rokəɹtənət,rokəɹtənət,,,,,,,
sand-Ao-sixtyeight-1,,sand-Ao,sixtyeight,rokəɹʈʰɪ,rokəɹʈʰɪ,,,,,,,
sand-Ao-sixtynine-1,,sand-Ao,sixtynine,rokəɹʈʰuku,rokəɹʈʰuku,,,,,,,
sand-Ao-seventy-1,,sand-Ao,seventy,nəttər,nəttər,,,,,,,
sand-Ao-seventyone-1,,sand-Ao,seventyone,nəttərkʰɑ,nəttərkʰɑ,,,,,,,
sand-Ao-seventytwo-1,,sand-Ao,seventytwo,nəttərənnɑ,nəttərənnɑ,,,,,,,
sand-Ao-seventythree-1,,sand-Ao,seventythree,nəttərəʃəm,nəttərəʃəm,,,,,,,
sand-Ao-seventyfour-1,,sand-Ao,seventyfour,nəttərpizzə,nəttərpizzə,,,,,,,
sand-Ao-seventyfive-1,,sand-Ao,seventyfive,nəttərpuŋo,nəttərpuŋo,,,,,,,
sand-Ao-seventysix-1,,sand-Ao,seventysix,nəttərʈʰruk,nəttərʈʰruk,,,,,,,
sand-Ao-seventyseven-1,,sand-Ao,seventyseven,nəttərtənət,nəttərtənət,,,,,,,
sand-Ao-seventyeight-1,,sand-Ao,seventyeight,nəttərʈʰɪ,nəttərʈʰɪ,,,,,,,
sand-Ao-seventynine-1,,sand-Ao,seventynine,nəttərʈʰuku,nəttərʈʰuku,,,,,,,
sand-Ao-eighty-1,,sand-Ao,eighty,tʰiər,tʰiər,,,,,,,
sand-Ao-eightyone-1,,sand-Ao,eightyone,tʰiərkʰɑ,tʰiərkʰɑ,,,,,,,
sand-Ao-eightytwo-1,,sand-Ao,eightytwo,tʰiərənnɑ,tʰiərənnɑ,,,,,,,
sand-Ao-eightythree-1,,sand-Ao,eightythree,tʰiərəʃəm,tʰiərəʃəm,,,,,,,
sand-Ao-eightyfour-1,,sand-Ao,eightyfour,tʰiərpizzə,tʰiərpizzə,,,,,,,
sand-Ao-eightyfive-1,,sand-Ao,eightyfive,tʰiərpuŋo,tʰiərpuŋo,,,,,,,
sand-Ao-eightysix-1,,sand-Ao,eightysix,tʰiərʈʰruk,tʰiərʈʰruk,,,,,,,
sand-Ao-eightyseven-1,,sand-Ao,eightyseven,tʰiərtənət,tʰiərtənət,,,,,,,
sand-Ao-eightyeight-1,,sand-Ao,eightyeight,tʰiərʈʰɪ,tʰiərʈʰɪ,,,,,,,
sand-Ao-eightynine-1,,sand-Ao,eightynine,tʰiərʈʰuku,tʰiərʈʰuku,,,,,,,
sand-Ao-ninety-1,,sand-Ao,ninety,tʰukoɹ,tʰukoɹ,,,,,,,
sand-Ao-ninetyone-1,,sand-Ao,ninetyone,tʰukoɹkʰɑ,tʰukoɹkʰɑ,,,,,,,
sand-Ao-ninetytwo-1,,sand-Ao,ninetytwo,tʰukoɹənnɑ,tʰukoɹənnɑ,,,,,,,
sand-Ao-ninetythree-1,,sand-Ao,ninetythree,tʰukoɹəʃəm,tʰukoɹəʃəm,,,,,,,
sand-Ao-ninetyfour-1,,sand-Ao,ninetyfour,tʰukoɹpizzə,tʰukoɹpizzə,,,,,,,
sand-Ao-ninetyfive-1,,sand-Ao,ninetyfive,tʰukoɹpuŋo,tʰukoɹpuŋo,,,,,,,
sand-Ao-ninetysix-1,,sand-Ao,ninetysix,tʰukoɹʈʰruk,tʰukoɹʈʰruk,,,,,,,
sand-Ao-ninetyseven-1,,sand-Ao,ninetyseven,tʰukoɹtənət,tʰukoɹtənət,,,,,,,
sand-Ao-ninetyeight-1,,sand-Ao,ninetyeight,tʰukoɹʈʰɪ,tʰukoɹʈʰɪ,,,,,,,
sand-Ao-ninetynine-1,,sand-Ao,ninetynine,tʰukoɹʈʰuku,tʰukoɹʈʰuku,,,,,,,
sand-Ao-hundred-1,,sand-Ao,hundred,noklɑŋkʰɑ,noklɑŋkʰɑ,,,,,,,
sand-Ao-thousand-1,,sand-Ao,thousand,mirɟəŋ,mirɟəŋ,,,,,,,
sand-Adi-one-1,,sand-Adi,one,ɑtəl,ɑtəl,,,,,,,
sand-Adi-two-1,,sand-Adi,two,ɑɲɲi,ɑɲɲi,,,,,,,
sand-Adi-three-1,,sand-Adi,three,ɑŋum,ɑŋum,,,,,,,
sand-Adi-four-1,,sand-Adi,four,ɑppi,ɑppi,,,,,,,
sand-Adi-five-1,,sand-Adi,five,pilŋo,pilŋo,,,,,,,
sand-Adi-six-1,,sand-Adi,six,ɑkke,ɑkke,,,,,,,
sand-Adi-seven-1,,sand-Adi,seven,kɨnɨt,kɨnɨt,,,,,,,
sand-Adi-eight-1,,sand-Adi,eight,pɨ:ɲi,pɨ:ɲi,,,,,,,
sand-Adi-nine-1,,sand-Adi,nine,konɑŋ,konɑŋ,,,,,,,
sand-Adi-ten-1,,sand-Adi,ten,ɨjiŋ,ɨjiŋ,,,,,,,
sand-Adi-eleven-1,,sand-Adi,eleven,ɨjiŋ kolɑŋ ɑtəl,ɨjiŋ_kolɑŋ_ɑtəl,,,,,,,
sand-Adi-twelve-1,,sand-Adi,twelve,ɨjiŋ kolɑŋ ɑɲɲi,ɨjiŋ_kolɑŋ_ɑɲɲi,,,,,,,
sand-Adi-thirteen-1,,sand-Adi,thirteen,ɨjiŋ kolɑŋ ɑŋum,ɨjiŋ_kolɑŋ_ɑŋum,,,,,,,
sand-Adi-fourteen-1,,sand-Adi,fourteen,ɨjiŋ kolɑŋ ɑppi,ɨjiŋ_kolɑŋ_ɑppi,,,,,,,
sand-Adi-fifteen-1,,sand-Adi,fifteen,ɨjiŋ kolɑŋ pilŋo,ɨjiŋ_kolɑŋ_pilŋo,,,,,,,
sand-Adi-sixteen-1,,sand-Adi,sixteen,ɨjiŋ kolɑŋ ɑkke,ɨjiŋ_kolɑŋ_ɑkke,,,,,,,
sand-Adi-seventeen-1,,sand-Adi,seventeen,ɨjiŋ kolɑŋ kɨnɨt,ɨjiŋ_kolɑŋ_kɨnɨt,,,,,,,
sand-Adi-eighteen-1,,sand-Adi,eighteen,ɨjiŋ kolɑŋ pɨ:ɲi,ɨjiŋ_kolɑŋ_pɨ:ɲi,,,,,,,
sand-Adi-nineteen-1,,sand-Adi,nineteen,ɨjiŋ kolɑŋ konɑŋ,ɨjiŋ_kolɑŋ_konɑŋ,,,,,,,
sand-Adi-twenty-1,,sand-Adi,twenty,ɨjiŋ ɑɲɲi,ɨjiŋ_ɑɲɲi,,,,,,,
sand-Adi-twentyone-1,,sand-Adi,twentyone,ɨjiŋ ɑɲɲi kolɑŋ ɑtəl,ɨjiŋ_ɑɲɲi_kolɑŋ_ɑtəl,,,,,,,
sand-Adi-twentytwo-1,,sand-Adi,twentytwo,ɨjiŋ ɑɲɲi kolɑŋ ɑɲɲi,ɨjiŋ_ɑɲɲi_kolɑŋ_ɑɲɲi,,,,,,,
sand-Adi-twentythree-1,,sand-Adi,twentythree,ɨjiŋ ɑɲɲi kolɑŋ ɑŋum,ɨjiŋ_ɑɲɲi_kolɑŋ_ɑŋum,,,,,,,
sand-Adi-twentyfour-1,,sand-Adi,twentyfour,ɨjiŋ ɑɲɲi kolɑŋ ɑppi,ɨjiŋ_ɑɲɲi_kolɑŋ_ɑppi,,,,,,,
sand-Adi-twentyfive-1,,sand-Adi,twentyfive,ɨjiŋ ɑɲɲi kolɑŋ pilŋo,ɨjiŋ_ɑɲɲi_kolɑŋ_pilŋo,,,,,,,
sand-Adi-twentysix-1,,sand-Adi,twentysix,ɨjiŋ ɑɲɲi kolɑŋ ɑkke,ɨjiŋ_ɑɲɲi_kolɑŋ_ɑkke,,,,,,,
sand-Adi-twentyseven-1,,sand-Adi,twentyseven,ɨjiŋ ɑɲɲi kolɑŋ kɨnɨt,ɨjiŋ_ɑɲɲi_kolɑŋ_kɨnɨt,,,,,,,
sand-Adi-twentyeight-1,,sand-Adi,twentyeight,ɨjiŋ ɑɲɲi kolɑŋ pɨ:ɲi,ɨjiŋ_ɑɲɲi_kolɑŋ_pɨ:ɲi,,,,,,,
sand-Adi-twentynine-1,,sand-Adi,twentynine,ɨjiŋ ɑɲɲi kolɑŋ konɑŋ,ɨjiŋ_ɑɲɲi_kolɑŋ_konɑŋ,,,,,,,
sand-Adi-thirty-1,,sand-Adi,thirty,ɨjiŋ ɑŋum,ɨjiŋ_ɑŋum,,,,,,,
sand-Adi-thirtyone-1,,sand-Adi,thirtyone,ɨjiŋ ɑŋum kolɑŋ ɑtəl,ɨjiŋ_ɑŋum_kolɑŋ_ɑtəl,,,,,,,
sand-Adi-thirtytwo-1,,sand-Adi,thirtytwo,ɨjiŋ ɑŋum kolɑŋ ɑɲɲi,ɨjiŋ_ɑŋum_kolɑŋ_ɑɲɲi,,,,,,,
sand-Adi-thirtythree-1,,sand-Adi,thirtythree,ɨjiŋ ɑŋum kolɑŋ ɑŋum,ɨjiŋ_ɑŋum_kolɑŋ_ɑŋum,,,,,,,
sand-Adi-thirtyfour-1,,sand-Adi,thirtyfour,ɨjiŋ ɑŋum kolɑŋ ɑppi,ɨjiŋ_ɑŋum_kolɑŋ_ɑppi,,,,,,,
sand-Adi-thirtyfive-1,,sand-Adi,thirtyfive,ɨjiŋ ɑŋum kolɑŋ pilŋo,ɨjiŋ_ɑŋum_kolɑŋ_pilŋo,,,,,,,
sand-Adi-thirtysix-1,,sand-Adi,thirtysix,ɨjiŋ ɑŋum kolɑŋ ɑkke,ɨjiŋ_ɑŋum_kolɑŋ_ɑkke,,,,,,,
sand-Adi-thirtyseven-1,,sand-Adi,thirtyseven,ɨjiŋ ɑŋum kolɑŋ kɨnɨt,ɨjiŋ_ɑŋum_kolɑŋ_kɨnɨt,,,,,,,
sand-Adi-thirtyeight-1,,sand-Adi,thirtyeight,ɨjiŋ ɑŋum kolɑŋ pɨ:ɲi,ɨjiŋ_ɑŋum_kolɑŋ_pɨ:ɲi,,,,,,,
sand-Adi-thirtynine-1,,sand-Adi,thirtynine,ɨjiŋ ɑŋum kolɑŋ konɑŋ,ɨjiŋ_ɑŋum_kolɑŋ_konɑŋ,,,,,,,
sand-Adi-forty-1,,sand-Adi,forty,ɨjiŋ ɑppi,ɨjiŋ_ɑppi,,,,,,,
sand-Adi-fortyone-1,,sand-Adi,fortyone,ɨjiŋ ɑppi kolɑŋ ɑtəl,ɨjiŋ_ɑppi_kolɑŋ_ɑtəl,,,,,,,
sand-Adi-fortytwo-1,,sand-Adi,fortytwo,ɨjiŋ ɑppi kolɑŋ ɑɲɲi,ɨjiŋ_ɑppi_kolɑŋ_ɑɲɲi,,,,,,,
sand-Adi-fortythree-1,,sand-Adi,fortythree,ɨjiŋ ɑppi kolɑŋ ɑŋum,ɨjiŋ_ɑppi_kolɑŋ_ɑŋum,,,,,,,
sand-Adi-fortyfour-1,,sand-Adi,fortyfour,ɨjiŋ ɑppi kolɑŋ ɑppi,ɨjiŋ_ɑppi_kolɑŋ_ɑppi,,,,,,,
sand-Adi-fortyfive-1,,sand-Adi,fortyfive,ɨjiŋ ɑppi kolɑŋ pilŋo,ɨjiŋ_ɑppi_kolɑŋ_pilŋo,,,,,,,
sand-Adi-fortysix-1,,sand-Adi,fortysix,ɨjiŋ ɑppi kolɑŋ ɑkke,ɨjiŋ_ɑppi_kolɑŋ_ɑkke,,,,,,,
sand-Adi-fortyseven-1,,sand-Adi,fortyseven,ɨjiŋ ɑppi kolɑŋ kɨnɨt,ɨjiŋ_ɑppi_kolɑŋ_kɨnɨt,,,,,,,
sand-Adi-fortyeight-1,,sand-Adi,fortyeight,ɨjiŋ ɑppi kolɑŋ pɨ:ɲi,ɨjiŋ_ɑppi_kolɑŋ_pɨ:ɲi,,,,,,,
sand-Adi-fortynine-1,,sand-Adi,fortynine,ɨjiŋ ɑppi kolɑŋ konɑŋ,ɨjiŋ_ɑppi_kolɑŋ_konɑŋ,,,,,,,
sand-Adi-fifty-1,,sand-Adi,fifty,ɨjiŋ pilŋo,ɨjiŋ_pilŋo,,,,,,,
sand-Adi-fiftyone-1,,sand-Adi,fiftyone,ɨjiŋ pilŋo kolɑŋ ɑtəl,ɨjiŋ_pilŋo_kolɑŋ_ɑtəl,,,,,,,
sand-Adi-fiftytwo-1,,sand-Adi,fiftytwo,ɨjiŋ pilŋo kolɑŋ ɑɲɲi,ɨjiŋ_pilŋo_kolɑŋ_ɑɲɲi,,,,,,,
sand-Adi-fiftythree-1,,sand-Adi,fiftythree,ɨjiŋ pilŋo kolɑŋ ɑŋum,ɨjiŋ_pilŋo_kolɑŋ_ɑŋum,,,,,,,
sand-Adi-fiftyfour-1,,sand-Adi,fiftyfour,ɨjiŋ pilŋo kolɑŋ ɑppi,ɨjiŋ_pilŋo_kolɑŋ_ɑppi,,,,,,,
sand-Adi-fiftyfive-1,,sand-Adi,fiftyfive,ɨjiŋ pilŋo kolɑŋ pilŋo,ɨjiŋ_pilŋo_kolɑŋ_pilŋo,,,,,,,
sand-Adi-fiftysix-1,,sand-Adi,fiftysix,ɨjiŋ pilŋo kolɑŋ ɑkke,ɨjiŋ_pilŋo_kolɑŋ_ɑkke,,,,,,,
sand-Adi-fiftyseven-1,,sand-Adi,fiftyseven,ɨjiŋ pilŋo kolɑŋ kɨnɨt,ɨjiŋ_pilŋo_kolɑŋ_kɨnɨt,,,,,,,
sand-Adi-fiftyeight-1,,sand-Adi,fiftyeight,ɨjiŋ pilŋo kolɑŋ pɨ:ɲi,ɨjiŋ_pilŋo_kolɑŋ_pɨ:ɲi,,,,,,,
sand-Adi-fiftynine-1,,sand-Adi,fiftynine,ɨjiŋ pilŋo kolɑŋ konɑŋ,ɨjiŋ_pilŋo_kolɑŋ_konɑŋ,,,,,,,
sand-Adi-sixty-1,,sand-Adi,sixty,ɨjiŋ ɑkke,ɨjiŋ_ɑkke,,,,,,,
sand-Adi-sixtyone-1,,sand-Adi,sixtyone,ɨjiŋ ɑkke kolɑŋ ɑtəl,ɨjiŋ_ɑkke_kolɑŋ_ɑtəl,,,,,,,
sand-Adi-sixtytwo-1,,sand-Adi,sixtytwo,ɨjiŋ ɑkke kolɑŋ ɑɳɳi,ɨjiŋ_ɑkke_kolɑŋ_ɑɳɳi,,,,,,,
sand-Adi-sixtythree-1,,sand-Adi,sixtythree,ɨjiŋ ɑkke kolɑŋ ɑŋum,ɨjiŋ_ɑkke_kolɑŋ_ɑŋum,,,,,,,
sand-Adi-sixtyfour-1,,sand-Adi,sixtyfour,ɨjiŋ ɑkke kolɑŋ ɑppi,ɨjiŋ_ɑkke_kolɑŋ_ɑppi,,,,,,,
sand-Adi-sixtyfive-1,,sand-Adi,sixtyfive,ɨjiŋ ɑkke kolɑŋ pilŋo,ɨjiŋ_ɑkke_kolɑŋ_pilŋo,,,,,,,
sand-Adi-sixtysix-1,,sand-Adi,sixtysix,ɨjiŋ ɑkke kolɑŋ ɑkke,ɨjiŋ_ɑkke_kolɑŋ_ɑkke,,,,,,,
sand-Adi-sixtyseven-1,,sand-Adi,sixtyseven,ɨjiŋ ɑkke kolɑŋ kɨnɨt,ɨjiŋ_ɑkke_kolɑŋ_kɨnɨt,,,,,,,
sand-Adi-sixtyeight-1,,sand-Adi,sixtyeight,ɨjiŋ ɑkke kolɑŋ pɨ:ɳi,ɨjiŋ_ɑkke_kolɑŋ_pɨ:ɳi,,,,,,,
sand-Adi-sixtynine-1,,sand-Adi,sixtynine,ɨjiŋ ɑkke kolɑŋ konɑŋ,ɨjiŋ_ɑkke_kolɑŋ_konɑŋ,,,,,,,
sand-Adi-seventy-1,,sand-Adi,seventy,ɨjiŋ kɨnɨt,ɨjiŋ_kɨnɨt,,,,,,,
sand-Adi-seventyone-1,,sand-Adi,seventyone,ɨjiŋ kɨnɨt kolɑŋ ɑtəl,ɨjiŋ_kɨnɨt_kolɑŋ_ɑtəl,,,,,,,
sand-Adi-seventytwo-1,,sand-Adi,seventytwo,ɨjiŋ kɨnɨt kolɑŋ ɑɳɳi,ɨjiŋ_kɨnɨt_kolɑŋ_ɑɳɳi,,,,,,,
sand-Adi-seventythree-1,,sand-Adi,seventythree,ɨjiŋ kɨnɨt kolɑŋ ɑŋum,ɨjiŋ_kɨnɨt_kolɑŋ_ɑŋum,,,,,,,
sand-Adi-seventyfour-1,,sand-Adi,seventyfour,ɨjiŋ kɨnɨt kolɑŋ ɑppi,ɨjiŋ_kɨnɨt_kolɑŋ_ɑppi,,,,,,,
sand-Adi-seventyfive-1,,sand-Adi,seventyfive,ɨjiŋ kɨnɨt kolɑŋ pilŋo,ɨjiŋ_kɨnɨt_kolɑŋ_pilŋo,,,,,,,
sand-Adi-seventysix-1,,sand-Adi,seventysix,ɨjiŋ kɨnɨt kolɑŋ ɑkke,ɨjiŋ_kɨnɨt_kolɑŋ_ɑkke,,,,,,,
sand-Adi-seventyseven-1,,sand-Adi,seventyseven,ɨjiŋ kɨnɨt kolɑŋ kɨnɨt,ɨjiŋ_kɨnɨt_kolɑŋ_kɨnɨt,,,,,,,
sand-Adi-seventyeight-1,,sand-Adi,seventyeight,ɨjiŋ kɨnɨt kolɑŋ pɨ:ɳi,ɨjiŋ_kɨnɨt_kolɑŋ_pɨ:ɳi,,,,,,,
sand-Adi-seventynine-1,,sand-Adi,seventynine,ɨjiŋ kɨnɨt kolɑŋ konɑŋ,ɨjiŋ_kɨnɨt_kolɑŋ_konɑŋ,,,,,,,
sand-Adi-eighty-1,,sand-Adi,eighty,ɨjiŋ pɨ:ɳi,ɨjiŋ_pɨ:ɳi,,,,,,,
sand-Adi-eightyone-1,,sand-Adi,eightyone,ɨjiŋ pɨ:ɳi kolɑŋ ɑtəl,ɨjiŋ_pɨ:ɳi_kolɑŋ_ɑtəl,,,,,,,
sand-Adi-eightytwo-1,,sand-Adi,eightytwo,ɨjiŋ pɨ:ɳi kolɑŋ ɑɳɳi,ɨjiŋ_pɨ:ɳi_kolɑŋ_ɑɳɳi,,,,,,,
sand-Adi-eightythree-1,,sand-Adi,eightythree,ɨjiŋ pɨ:ɳi kolɑŋ ɑŋum,ɨjiŋ_pɨ:ɳi_kolɑŋ_ɑŋum,,,,,,,
sand-Adi-eightyfour-1,,sand-Adi,eightyfour,ɨjiŋ pɨ:ɳi kolɑŋ ɑppi,ɨjiŋ_pɨ:ɳi_kolɑŋ_ɑppi,,,,,,,
sand-Adi-eightyfive-1,,sand-Adi,eightyfive,ɨjiŋ pɨ:ɳi kolɑŋ pilŋo,ɨjiŋ_pɨ:ɳi_kolɑŋ_pilŋo,,,,,,,
sand-Adi-eightysix-1,,sand-Adi,eightysix,ɨjiŋ pɨ:ɳi kolɑŋɑ ɑkke,ɨjiŋ_pɨ:ɳi_kolɑŋɑ_ɑkke,,,,,,,
sand-Adi-eightyseven-1,,sand-Adi,eightyseven,ɨjiŋ pɨ:ɳi kolɑŋ kɨnɨt,ɨjiŋ_pɨ:ɳi_kolɑŋ_kɨnɨt,,,,,,,
sand-Adi-eightyeight-1,,sand-Adi,eightyeight,ɨjiŋ pɨ:ɳi kolɑŋ pɨ:ɳi,ɨjiŋ_pɨ:ɳi_kolɑŋ_pɨ:ɳi,,,,,,,
sand-Adi-eightynine-1,,sand-Adi,eightynine,ɨjiŋ pɨ:ɳi kolɑŋ konɑŋ,ɨjiŋ_pɨ:ɳi_kolɑŋ_konɑŋ,,,,,,,
sand-Adi-ninety-1,,sand-Adi,ninety,ɨjiŋ konɑŋ,ɨjiŋ_konɑŋ,,,,,,,
sand-Adi-ninetyone-1,,sand-Adi,ninetyone,ɨjiŋ konɑŋ kolɑŋ ɑtəl,ɨjiŋ_konɑŋ_kolɑŋ_ɑtəl,,,,,,,
sand-Adi-ninetytwo-1,,sand-Adi,ninetytwo,ɨjiŋ konɑŋ kolɑŋ ɑɳɳi,ɨjiŋ_konɑŋ_kolɑŋ_ɑɳɳi,,,,,,,
sand-Adi-ninetythree-1,,sand-Adi,ninetythree,ɨjiŋ konɑŋ kolɑŋ ɑŋum,ɨjiŋ_konɑŋ_kolɑŋ_ɑŋum,,,,,,,
sand-Adi-ninetyfour-1,,sand-Adi,ninetyfour,ɨjiŋ konɑŋ kolɑŋ ɑppi,ɨjiŋ_konɑŋ_kolɑŋ_ɑppi,,,,,,,
sand-Adi-ninetyfive-1,,sand-Adi,ninetyfive,ɨjiŋ konɑŋ kolɑŋ pilŋo,ɨjiŋ_konɑŋ_kolɑŋ_pilŋo,,,,,,,
sand-Adi-ninetysix-1,,sand-Adi,ninetysix,ɨjiŋ konɑŋ kolɑŋ ɑkke,ɨjiŋ_konɑŋ_kolɑŋ_ɑkke,,,,,,,
sand-Adi-ninetyseven-1,,sand-Adi,ninetyseven,ɨjiŋ konɑŋ kolɑŋ kɨnɨt,ɨjiŋ_konɑŋ_kolɑŋ_kɨnɨt,,,,,,,
sand-Adi-ninetyeight-1,,sand-Adi,ninetyeight,ɨjiŋ konɑŋ kolɑŋ pɨ:ɳi,ɨjiŋ_konɑŋ_kolɑŋ_pɨ:ɳi,,,,,,,
sand-Adi-ninetynine-1,,sand-Adi,ninetynine,ɨjiŋ konɑŋ kolɑŋ konɑŋ,ɨjiŋ_konɑŋ_kolɑŋ_konɑŋ,,,,,,,
sand-Adi-hundred-1,,sand-Adi,hundred,lɨŋko,lɨŋko,,,,,,,
sand-Adi-thousand-1,,sand-Adi,thousand,edʒɑr,edʒɑr,,,,,,,
sand-Bodo-one-1,,sand-Bodo,one,se,se,,,,,,,
sand-Bodo-two-1,,sand-Bodo,two,nəɪ,nəɪ,,,,,,,
sand-Bodo-three-1,,sand-Bodo,three,ʈʰəm,ʈʰəm,,,,,,,
sand-Bodo-four-1,,sand-Bodo,four,brəɪh,brəɪh,,,,,,,
sand-Bodo-four-2,,sand-Bodo,four,brɪ,brɪ,,,,,,,
sand-Bodo-five-1,,sand-Bodo,five,bɑ:,bɑ:,,,,,,,
sand-Bodo-six-1,,sand-Bodo,six,ɖo,ɖo,,,,,,,
sand-Bodo-six-2,,sand-Bodo,six,ro,ro,,,,,,,
sand-Bodo-seven-1,,sand-Bodo,seven,sɪnɪ,sɪnɪ,,,,,,,
sand-Bodo-eight-1,,sand-Bodo,eight,ɖɑɪn,ɖɑɪn,,,,,,,
sand-Bodo-eight-2,,sand-Bodo,eight,zɑd,zɑd,,,,,,,
sand-Bodo-eight-3,,sand-Bodo,eight,dɑŋ,dɑŋ,,,,,,,
sand-Bodo-nine-1,,sand-Bodo,nine,ɡʊ,ɡʊ,,,,,,,
sand-Bodo-nine-2,,sand-Bodo,nine,suɡu,suɡu,,,,,,,
sand-Bodo-nine-3,,sand-Bodo,nine,ne,ne,,,,,,,
sand-Bodo-ten-1,,sand-Bodo,ten,zɪ:,zɪ:,,,,,,,
sand-Bodo-ten-2,,sand-Bodo,ten,zu,zu,,,,,,,
sand-Bodo-ten-3,,sand-Bodo,ten,kʰɑw se,kʰɑw_se,,,,,,,
sand-Bodo-eleven-1,,sand-Bodo,eleven,zɪ:se,zɪ:se,,,,,,,
sand-Bodo-eleven-2,,sand-Bodo,eleven,kʰɑwse mən se,kʰɑwse_mən_se,,,,,,,
sand-Bodo-twelve-1,,sand-Bodo,twelve,zɪ:nəɪ,zɪ:nəɪ,,,,,,,
sand-Bodo-twelve-2,,sand-Bodo,twelve,kʰɑwse mən nəɪ,kʰɑwse_mən_nəɪ,,,,,,,
sand-Bodo-thirteen-1,,sand-Bodo,thirteen,zɪ:ʈʰəm,zɪ:ʈʰəm,,,,,,,
