"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","Glosser","Gloss.clean","Gloss.math","Gloss.calc"
"6468",59,"sand-Gondi-fiftysix-1","sand-Gondi","Mamta2023","fiftysix",56,"renɖ koɽi solɑ","rendkorisola",NA,NA,"(2[⋅]20′)[+]16","<koɽi> ‘twenty’ and <solɑ> ‘sixteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(2[⋅]20′)[+]6′+10′","RE-GLOSSED","(2[⋅]20′)[+]16","(2⋅20)+16","abs(abs(2*20))+16"
"6469",60,"sand-Gondi-fiftyseven-1","sand-Gondi","Mamta2023","fiftyseven",57,"renɖ koɽi sətr","rendkorisatr",NA,NA,"(2[⋅]20′)[+]17","<koɽi> ‘twenty’ and <sətr> ‘seventeen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(2[⋅]20′)[+]7+10′","RE-GLOSSED","(2[⋅]20′)[+]17","(2⋅20)+17","abs(abs(2*20))+17"
"6470",61,"sand-Gondi-fiftyeight-1","sand-Gondi","Mamta2023","fiftyeight",58,"renɖ koɽi əʈrɑ","rendkoriatra",NA,NA,"(2[⋅]20′)[+]18","<koɽi> ‘twenty’ and <əʈrɑ> ‘eighteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(2[⋅]20′)[+]8+10′","RE-GLOSSED","(2[⋅]20′)[+]18","(2⋅20)+18","abs(abs(2*20))+18"
"6471",62,"sand-Gondi-fiftynine-1","sand-Gondi","Mamta2023","fiftynine",59,"renɖ koɽi onis","rendkorionis",NA,NA,"(2[⋅]20′)[+]19","<koɽi> ‘twenty’ and <onis> ‘nineteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","","RE-GLOSSED","(2[⋅]20′)[+]19","(2⋅20)+19","abs(abs(2*20))+19"
"6472",63,"sand-Gondi-sixty-1","sand-Gondi","Mamta2023","sixty",60,"munɖ koɽi","mundkori",NA,NA,"3[⋅]20′","<koɽi> ‘twenty’ borrowed from Indo-Aryan (Indo-European), ultimately from Austroasiatic (?)","","RE-GLOSSED","3[⋅]20′","3⋅20","abs(3*20)"
"6473",64,"sand-Gondi-sixtyone-1","sand-Gondi","Mamta2023","sixtyone",61,"munɖ koɽi onɖ","mundkoriond",NA,NA,"(3[⋅]20′)[+]1","<koɽi> ‘twenty’ borrowed from Indo-Aryan (Indo-European), ultimately from Austroasiatic (?)","","RE-GLOSSED","(3[⋅]20′)[+]1","(3⋅20)+1","abs(abs(3*20))+1"
"6474",65,"sand-Gondi-sixtytwo-1","sand-Gondi","Mamta2023","sixtytwo",62,"munɖ koɽi rənɖu","mundkorirandu",NA,NA,"(3[⋅]20′)[+]2","<koɽi> ‘twenty’ borrowed from Indo-Aryan (Indo-European), ultimately from Austroasiatic (?)","","RE-GLOSSED","(3[⋅]20′)[+]2","(3⋅20)+2","abs(abs(3*20))+2"
"6475",66,"sand-Gondi-sixtythree-1","sand-Gondi","Mamta2023","sixtythree",63,"munɖ koɽi munɖ","mundkorimund",NA,NA,"(3[⋅]20′)[+]3","<koɽi> ‘twenty’ borrowed from Indo-Aryan (Indo-European), ultimately from Austroasiatic (?)","","RE-GLOSSED","(3[⋅]20′)[+]3","(3⋅20)+3","abs(abs(3*20))+3"
"6476",67,"sand-Gondi-sixtyfour-1","sand-Gondi","Mamta2023","sixtyfour",64,"munɖ koɽi nɑlu","mundkorinalu",NA,NA,"(3[⋅]20′)[+]4","<koɽi> ‘twenty’ borrowed from Indo-Aryan (Indo-European), ultimately from Austroasiatic (?)","","RE-GLOSSED","(3[⋅]20′)[+]4","(3⋅20)+4","abs(abs(3*20))+4"
"6477",68,"sand-Gondi-sixtyfive-1","sand-Gondi","Mamta2023","sixtyfive",65,"munɖ koɽi həĩŋɡe","mundkorihaingge",NA,NA,"(3[⋅]20′)[+]5","<koɽi> ‘twenty’ borrowed from Indo-Aryan (Indo-European), ultimately from Austroasiatic (?)","","RE-GLOSSED","(3[⋅]20′)[+]5","(3⋅20)+5","abs(abs(3*20))+5"
"6478",69,"sand-Gondi-sixtysix-1","sand-Gondi","Mamta2023","sixtysix",66,"munɖ koɽi ɑru","mundkoriaru",NA,NA,"(3[⋅]20′)[+]6","<koɽi> ‘twenty’ borrowed from Indo-Aryan (Indo-European), ultimately from Austroasiatic (?)","","RE-GLOSSED","(3[⋅]20′)[+]6","(3⋅20)+6","abs(abs(3*20))+6"
"6479",70,"sand-Gondi-sixtyseven-1","sand-Gondi","Mamta2023","sixtyseven",67,"munɖ koɽi sɑtu","mundkorisatu",NA,NA,"(3[⋅]20′)[+]7","<koɽi> ‘twenty’ and <sɑtu> ‘seven’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","","RE-GLOSSED","(3[⋅]20′)[+]7","(3⋅20)+7","abs(abs(3*20))+7"
"6480",71,"sand-Gondi-sixtyeight-1","sand-Gondi","Mamta2023","sixtyeight",68,"munɖ koɽi ɑʈu","mundkoriatu",NA,NA,"(3[⋅]20′)[+]8","<koɽi> ‘twenty’ and <ɑʈu> ‘eight’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","","RE-GLOSSED","(3[⋅]20′)[+]8","(3⋅20)+8","abs(abs(3*20))+8"
"6481",72,"sand-Gondi-sixtynine-1","sand-Gondi","Mamta2023","sixtynine",69,"munɖ koɽi nəʋu","mundkorinavu",NA,NA,"(3[⋅]20′)[+]9","<koɽi> ‘twenty’ and <nəʋu> ‘nine’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","","RE-GLOSSED","(3[⋅]20′)[+]9","(3⋅20)+9","abs(abs(3*20))+9"
"6482",73,"sand-Gondi-seventy-1","sand-Gondi","Mamta2023","seventy",70,"munɖ koɽi dəsu","mundkoridasu",NA,NA,"(3[⋅]20′)[+]10","<koɽi> ‘twenty’ and <dəsu> ‘ten’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","","RE-GLOSSED","(3[⋅]20′)[+]10","(3⋅20)+10","abs(abs(3*20))+10"
"6483",74,"sand-Gondi-seventyone-1","sand-Gondi","Mamta2023","seventyone",71,"munɖ koɽi iɡɑrɑ","mundkoriigara",NA,NA,"(3[⋅]20′)[+]11","<koɽi> ‘twenty’ and <iɡɑrɑ> ‘eleven’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(3[⋅]20′)[+]1′+10′","RE-GLOSSED","(3[⋅]20′)[+]11","(3⋅20)+11","abs(abs(3*20))+11"
"6484",75,"sand-Gondi-seventytwo-1","sand-Gondi","Mamta2023","seventytwo",72,"munɖ koɽi bɑrɑ","mundkoribara",NA,NA,"(3[⋅]20′)[+]12","<koɽi> ‘twenty’ and <bɑrɑ> ‘twelve’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(3[⋅]20′)[+]2′+10′","RE-GLOSSED","(3[⋅]20′)[+]12","(3⋅20)+12","abs(abs(3*20))+12"
"6485",76,"sand-Gondi-seventythree-1","sand-Gondi","Mamta2023","seventythree",73,"munɖ koɽi terɑ","mundkoritera",NA,NA,"(3[⋅]20′)[+]13","<koɽi> ‘twenty’ and <terɑ> ‘thirteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(3[⋅]20′)[+]3′+10′","RE-GLOSSED","(3[⋅]20′)[+]13","(3⋅20)+13","abs(abs(3*20))+13"
"6486",77,"sand-Gondi-seventyfour-1","sand-Gondi","Mamta2023","seventyfour",74,"munɖ koɽi cəʋdɑ","mundkoricavda",NA,NA,"(3[⋅]20′)[+]14","<koɽi> ‘twenty’ and <cəʋdɑ> ‘fourteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(3[⋅]20′)[+]4′+10′","RE-GLOSSED","(3[⋅]20′)[+]14","(3⋅20)+14","abs(abs(3*20))+14"
"6487",78,"sand-Gondi-seventyfive-1","sand-Gondi","Mamta2023","seventyfive",75,"munɖ koɽi pəndr","mundkoripandr",NA,NA,"(3[⋅]20′)[+]15","<koɽi> ‘twenty’ and <pəndr> ‘fifteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(3[⋅]20′)[+]5′+10′","RE-GLOSSED","(3[⋅]20′)[+]15","(3⋅20)+15","abs(abs(3*20))+15"
"6488",79,"sand-Gondi-seventysix-1","sand-Gondi","Mamta2023","seventysix",76,"munɖ koɽi solɑ","mundkorisola",NA,NA,"(3[⋅]20′)[+]16","<koɽi> ‘twenty’ and <solɑ> ‘sixteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(3[⋅]20′)[+]6′+10′","RE-GLOSSED","(3[⋅]20′)[+]16","(3⋅20)+16","abs(abs(3*20))+16"
"6489",80,"sand-Gondi-seventyseven-1","sand-Gondi","Mamta2023","seventyseven",77,"munɖ koɽi sətr","mundkorisatr",NA,NA,"(3[⋅]20′)[+]17","<koɽi> ‘twenty’ and <sətr> ‘seventeen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(3[⋅]20′)[+]7+10′","RE-GLOSSED","(3[⋅]20′)[+]17","(3⋅20)+17","abs(abs(3*20))+17"
"6490",81,"sand-Gondi-seventyeight-1","sand-Gondi","Mamta2023","seventyeight",78,"munɖ koɽi əʈrɑ","mundkoriatra",NA,NA,"(3[⋅]20′)[+]18","<koɽi> ‘twenty’ and <əʈrɑ> ‘eighteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(3[⋅]20′)[+]8+10′","RE-GLOSSED","(3[⋅]20′)[+]18","(3⋅20)+18","abs(abs(3*20))+18"
"6491",82,"sand-Gondi-seventynine-1","sand-Gondi","Mamta2023","seventynine",79,"munɖ koɽi onis","mundkorionis",NA,NA,"(3[⋅]20′)[+]19","<koɽi> ‘twenty’ and <onis> ‘nineteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","","RE-GLOSSED","(3[⋅]20′)[+]19","(3⋅20)+19","abs(abs(3*20))+19"
"6492",83,"sand-Gondi-eighty-1","sand-Gondi","Mamta2023","eighty",80,"nɑlu koɽi","nalukori",NA,NA,"4[⋅]20′","<koɽi> ‘twenty’ borrowed from Indo-Aryan (Indo-European), ultimately from Austroasiatic (?)","","RE-GLOSSED","4[⋅]20′","4⋅20","abs(4*20)"
"6493",84,"sand-Gondi-eightyone-1","sand-Gondi","Mamta2023","eightyone",81,"nɑlu koɽi onɖ","nalukoriond",NA,NA,"(4[⋅]20′)[+]1","<koɽi> ‘twenty’ borrowed from Indo-Aryan (Indo-European), ultimately from Austroasiatic (?)","","RE-GLOSSED","(4[⋅]20′)[+]1","(4⋅20)+1","abs(abs(4*20))+1"
"6494",85,"sand-Gondi-eightytwo-1","sand-Gondi","Mamta2023","eightytwo",82,"nɑlu koɽi rənɖ","nalukorirand",NA,NA,"(4[⋅]20′)[+]2","<koɽi> ‘twenty’ borrowed from Indo-Aryan (Indo-European), ultimately from Austroasiatic (?)","","RE-GLOSSED","(4[⋅]20′)[+]2","(4⋅20)+2","abs(abs(4*20))+2"
"6495",86,"sand-Gondi-eightythree-1","sand-Gondi","Mamta2023","eightythree",83,"nɑlu koɽi munɖ","nalukorimund",NA,NA,"(4[⋅]20′)[+]3","<koɽi> ‘twenty’ borrowed from Indo-Aryan (Indo-European), ultimately from Austroasiatic (?)","","RE-GLOSSED","(4[⋅]20′)[+]3","(4⋅20)+3","abs(abs(4*20))+3"
"6496",87,"sand-Gondi-eightyfour-1","sand-Gondi","Mamta2023","eightyfour",84,"nɑlu koɽi nɑlu","nalukorinalu",NA,NA,"(4[⋅]20′)[+]4","<koɽi> ‘twenty’ borrowed from Indo-Aryan (Indo-European), ultimately from Austroasiatic (?)","","RE-GLOSSED","(4[⋅]20′)[+]4","(4⋅20)+4","abs(abs(4*20))+4"
"6497",88,"sand-Gondi-eightyfive-1","sand-Gondi","Mamta2023","eightyfive",85,"nɑlu koɽi həĩŋɡe","nalukorihaingge",NA,NA,"(4[⋅]20′)[+]5","<koɽi> ‘twenty’ borrowed from Indo-Aryan (Indo-European), ultimately from Austroasiatic (?)","","RE-GLOSSED","(4[⋅]20′)[+]5","(4⋅20)+5","abs(abs(4*20))+5"
"6498",89,"sand-Gondi-eightysix-1","sand-Gondi","Mamta2023","eightysix",86,"nɑlu koɽi ɑru","nalukoriaru",NA,NA,"(4[⋅]20′)[+]6","<koɽi> ‘twenty’ borrowed from Indo-Aryan (Indo-European), ultimately from Austroasiatic (?)","","RE-GLOSSED","(4[⋅]20′)[+]6","(4⋅20)+6","abs(abs(4*20))+6"
"6499",90,"sand-Gondi-eightyseven-1","sand-Gondi","Mamta2023","eightyseven",87,"nɑlu koɽi sɑtu","nalukorisatu",NA,NA,"(4[⋅]20′)[+]7","<koɽi> ‘twenty’ and <sɑtu> ‘seven’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","","RE-GLOSSED","(4[⋅]20′)[+]7","(4⋅20)+7","abs(abs(4*20))+7"
"6500",91,"sand-Gondi-eightyeight-1","sand-Gondi","Mamta2023","eightyeight",88,"nɑlu koɽi ɑʈu","nalukoriatu",NA,NA,"(4[⋅]20′)[+]8","<koɽi> ‘twenty’ and <ɑʈu> ‘eight’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","","RE-GLOSSED","(4[⋅]20′)[+]8","(4⋅20)+8","abs(abs(4*20))+8"
"6501",92,"sand-Gondi-eightynine-1","sand-Gondi","Mamta2023","eightynine",89,"nɑlu koɽi nəʋu","nalukorinavu",NA,NA,"(4[⋅]20′)[+]9","<koɽi> ‘twenty’ and <nəʋu> ‘nine’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","","RE-GLOSSED","(4[⋅]20′)[+]9","(4⋅20)+9","abs(abs(4*20))+9"
"6502",93,"sand-Gondi-ninety-1","sand-Gondi","Mamta2023","ninety",90,"nɑlu koɽi dəsu","nalukoridasu",NA,NA,"(4[⋅]20′)[+]10","<koɽi> ‘twenty’ and <dəsu> ‘ten’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","","RE-GLOSSED","(4[⋅]20′)[+]10","(4⋅20)+10","abs(abs(4*20))+10"
"6503",94,"sand-Gondi-ninetyone-1","sand-Gondi","Mamta2023","ninetyone",91,"nɑlu koɽi iɡɑrɑ","nalukoriigara",NA,NA,"(4[⋅]20′)[+]11","<koɽi> ‘twenty’ and <iɡɑrɑ> ‘eleven’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(4[⋅]20′)[+]1′+10′","RE-GLOSSED","(4[⋅]20′)[+]11","(4⋅20)+11","abs(abs(4*20))+11"
"6504",95,"sand-Gondi-ninetytwo-1","sand-Gondi","Mamta2023","ninetytwo",92,"nɑlu koɽi bɑrɑ","nalukoribara",NA,NA,"(4[⋅]20′)[+]12","<koɽi> ‘twenty’ and <bɑrɑ> ‘twelve’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(4[⋅]20′)[+]2′+10′","RE-GLOSSED","(4[⋅]20′)[+]12","(4⋅20)+12","abs(abs(4*20))+12"
"6505",96,"sand-Gondi-ninetythree-1","sand-Gondi","Mamta2023","ninetythree",93,"nɑlu koɽi terɑ","nalukoritera",NA,NA,"(4[⋅]20′)[+]13","<koɽi> ‘twenty’ and <terɑ> ‘thirteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(4[⋅]20′)[+]3′+10′","RE-GLOSSED","(4[⋅]20′)[+]13","(4⋅20)+13","abs(abs(4*20))+13"
"6506",97,"sand-Gondi-ninetyfour-1","sand-Gondi","Mamta2023","ninetyfour",94,"nɑlu koɽi cəʋdɑ","nalukoricavda",NA,NA,"(4[⋅]20′)[+]14","<koɽi> ‘twenty’ and <cəʋdɑ> ‘fourteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(4[⋅]20′)[+]4′+10′","RE-GLOSSED","(4[⋅]20′)[+]14","(4⋅20)+14","abs(abs(4*20))+14"
"6507",98,"sand-Gondi-ninetyfive-1","sand-Gondi","Mamta2023","ninetyfive",95,"nɑlu koɽi pəndr","nalukoripandr",NA,NA,"(4[⋅]20′)[+]15","<koɽi> ‘twenty’ and <pəndr> ‘fifteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(4[⋅]20′)[+]5′+10′","RE-GLOSSED","(4[⋅]20′)[+]15","(4⋅20)+15","abs(abs(4*20))+15"
"6508",99,"sand-Gondi-ninetysix-1","sand-Gondi","Mamta2023","ninetysix",96,"nɑlu koɽi solɑ","nalukorisola",NA,NA,"(4[⋅]20′)[+]16","<koɽi> ‘twenty’ and <solɑ> ‘sixteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(4[⋅]20′)[+]6′+10′","RE-GLOSSED","(4[⋅]20′)[+]16","(4⋅20)+16","abs(abs(4*20))+16"
"6509",100,"sand-Gondi-ninetyseven-1","sand-Gondi","Mamta2023","ninetyseven",97,"nɑlu koɽi sətr","nalukorisatr",NA,NA,"(4[⋅]20′)[+]17","<koɽi> ‘twenty’ and <sətr> ‘seventeen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(4[⋅]20′)[+]7+10′","RE-GLOSSED","(4[⋅]20′)[+]17","(4⋅20)+17","abs(abs(4*20))+17"
"6510",101,"sand-Gondi-ninetyeight-1","sand-Gondi","Mamta2023","ninetyeight",98,"nɑlu koɽi əʈrɑ","nalukoriatra",NA,NA,"(4[⋅]20′)[+]18","<koɽi> ‘twenty’ and <əʈrɑ> ‘eighteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","(4[⋅]20′)[+]8+10′","RE-GLOSSED","(4[⋅]20′)[+]18","(4⋅20)+18","abs(abs(4*20))+18"
"6511",102,"sand-Gondi-ninetynine-1","sand-Gondi","Mamta2023","ninetynine",99,"nɑlu koɽi onis","nalukorionis",NA,NA,"(4[⋅]20′)[+]19","<koɽi> ‘twenty’ and <onis> ‘nineteen’ borrowed from Indo-Aryan (Indo-European); <koɽek> ultimately from Austroasiatic (?)","","RE-GLOSSED","(4[⋅]20′)[+]19","(4⋅20)+19","abs(abs(4*20))+19"
"6512",103,"sand-Gondi-hundred-1","sand-Gondi","Mamta2023","hundred",100,"həĩŋɡe","haingge",NA,NA,"?","This appears to be an error: the form means 5.","","RE-GLOSSED","?","?",NA
"6513",104,"sand-Gondi-hundred-2","sand-Gondi","Mamta2023","hundred",100,"ẽŋ koɽi","engkori",NA,NA,"5[⋅]20","","","RE-GLOSSED","5[⋅]20","5⋅20","abs(5*20)"
"6514",1,"numerals-east2340-1-one-1","numerals-east2340-1","Chan2019","one",1,"und","und","","false","1","","","RE-GLOSSED","1","1","1"
"6515",2,"numerals-east2340-1-two-1","numerals-east2340-1","Chan2019","two",2,"rɑnd","rand","","false","2","","","RE-GLOSSED","2","2","2"
"6516",3,"numerals-east2340-1-three-1","numerals-east2340-1","Chan2019","three",3,"mund","mund","","false","3","","","RE-GLOSSED","3","3","3"
"6517",4,"numerals-east2340-1-four-1","numerals-east2340-1","Chan2019","four",4,"nɑluŋɡ","nalungg","","false","4","","","RE-GLOSSED","4","4","4"
"6518",5,"numerals-east2340-1-five-1","numerals-east2340-1","Chan2019","five",5,"hɛŋɡ","hengg","","false","5","","","RE-GLOSSED","5","5","5"
"6519",6,"numerals-east2340-1-six-1","numerals-east2340-1","Chan2019","six",6,"hɑruŋɡ","harungg","","false","6","","","RE-GLOSSED","6","6","6"
"6520",7,"numerals-east2340-1-seven-1","numerals-east2340-1","Chan2019","seven",7,"sat","sat","","false","7","borrowed from Hindi (Indo-Aryan, Indo-European); alternatively, these forms could represent code-switching","","RE-GLOSSED","7","7","7"
"6521",8,"numerals-east2340-1-eight-1","numerals-east2340-1","Chan2019","eight",8,"aʈ","at","","false","8","borrowed from Hindi (Indo-Aryan, Indo-European)","","RE-GLOSSED","8","8","8"
"6522",9,"numerals-east2340-1-nine-1","numerals-east2340-1","Chan2019","nine",9,"nau","nau","","false","9","borrowed from Hindi (Indo-Aryan, Indo-European)","","RE-GLOSSED","9","9","9"
"6523",10,"numerals-east2340-1-ten-1","numerals-east2340-1","Chan2019","ten",10,"dɑs","das","","false","10","borrowed from Hindi (Indo-Aryan, Indo-European)","","RE-GLOSSED","10","10","10"
"6524",11,"numerals-east2340-1-eleven-1","numerals-east2340-1","Chan2019","eleven",11,"gyaɾa","gyara","","false","1′+10′","borrowed from Hindi (Indo-Aryan, Indo-European)","11","RE-GLOSSED","1′+10′","1+10","1+10"
"6525",12,"numerals-east2340-1-twelve-1","numerals-east2340-1","Chan2019","twelve",12,"baɾa","bara","","false","2′+10","borrowed from Hindi (Indo-Aryan, Indo-European)","12","RE-GLOSSED","2′+10","2+10","2+10"
"6526",13,"numerals-east2340-1-thirteen-1","numerals-east2340-1","Chan2019","thirteen",13,"t̪eːra","tera","","false","3′+10′","borrowed from Hindi (Indo-Aryan, Indo-European)","13","RE-GLOSSED","3′+10′","3+10","3+10"
"6527",14,"numerals-east2340-1-fourteen-1","numerals-east2340-1","Chan2019","fourteen",14,"sʌvd̪a","svda","","false","4′+10′","borrowed from Hindi (Indo-Aryan, Indo-European)","14","RE-GLOSSED","4′+10′","4+10","4+10"
"6528",15,"numerals-east2340-1-fifteen-1","numerals-east2340-1","Chan2019","fifteen",15,"pʌnd̪ɾa","pndra","","false","5′+10′","borrowed from Hindi (Indo-Aryan, Indo-European)","15","RE-GLOSSED","5′+10′","5+10","5+10"
"6529",16,"numerals-east2340-1-sixteen-1","numerals-east2340-1","Chan2019","sixteen",16,"soːla","sola","","false","6′+10′","borrowed from Hindi (Indo-Aryan, Indo-European)","16","RE-GLOSSED","6′+10′","6+10","6+10"
"6530",17,"numerals-east2340-1-seventeen-1","numerals-east2340-1","Chan2019","seventeen",17,"sʌt̪ɾa","stra","","false","7+10′","borrowed from Hindi (Indo-Aryan, Indo-European)","","RE-GLOSSED","7+10′","7+10","7+10"
"6531",18,"numerals-east2340-1-eighteen-1","numerals-east2340-1","Chan2019","eighteen",18,"ʌʈʈaɾa","ttara","","false","8+10′","borrowed from Hindi (Indo-Aryan, Indo-European)","","RE-GLOSSED","8+10′","8+10","8+10"
"6532",19,"numerals-east2340-1-nineteen-1","numerals-east2340-1","Chan2019","nineteen",19,"unnis","unnis","","false","19","borrowed from Hindi (Indo-Aryan, Indo-European); historically subtractive","[1]−{−}(2′⋅10′′)","RE-GLOSSED","19","19","19"
"6533",20,"numerals-east2340-1-twenty-1","numerals-east2340-1","Chan2019","twenty",20,"und kɔɽi","undkori","","false","1[⋅]20","","","RE-GLOSSED","1[⋅]20","1⋅20","abs(1*20)"
"6534",21,"numerals-east2340-1-twentyone-1","numerals-east2340-1","Chan2019","twentyone",21,"ikkais","ikkais","","false","1′′+([2]⋅10′′)","borrowed from Hindi (Indo-Aryan, Indo-European)","21","RE-GLOSSED","1′′+([2]⋅10′′)","1+(2⋅10)","1+abs(abs(2*10))"
"6535",22,"numerals-east2340-1-twentytwo-1","numerals-east2340-1","Chan2019","twentytwo",22,"bais","bais","","false","2′+([2]⋅10′′)","borrowed from Hindi (Indo-Aryan, Indo-European)","22","RE-GLOSSED","2′+([2]⋅10′′)","2+(2⋅10)","2+abs(abs(2*10))"
"6536",23,"numerals-east2340-1-twentythree-1","numerals-east2340-1","Chan2019","twentythree",23,"teis","teis","","false","3′+([2]⋅10′′)","borrowed from Hindi (Indo-Aryan, Indo-European)","23","RE-GLOSSED","3′+([2]⋅10′′)","3+(2⋅10)","3+abs(abs(2*10))"
"6537",24,"numerals-east2340-1-twentyfour-1","numerals-east2340-1","Chan2019","twentyfour",24,"t͡ʃɔbis","tsobis","","false","4′′+(2′⋅10′′)","borrowed from Hindi (Indo-Aryan, Indo-European)","24","RE-GLOSSED","4′′+(2′⋅10′′)","4+(2⋅10)","4+abs(abs(2*10))"
"6538",25,"numerals-east2340-1-twentyfive-1","numerals-east2340-1","Chan2019","twentyfive",25,"pʌt͡ʃis","ptsis","","false","5′+([2]⋅10′′)","borrowed from Hindi (Indo-Aryan, Indo-European)","25","RE-GLOSSED","5′+([2]⋅10′′)","5+(2⋅10)","5+abs(abs(2*10))"
"6539",26,"numerals-east2340-1-twentysix-1","numerals-east2340-1","Chan2019","twentysix",26,"t͡ʃʰʌbːis","tshbis","","false","6′′+(2′⋅10′′)","borrowed from Hindi (Indo-Aryan, Indo-European)","26","RE-GLOSSED","6′′+(2′⋅10′′)","6+(2⋅10)","6+abs(abs(2*10))"
"6540",27,"numerals-east2340-1-twentyseven-1","numerals-east2340-1","Chan2019","twentyseven",27,"sʌt̪ais","stais","","false","7+([2]⋅10′′)","borrowed from Hindi (Indo-Aryan, Indo-European)","","RE-GLOSSED","7+([2]⋅10′′)","7+(2⋅10)","7+abs(abs(2*10))"
"6541",28,"numerals-east2340-1-twentyeight-1","numerals-east2340-1","Chan2019","twentyeight",28,"ʌʈʰais","thais","","false","8+([2]⋅10′′)","borrowed from Hindi (Indo-Aryan, Indo-European)","","RE-GLOSSED","8+([2]⋅10′′)","8+(2⋅10)","8+abs(abs(2*10))"
"6542",29,"numerals-east2340-1-twentynine-1","numerals-east2340-1","Chan2019","twentynine",29,"ʊnt̪is","untis","","false","29","borrowed from Hindi (Indo-Aryan, Indo-European); historically subtractive","[1]−{−}(3⋅10′′)","RE-GLOSSED","29","29","29"
"6543",30,"numerals-east2340-1-thirty-1","numerals-east2340-1","Chan2019","thirty",30,"und kɔɽi dɑs","undkoridas","","false","(1[⋅]20)[+]10","<dɑs> ‘ten’ borrowed from Hindi (Indo-Aryan, Indo-European)","","RE-GLOSSED","(1[⋅]20)[+]10","(1⋅20)+10","abs(abs(1*20))+10"
