"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","FileName","Glosser"
"22113",36,"numerals-seke1240-1-eighty-1","numerals-seke1240-1","Chan2019","eighty",80,"Lkyacyu","lkyacyu",NA,"false","8′⋅10","",NA,"ST037-numerals-seke1240-1-edited.csv","KM_NK_RB"
"22114",37,"numerals-seke1240-1-ninety-1","numerals-seke1240-1","Chan2019","ninety",90,"Lkopcyu","lkopcyu",NA,"false","9′⋅10","",NA,"ST037-numerals-seke1240-1-edited.csv","KM_NK_RB"
"22115",38,"numerals-seke1240-1-hundred-1","numerals-seke1240-1","Chan2019","hundred",100,"Lpra","lpra",NA,"false","100","",NA,"ST037-numerals-seke1240-1-edited.csv","KM_NK_RB"
"22116",39,"numerals-seke1240-1-twohundred-1","numerals-seke1240-1","Chan2019","twohundred",200,"Lnipra","lnippra",NA,"false","2⋅100","",NA,"ST037-numerals-seke1240-1-edited.csv","KM_NK_RB"
"22117",40,"numerals-seke1240-1-twohundred-2","numerals-seke1240-1","Chan2019","twohundred",200,"Lnippra","lnippra",NA,"false","2⋅100","",NA,"ST037-numerals-seke1240-1-edited.csv","KM_NK_RB"
"22118",41,"numerals-seke1240-1-thousand-1","numerals-seke1240-1","Chan2019","thousand",1000,"HtaŋtāLki(ː)","htangtalki",NA,"false","1000⋅1","",NA,"ST037-numerals-seke1240-1-edited.csv","KM_NK_RB"
"22119",42,"numerals-seke1240-1-twothousand-1","numerals-seke1240-1","Chan2019","twothousand",2000,"HtaŋtāLni(ː)","htangtalni",NA,"false","1000⋅2","",NA,"ST037-numerals-seke1240-1-edited.csv","KM_NK_RB"
"22120",1,"numerals-kaik1246-1-one-1","numerals-kaik1246-1","Chan2019","one",1,"ti","ti",NA,"false","1","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22121",2,"numerals-kaik1246-1-two-1","numerals-kaik1246-1","Chan2019","two",2,"ɲʰe","nhe",NA,"false","2","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22122",3,"numerals-kaik1246-1-three-1","numerals-kaik1246-1","Chan2019","three",3,"sum","sum",NA,"false","3","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22123",4,"numerals-kaik1246-1-four-1","numerals-kaik1246-1","Chan2019","four",4,"li","li",NA,"false","4","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22124",5,"numerals-kaik1246-1-five-1","numerals-kaik1246-1","Chan2019","five",5,"ŋa","nga",NA,"false","5","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22125",6,"numerals-kaik1246-1-six-1","numerals-kaik1246-1","Chan2019","six",6,"ru","ru",NA,"false","6","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22126",7,"numerals-kaik1246-1-seven-1","numerals-kaik1246-1","Chan2019","seven",7,"ne","ne",NA,"false","7","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22127",8,"numerals-kaik1246-1-eight-1","numerals-kaik1246-1","Chan2019","eight",8,"keː","ke",NA,"false","8","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22128",9,"numerals-kaik1246-1-nine-1","numerals-kaik1246-1","Chan2019","nine",9,"ɡʰu","ghu",NA,"false","9","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22129",10,"numerals-kaik1246-1-ten-1","numerals-kaik1246-1","Chan2019","ten",10,"cyu","cyu",NA,"false","10","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22130",11,"numerals-kaik1246-1-eleven-1","numerals-kaik1246-1","Chan2019","eleven",11,"cyu-ti","cyuti",NA,"false","10[+]1","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22131",12,"numerals-kaik1246-1-twelve-1","numerals-kaik1246-1","Chan2019","twelve",12,"cyu-ŋʰe","cyunghe",NA,"false","10[+]2","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22132",13,"numerals-kaik1246-1-thirteen-1","numerals-kaik1246-1","Chan2019","thirteen",13,"cyu-sum","cyusum",NA,"false","10[+]3","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22133",14,"numerals-kaik1246-1-fourteen-1","numerals-kaik1246-1","Chan2019","fourteen",14,"cyu-li","cyuli",NA,"false","10[+]4","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22134",15,"numerals-kaik1246-1-fifteen-1","numerals-kaik1246-1","Chan2019","fifteen",15,"cyu-ŋa","cyunga",NA,"false","10[+]5","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22135",16,"numerals-kaik1246-1-sixteen-1","numerals-kaik1246-1","Chan2019","sixteen",16,"cyu-ru","cyuru",NA,"false","10[+]6","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22136",17,"numerals-kaik1246-1-seventeen-1","numerals-kaik1246-1","Chan2019","seventeen",17,"cyu-ne","cyune",NA,"false","10[+]7","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22137",18,"numerals-kaik1246-1-eighteen-1","numerals-kaik1246-1","Chan2019","eighteen",18,"cyu-keː","cyuke",NA,"false","10[+]8","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22138",19,"numerals-kaik1246-1-nineteen-1","numerals-kaik1246-1","Chan2019","nineteen",19,"cyu-ɡʰu","cyughu",NA,"false","10[+]9","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22139",20,"numerals-kaik1246-1-twenty-1","numerals-kaik1246-1","Chan2019","twenty",20,"ɲi-cyu","nicyu",NA,"false","2[⋅]10","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22140",21,"numerals-kaik1246-1-twentyone-1","numerals-kaik1246-1","Chan2019","twentyone",21,"ɲʰe-cyu-re-ti","nhecyureti",NA,"false","(2[⋅]10)+{+}1","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22141",22,"numerals-kaik1246-1-twentytwo-1","numerals-kaik1246-1","Chan2019","twentytwo",22,"ɲʰe-cyu-re-ɲʰe","nhecyurenhe",NA,"false","(2[⋅]10)+{+}2","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22142",23,"numerals-kaik1246-1-twentythree-1","numerals-kaik1246-1","Chan2019","twentythree",23,"ɲʰe-cyu-re-sum","nhecyuresum",NA,"false","(2[⋅]10)+{+}3","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22143",24,"numerals-kaik1246-1-twentyfour-1","numerals-kaik1246-1","Chan2019","twentyfour",24,"ɲʰe-cyu-re-li","nhecyureli",NA,"false","(2[⋅]10)+{+}4","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22144",25,"numerals-kaik1246-1-twentyfive-1","numerals-kaik1246-1","Chan2019","twentyfive",25,"ɲʰe-cyu-re-ŋa","nhecyurenga",NA,"false","(2[⋅]10)+{+}5","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22145",26,"numerals-kaik1246-1-twentysix-1","numerals-kaik1246-1","Chan2019","twentysix",26,"ɲʰe-cyu-re-ru","nhecyureru",NA,"false","(2[⋅]10)+{+}6","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22146",27,"numerals-kaik1246-1-twentyseven-1","numerals-kaik1246-1","Chan2019","twentyseven",27,"ɲʰe-cyu-re-ne","nhecyurene",NA,"false","(2[⋅]10)+{+}7","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22147",28,"numerals-kaik1246-1-twentyeight-1","numerals-kaik1246-1","Chan2019","twentyeight",28,"ɲʰe-cyu-re-ke","nhecyureke",NA,"false","(2[⋅]10)+{+}8","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22148",29,"numerals-kaik1246-1-twentynine-1","numerals-kaik1246-1","Chan2019","twentynine",29,"ɲʰe-cyu-re-ɡʰu","nhecyureghu",NA,"false","(2[⋅]10)+{+}9","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22149",30,"numerals-kaik1246-1-thirty-1","numerals-kaik1246-1","Chan2019","thirty",30,"sum-cyu","sumcyu",NA,"false","3[⋅]10","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22150",31,"numerals-kaik1246-1-forty-1","numerals-kaik1246-1","Chan2019","forty",40,"ŋetʰəl","ngethal",NA,"false","2⋅20","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22151",32,"numerals-kaik1246-1-fifty-1","numerals-kaik1246-1","Chan2019","fifty",50,"ŋetʰəl-re-cyu","ngethalrecyu",NA,"false","(2⋅20)+{+}10","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22152",33,"numerals-kaik1246-1-sixty-1","numerals-kaik1246-1","Chan2019","sixty",60,"sumtʰəl","sumthal",NA,"false","3⋅20","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22153",34,"numerals-kaik1246-1-seventy-1","numerals-kaik1246-1","Chan2019","seventy",70,"sumtʰəl-re-cyu","sumthalrecyu",NA,"false","(3⋅20)+{+}10","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22154",35,"numerals-kaik1246-1-eighty-1","numerals-kaik1246-1","Chan2019","eighty",80,"litʰəl","lithal",NA,"false","4⋅20","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22155",36,"numerals-kaik1246-1-ninety-1","numerals-kaik1246-1","Chan2019","ninety",90,"litʰəl-re-cyu","lithalrecyu",NA,"false","(4⋅20)+{+}10","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22156",37,"numerals-kaik1246-1-hundred-1","numerals-kaik1246-1","Chan2019","hundred",100,"ŋatʰəl","ngathal",NA,"false","5⋅20","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22157",38,"numerals-kaik1246-1-twohundred-1","numerals-kaik1246-1","Chan2019","twohundred",200,"kyama-ŋe","kyamange",NA,"false","100[⋅]2","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22158",39,"numerals-kaik1246-1-thousand-1","numerals-kaik1246-1","Chan2019","thousand",1000,"kyama cyu","kyamacyu",NA,"false","100[⋅]10","",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22159",40,"numerals-kaik1246-1-thousand-2","numerals-kaik1246-1","Chan2019","thousand",1000,"had͡ʒar ti","hadzarti",NA,"false","1000[⋅]1","<had͡ʒar> ‘thousand’ apparently borrowed from Indo-Iranian (Indo-European)",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22160",41,"numerals-kaik1246-1-twothousand-1","numerals-kaik1246-1","Chan2019","twothousand",2000,"kyama-ŋe","kyamange",NA,"false","?","This is the same form as 200",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22161",42,"numerals-kaik1246-1-twothousand-2","numerals-kaik1246-1","Chan2019","twothousand",2000,"had͡ʒarŋe","hadzarnge",NA,"false","1000[⋅]2","<had͡ʒar> ‘thousand’ apparently borrowed from Indo-Iranian (Indo-European)",NA,"ST038-numerals-kaik1246-1-edited.csv","KM_NK_RB"
"22162",1,"numerals-tsha1245-1-one-1","numerals-tsha1245-1","Chan2019","one",1,"tʰur","thur","","false","1","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22163",2,"numerals-tsha1245-1-two-1","numerals-tsha1245-1","Chan2019","two",2,"ɲiktsiŋ","niktsing","","false","2","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22164",3,"numerals-tsha1245-1-three-1","numerals-tsha1245-1","Chan2019","three",3,"sam","sam","","false","3","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22165",4,"numerals-tsha1245-1-four-1","numerals-tsha1245-1","Chan2019","four",4,"pʃi","psi","","false","4","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22166",5,"numerals-tsha1245-1-five-1","numerals-tsha1245-1","Chan2019","five",5,"ŋa","nga","","false","5","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22167",6,"numerals-tsha1245-1-six-1","numerals-tsha1245-1","Chan2019","six",6,"kʰuŋ","khung","","false","6","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22168",7,"numerals-tsha1245-1-seven-1","numerals-tsha1245-1","Chan2019","seven",7,"zum","zum","","false","7","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22169",8,"numerals-tsha1245-1-eight-1","numerals-tsha1245-1","Chan2019","eight",8,"jen","jen","","false","8","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22170",9,"numerals-tsha1245-1-nine-1","numerals-tsha1245-1","Chan2019","nine",9,"ɡu","gu","","false","9","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22171",10,"numerals-tsha1245-1-ten-1","numerals-tsha1245-1","Chan2019","ten",10,"se","se","","false","10","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22172",11,"numerals-tsha1245-1-eleven-1","numerals-tsha1245-1","Chan2019","eleven",11,"soŋ tʰur","songthur","","false","10+1","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22173",12,"numerals-tsha1245-1-twelve-1","numerals-tsha1245-1","Chan2019","twelve",12,"soŋ ɲiktsiŋ","songniktsing","","false","10+2","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22174",13,"numerals-tsha1245-1-thirteen-1","numerals-tsha1245-1","Chan2019","thirteen",13,"soŋsam","songsam","","false","10+3","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22175",14,"numerals-tsha1245-1-fourteen-1","numerals-tsha1245-1","Chan2019","fourteen",14,"soŋ pʃi","songpsi","","false","10+4","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22176",15,"numerals-tsha1245-1-fifteen-1","numerals-tsha1245-1","Chan2019","fifteen",15,"soŋ ŋa","songnga","","false","10+5","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22177",16,"numerals-tsha1245-1-sixteen-1","numerals-tsha1245-1","Chan2019","sixteen",16,"soŋ kʰuŋ","songkhung","","false","10+6","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22178",17,"numerals-tsha1245-1-seventeen-1","numerals-tsha1245-1","Chan2019","seventeen",17,"soŋ zum","songzum","","false","10+7","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22179",18,"numerals-tsha1245-1-eighteen-1","numerals-tsha1245-1","Chan2019","eighteen",18,"soŋ jen","songjen","","false","10+8","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22180",19,"numerals-tsha1245-1-nineteen-1","numerals-tsha1245-1","Chan2019","nineteen",19,"soŋ ɡu","songgu","","false","10+9","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22181",20,"numerals-tsha1245-1-twenty-1","numerals-tsha1245-1","Chan2019","twenty",20,"kʰai tʰur","khaithur","","false","20[⋅]1","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22182",21,"numerals-tsha1245-1-twentyone-1","numerals-tsha1245-1","Chan2019","twentyone",21,"kʰai tʰurdaŋ tʰur","khaithurdangthur","","false","(20[⋅]1)+{?}1","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22183",22,"numerals-tsha1245-1-twentytwo-1","numerals-tsha1245-1","Chan2019","twentytwo",22,"kʰai tʰurdaŋ ɲiktsiŋ","khaithurdangniktsing","","false","(20[⋅]1)+{?}2","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22184",23,"numerals-tsha1245-1-twentythree-1","numerals-tsha1245-1","Chan2019","twentythree",23,"kʰai tʰurdaŋ sam","khaithurdangsam","","false","(20[⋅]1)+{?}3","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22185",24,"numerals-tsha1245-1-twentyfour-1","numerals-tsha1245-1","Chan2019","twentyfour",24,"kʰai tʰurdaŋ pʃi","khaithurdangpsi","","false","(20[⋅]1)+{?}4","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22186",25,"numerals-tsha1245-1-twentyfive-1","numerals-tsha1245-1","Chan2019","twentyfive",25,"kʰai tʰurdaŋ ŋa","khaithurdangnga","","false","(20[⋅]1)+{?}5","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22187",26,"numerals-tsha1245-1-twentysix-1","numerals-tsha1245-1","Chan2019","twentysix",26,"kʰai tʰurdaŋ kʰuŋ","khaithurdangkhung","","false","(20[⋅]1)+{?}6","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22188",27,"numerals-tsha1245-1-twentyseven-1","numerals-tsha1245-1","Chan2019","twentyseven",27,"kʰai tʰurdaŋ zum","khaithurdangzum","","false","(20[⋅]1)+{?}7","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22189",28,"numerals-tsha1245-1-twentyeight-1","numerals-tsha1245-1","Chan2019","twentyeight",28,"kʰai tʰurdaŋ jen","khaithurdangjen","","false","(20[⋅]1)+{?}8","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22190",29,"numerals-tsha1245-1-twentynine-1","numerals-tsha1245-1","Chan2019","twentynine",29,"kʰai tʰurdaŋ ɡu","khaithurdanggu","","false","(20[⋅]1)+{?}9","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22191",30,"numerals-tsha1245-1-thirty-1","numerals-tsha1245-1","Chan2019","thirty",30,"kʰai pʰedaŋ ɲiktsiŋ","khaiphedangniktsing","(lit: 'halfway to 40' )","false","20[⋅](½−{?}2)","overcounting (?): ‘halfway to two scores’ (?); note that <daŋ> occurs here where there is, whereas, in 21 through 29, <daŋ> represents addition in occurs where there is addition; it is perhaps best considered a ligature connecting elements in complex numerals.",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22192",31,"numerals-tsha1245-1-forty-1","numerals-tsha1245-1","Chan2019","forty",40,"kʰai ɲiktsiŋ","khainiktsing","( 20 x 2 )","false","20[⋅]2","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22193",32,"numerals-tsha1245-1-fifty-1","numerals-tsha1245-1","Chan2019","fifty",50,"kʰai pʰedaŋsam","khaiphedangsam","(lit: 'halfway to 60' )","false","20[⋅](½−{?}3)","overcounting (?): ‘halfway to three scores’ (?); note that <daŋ> occurs here where there is, whereas, in 21 through 29, <daŋ> represents addition in occurs where there is addition; it is perhaps best considered a ligature connecting elements in complex numerals.",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22194",33,"numerals-tsha1245-1-sixty-1","numerals-tsha1245-1","Chan2019","sixty",60,"kʰai sam","khaisam","( 20 x 3 )","false","20[⋅]3","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22195",34,"numerals-tsha1245-1-seventy-1","numerals-tsha1245-1","Chan2019","seventy",70,"kʰai pʰedaŋ pʃi","khaiphedangpsi","(lit: 'halfway to 80' )","false","20[⋅](½−{?}4)","overcounting (?): ‘halfway to four scores’ (?); note that <daŋ> occurs here where there is, whereas, in 21 through 29, <daŋ> represents addition in occurs where there is addition; it is perhaps best considered a ligature connecting elements in complex numerals.",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22196",35,"numerals-tsha1245-1-eighty-1","numerals-tsha1245-1","Chan2019","eighty",80,"kʰai pʃi","khaipsi","( 20 x 4 )","false","20[⋅]4","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22197",36,"numerals-tsha1245-1-ninety-1","numerals-tsha1245-1","Chan2019","ninety",90,"kʰai pʰedaŋ ŋa","khaiphedangnga","(lit: 'halfway to 100' )","false","20[⋅](½−{?}5)","overcounting (?): ‘halfway to five scores’ (?); note that <daŋ> occurs here where there is, whereas, in 21 through 29, <daŋ> represents addition in occurs where there is addition; it is perhaps best considered a ligature connecting elements in complex numerals.",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22198",37,"numerals-tsha1245-1-hundred-1","numerals-tsha1245-1","Chan2019","hundred",100,"kʰai ŋa","khainga","( 20 x 5 )","false","20[⋅]5","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22199",38,"numerals-tsha1245-1-hundred-2","numerals-tsha1245-1","Chan2019","hundred",100,"dʑa tʰur","dzathur","","false","100[⋅]1","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22200",39,"numerals-tsha1245-1-twohundred-1","numerals-tsha1245-1","Chan2019","twohundred",200,"kʰai se","khaise","","false","20[⋅]10","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22201",40,"numerals-tsha1245-1-twohundred-2","numerals-tsha1245-1","Chan2019","twohundred",200,"dʑa ɲiktsiŋ","dzaniktsing","","false","100[⋅]2","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22202",41,"numerals-tsha1245-1-thousand-1","numerals-tsha1245-1","Chan2019","thousand",1000,"ɖoŋʈa","dongta","","false","1000","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22203",42,"numerals-tsha1245-1-twothousand-1","numerals-tsha1245-1","Chan2019","twothousand",2000,"ɖoŋʈa ɲiktsiŋ","dongtaniktsing","","false","1000[⋅]2","",NA,"ST039-numerals-tsha1245-1.csv","KM_NK_RB"
"22204",1,"numerals-gahr1239-1-one-1","numerals-gahr1239-1","Chan2019","one",1,"tiki","tiki","","false","1","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22205",2,"numerals-gahr1239-1-two-1","numerals-gahr1239-1","Chan2019","two",2,"niskiŋ","nisking","","false","2","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22206",3,"numerals-gahr1239-1-three-1","numerals-gahr1239-1","Chan2019","three",3,"sumi","sumi","","false","3","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22207",4,"numerals-gahr1239-1-four-1","numerals-gahr1239-1","Chan2019","four",4,"pi","pi","","false","4","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22208",5,"numerals-gahr1239-1-five-1","numerals-gahr1239-1","Chan2019","five",5,"ŋaĩ","ngai","","false","5","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22209",6,"numerals-gahr1239-1-six-1","numerals-gahr1239-1","Chan2019","six",6,"trui","trui","","false","6","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22210",7,"numerals-gahr1239-1-seven-1","numerals-gahr1239-1","Chan2019","seven",7,"ŋiʒi","ngizi","","false","7","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22211",8,"numerals-gahr1239-1-eight-1","numerals-gahr1239-1","Chan2019","eight",8,"ɡei","gei","","false","8","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22212",9,"numerals-gahr1239-1-nine-1","numerals-gahr1239-1","Chan2019","nine",9,"ɡù","gu","","false","9","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22213",10,"numerals-gahr1239-1-ten-1","numerals-gahr1239-1","Chan2019","ten",10,"cui","cui","","false","10","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22214",11,"numerals-gahr1239-1-eleven-1","numerals-gahr1239-1","Chan2019","eleven",11,"cutiɡ","cutig","","false","10+1′","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22215",12,"numerals-gahr1239-1-twelve-1","numerals-gahr1239-1","Chan2019","twelve",12,"cunis","cunis","","false","10+2′","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22216",13,"numerals-gahr1239-1-thirteen-1","numerals-gahr1239-1","Chan2019","thirteen",13,"cusum","cusum","","false","10+3","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22217",14,"numerals-gahr1239-1-fourteen-1","numerals-gahr1239-1","Chan2019","fourteen",14,"cupi","cupi","","false","10+4","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22218",15,"numerals-gahr1239-1-fifteen-1","numerals-gahr1239-1","Chan2019","fifteen",15,"cuaŋ","cuang","","false","10+5′","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22219",16,"numerals-gahr1239-1-sixteen-1","numerals-gahr1239-1","Chan2019","sixteen",16,"cuzdruɡ","cuzdrug","","false","10+6′","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22220",17,"numerals-gahr1239-1-seventeen-1","numerals-gahr1239-1","Chan2019","seventeen",17,"curnis","curnis","","false","10+7′","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22221",18,"numerals-gahr1239-1-eighteen-1","numerals-gahr1239-1","Chan2019","eighteen",18,"cobɡyad","cobgyad","","false","10+8′","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22222",19,"numerals-gahr1239-1-nineteen-1","numerals-gahr1239-1","Chan2019","nineteen",19,"curɡù","curgu","","false","10+9","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22223",20,"numerals-gahr1239-1-twenty-1","numerals-gahr1239-1","Chan2019","twenty",20,"ŋiza","ngiza","","false","20","historically 2⋅10 (?)",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22224",21,"numerals-gahr1239-1-twentyone-1","numerals-gahr1239-1","Chan2019","twentyone",21,"ŋizai tiki","ngizaitiki","","false","20[+]1","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22225",22,"numerals-gahr1239-1-twentytwo-1","numerals-gahr1239-1","Chan2019","twentytwo",22,"ŋizai niskiŋ","ngizainisking","","false","20[+]2","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22226",23,"numerals-gahr1239-1-twentythree-1","numerals-gahr1239-1","Chan2019","twentythree",23,"ŋizai sumi","ngizaisumi","","false","20[+]3","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22227",24,"numerals-gahr1239-1-twentyfour-1","numerals-gahr1239-1","Chan2019","twentyfour",24,"ŋizai pi","ngizaipi","","false","20[+]4","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22228",25,"numerals-gahr1239-1-twentyfive-1","numerals-gahr1239-1","Chan2019","twentyfive",25,"ŋizai ŋaĩ","ngizaingai","","false","20[+]5","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22229",26,"numerals-gahr1239-1-twentysix-1","numerals-gahr1239-1","Chan2019","twentysix",26,"ŋizai trui","ngizaitrui","","false","20[+]6","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22230",27,"numerals-gahr1239-1-twentyseven-1","numerals-gahr1239-1","Chan2019","twentyseven",27,"ŋizai ŋiʒi","ngizaingizi","","false","20[+]7","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
"22231",28,"numerals-gahr1239-1-twentyeight-1","numerals-gahr1239-1","Chan2019","twentyeight",28,"ŋizai ɡei","ngizaigei","","false","20[+]8","",NA,"ST040-numerals-gahr1239-1.csv","KM_NK_RB"
