File,Glosser
AA001-numerals-jahh1242-1_edited.csv,KM_NK_RB
AA002-numerals-chew1245-1.csv,KM_NK_RB
AA003-numerals-kens1248-1.csv,KM_NK_RB
AA004-numerals-kint1239-1.csv,KM_NK_RB
AA005-numerals-tong1308-1_edited.csv,KM_NK_RB
AA006-numerals-bate1262-1.csv,KM_NK_RB
AA007-numerals-mint1239-1_edited.csv,KM_NK_RB
AA008-numerals-jeha1242-1-edited.csv,KM_NK_RB
AA009-numerals-minr1238-1-edited.csv,KM_NK_RB
AA010-numerals-lano1248-1.csv,KM_NK_RB
AA011-numerals-sabu1253-1.csv,KM_NK_RB
AA012-numerals-semn1250-1.csv,KM_NK_RB
AA013-numerals-temi1246-1.csv,KM_NK_RB
AA014-numerals-sema1266-1.csv,KM_NK_RB
AA015-numerals-besi1244-1.csv,KM_NK_RB
AA016-numerals-sema1265-1.csv,KM_NK_RB
AA017-numerals-seme1247-1.csv,KM_NK_RB
AA018-numerals-temo1243-1.csv,KM_NK_RB
AA019-numerals-cuaa1241-1.csv,KM_NK_RB
AA020-numerals-hree1244-1-edited.csv,KM_NK_RB
AA021-numerals-reng1252-1_edited.csv,KM_NK_RB
AA022-numerals-seda1262-1.csv,KM_NK_RB
AA023-numerals-todr1244-1.csv,KM_NK_RB
AA024-numerals-hala1252-1.csv,KM_NK_RB
AA025-numerals-kaco1239-1.csv,KM_NK_RB
AA026-numerals-alak1253-1.csv,KM_NK_RB
AA027-numerals-lave1249-1.csv,KM_NK_RB
AA028-numerals-lave1248-1.csv,KM_NK_RB
AA029-numerals-nyah1249-1.csv,KM_NK_RB
AA030-numerals-oyyy1238-1.csv,KM_NK_RB
AA031-numerals-sapu1248-1_edited.csv,KM_NK_RB
AA032-numerals-koho1244-1.csv,KM_NK_RB
AA033-numerals-chra1242-1.csv,KM_NK_RB
AA034-numerals-east2333-1.csv,KM_NK_RB
AA035-numerals-cent1992-1.csv,KM_NK_RB
AA036-numerals-bulo1242-1.csv,KM_NK_RB
AA037-numerals-bahn1262-1.csv,KM_NK_RB
AA038-numerals-tamp1251-1.csv,KM_NK_RB
AA039-numerals-tali1257-1.csv,KM_NK_RB
AA040-numerals-trie1243-1.csv,KM_NK_RB
AA041-numerals-east1236-1.csv,KM_NK_RB
AA042-numerals-west2398-1.csv,KM_NK_RB
AA043-numerals-paco1243-1.csv,KM_NK_RB
AA044-numerals-ngeq1245-1.csv,KM_NK_RB
AA045-numerals-lowe1395-1.csv,KM_NK_RB
AA046-numerals-ongg1239-2.csv,KM_NK_RB
AA047-numerals-uppe1406-1.csv,KM_NK_RB
AA048-numerals-east2332-1.csv,KM_NK_RB
AA049-numerals-nort3270-1.csv,KM_NK_RB
AA050-numerals-sout3251-1.csv,KM_NK_RB
AA051-numerals-sooo1254-1.csv,KM_NK_RB
AA052-numerals-west2397-1.csv,KM_NK_RB
AA053-numerals-kuyy1240-1.csv,KM_NK_RB
AA054-numerals-khas1269-1.csv,KM_NK_RB
AA055-numerals-pnar1238-1.csv,KM_NK_RB
AA056-numerals-mega1243-1-edited.csv,KM_NK_RB
AA057-numerals-lyng1241-1.csv,KM_NK_RB
AA058-numerals-warj1242-1.csv,KM_NK_RB
AA059-numerals-dana1252-1.csv,KM_NK_RB
AA060-numerals-huuu1240-1.csv,KM_NK_RB
AA061-numerals-manm1238-1.csv,KM_NK_RB
AA062-numerals-tail1246-1.csv,KM_NK_RB
AA063-numerals-uuuu1243-1_edited.csv,KM_NK_RB
AA064-numerals-bitt1240-1.csv,KM_NK_RB
AA065-numerals-khan1274-1.csv,KM_NK_RB
AA066-numerals-lame1256-1.csv,KM_NK_RB
AA067-numerals-blan1242-1.csv,KM_NK_RB
AA068-numerals-samt1238-1.csv,KM_NK_RB
AA069-numerals-east2330-1.csv,KM_NK_RB
AA070-numerals-west2396-1.csv,KM_NK_RB
AA071-numerals-para1301-3-edited.csv,KM_NK_RB
AA072-numerals-nucl1290-2.csv,KM_NK_RB
AA073-numerals-ruch1235-2.csv,KM_NK_RB
AA074-numerals-rian1261-1.csv,KM_NK_RB
AA075-numerals-yinc1238-1.csv,KM_NK_RB
AA076-numerals-cent1989-1.csv,KM_NK_RB
AA077-numerals-nort2684-1.csv,KM_NK_RB
AA078-numerals-khmu1256-3.csv,KM_NK_RB
AA079-numerals-puoc1238-1.csv,KM_NK_RB
AA080-numerals-oduu1239-1-edited.csv,KM_NK_RB
AA081-numerals-phon1246-1.csv,KM_NK_RB
AA082-numerals-mlab1235-1.csv,KM_NK_RB
AA083-numerals-mall1246-1.csv,KM_NK_RB
AA084-numerals-phai1238-1-edited.csv,KM_NK_RB
AA085-numerals-mang1378-1.csv,KM_NK_RB
AA086-numerals-boly1239-1.csv,KM_NK_RB
AA087-numerals-buga1247-1.csv,KM_NK_RB
AA088-numerals-monn1252-1-edited.csv,KM_NK_RB
AA089-numerals-nyah1250-1_edited.csv,KM_NK_RB
AA090-numerals-gata1239-1.csv,KM_NK_RB
AA091-numerals-bodo1267-1.csv,KM_NK_RB
AA092-numerals-bond1245-1.csv,KM_NK_RB
AA093-numerals-juan1238-1.csv,KM_NK_RB
AA094-numerals-khar1287-1.csv,KM_NK_RB
AA095-numerals-asur1254-1.csv,KM_NK_RB
AA096-numerals-bijo1238-1.csv,KM_NK_RB
AA097-numerals-birh1242-1.csv,KM_NK_RB
AA098-numerals-hooo1248-1.csv,KM_NK_RB
AA099-numerals-mund1320-1_edited.csv,KM_NK_RB
AA100-numerals-koda1236-1.csv,KM_NK_RB
AA101-numerals-koda1254-1.csv,KM_NK_RB
AA102-numerals-korw1242-1.csv,KM_NK_RB
AA103-numerals-turi1246-1.csv,KM_NK_RB
AA104-numerals-kolb1241-1.csv,KM_NK_RB
AA105-numerals-maha1291-1_edited.csv,KM_NK_RB
AA106-numerals-sant1410-1.csv,KM_NK_RB
AA107-numerals-kork1243-1.csv,KM_NK_RB
AA108-numerals-pare1266-1-edited.csv,KM_NK_RB
AA109-numerals-jura1242-1_edited.csv,KM_NK_RB
AA110-numerals-sora1254-1.csv,KM_NK_RB
AA111-numerals-carn1240-1.csv,KM_NK_RB
AA112-numerals-cent1990-1.csv,KM_NK_RB
