Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,googleuninum-hat-zero-1,googleuninum-hat,Ritchie2019,zero,0,zewo,zewo,,,0,,
2,googleuninum-hat-one-1,googleuninum-hat,Ritchie2019,one,1,en,en,,,1,,
3,googleuninum-hat-two-1,googleuninum-hat,Ritchie2019,two,2,de,de,,,2,,
4,googleuninum-hat-three-1,googleuninum-hat,Ritchie2019,three,3,twa,twa,,,3,,
5,googleuninum-hat-four-1,googleuninum-hat,Ritchie2019,four,4,kat,kat,,,4,,
6,googleuninum-hat-five-1,googleuninum-hat,Ritchie2019,five,5,senk,senk,,,5,,
7,googleuninum-hat-six-1,googleuninum-hat,Ritchie2019,six,6,sis,sis,,,6,,
8,googleuninum-hat-seven-1,googleuninum-hat,Ritchie2019,seven,7,sèt,set,,,7,,
9,googleuninum-hat-eight-1,googleuninum-hat,Ritchie2019,eight,8,uit,uit,,,8,,
10,googleuninum-hat-nine-1,googleuninum-hat,Ritchie2019,nine,9,nèf,nef,,,9,,
11,googleuninum-hat-ten-1,googleuninum-hat,Ritchie2019,ten,10,dis,dis,,,10,,
12,googleuninum-hat-eleven-1,googleuninum-hat,Ritchie2019,eleven,11,onz,onz,,,1′+10′,,11
13,googleuninum-hat-twelve-1,googleuninum-hat,Ritchie2019,twelve,12,douz,douz,,,2′+10′,,12
14,googleuninum-hat-thirteen-1,googleuninum-hat,Ritchie2019,thirteen,13,trèz,trez,,,3+10′,,
15,googleuninum-hat-fourteen-1,googleuninum-hat,Ritchie2019,fourteen,14,katòz,katoz,,,4+10′,,
16,googleuninum-hat-fifteen-1,googleuninum-hat,Ritchie2019,fifteen,15,kenz,kenz,,,5′+10′,,15
17,googleuninum-hat-sixteen-1,googleuninum-hat,Ritchie2019,sixteen,16,sèz,sez,,,6+10′,,
18,googleuninum-hat-seventeen-1,googleuninum-hat,Ritchie2019,seventeen,17,disèt,diset,,,10+7,,
19,googleuninum-hat-eighteen-1,googleuninum-hat,Ritchie2019,eighteen,18,dizuit,dizuit,,,10+8,,
20,googleuninum-hat-nineteen-1,googleuninum-hat,Ritchie2019,nineteen,19,diznèf,diznef,,,10+9,,
21,googleuninum-hat-twenty-1,googleuninum-hat,Ritchie2019,twenty,20,ven,ven,,,20,historically 2⋅10,
22,googleuninum-hat-twentyone-1,googleuninum-hat,Ritchie2019,twentyone,21,venteyen,venteyen,,,20+{and}1,,
23,googleuninum-hat-twentytwo-1,googleuninum-hat,Ritchie2019,twentytwo,22,vennde,vennde,,,20+2,,
24,googleuninum-hat-twentythree-1,googleuninum-hat,Ritchie2019,twentythree,23,venntwa,venntwa,,,20+3,,
25,googleuninum-hat-twentyfour-1,googleuninum-hat,Ritchie2019,twentyfour,24,vennkat,vennkat,,,20+4,,
26,googleuninum-hat-twentyfive-1,googleuninum-hat,Ritchie2019,twentyfive,25,vennsenk,vennsenk,,,20+5,,
27,googleuninum-hat-twentysix-1,googleuninum-hat,Ritchie2019,twentysix,26,vennsis,vennsis,,,20+6,,
28,googleuninum-hat-twentyseven-1,googleuninum-hat,Ritchie2019,twentyseven,27,vennsèt,vennset,,,20+7,,
29,googleuninum-hat-twentyeight-1,googleuninum-hat,Ritchie2019,twentyeight,28,ventuit,ventuit,,,20+8,,
30,googleuninum-hat-twentynine-1,googleuninum-hat,Ritchie2019,twentynine,29,ventnèf,ventnef,,,20+9,,
31,googleuninum-hat-thirty-1,googleuninum-hat,Ritchie2019,thirty,30,trant,trant,,,3⋅10′,,
32,googleuninum-hat-thirtyone-1,googleuninum-hat,Ritchie2019,thirtyone,31,tranteyen,tranteyen,,,(3⋅10′)+{and}1,,
33,googleuninum-hat-thirtytwo-1,googleuninum-hat,Ritchie2019,thirtytwo,32,trannde,trannde,,,(3⋅10′)+2,,
34,googleuninum-hat-thirtythree-1,googleuninum-hat,Ritchie2019,thirtythree,33,tranntwa,tranntwa,,,(3⋅10′)+3,,
35,googleuninum-hat-thirtyfour-1,googleuninum-hat,Ritchie2019,thirtyfour,34,trannkat,trannkat,,,(3⋅10′)+4,,
36,googleuninum-hat-thirtyfive-1,googleuninum-hat,Ritchie2019,thirtyfive,35,trannsenk,trannsenk,,,(3⋅10′)+5,,
37,googleuninum-hat-thirtysix-1,googleuninum-hat,Ritchie2019,thirtysix,36,trannsis,trannsis,,,(3⋅10′)+6,,
38,googleuninum-hat-thirtyseven-1,googleuninum-hat,Ritchie2019,thirtyseven,37,trannsèt,trannset,,,(3⋅10′)+7,,
39,googleuninum-hat-thirtyeight-1,googleuninum-hat,Ritchie2019,thirtyeight,38,trantuit,trantuit,,,(3⋅10′)+8,,
40,googleuninum-hat-thirtynine-1,googleuninum-hat,Ritchie2019,thirtynine,39,trantnèf,trantnef,,,(3⋅10′)+9,,
41,googleuninum-hat-forty-1,googleuninum-hat,Ritchie2019,forty,40,karant,karant,,,4⋅10′,,
42,googleuninum-hat-fortyone-1,googleuninum-hat,Ritchie2019,fortyone,41,karanteyen,karanteyen,,,(4⋅10′)+{and}1,,
43,googleuninum-hat-fortytwo-1,googleuninum-hat,Ritchie2019,fortytwo,42,karannde,karannde,,,(4⋅10′)+2,,
44,googleuninum-hat-fortythree-1,googleuninum-hat,Ritchie2019,fortythree,43,karanntwa,karanntwa,,,(4⋅10′)+3,,
45,googleuninum-hat-fortyfour-1,googleuninum-hat,Ritchie2019,fortyfour,44,karannkat,karannkat,,,(4⋅10′)+4,,
46,googleuninum-hat-fortyfive-1,googleuninum-hat,Ritchie2019,fortyfive,45,karannsenk,karannsenk,,,(4⋅10′)+5,,
47,googleuninum-hat-fortysix-1,googleuninum-hat,Ritchie2019,fortysix,46,karannsis,karannsis,,,(4⋅10′)+6,,
48,googleuninum-hat-fortyseven-1,googleuninum-hat,Ritchie2019,fortyseven,47,karannsèt,karannset,,,(4⋅10′)+7,,
49,googleuninum-hat-fortyeight-1,googleuninum-hat,Ritchie2019,fortyeight,48,karantuit,karantuit,,,(4⋅10′)+8,,
50,googleuninum-hat-fortynine-1,googleuninum-hat,Ritchie2019,fortynine,49,karantnèf,karantnef,,,(4⋅10′)+9,,
51,googleuninum-hat-fifty-1,googleuninum-hat,Ritchie2019,fifty,50,senkant,senkant,,,5⋅10′,,
52,googleuninum-hat-fiftyone-1,googleuninum-hat,Ritchie2019,fiftyone,51,senkanteyen,senkanteyen,,,(5⋅10′)+{and}1,,
53,googleuninum-hat-fiftytwo-1,googleuninum-hat,Ritchie2019,fiftytwo,52,senkannde,senkannde,,,(5⋅10′)+2,,
54,googleuninum-hat-fiftythree-1,googleuninum-hat,Ritchie2019,fiftythree,53,senkanntwa,senkanntwa,,,(5⋅10′)+3,,
55,googleuninum-hat-fiftyfour-1,googleuninum-hat,Ritchie2019,fiftyfour,54,senkannkat,senkannkat,,,(5⋅10′)+4,,
56,googleuninum-hat-fiftyfive-1,googleuninum-hat,Ritchie2019,fiftyfive,55,senkannsenk,senkannsenk,,,(5⋅10′)+5,,
57,googleuninum-hat-fiftysix-1,googleuninum-hat,Ritchie2019,fiftysix,56,senkannsis,senkannsis,,,(5⋅10′)+6,,
58,googleuninum-hat-fiftyseven-1,googleuninum-hat,Ritchie2019,fiftyseven,57,senkannsèt,senkannset,,,(5⋅10′)+7,,
59,googleuninum-hat-fiftyeight-1,googleuninum-hat,Ritchie2019,fiftyeight,58,senkantuit,senkantuit,,,(5⋅10′)+8,,
60,googleuninum-hat-fiftynine-1,googleuninum-hat,Ritchie2019,fiftynine,59,senkantnèf,senkantnef,,,(5⋅10′)+9,,
61,googleuninum-hat-sixty-1,googleuninum-hat,Ritchie2019,sixty,60,swasant,swasant,,,6⋅10′,,
62,googleuninum-hat-sixtyone-1,googleuninum-hat,Ritchie2019,sixtyone,61,swasanteyen,swasanteyen,,,(6⋅10′)+{and}1,,
63,googleuninum-hat-sixtytwo-1,googleuninum-hat,Ritchie2019,sixtytwo,62,swasannde,swasannde,,,(6⋅10′)+2,,
64,googleuninum-hat-sixtythree-1,googleuninum-hat,Ritchie2019,sixtythree,63,swasanntwa,swasanntwa,,,(6⋅10′)+3,,
65,googleuninum-hat-sixtyfour-1,googleuninum-hat,Ritchie2019,sixtyfour,64,swasannkat,swasannkat,,,(6⋅10′)+4,,
66,googleuninum-hat-sixtyfive-1,googleuninum-hat,Ritchie2019,sixtyfive,65,swasannsenk,swasannsenk,,,(6⋅10′)+5,,
67,googleuninum-hat-sixtysix-1,googleuninum-hat,Ritchie2019,sixtysix,66,swasannsis,swasannsis,,,(6⋅10′)+6,,
68,googleuninum-hat-sixtyseven-1,googleuninum-hat,Ritchie2019,sixtyseven,67,swasannsèt,swasannset,,,(6⋅10′)+7,,
69,googleuninum-hat-sixtyeight-1,googleuninum-hat,Ritchie2019,sixtyeight,68,swasantuit,swasantuit,,,(6⋅10′)+8,,
70,googleuninum-hat-sixtynine-1,googleuninum-hat,Ritchie2019,sixtynine,69,swasantnèf,swasantnef,,,(6⋅10′)+9,,
71,googleuninum-hat-seventy-1,googleuninum-hat,Ritchie2019,seventy,70,swasanndis,swasanndis,,,(6⋅10′)+10,,
72,googleuninum-hat-seventyone-1,googleuninum-hat,Ritchie2019,seventyone,71,swasannonz,swasannonz,,,(6⋅10′)+1+10′,,
73,googleuninum-hat-seventytwo-1,googleuninum-hat,Ritchie2019,seventytwo,72,swasanndouz,swasanndouz,,,(6⋅10′)+2+10′,,
74,googleuninum-hat-seventythree-1,googleuninum-hat,Ritchie2019,seventythree,73,swasanntrèz,swasanntrez,,,(6⋅10′)+3+10′,,
75,googleuninum-hat-seventyfour-1,googleuninum-hat,Ritchie2019,seventyfour,74,swasannkatòz,swasannkatoz,,,(6⋅10′)+4+10′,,
76,googleuninum-hat-seventyfive-1,googleuninum-hat,Ritchie2019,seventyfive,75,swasannkenz,swasannkenz,,,(6⋅10′)+5′+10,,
77,googleuninum-hat-seventysix-1,googleuninum-hat,Ritchie2019,seventysix,76,swasannsèz,swasannsez,,,(6⋅10′)+6+10′,,
78,googleuninum-hat-seventyseven-1,googleuninum-hat,Ritchie2019,seventyseven,77,swasanndisèt,swasanndiset,,,(6⋅10′)+10+7,,
79,googleuninum-hat-seventyeight-1,googleuninum-hat,Ritchie2019,seventyeight,78,swasanndizuit,swasanndizuit,,,(6⋅10′)+10+8,,
80,googleuninum-hat-seventynine-1,googleuninum-hat,Ritchie2019,seventynine,79,swasanndiznèf,swasanndiznef,,,(6⋅10′)+10+9,,
81,googleuninum-hat-eighty-1,googleuninum-hat,Ritchie2019,eighty,80,katreven,katreven,,,4⋅20,,
82,googleuninum-hat-eightyone-1,googleuninum-hat,Ritchie2019,eightyone,81,katrevenen,katrevenen,,,(4⋅20)+1,,
83,googleuninum-hat-eightytwo-1,googleuninum-hat,Ritchie2019,eightytwo,82,katrevende,katrevende,,,(4⋅20)+2,,
84,googleuninum-hat-eightythree-1,googleuninum-hat,Ritchie2019,eightythree,83,katreventwa,katreventwa,,,(4⋅20)+3,,
85,googleuninum-hat-eightyfour-1,googleuninum-hat,Ritchie2019,eightyfour,84,katrevenkat,katrevenkat,,,(4⋅20)+4,,
86,googleuninum-hat-eightyfive-1,googleuninum-hat,Ritchie2019,eightyfive,85,katrevensenk,katrevensenk,,,(4⋅20)+5,,
87,googleuninum-hat-eightysix-1,googleuninum-hat,Ritchie2019,eightysix,86,katrevensis,katrevensis,,,(4⋅20)+6,,
88,googleuninum-hat-eightyseven-1,googleuninum-hat,Ritchie2019,eightyseven,87,katrevensèt,katrevenset,,,(4⋅20)+7,,
89,googleuninum-hat-eightyeight-1,googleuninum-hat,Ritchie2019,eightyeight,88,katrevenuit,katrevenuit,,,(4⋅20)+8,,
90,googleuninum-hat-eightynine-1,googleuninum-hat,Ritchie2019,eightynine,89,katrevennèf,katrevennef,,,(4⋅20)+9,,
91,googleuninum-hat-ninety-1,googleuninum-hat,Ritchie2019,ninety,90,katrevendis,katrevendis,,,(4⋅20)+10,,
92,googleuninum-hat-ninetyone-1,googleuninum-hat,Ritchie2019,ninetyone,91,katrevenonz,katrevenonz,,,(4⋅20)+1+10′,,
93,googleuninum-hat-ninetytwo-1,googleuninum-hat,Ritchie2019,ninetytwo,92,katrevendouz,katrevendouz,,,(4⋅20)+2+10′,,
94,googleuninum-hat-ninetythree-1,googleuninum-hat,Ritchie2019,ninetythree,93,katreventrèz,katreventrez,,,(4⋅20)+3+10′,,
95,googleuninum-hat-ninetyfour-1,googleuninum-hat,Ritchie2019,ninetyfour,94,katrevenkatòz,katrevenkatoz,,,(4⋅20)+4+10′,,
96,googleuninum-hat-ninetyfive-1,googleuninum-hat,Ritchie2019,ninetyfive,95,katrevenkenz,katrevenkenz,,,(4⋅20)+5′+10,,
