Language,Glottocode,Language_ID,Concept,Form,Gloss,Alternate_gloss,Comment_glosser,Source,Meaning,Referent_resource,comment_referent_resource,tabooed,ligature_form,ligature_meaning,ligature_type: associative link = 1; commitative link = 2; covert/abstent = ?; number doesnt need ligatures = !; leave in comment if the ligature or conjunction can be inferred ,comment_ligature,comment_ligatures,Absolute_vs_contextual,comments_enumerative,class_marker,comment_classmarkers,Agreement_host,,currency
Fon,fonn1241,fonn1241,seventy five,kande gban atôn,(40·1)+30+5,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,seventy six,kande gbanatôn noukoun dôkpô,(40·1)+30+5+1,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,seventy seven,kande gbanatôn noukoun we,(40·1)+30+5+2,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,seventy eight,kande gbanatôn noukoun aton,(40·1)+30+5+3,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,seventy nine,kande gbanatôn noukoun ênê,(40·1)+30+5+4,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,eighty,kanwe,40·2,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,eighty one,kanwe noukoun dôkpô,(40·2)+[+]1,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,eighty two,kanwe noukoun we,(40·2)+[+]2,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,eighty three,kanwe noukoun aton,(40·2)+[+]3,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,eighty four,kanwe noukoun ênê,(40·2)+[+]4,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,eighty five,kanwe atôn,(40·2)+5,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,eighty six,kanwe aīzen,(40·2)+6,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,eighty seven,kanwe tenwe,"(40·2)+5""+2",,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,eighty eight,kanwe tanton,"(40·2)+5""+3",,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,eighty nine,kanwe tênê,"(40·2)+5""+4",,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,ninety,kanwe wô,(40·2)+10,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,ninety one,kanwe wôdôkpô,(40·2)+10+1,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,ninety two,kanwe wewe,(40·2)+10+2,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,ninety three,kanwe waton,(40·2)+10+3,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,ninety four,kanwe wênê,(40·2)+10+4,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,ninety five,kanwe afoton,(40·2)+(5·3),,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,ninety six,kanwe afoton noukoun dôkpô,(40·2)+(5·3)+[+]1,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,ninety seven,kanwe afoton noukoun we,(40·2)+(5·3)+[+]2,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,ninety eight,kanwe afoton noukoun aton,(40·2)+(5·3)+[+]3,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,ninety nine,kanwe afoton noukoun ênê,(40·2)+(5·3)+[+]4,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred,kanwe kô,(40·2)+20,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and ten,kanwe gban,(40·2)+30,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and fifteen,kanwe gban atôn,(40·2)+30+5,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and twenty,kanton,40·3,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and twenty five,kanton atôn,(40·3)+5,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and thirty,kanton wô,(40·3)+10,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and thirty five,kanton afoton,(40·3)·(5·3),,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and forty,kanton kô,(40·3)+20,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and fifty,kanton gban,(40·3)+30,,,Alapini_1950:58-64,,,,,noukoun,harvest?,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and sixty,kan ênê,40·4,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and sixty,kênê,40'·4,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and sixty five,kan ênê atôn,(40·4)+5,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and seventy,kan ênê wo,(40·4)+10,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and eighty,kan ênê kô,(40·4)+20,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and ninety,kan ênê gban,(40·4)+30,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred and ninety five,kan ênê gbantôn,(40·4)+30+5,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,two hundred,afode,200·1,,"foot one (five cords). ""pied un = deux cents (i.e., un pied ou 5 cordes = 200 cauries ou 1 sou."" DeepL: foot one = two hundred (i.e., one foot or 5 cords = 200 cowries or 1 penny)",Alapini_1950:58-64; Segurola&Jean2000;,,"fingers, toes, cords?",,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,four hundred,afô we,200·2,,foot two,Alapini_1950:58-64; Segurola&Jean2000;18,,"fingers, toes",,,?,,,,,1,,,,,,
Fon,fonn1241,fonn1241,six hundred,nou-on-ton,?,,200'·3,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,eight hundred,afoênê,200·4,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,eight hundred,afênê,200·4,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,thousand,afaton,200·5,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,thousand,afoatôn,200·5,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,two thousand,afo wô,200·10,,foot ten,Alapini_1950:58-64; Segurola&Jean2000;18,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,three thousand,afo afoton,200·15,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,four thousand,degba,4000,,,Alapini_1950:58-64,,,,,!,,,,,,,,,,,
Fon,fonn1241,fonn1241,eight thousand,degba we,4000·2,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,ten thousand,degba we afo wô,(4000·2)+(200·10),,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,twelve thousand,degbaton,?,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,hundred thousand,degba kô atôn,?,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Fon,fonn1241,fonn1241,million,degba afode kanwe kô,?,,,Alapini_1950:58-64,,,,,?,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,one,ɖeká,1,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,one,ɖě,1,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,two,èvò,2,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,three,ètɔ̃,3,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,four,eno,4,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,five,ètɔ̃,5,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,six,ɛdé,6,,,Warburton&Roland_1968: 2-4,,,,,?,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,six,andó,6,,,Warburton&Roland_1968: 2-4,,,,,?,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,seven,adré,6'+1',,,Warburton&Roland_1968: 2-4,,,,,?,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,seven,andré,"6""+1'",,,Warburton&Roland_1968: 2-4,,,,,?,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,seven,andró,"6""+1""",,,Warburton&Roland_1968: 2-4,,,,,?,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,eight,onyi,8,,,Warburton&Roland_1968: 2-4,,,,,?,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,nine,asioko,10-1',,x1,Warburton&Roland_1968: 2-4,,,,,?,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,nine,onyiɖe,10'-1,,x1,Warburton&Roland_1968: 2-4,,,,,?,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,ten,owó,10',,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,eleven,wúiɖèké,10+1,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,twelve,wúièvè,10+2,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,thirteen,wúiàtɔ̃,10+3,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,fourteen,wúiène,10+4,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,fifteen,wúiàtɔ̃,10+5,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,sixteen,wúiade,10+6,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,seventeen,wúiadre,10+6+1,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,eighteen,wúionyí,10+8,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,nineteen,wúiàsiékà,10·(10-1),,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,twenty,bláavó,10·2,,,Warburton&Roland_1968: 2-4,,fingers,,,bla ... vo,to bind ... to finish,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,twenty one,bláavó vo ɖeká,x2+1,,,Warburton&Roland_1968: 2-4,,fingers,,,bla ... vo,to bind ... to finish,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,twenty two,bláavó vo ve,x2+2,,,Warburton&Roland_1968: 2-4,,fingers,,,bla ... vo,to bind ... to finish,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,twenty three,bláavó vo tɔ́,x2+3,,,Warburton&Roland_1968: 2-4,,fingers,,,bla ... vo,to bind ... to finish,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,twenty four,bláavó vo no,x2+4,,,Warburton&Roland_1968: 2-4,,fingers,,,bla ... vo,to bind ... to finish,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,twenty five,bláavó vo átɔ̃,x2+5,,,Warburton&Roland_1968: 2-4,,fingers,,,bla ... vo,to bind ... to finish,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,twenty six,bláavó vo ádé,x2+6,,,Warburton&Roland_1968: 2-4,,fingers,,,bla ... vo,to bind ... to finish,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,twenty seven,bláavó vo adré,x2+(6+1),,,Warburton&Roland_1968: 2-4,,fingers,,,bla ... vo,to bind ... to finish,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,twenty eight,bláavó vo nyi,x2+8,,,Warburton&Roland_1968: 2-4,,fingers,,,bla ... vo,to bind ... to finish,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,twenty nine,bláavó vɔ asiékò,x2+(1-10),,,Warburton&Roland_1968: 2-4,,fingers,,,bla ... vɔ,to bind ... to finish,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,thirty,bla òtɔ̃,10·3,,,Warburton&Roland_1968: 2-4,,fingers,,,bla,to bind,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,forty,bla ène,10·4,,,Warburton&Roland_1968: 2-4,,fingers,,,bla,to bind,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,fifty,bla àtɔ̃́,10·5,,,Warburton&Roland_1968: 2-4,,fingers,,,bla,to bind,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,sixty,bla adé,10·6,,,Warburton&Roland_1968: 2-4,,fingers,,,bla,to bind,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,seventy,bla adré,10·(6+1),,,Warburton&Roland_1968: 2-4,,fingers,,,bla,to bind,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,eighty,bla enyí,10·8,,,Warburton&Roland_1968: 2-4,,,,,bla,to bind,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,ninety,bla asioko,10·(1-10),,,Warburton&Roland_1968: 2-4,,,,,bla,to bind,,,,,,,,,,
Ewe_2,ewee1241,ewee1241_2,hundred,alafa ɖeka,100·1,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,one,ɖeká,1,,"together, alone",Warburton&Roland_1968: 2-4,,,,,!,,,,,2,,,,,,
Ewe_1,ewee1241,ewee1241_1,one,ɖě,1,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,1,,,,,,
Ewe_1,ewee1241,ewee1241_1,two,èvò,2,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,?,,,,,,
Ewe_1,ewee1241,ewee1241_1,three,ètɔ̃,3,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,?,,,,,,
Ewe_1,ewee1241,ewee1241_1,four,eno,4,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,?,,,,,,
Ewe_1,ewee1241,ewee1241_1,five,ètɔ̃,5,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,?,,,,,,
Ewe_1,ewee1241,ewee1241_1,six,ɛdé,6,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,six,andó,6,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,seven,adré,6,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,NA,,,,,,
Ewe_1,ewee1241,ewee1241_1,seven,andré,6+1,,,Warburton&Roland_1968: 2-4,,,,,?,,,,,NA,,,,,,
Ewe_1,ewee1241,ewee1241_1,seven,andró,6+1,,,Warburton&Roland_1968: 2-4,,,,,?,,,,,NA,,,,,,
Ewe_1,ewee1241,ewee1241_1,eight,onyi,8?,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,NA,,,,,,
Ewe_1,ewee1241,ewee1241_1,nine,asioko,x-1,,,Warburton&Roland_1968: 2-4,,,,,?,,,,,NA,,,,,,
Ewe_1,ewee1241,ewee1241_1,nine,onyiɖe,8+1,,,Warburton&Roland_1968: 2-4,,,,,?,,,,,NA,,,,,,
Ewe_1,ewee1241,ewee1241_1,ten,owó,10,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,NA,,,,,,
Ewe_1,ewee1241,ewee1241_1,eleven,wúiɖèké,10+1,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,NA,,,,,,
Ewe_1,ewee1241,ewee1241_1,twelve,wúièvè,10+2,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,thirteen,wúiàtɔ̃,10+3,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,fourteen,wúiène,10+4,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,fifteen,wúiàtɔ̃,10+5,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,sixteen,wúiade,10+6,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,seventeen,wúiadre,10+6+1,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,eighteen,wúionyí,10+8,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,nineteen,wúiàsiékà,10-1,,,Warburton&Roland_1968: 2-4,,,,,0,,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,twenty,bláavó,10·2,,bla is a new form for ten? means to bind - a ligature,Warburton&Roland_1968: 2-4,,"fingers, toes",,,blá ... vo,to bind ... to finish,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,twenty one,bláavó vo ɖeká,(10·2)+1,,,Warburton&Roland_1968: 2-4,,,,,blá ... vo,to bind ... to finish,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,twenty two,bláavó vo ve,(10·2)+2,,,Warburton&Roland_1968: 2-4,,,,,blá ... vo,to bind ... to finish,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,twenty three,bláavó vo tɔ́,(10·2)+3,,,Warburton&Roland_1968: 2-4,,,,,blá ... vo,to bind ... to finish,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,twenty four,bláavó vo no,(10·2)+4,,,Warburton&Roland_1968: 2-4,,,,,blá ... vo,to bind ... to finish,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,twenty five,bláavó vo átɔ̃,(10·2)+5,,,Warburton&Roland_1968: 2-4,,,,,blá ... vo,to bind ... to finish,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,twenty six,bláavó vo ádé,(10·2)+6,,,Warburton&Roland_1968: 2-4,,,,,blá ... vo,to bind ... to finish,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,twenty seven,bláavó vo adré,(10·2)+6+1,,,Warburton&Roland_1968: 2-4,,,,,blá ... vo,to bind ... to finish,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,twenty eight,bláavó vo nyi,(10·2)+8,,8?,Warburton&Roland_1968: 2-4,,,,,blá ... vo,to bind ... to finish,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,twenty nine,bláavó vɔ asiékò,(10·2)+(1-10),,,Warburton&Roland_1968: 2-4,,,,,blá ... vo,to bind ... to finish,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,thirty,bla òtɔ̃,10·3,,,Warburton&Roland_1968: 2-4,,,,,bla,to bind,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,forty,bla ène,10·4,,,Warburton&Roland_1968: 2-4,,,,,bla,to bind,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,fifty,bla àtɔ̃́,10·5,,,Warburton&Roland_1968: 2-4,,,,,bla,to bind,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,sixty,bla adé,10·6,,,Warburton&Roland_1968: 2-4,,,,,bla,to bind,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,seventy,bla adré,10·(6+1),,,Warburton&Roland_1968: 2-4,,,,,bla,to bind,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,eighty,bla enyí,10·8,,,Warburton&Roland_1968: 2-4,,,,,bla,to bind,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,ninety,bla asioko,10·(1-10),,,Warburton&Roland_1968: 2-4,,,,,bla ... asio,to bind ...,,,,,,,,,,
Ewe_1,ewee1241,ewee1241_1,hundred,alafa ɖeka,100·1,,,Warburton&Roland_1968: 2-4,,,,,!,,,,,,,,,,,
Ewe,ewee1241,ewee1241,one,ɖé,1,,,"Fiaga, 1976: 24-25",,,,,!,,,,,1,,?,,,,
Ewe,ewee1241,ewee1241,one,ɖeka,1,,,"Fiaga, 1976: 24-25",,,,,!,,,,,2,,?,,,,
Ewe,ewee1241,ewee1241,two,eve,2,,,"Fiaga, 1976: 24-25",,,,,!,,,,,?,likely that the same forms are used to express both meanings,1,,,,
Ewe,ewee1241,ewee1241,three,atɔ̃,3,,,"Fiaga, 1976: 24-25",,,,,!,,,,,?,,1,,,,
Ewe,ewee1241,ewee1241,four,ene,4,,,"Fiaga, 1976: 24-25",,,,,!,,,,,?,,,,,,
Ewe,ewee1241,ewee1241,five,atɔ̃,5,,,"Fiaga, 1976: 24-25",,,,,!,,,,,?,,,,,,
Ewe,ewee1241,ewee1241,six,ade,6,,,"Fiaga, 1976: 24-25",,,,,!,,,,,,,,,,,
Ewe,ewee1241,ewee1241,seven,adre,6+1,,,"Fiaga, 1976: 24-25",,,,,?,,,,,,,,,,,
Ewe,ewee1241,ewee1241,eight,enyi,8,,,"Fiaga, 1976: 24-25",,,,,!,,,,,,,,,,,
Ewe,ewee1241,ewee1241,nine,asieke,10-1,,"literary ""hand 1"" less or minus in Ewe = eleme","Fiaga, 1976: 24-25; Rongier_2015:206",,,,,asie,hand,,,,,,,,,,
Ewe,ewee1241,ewee1241,nine,enyide,8+1,,,"Fiaga, 1976: 24-25",,,,,?,,,,,,,,,,,
Ewe,ewee1241,ewee1241,ten,ewo,10,,"wo = man. DeepL: ""A large number is expressed by akpe. akpewo (thousands and thousands) Yletivi akpe nanewo (a large number of stars). A noun followed by a numeral adjective remains in the singular: mi katâ novi yutsu wuieve mienye (We are twelve brothers in all). But if the adjective is followed by the article a, the adjective becomes plural: Viyutsu wuieveawo (the twelve sons). So many things or objects are translated by ame (man), which is usually preceded by the pronoun wo (man). preceded by the pronoun wo (them). E.g.: Tè le mia sia? S, wo ame ewo le mia si (do you have yams? Yes, we have ten) (pieces). ""Un gros chiffre s’exprime par akpe. akpewo (des milliers et des milliers) Yletivi akpe nanewo (un grand nombre d’étoiles). Le nom suivi d’un adjectif numéral reste au singulier: mi katâ novi yutsu wuieve mienye (Nous sommes en tout douze frères) Mais si l’adjectif est suivi de l’article a l’adjectif prend le signe du pluriel : Viyutsu wuieveawo (les douze fils) Tant de choses ou objects se traduisent par ame (homme) que l’on fait précéder le plus souvent du pronom wo (eux). Ex.: Tè le mia sia? S, wo ame ewo le mia si (avez vous des ignames ? Oui, nous en avons dix) (pièces)","Fiaga, 1976: 24-25",,,,,!,,,,,,,,,,,
Ewe,ewee1241,ewee1241,ten,ɖèwo,1·10,,,"Fiaga, 1976: 24-25",,,,,!,,,,,,,,,,,
Ewe,ewee1241,ewee1241,eleven,wuiɖéké,10+1,,"Les nombres de 11 à 19 se forment à l’aide du verbe « bla » (lier) et des unités « ewo » devient « wui » et deka devient déké. .” DeepL: The numbers 11 to 19 are formed using the verb ‘bla’ (to bind) and the units ‘ewo’ becomes ‘wui’ and ‘deka’ becomes ‘déké’. Fiaga, 1976: 24-25?  Ewe        ewee1241        twelve  wuieve  10+2        Les dizaines de 20 à 90 se forment à l’aide de bla (lier) et des unités. La liaison entreles deux se fait à l’aide du verbe vo (finir)."" DeepL: The tens from 20 to 90 are formed using bla (link) and the units. The link between the two is made using the verb vo (to finish).","Fiaga, 1976: 24-25",,,,,?,,,,,,,,,,,
Ewe,ewee1241,ewee1241,thirteen,wuietɔ̃,10+3,,,"Fiaga, 1976: 24-25",,,,,?,,,,,,,,,,,
Ewe,ewee1241,ewee1241,fourteen,wuiene,10+4,,,"Fiaga, 1976: 24-25",,,,,?,,,,,,,,,,,
Ewe,ewee1241,ewee1241,fifteen,wuiatɔ̃,10+5,,,"Fiaga, 1976: 24-25",,,,,?,,,,,,,,,,,
Ewe,ewee1241,ewee1241,sixteen,wuiade,10+6,,,"Fiaga, 1976: 24-25",,,,,?,,,,,,,,,,,
Ewe,ewee1241,ewee1241,seventeen,wuiadre,10+6+1,,,"Fiaga, 1976: 24-25",,,,,?,,,,,,,,,,,
Ewe,ewee1241,ewee1241,eighteen,wuienyi,10+8,,,"Fiaga, 1976: 24-25",,,,,?,,,,,,,,,,,
Ewe,ewee1241,ewee1241,nineteen,wuiasieke,10·(10-1),,,"Fiaga, 1976: 24-25",,,,,?,,,,,,,,,,,
Ewe,ewee1241,ewee1241,twenty,blaeve,10'·2,,"Les dizaines de 20 à 90 se forment à l’aide de bla (lier) et des unités. La liaison entreles deux se fait à l’aide du verbe vo (finir).” Tens from 20 to 90 are formed using bla (link) and units. The link between the two is made with the verb vo (to finish).""","Fiaga, 1976: 24-25",,,,,bla,to bind,,,,,,,,,,
Ewe,ewee1241,ewee1241,twenty,ameŋu,20,,ame = man. Une autre expression pour 20 est ameyu (extrémité de l’homme) c’est à dire les dix doigts et les dix orteils. another expression for 20 is ameyu (man's extremity) i.e. the ten fingers and ten toes.,"Fiaga, 1976: 24-25",,"fingers, toes",,,!,,,,,,,,,,,
Ewe,ewee1241,ewee1241,twenty one,blaeve vɔ ɖeke,(10'·2)+[+]1,,"x = bind, ellipted","Fiaga, 1976: 24-25",,"fingers, toes",,,bla ... vɔ,to bind ... to finish,,"Les dizaines de 20 à 90 se forment à l’aide de bla (lier) et des unités. La liaison entreles deux se fait à l’aide du verbe vo (finir).” Tens from 20 to 90 are formed using bla (link) and units. The link between the two is made with the verb vo (to finish).""",,,,,,,,
Ewe,ewee1241,ewee1241,twenty two,blaeve vɔ eve,(10'·2)+[+]2,,,"Fiaga, 1976: 24-25",,"fingers, toes",,,bla ... vɔ,to bind ... to finish,,,,,,,,,,
Ewe,ewee1241,ewee1241,twenty three,blaeve vɔ etɔ̃,(10'·2)+[+]3,,,"Fiaga, 1976: 24-25",,"fingers, toes",,,bla ... vɔ,to bind ... to finish,,,,,,,,,,
