Language,Glottocode,Language_ID,Concept,Form,Gloss,Alternate_gloss,Comment_glosser,Source,Meaning,Referent_resource,comment_referent_resource,tabooed,ligature_form,ligature_meaning,ligature_type: associative link = 1; commitative link = 2; covert/abstent = ?; number doesnt need ligatures = !; leave in comment if the ligature or conjunction can be inferred ,comment_ligature,comment_ligatures,Absolute_vs_contextual,comments_enumerative,class_marker,comment_classmarkers,Agreement_host,,currency
Likpe,likp1239,likp1239,four,ńnà,4,,,Westermann1922_11,,,,,!,,,,,,,,,,,
Likpe,likp1239,likp1239,five,nnò,5,,,Westermann1922_11,,,,,!,,,,,,,,,,,
Likpe,likp1239,likp1239,six,nkwá,6,,,Westermann1922_11,,,,,?,,,,,,,,,,,
Likpe,likp1239,likp1239,seven,kwása,6+1',,,Westermann1922_11,,,,,?,,,,,,,,,,,
Likpe,likp1239,likp1239,eight,yèní,8,,,Westermann1922_11,,,,,?,,,,,,,,,,,
Likpe,likp1239,likp1239,eight,mfámfla,8',,,Westermann1922_11,,,,,?,,,,,,,,,,,
Likpe,likp1239,likp1239,nine,onùmómbe,9,,could be one from ten,Westermann1922_11,,,,,?,,,,,,,,,,,
Likpe,likp1239,likp1239,nine,nàsé,9',,,Westermann1922_11,,,,,?,,,,,,,,,,,
Likpe,likp1239,likp1239,ten,lèfòsì,{CL}10,,,Westermann1922_11,,,,,?,,,,,,,,,,,
Likpe,likp1239,likp1239,eleven,lèfòsì nöe,{CL}10+1,,,Westermann1922_11,,,,,0,,,,,,,,,,,
Likpe,likp1239,likp1239,twelve,lèfòsì nõè,?,,same form as 11 check source,Westermann1922_11,,,,,0,,,,,,,,,,,
Likpe,likp1239,likp1239,thirteen,lèfòsì ntsie,{CL}10+3,,,Westermann1922_11,,,,,0,,,,,,,,,,,
Likpe,likp1239,likp1239,fourteen,lèfòsì nnà,{CL}10+4,,,Westermann1922_11,,,,,0,,,,,,,,,,,
Likpe,likp1239,likp1239,fifteen,lèfòsì nnó,{CL}10+5,,,Westermann1922_11,,,,,0,,,,,,,,,,,
Likpe,likp1239,likp1239,sixteen,lèfòsì nkwá,{CL}10+6,,,Westermann1922_11,,,,,0,,,,,,,,,,,
Likpe,likp1239,likp1239,seventeen,lèfòsì kwánsa,{CL}10+(6+1'),,,Westermann1922_11,,,,,0,,,,,,,,,,,
Likpe,likp1239,likp1239,eighteen,lèfòsì yeni,10+8,,,Westermann1922_11,,,,,0,,,,,,,,,,,
Likpe,likp1239,likp1239,nineteen,lèfòsì nasé,10+9,,,Westermann1922_11,,,,,0,,,,,,,,,,,
Likpe,likp1239,likp1239,twenty,afósì enúa,"{CL'}10·{CL""}2",,CL = PLU,Westermann1922_11,,,,,a,PLU,,,,,,,,,,
Likpe,likp1239,likp1239,thirty,afósì etsię,"{CL'}10·{CL""}3",,,Westermann1922_11,,,,,a,PLU,,,,,,,,,,
Likpe,likp1239,likp1239,forty,afósì ánà,"{CL'}10·{CL""'}4",,,Westermann1922_11,,,,,a,PLU,,,,,,,,,,
Likpe,likp1239,likp1239,fifty,afósì ànó,"{CL'}10·{CL""'}5",,,Westermann1922_11,,,,,a,PLU,,,,,,,,,,
Likpe,likp1239,likp1239,sixty,afósì akwá,"{CL'}10·{CL""'}6",,,Westermann1922_11,,,,,a,PLU,,,,,,,,,,
Likpe,likp1239,likp1239,seventy,afósì akwánse,"{CL'}10·({CL""'}6+1')",,,Westermann1922_11,,,,,a,PLU,,,,,,,,,,
Likpe,likp1239,likp1239,eighty,afósì m̀fámflá,10·8,,,Westermann1922_11,,,,,a,PLU,,,,,,,,,,
Likpe,likp1239,likp1239,ninety,afósì ōńunómbé,10·9,,,Westermann1922_11,,,,,a,PLU,,,,,,,,,,
Likpe,likp1239,likp1239,hundred,kolòfá,100,,,Westermann1922_11,,,,,?,,,is kolofa singular?,,,,,,,,
Likpe,likp1239,likp1239,two hundred,alafa enúa,"{CL'}100·{CL""}2",,,Westermann1922_11,,,,,?,,,if kolafa is singular then alafa will be a plural ligature,,,,,,,,
Likpe,likp1239,likp1239,three hundred,alafa etsię,"{CL'}100·{CL""}3",,,Westermann1922_11,,,,,?,,,,,,,,,,,
Likpe,likp1239,likp1239,four hundred,alafa ánà,"{CL'}100·{CL""'}4",,,Westermann1922_11,,,,,?,,,,,,,,,,,
Likpe,likp1239,likp1239,five hundred,alafa anó,"{CL'}100·{CL""'}5",,,Westermann1922_11,,,,,?,,,,,,,,,,,
Likpe,likp1239,likp1239,six hundred,alafa akwá,"{CL'}100·{CL""'}6",,,Westermann1922_11,,,,,?,,,,,,,,,,,
Likpe,likp1239,likp1239,seven hundred,alafa akwáse,"{CL'}100·({CL""'}6+1')",,,Westermann1922_11,,,,,?,,,,,,,,,,,
Likpe,likp1239,likp1239,eight hundred,alafa mflamfla,{CL'}100·8,,,Westermann1922_11,,,,,?,,,,,,,,,,,
Likpe,likp1239,likp1239,nine hundred,alafa onùmómbe,{CL'}100·9,,,Westermann1922_11,,,,,?,,,,,,,,,,,
Likpe,likp1239,likp1239,thousand,kokpi,"{CL""""}1000",,,Westermann1922_11,,,,,?,,,,,,,,,,,
Larteh,lart1238,lart1238,one,kɔ,1,,,Ansah2009,,,,,!,,,,,,,,,,,
Larteh,lart1238,lart1238,two,nyɔ,2,,,Ansah2009,,,,,!,,,,,,,,,,,
Larteh,lart1238,lart1238,three,sa,3,,,Ansah2009,,,,,!,,,,,,,,,,,
Larteh,lart1238,lart1238,four,nɛ,4,,,Ansah2009,,,,,!,,,,,,,,,,,
Larteh,lart1238,lart1238,five,nu,5,,,Ansah2009,,,,,!,,,,,,,,,,,
Larteh,lart1238,lart1238,six,siɛ,6,,,Ansah2009,,,,,?,,,,,,,,,,,
Larteh,lart1238,lart1238,seven,sunɔ,7,6+1,,Ansah2009,,,,,?,,,,,,,,,,,
Larteh,lart1238,lart1238,eight,twi,8,,,Ansah2009,,,,,?,,,,,,,,,,,
Larteh,lart1238,lart1238,nine,kpunɔ,9,,,Ansah2009,,,,,?,,,,,,,,,,,
Larteh,lart1238,lart1238,ten,du,10,,,Ansah2009,,,,,?,,,,,,,,,,,
Larteh,lart1238,lart1238,eleven,du-kɔ,10+1,,,Ansah2009,,,,,0,,,,,,,,,,,
Larteh,lart1238,lart1238,twelve,du-nyɔ,10+2,,,Ansah2009,,,,,0,,,,,,,,,,,
Larteh,lart1238,lart1238,nineteen,du-kpunɔ,10+3,,,Ansah2009,,,,,0,,,,,,,,,,,
Larteh,lart1238,lart1238,twenty,əduo-nyɔ,{CL}10·2,,,Ansah2009,,,,,0,,,,,,,,,,,
Larteh,lart1238,lart1238,twenty one,əduo-nyɔ-kɔ,{CL}(10·2)+1,,,Ansah2009,,,,,0,,,,,,,,,,,
Larteh,lart1238,lart1238,twenty two,əduo-nyɔ-nyɔ,{CL}(10·2)+2,,,Ansah2009,,,,,0,,,,,,,,,,,
Larteh,lart1238,lart1238,thirty,əduo-sa,{CL}10·3,,,Ansah2009,,,,,0,,,,,,,,,,,
Larteh,lart1238,lart1238,thirty one,əduo-sa-kɔ,{CL}(10·3)+1,,,Ansah2009,,,,,0,,,,,,,,,,,
Larteh,lart1238,lart1238,ninety,əduo-npunɔ,{CL}10·9,,,Ansah2009,,,,,0,,,,,,,,,,,
Larteh,lart1238,lart1238,hundred,alɛfɛ,{CL'}100,,,Ansah2009,,,,,0,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,one,ɛ̀dī,{CL}1,,,Soubrier2013,,,,,!,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,two,ɛ̀fwà,{CL}2,,,Soubrier2013,,,,,!,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,three,ɛ̀lā,{CL}3,,,Soubrier2013,,,,,!,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,four,ɛ̀nā,{CL}4,,,Soubrier2013,,,,,!,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,five,ɛ̀tʊ,{CL}5,,,Soubrier2013,,,,,!,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,six,ɛ̀wlʊ,{CL}6,,,Soubrier2013,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,seven,ɛ̀wlʊdɪ,{CL}6+1,,,Soubrier2013,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,eight,ɛ̀lɛ,{CL}8,,,Soubrier2013,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,nine,ɛ̀lɛdɪ,{CL}8+1,,,Soubrier2013,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,ten,īdʒō,{CL'}10,,,Soubrier2013,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,twelve,īdʒō nʊ ɛ̀fwà,{CL'}10+[+]{CL}2,,,Soubrier2013,,,,,nʊ,and,comitative,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,twenty,ílyéfwə̂,{CL'}10'·2,,new form for ten,Soubrier2013,,,,,0,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,thirty,ílyélə,{CL'}10'·3,,,Soubrier2013,,,,,0,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,forty,ílyénə̄,{CL'}10'·4,,,Soubrier2013,,,,,0,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,fifty,ílyɛ́tʊ,{CL'}10'·5,,,Soubrier2013,,,,,0,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,sixty,ílyɛ́wlʊ̄,{CL'}10'·6,,,Soubrier2013,,,,,0,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,seventy,ílyɛ́wlʊdɪ,{CL'}10'·(6+1),,,Soubrier2013,,,,,0,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,eighty,ílyélɛ̄,{CL'}10·8,,,Soubrier2013,,,,,0,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,ninety,ílyélɛ̀dɪ̄,{CL'}10·(8+1),,,Soubrier2013,,,,,0,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,hundred,gbɔ́wā,100,,,Soubrier2013,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,thousand,àkpé,1000,,akpem is borrowed probably from Akan.,Soubrier2013,,,,,0,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,thousand,gbɔ́wā-ivú,100·5',,"gbidzo the form for thousand is composed of gbowa ""hundred"" and ""idzo"". ivu designates the bag where money was once placed (ifede - cowries, a kind of shell - currency) by the number of thousand. This term is not commonly used for the current numeration, and it was only after several consultations that two of my informats agreed that this was the best way to express the number thousand. Indeed, the compound gbidgo does not allow to continue the numeration very far and for ""ten thousand""already it is necessary to resort to explicit multiplication with ayefu (lit. its place) gbidzo ayefu idzo.",Soubrier2013,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,ten thousand,gbidzo ayefu idzo,"100'·10""·10",,,Soubrier2013,,,,,ayefu,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,one,edi,{CL}1,,,,,,,,!,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,two,efoà,{CL}2,,,,,,,,!,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,three,ela,{CL}3,,,,,,,,!,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,four,ená,{CL}4,,,,,,,,!,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,five,etú,{CL}5,,,,,,,,!,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,six,eglu,{CL}6,,,,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,seven,eglu-di,{CL}6+1,,,,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,eight,elé,{CL}8,,,,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,nine,ele-di,{CL}8+1,,,,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,ten,edyó,{CL}10,,,,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,ten,salá,10',,payment system,,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,eleven,idyo nédi,"{CL'}10""+[+]1",,,,,,,,né,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,twelve,idyo néfoà,"{CL'}10""+[+]2",,,,,,,,né,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,fifteen,saloku,15,,payment system,,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,twenty,ili-efoà,"{CL'}10""'·2",,,,,,,,0,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,twenty,tákpo,20,,payment system,,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,twenty one,ili efoà n'edi,"{CL'}(10""'·2)+[+]1",,,,,,,,n',,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,twenty five,tákpo n'etu,20+[+]5,,,,,,,,n',,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,thirty,ili lá,"{CL'}10""'·3",,ili (e)lá,,,,,,0,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,thirty,tákpo nsalá,20+[+]10,,payment system,,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,thirty five,tákpo nsaloku,20+15,,payment system,,,,,,?,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,forty,ili ná,{CL'}10·4,,ili (e)ná,,,,,,0,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,forty,edyé-foà,{CL20'·2,,same form as twelve without the additive operator: payment system: {CL}10'·2,- one pig,,,,,0,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,forty five,edyé-foà n'etú,({CL}20'·2)+5,,plural 10,,,,,,n',,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,fifty,ili-etú,{CL'}10·5,,,,,,,,i a plural marker? Check this out! my guy,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,sixty,ili-eglu,{CL'}10·6,,,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,sixty,edyé-'la,{CL}20'·3,,payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,seventy,edye-'la,{CL}(20'·3)+10,,,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,eighty,edye-'na,{CL}20'·4,,payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,hundred,gbòwà,100,,oha?,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,hundred,edyé-tu,{CL}20'·5,,payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,hundred and twenty,edyé-glu,{CL}20'·6,,payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,hundred and forty,edyé-glu-di,{CL}20'·7,,payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,hundred and sixty,edyé-le,{CL}20'·8,,payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,hundred and eighty,edyé-le-de,{CL}20'·9,,payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,two hundred,gb'éfoà,100·3,,,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,two hundred,idyó,200,,same for as 10 in twelve; 5 pigs - payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,three hundred,gb'ela,100·2,,,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,four hundred,be'ená,100·4,,,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,five hundred,gb'etú,100·5,,,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,thousand,gbo-dyó,1000,,,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,thousand,gbòwà idyo,100·10,,,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,two hundred and sixty,idyó n'elá,{CL'}200+[+]([20]·3),,payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,three hundred,idyó n'etú,?,,payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,four hundred,ili efoà,{CL}200'·2,,payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,six hundred,ili-lá,{CL}200'·3,,payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,eight hundred,ili-ná,{CL}200'·4,,payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,thousand,ili-etú,{CL}200'·5,,payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,two thousand,gbòwá,2000,,50pig; payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,three thousand,gbòwà n'ili etú,?,,payment system,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,one,kédì,{CL}1,,,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,two,kɛ́ɛ́yá,{CL}2,,,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,three,kààlɛ̀,{CL}3,,,,,,,,,,,,,,,,,,,
Ikposo,ikpo1238,ikpo1238,four,kɛ́ɛ́ná,{CL}4,,,,,,,,,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,one,ik͡pɛ,{CL}1,,,Dorvlo2008,,,,,!,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,one,ńkpè,1',,,Westermann1903_28,,,,,!,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,two,inyɔ,{CL}2,,,Dorvlo2008,,,,,!,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,two,nyo,2',,,Westermann1903_28,,,,,!,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,three,ita,{CL}3,,,Dorvlo2008,,,,,!,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,three,ntà,3',,,Westermann1903_28,,,,,!,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,four,ina,{CL}4,,,Dorvlo2008,,,,,!,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,four,nnä,4',,,Westermann1903_28,,,,,!,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,five,inú,{CL}5,,,Dorvlo2008,,,,,!,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,five,nnú,5',,,Westermann1903_28,,,,,!,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,six,iɡló,{CL}6,,,Dorvlo2008,,,,,?,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,six,ńgló,6',,,Westermann1903_28,,,,,?,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,seven,ɡlaŋk͡pe,6+1',,,Dorvlo2008,,,,,?,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,seven,glánkpè,6+1,,,Westermann1903_28,,,,,?,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,eight,mlamina,[4']+{CL}4,,redup 4,Dorvlo2008,,,,,?,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,eight,mlaminá,[4']+{CL}4,,redup 4,Westermann1903_28,,,,,?,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,nine,ɡɔkwaɖu,"{LIG?}1""-10",,,Dorvlo2008,,,,,?,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,nine,guakuädu,"{LIG?}1'""-10",,,Westermann1903_28,,,,,?,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,ten,uɖú,{CL'}10,,,Dorvlo2008,,,,,10,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,eleven,dutsaokpè,"10+[+]{CL""}1""",,,Westermann1903_28,,,,,tsa,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,twelve,dutsaonyò,"10+[+]{CL""}2""",,,Westermann1903_28,,,,,tsa,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,thirteen,dutsaontà,"10+[+]{CL""}3""",,,Westermann1903_28,,,,,tsa,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,eleven,ɖu-tsa ikpɛ,10+[+]{CL}1,,"""To form the numerals between elven and nineteen, the numerals conjoin the stem of ten to tsa and the prefix of u-ɖu- 'ten'is elided",Dorvlo2008,,,,,tsa,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,twelve,ɖu-tsa myɔ,10+[+]2,,,Dorvlo2008,,,,,tsa,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,thirteen,ɖu-tsa ita,10+[+]{CL}3,,,Dorvlo2008,,,,,tsa,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,fourteen,ɖu-tsa ina,10+[+]{CL}4,,,Dorvlo2008,,,,,tsa,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,fifteen,ɖu-tsa inu,10+[+]{CL}5,,,Dorvlo2008,,,,,tsa,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,sixteen,ɖu-tsa iglo,10+[+]{CL}6,,,Dorvlo2008,,,,,tsa,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,seventeen,ɖu-tsa glankpe,10+[+](6+1),,,Dorvlo2008,,,,,tsa,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,eighteen,ɖu-tsa mlamina,10+[+]([4]+{CL}4),,,Dorvlo2008,,,,,tsa,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,nineteen,ɖu-tsa gɔkuaɖu,10+[+](1-10),,,Dorvlo2008,,,,,tsa,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,twenty,ɔɖɔ,"{CL""'}10'·[2]",PLU10,,Dorvlo2008,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,thirty,uɖata,"{CL""""}10'·3",,,Dorvlo2008,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,forty,uɖna,"{CL""""}10""·4",,,Dorvlo2008,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,fifty,uɖanú,"{CL""""}10'·5",,,Dorvlo2008,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,sixty,uɖglo,"{CL""""}10""·6",,,Dorvlo2008,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,seventy,uɖoglankpɛ,"{CL""""}10""'·(6+1)",,,Dorvlo2008,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,eighty,uɖumlamina,"10""""·([4]+{CL}4)",,,Dorvlo2008,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,ninety,uɖugɔkuaɖu,"10""""·(10-1)",,,Dorvlo2008,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,hundred,uga,"{CL""""}100",,,Dorvlo2008,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,thirty,odatà,"{CL""""}10·3",,,Westermann1903_28,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,forty,odaná,"{CL""""}10·4",,,Westermann1903_28,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,fifty,odunú,"{CL""""}10·5",,,Westermann1903_28,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,sixty,oɖaɡló,"{CL""""}10·6",,,Westermann1903_28,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,seventy,odaglańkpè,"{CL""""}10·(6+1)",,,Westermann1903_28,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,ninety,odoguakuadù,"{CL""""}10·([4]+[+]4)",,,Westermann1903_28,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,hundred,ogà,"{CL""""}100",,,Westermann1903_28,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,two hundred,genyò,"100'·2""'",,,Westermann1903_28,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,three hundred,egetà,"{CL""""'}100'·3",,,Westermann1903_28,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,four hundred,egenà,"{CL""""'}100'·4",,,Westermann1903_28,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,five hundred,egenú,"{CL""""'}100'·5",,,Westermann1903_28,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,six hundred,egenlú,"{CL""""'}100'·6",,,Westermann1903_28,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,eight hundred,egā melāmena,"{CL""""'}100·([4]+{CL""""'}4)",,,Westermann1903_28,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,thousand,api,1000,,,Dorvlo2008,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,two thousand,api-á-nyo,"1000+{CL""}2",,,Westermann1903_28,,,,,á,PL?,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,ten thousand,api du,1000·10,,,Westermann1903_28,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,million,milianu akpe,1000000·1,,borrowed,Dorvlo2008,,,,,0,,,,,,,,,,,
Ikpana_Logba,logb1245,logb1245,million,igamaga,?,,"100·{CL""""""}100': big hundred",Dorvlo2008,,,,,0,,,,,,,,,,,
Igo,igoo1238,igoo1238,one,ìli,{CL}1,,,Gblem1995: 159-163,,,,,!,,,,,,,,,,,
Igo,igoo1238,igoo1238,one,íɖigbō,{CL}1',,,Gblem1995: 159-163,,,,,?,,,,,,,,,,,
Igo,igoo1238,igoo1238,two,ìwà,{CL}2,,,Gblem1995: 159-163,,,,,!,,,,,,,,,,,
Igo,igoo1238,igoo1238,three,ìtā,{CL}3,,,Gblem1995: 159-163,,,,,!,,,,,,,,,,,
Igo,igoo1238,igoo1238,four,àlā,{CL'}4,,,Gblem1995: 159-163,,,,,!,,,,,,,,,,,
Igo,igoo1238,igoo1238,five,ùtɔ̄,"{CL""}5",,,Gblem1995: 159-163,,,,,!,,,,,,,,,,,
Igo,igoo1238,igoo1238,six,ūgō,"{CL""}6",,,Gblem1995: 159-163,,,,,!,,,,,,,,,,,
Igo,igoo1238,igoo1238,seven,ùzònī,{CL'}7,,6+1,Gblem1995: 159-163,,,,,?,,,,,,,,,,,
Igo,igoo1238,igoo1238,eight,ùmàmlà,8,{REDUP}[4]=4,,Gblem1995: 159-163,,,,,?,,,,,,,,,,,
Igo,igoo1238,igoo1238,nine,úkàlī,10-1',,"úkàlí - úkà - hand, lí = one; hand - one. Translated ""the hand less one"", i.e., one of the fingers on both hands is missing.",Gblem1995: 159-163; Westermann1922; 14,,hand,,,?,,,,,,,,,,,
Igo,igoo1238,igoo1238,ten,ɔ̀wú,"{CL""'}10'",,,Gblem1995: 159-163,,,,,?,,,,,,,,,,,
Igo,igoo1238,igoo1238,eleven,ɔ̀wú ìli,"{CL""'}10'+{CL}1",,,Gblem1995: 159-163,,,,,?,,,,,,,,,,,
Igo,igoo1238,igoo1238,twelve,ɔ̀wú ìwa,"{CL""'}10'+{CL}2",,,Gblem1995: 159-163,,,,,?,,,,,,,,,,,
Igo,igoo1238,igoo1238,thirteen,ɔ̀wú àtā,"{CL""'}10'+{CL'}3",,,Gblem1995: 159-163,,,,,?,,,,,,,,,,,
Igo,igoo1238,igoo1238,fourteen,ɔ̀wú àlā,"{CL""'}10'+{CL'}4",,,Gblem1995: 159-163,,,,,?,,,,,,,,,,,
