"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"vwan1235-1","vwan1235-1-1-1",1,"ˈkɪmo","ˈkɪmo","1",NA,NA
"vwan1235-1","vwan1235-1-2-1",2,"ˈfiβɪli","ˈfiβɪli","{CL}2",NA,NA
"vwan1235-1","vwan1235-1-3-1",3,"ˈfitatu","ˈfitatu","{CL}3",NA,NA
"vwan1235-1","vwan1235-1-4-1",4,"ˈfine","ˈfine","{CL}4",NA,NA
"vwan1235-1","vwan1235-1-5-1",5,"fiˈhaːno","fiˈhaːno","{CL}5","5",NA
"vwan1235-1","vwan1235-1-6-1",6,"ˈⁿtaːⁿda","ˈⁿtaːⁿda","6",NA,NA
"vwan1235-1","vwan1235-1-7-1",7,"ˈlekela ˈlʊbale","ˈlekela ˈlʊbale","6’+1’",NA,NA
"vwan1235-1","vwan1235-1-8-1",8,"ˈlekela ˈkʷoːni","ˈlekela ˈkʷoːni","6’+2’","?",NA
"vwan1235-1","vwan1235-1-9-1",9,"ˈbudika ˈlʊbale","ˈbudika ˈlʊbale","10-1’",NA,NA
"vwan1235-1","vwan1235-1-10-1",10,"ˈkɪɟiɣo","ˈkɪɟiɣo","{CL?}10’",NA,"Kı=kı in one"
"vwan1235-1","vwan1235-1-11-1",11,"ˈkɪɟiɣo ˈna kɪmo","ˈkɪɟiɣo ˈna kɪmo","{CL}10’+{+}{CL}1",NA,NA
"vwan1235-1","vwan1235-1-12-1",12,"ˈkɪɟiɣo ˈna ˈfiβɪli","ˈkɪɟiɣo ˈna ˈfiβɪli","{CL}10’+{+}{CL}2",NA,NA
"vwan1235-1","vwan1235-1-13-1",13,"ˈkɪɟiɣo ˈna ˈfitatu","ˈkɪɟiɣo ˈna ˈfitatu","{CL}10’+{+}{CL}3",NA,NA
"vwan1235-1","vwan1235-1-14-1",14,"ˈkɪɟiɣo ˈna ˈfine","ˈkɪɟiɣo ˈna ˈfine","{CL}10’+{+}{CL}4",NA,NA
"vwan1235-1","vwan1235-1-15-1",15,"ˈkɪɟiɣo ˈna fiˈhaːno","ˈkɪɟiɣo ˈna fiˈhaːno","{CL}10’+{+}{CL}5",NA,NA
"vwan1235-1","vwan1235-1-16-1",16,"ˈkɪɟiɣo na ˈⁿtaːⁿda","ˈkɪɟiɣo na ˈⁿtaːⁿda","{CL}10’+{+}6",NA,NA
"vwan1235-1","vwan1235-1-17-1",17,"ˈkɪɟiɣo na ˈlekela ˈlʊbale","ˈkɪɟiɣo na ˈlekela ˈlʊbale","{CL}10’+{+}6’+1’",NA,NA
"vwan1235-1","vwan1235-1-18-1",18,"ˈkɪɟiɣo na ˈlekela ˈkʷoːni","ˈkɪɟiɣo na ˈlekela ˈkʷoːni","{CL}10’+{+}6’+2’",NA,NA
"vwan1235-1","vwan1235-1-19-1",19,"ˈkɪɟiɣo na ˈbudika ˈlʊbale","ˈkɪɟiɣo na ˈbudika ˈlʊbale","{CL}10’+{+}10-1’",NA,NA
