ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-nuer1246-1-one-1;numerals-nuer1246-1;Chan2019;one;1;kɛ̀ːl;kel;;FALSE;1;;
numerals-nuer1246-1-two-1;numerals-nuer1246-1;Chan2019;two;2;rɜ̀ʷ;rew;;FALSE;2;;
numerals-nuer1246-1-three-1;numerals-nuer1246-1;Chan2019;three;3;dɪʲɔ̂k;dijok;;FALSE;3;;
numerals-nuer1246-1-four-1;numerals-nuer1246-1;Chan2019;four;4;ŋʊ́ʷǎn;nguwan;;FALSE;4;;
numerals-nuer1246-1-five-1;numerals-nuer1246-1;Chan2019;five;5;ðɪ́ʲɛ̀ɟ;dijej;;FALSE;5;;
numerals-nuer1246-1-six-1;numerals-nuer1246-1;Chan2019;six;6;bakɛ̀l;bakel;( 5 + 1 );FALSE;5'+1;;
numerals-nuer1246-1-seven-1;numerals-nuer1246-1;Chan2019;seven;7;bàraʷ;baraw;( 5 + 2 );FALSE;5'+2';;
numerals-nuer1246-1-eight-1;numerals-nuer1246-1;Chan2019;eight;8;bɛ̀dak;bedak;( 5 + 3 );FALSE;5'+3';;
numerals-nuer1246-1-nine-1;numerals-nuer1246-1;Chan2019;nine;9;bɜ̀ŋʊ́ʷǎn;benguwan;( 5 + 4 );FALSE;5'+4;;
numerals-nuer1246-1-ten-1;numerals-nuer1246-1;Chan2019;ten;10;wɜ́ːl;wel;;FALSE;10;;
numerals-nuer1246-1-eleven-1;numerals-nuer1246-1;Chan2019;eleven;11;wɜ́ːl kɛ̀ːl;welkel;;FALSE;10+1;;
numerals-nuer1246-1-twelve-1;numerals-nuer1246-1;Chan2019;twelve;12;wɜ́ːl rɜ̀ʷ;welrew;;FALSE;10+2;;
numerals-nuer1246-1-thirteen-1;numerals-nuer1246-1;Chan2019;thirteen;13;wɜ́ːl dɪʲɔ̂k;weldijok;;FALSE;10+3;;
numerals-nuer1246-1-fourteen-1;numerals-nuer1246-1;Chan2019;fourteen;14;wɜ́ːl ŋʊ́ʷǎn;welnguwan;;FALSE;10+4;;
numerals-nuer1246-1-fifteen-1;numerals-nuer1246-1;Chan2019;fifteen;15;wɜ́ːl ðɪ́ʲɛ̀ɟ;weldijej;;FALSE;10+5;;
numerals-nuer1246-1-sixteen-1;numerals-nuer1246-1;Chan2019;sixteen;16;wɜ́ːl bakɛ̀l;welbakel;;FALSE;10+5'+1;;
numerals-nuer1246-1-seventeen-1;numerals-nuer1246-1;Chan2019;seventeen;17;wɜ́ːl bàraʷ;welbaraw;;FALSE;10+5'+2';;
numerals-nuer1246-1-eighteen-1;numerals-nuer1246-1;Chan2019;eighteen;18;wɜ́ːl bɛ̀dak;welbedak;;FALSE;10+5'+3;;
numerals-nuer1246-1-nineteen-1;numerals-nuer1246-1;Chan2019;nineteen;19;wɜ́ːl bɜ̀ŋʊ́ʷǎn;welbenguwan;;FALSE;10+5'+4;;
