Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-leal1235-1-one-1,numerals-leal1235-1,Chan2019,one,1,kãː³,ka3,,FALSCH,1,NA,NA
2,numerals-leal1235-1-two-1,numerals-leal1235-1,Chan2019,two,2,t̪ũ͈⁴,tu4,,FALSCH,2,NA,NA
3,numerals-leal1235-1-three-1,numerals-leal1235-1,Chan2019,three,3,n̪ɨ̃³,ni3,,FALSCH,3,NA,NA
4,numerals-leal1235-1-four-1,numerals-leal1235-1,Chan2019,four,4,ʧũ͈³,tsu3,,FALSCH,4,NA,NA
5,numerals-leal1235-1-five-1,numerals-leal1235-1,Chan2019,five,5,ŋʸɐ͈̃³,ngya3,,FALSCH,5,NA,NA
6,numerals-leal1235-1-six-1,numerals-leal1235-1,Chan2019,six,6,hŋʸũ͈ː³,hngyu3,,FALSCH,6,NA,NA
7,numerals-leal1235-1-seven-1,numerals-leal1235-1,Chan2019,seven,7,ʤʸɐ͈ː⁴,dzya4,,FALSCH,7,NA,NA
8,numerals-leal1235-1-eight-1,numerals-leal1235-1,Chan2019,eight,8,hŋʸɐ͈̃⁴,hngya4,,FALSCH,8,NA,NA
9,numerals-leal1235-1-nine-1,numerals-leal1235-1,Chan2019,nine,9,ŋʸʊ͈̃⁴,ngyu4,,FALSCH,9,NA,NA
10,numerals-leal1235-1-ten-1,numerals-leal1235-1,Chan2019,ten,10,ʤʸɐ͈⁴,dzya4,,FALSCH,10,NA,NA
11,numerals-leal1235-1-eleven-1,numerals-leal1235-1,Chan2019,eleven,11,ʤʸɐ͈⁴.ʧãː³,dzya4tsa3,,FALSCH,10+1,NA,NA
12,numerals-leal1235-1-twelve-1,numerals-leal1235-1,Chan2019,twelve,12,ʤʸɐ͈⁴.t̪ʸũ͈³,dzya4tyu3,,FALSCH,10+2,NA,NA
13,numerals-leal1235-1-thirteen-1,numerals-leal1235-1,Chan2019,thirteen,13,ʤʸɐ͈⁴.n̪ĩ³,dzya4ni3,,FALSCH,10+3,NA,NA
14,numerals-leal1235-1-fourteen-1,numerals-leal1235-1,Chan2019,fourteen,14,ʤʸɐ͈⁴.ʧʸũ͈³,dzya4tsyu3,,FALSCH,10+4,NA,NA
15,numerals-leal1235-1-fifteen-1,numerals-leal1235-1,Chan2019,fifteen,15,ʤʸɐ͈⁴.ŋʸɐ͈̃³,dzya4ngya3,,FALSCH,10+5,NA,NA
