Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-pure1242-1-one-1,numerals-pure1242-1,Chan2019,one,1,ma,ma,,FALSCH,1,NA,NA
2,numerals-pure1242-1-two-1,numerals-pure1242-1,Chan2019,two,2,tsimani,tsimani,,FALSCH,2,NA,NA
3,numerals-pure1242-1-three-1,numerals-pure1242-1,Chan2019,three,3,tanimu,tanimu,,FALSCH,3,NA,NA
4,numerals-pure1242-1-four-1,numerals-pure1242-1,Chan2019,four,4,tʰámu,thamu,,FALSCH,4,NA,NA
5,numerals-pure1242-1-five-1,numerals-pure1242-1,Chan2019,five,5,iumu,iumu,,FALSCH,5,NA,NA
6,numerals-pure1242-1-six-1,numerals-pure1242-1,Chan2019,six,6,kuimu,kuimu,,FALSCH,6,perhaps 1′+5 at least historically,NA
7,numerals-pure1242-1-seven-1,numerals-pure1242-1,Chan2019,seven,7,iumu tsimani,iumutsimani,,FALSCH,5[+]2,NA,NA
8,numerals-pure1242-1-eight-1,numerals-pure1242-1,Chan2019,eight,8,iumu tanimu,iumutanimu,,FALSCH,5[+]3,NA,NA
9,numerals-pure1242-1-nine-1,numerals-pure1242-1,Chan2019,nine,9,iumu tʰámu,iumuthamu,,FALSCH,5[+]4,NA,NA
10,numerals-pure1242-1-ten-1,numerals-pure1242-1,Chan2019,ten,10,témbini,tembini,,FALSCH,10,NA,NA
11,numerals-pure1242-1-eleven-1,numerals-pure1242-1,Chan2019,eleven,11,témbini ma,tembinima,,FALSCH,10[+]1,NA,NA
12,numerals-pure1242-1-twelve-1,numerals-pure1242-1,Chan2019,twelve,12,témbini tsimani,tembinitsimani,,FALSCH,10[+]2,NA,NA
13,numerals-pure1242-1-thirteen-1,numerals-pure1242-1,Chan2019,thirteen,13,témbini tanimu,tembinitanimu,,FALSCH,10[+]3,NA,NA
14,numerals-pure1242-1-fourteen-1,numerals-pure1242-1,Chan2019,fourteen,14,témbini tʰámu,tembinithamu,,FALSCH,10[+]4,NA,NA
