Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-guil1236-1-one-1,numerals-guil1236-1,Chan2019,one,1,tɨ̀,ti,,FALSCH,1,NA,NA
2,numerals-guil1236-1-one-2,numerals-guil1236-1,Chan2019,one,1,tʃá,tsa,(only with tortillas),FALSCH,1,NA,NA
3,numerals-guil1236-1-one-3,numerals-guil1236-1,Chan2019,one,1,tǔbʲ,tubj,"(tǔbʲ is 1 in other towns - see 11, 21)",FALSCH,1,according to contributor comment apparently not used as '1' in this variety?,NA
4,numerals-guil1236-1-two-1,numerals-guil1236-1,Chan2019,two,2,tjǒp,tjop,,FALSCH,2,NA,NA
5,numerals-guil1236-1-three-1,numerals-guil1236-1,Chan2019,three,3,tʃǒn,tson,,FALSCH,3,NA,NA
6,numerals-guil1236-1-four-1,numerals-guil1236-1,Chan2019,four,4,tàp,tap,,FALSCH,4,NA,NA
7,numerals-guil1236-1-five-1,numerals-guil1236-1,Chan2019,five,5,ɡàːj,gaj,,FALSCH,5,NA,NA
8,numerals-guil1236-1-six-1,numerals-guil1236-1,Chan2019,six,6,ʃòːp,sop,,FALSCH,6,NA,NA
9,numerals-guil1236-1-seven-1,numerals-guil1236-1,Chan2019,seven,7,ɡǎs,gas,,FALSCH,7,NA,NA
10,numerals-guil1236-1-eight-1,numerals-guil1236-1,Chan2019,eight,8,ʃǔnː,sun,,FALSCH,8,NA,NA
11,numerals-guil1236-1-nine-1,numerals-guil1236-1,Chan2019,nine,9,ɡàː,ga,,FALSCH,9,NA,NA
12,numerals-guil1236-1-ten-1,numerals-guil1236-1,Chan2019,ten,10,tsɨ̀ː,tsi,,FALSCH,10,NA,NA
13,numerals-guil1236-1-eleven-1,numerals-guil1236-1,Chan2019,eleven,11,tsɨ̀btǔbʲ,tsibtubj,(tǔbʲ is 1 in other towns),FALSCH,10+1,NA,NA
14,numerals-guil1236-1-twelve-1,numerals-guil1236-1,Chan2019,twelve,12,tsɨ̀tjǒp,tsitjop,,FALSCH,10+2,NA,NA
15,numerals-guil1236-1-thirteen-1,numerals-guil1236-1,Chan2019,thirteen,13,tsèʔnʲ,tsenj,,FALSCH,10+3,NA,NA
16,numerals-guil1236-1-fourteen-1,numerals-guil1236-1,Chan2019,fourteen,14,tsɨ̀dàː,tsida,,FALSCH,10+4,NA,NA
17,numerals-guil1236-1-fifteen-1,numerals-guil1236-1,Chan2019,fifteen,15,tsèːnʲ,tsenj,,FALSCH,15,possibly also 10+5,NA
18,numerals-guil1236-1-sixteen-1,numerals-guil1236-1,Chan2019,sixteen,16,tsèmbtǔbʲ,tsembtubj,,FALSCH,15+1,NA,NA
19,numerals-guil1236-1-seventeen-1,numerals-guil1236-1,Chan2019,seventeen,17,tsèmtjǒp,tsemtjop,,FALSCH,15+2,NA,NA
20,numerals-guil1236-1-eighteen-1,numerals-guil1236-1,Chan2019,eighteen,18,tsèmtʃǒn,tsemtson,,FALSCH,15+3,NA,NA
21,numerals-guil1236-1-nineteen-1,numerals-guil1236-1,Chan2019,nineteen,19,tsèmbtàp,tsembtap,,FALSCH,15+4,NA,NA
22,numerals-guil1236-1-twenty-1,numerals-guil1236-1,Chan2019,twenty,20,ǎld,ald,(base number),FALSCH,20,NA,NA
