Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-huas1242-1-one-1,numerals-huas1242-1,Chan2019,one,1,hu:n,hun,,FALSCH,1,NA,NA
2,numerals-huas1242-1-two-1,numerals-huas1242-1,Chan2019,two,2,ca:b,cab,,FALSCH,2,NA,NA
3,numerals-huas1242-1-three-1,numerals-huas1242-1,Chan2019,three,3,ʔo:š,os,,FALSCH,3,NA,NA
4,numerals-huas1242-1-four-1,numerals-huas1242-1,Chan2019,four,4,ce:ʔ,ce,,FALSCH,4,NA,NA
5,numerals-huas1242-1-five-1,numerals-huas1242-1,Chan2019,five,5,boːʔ,bo,,FALSCH,5,NA,NA
6,numerals-huas1242-1-six-1,numerals-huas1242-1,Chan2019,six,6,ʔakak,akak,,FALSCH,6,NA,NA
7,numerals-huas1242-1-seven-1,numerals-huas1242-1,Chan2019,seven,7,buːk,buk,,FALSCH,7,NA,NA
8,numerals-huas1242-1-eight-1,numerals-huas1242-1,Chan2019,eight,8,wašik,wasik,,FALSCH,8,NA,NA
9,numerals-huas1242-1-nine-1,numerals-huas1242-1,Chan2019,nine,9,beleːw,belew,,FALSCH,9,NA,NA
10,numerals-huas1242-1-ten-1,numerals-huas1242-1,Chan2019,ten,10,laːhu,lahu,,FALSCH,10,NA,NA
11,numerals-huas1242-1-eleven-1,numerals-huas1242-1,Chan2019,eleven,11,laːhu hu:n,lahuhun,,FALSCH,10[+]1,NA,NA
12,numerals-huas1242-1-twelve-1,numerals-huas1242-1,Chan2019,twelve,12,laːhu ca:b,lahucab,,FALSCH,10[+]2,NA,NA
13,numerals-huas1242-1-thirteen-1,numerals-huas1242-1,Chan2019,thirteen,13,laːhu ʔo:š,lahuos,,FALSCH,10[+]3,NA,NA
14,numerals-huas1242-1-fourteen-1,numerals-huas1242-1,Chan2019,fourteen,14,laːhu ce:ʔ,lahuce,,FALSCH,10[+]4,NA,NA
15,numerals-huas1242-1-fifteen-1,numerals-huas1242-1,Chan2019,fifteen,15,laːhu boːʔ,lahubo,,FALSCH,10[+]5,NA,NA
16,numerals-huas1242-1-sixteen-1,numerals-huas1242-1,Chan2019,sixteen,16,laːhu ʔakak,lahuakak,,FALSCH,10[+]6,NA,NA
