Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-high1242-1-one-1,numerals-high1242-1,Chan2019,one,1,anuli,anuli,,FALSCH,1,NA,NA
2,numerals-high1242-1-two-1,numerals-high1242-1,Chan2019,two,2,okeʔ,oke,,FALSCH,2,NA,NA
3,numerals-high1242-1-three-1,numerals-high1242-1,Chan2019,three,3,afaneʔ,afane,,FALSCH,3,NA,NA
4,numerals-high1242-1-four-1,numerals-high1242-1,Chan2019,four,4,amalpuʔ,amalpu,,FALSCH,4,NA,NA
5,numerals-high1242-1-five-1,numerals-high1242-1,Chan2019,five,5,amakeʔ,amake,,FALSCH,5,NA,NA
6,numerals-high1242-1-six-1,numerals-high1242-1,Chan2019,six,6,akamč'us,akamcus,č' = 'a glottalized č,FALSCH,6,NA,NA
7,numerals-high1242-1-seven-1,numerals-high1242-1,Chan2019,seven,7,akayči,akayci,,FALSCH,7,NA,NA
8,numerals-high1242-1-eight-1,numerals-high1242-1,Chan2019,eight,8,apayko,apayko,,FALSCH,8,NA,NA
9,numerals-high1242-1-nine-1,numerals-high1242-1,Chan2019,nine,9,apella,apella,,FALSCH,9,NA,NA
10,numerals-high1242-1-ten-1,numerals-high1242-1,Chan2019,ten,10,imbamaʔ,imbama,,FALSCH,10,NA,NA
11,numerals-high1242-1-eleven-1,numerals-high1242-1,Chan2019,eleven,11,imbamah nuli,imbamahnuli,,FALSCH,10+1,NA,NA
12,numerals-high1242-1-twelve-1,numerals-high1242-1,Chan2019,twelve,12,imbamah kokeʔ,imbamahkoke,,FALSCH,10+2,NA,NA
13,numerals-high1242-1-thirteen-1,numerals-high1242-1,Chan2019,thirteen,13,imbamah faneʔ,imbamahfane,,FALSCH,10+3,NA,NA
14,numerals-high1242-1-fourteen-1,numerals-high1242-1,Chan2019,fourteen,14,imbamah malpuʔ,imbamahmalpu,,FALSCH,10+4,NA,NA
15,numerals-high1242-1-fifteen-1,numerals-high1242-1,Chan2019,fifteen,15,imbamah makeʔ,imbamahmake,,FALSCH,10+5,NA,NA
16,numerals-high1242-1-sixteen-1,numerals-high1242-1,Chan2019,sixteen,16,imbamah kamč'us,imbamahkamcus,,FALSCH,10+6,NA,NA
17,numerals-high1242-1-seventeen-1,numerals-high1242-1,Chan2019,seventeen,17,imbamah kayči,imbamahkayci,,FALSCH,10+7,NA,NA
18,numerals-high1242-1-eighteen-1,numerals-high1242-1,Chan2019,eighteen,18,imbamah payko,imbamahpayko,,FALSCH,10+8,NA,NA
19,numerals-high1242-1-nineteen-1,numerals-high1242-1,Chan2019,nineteen,19,imbamah pella,imbamahpella,,FALSCH,10+9,NA,NA
20,numerals-high1242-1-twenty-1,numerals-high1242-1,Chan2019,twenty,20,anušans,anusans,,FALSCH,1⋅20,"Though only a- is left, I presume it's what remains of anuli '1'. It could also be some other element, in which case it would just be 20.",20
21,numerals-high1242-1-twentyone-1,numerals-high1242-1,Chan2019,twentyone,21,anušansnuli,anusansnuli,,FALSCH,1⋅20+1,NA,20+1
22,numerals-high1242-1-twentytwo-1,numerals-high1242-1,Chan2019,twentytwo,22,anušans kokeʔ,anusanskoke,,FALSCH,1⋅20+2,NA,20+2
23,numerals-high1242-1-twentythree-1,numerals-high1242-1,Chan2019,twentythree,23,anušans faneʔ,anusansfane,,FALSCH,1⋅20+3,NA,20+3
24,numerals-high1242-1-twentyfour-1,numerals-high1242-1,Chan2019,twentyfour,24,anušans malpuʔ,anusansmalpu,,FALSCH,1⋅20+4,NA,20+4
25,numerals-high1242-1-twentyfive-1,numerals-high1242-1,Chan2019,twentyfive,25,anušans makeʔ,anusansmake,,FALSCH,1⋅20+5,NA,20+5
26,numerals-high1242-1-twentysix-1,numerals-high1242-1,Chan2019,twentysix,26,anušans kamč'us,anusanskamcus,,FALSCH,1⋅20+6,NA,20+6
27,numerals-high1242-1-twentyseven-1,numerals-high1242-1,Chan2019,twentyseven,27,anušans kayči,anusanskayci,,FALSCH,1⋅20+7,NA,20+7
28,numerals-high1242-1-twentyeight-1,numerals-high1242-1,Chan2019,twentyeight,28,anušans payko,anusanspayko,,FALSCH,1⋅20+8,NA,20+8
29,numerals-high1242-1-twentynine-1,numerals-high1242-1,Chan2019,twentynine,29,anušans pella,anusanspella,,FALSCH,1⋅20+9,NA,20+9
