Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-coma1246-1-one-1,numerals-coma1246-1,Chan2019,one,1,kõːˡ,kol,,FALSCH,1,NA,NA
2,numerals-coma1246-1-one-2,numerals-coma1246-1,Chan2019,one,1,haːŋ²,hang2,,FALSCH,1,NA,NA
3,numerals-coma1246-1-two-1,numerals-coma1246-1,Chan2019,two,2,tṹ³,tu3,,FALSCH,2,NA,NA
4,numerals-coma1246-1-two-2,numerals-coma1246-1,Chan2019,two,2,gáŋ³,gang3,,FALSCH,2,NA,NA
5,numerals-coma1246-1-three-1,numerals-coma1246-1,Chan2019,three,3,ʔnï²³,ni23,,FALSCH,3,NA,NA
6,numerals-coma1246-1-three-2,numerals-coma1246-1,Chan2019,three,3,gaːŋ²,gang2,,FALSCH,3,NA,NA
7,numerals-coma1246-1-four-1,numerals-coma1246-1,Chan2019,four,4,kʸṏ́³,kyo3,,FALSCH,4,NA,NA
8,numerals-coma1246-1-four-2,numerals-coma1246-1,Chan2019,four,4,kʸúːŋ³,kyung3,,FALSCH,4,NA,NA
9,numerals-coma1246-1-five-1,numerals-coma1246-1,Chan2019,five,5,ʔnʸǽ²,nyae2,,FALSCH,5,NA,NA
10,numerals-coma1246-1-five-2,numerals-coma1246-1,Chan2019,five,5,ʔníŋ³,ning3,,FALSCH,5,NA,NA
11,numerals-coma1246-1-six-1,numerals-coma1246-1,Chan2019,six,6,ŋŋö́ː³,ngngo3,,FALSCH,6,NA,NA
12,numerals-coma1246-1-six-2,numerals-coma1246-1,Chan2019,six,6,ŋŋúːŋ³,ngngung3,,FALSCH,6,NA,NA
13,numerals-coma1246-1-seven-1,numerals-coma1246-1,Chan2019,seven,7,gʸé³,gye3,,FALSCH,7,NA,NA
14,numerals-coma1246-1-seven-2,numerals-coma1246-1,Chan2019,seven,7,gʸáːŋ³,gyang3,,FALSCH,7,NA,NA
15,numerals-coma1246-1-eight-1,numerals-coma1246-1,Chan2019,eight,8,ŋŋʸǽ²,ngngyae2,,FALSCH,8,Seems to contain the 5?,NA
16,numerals-coma1246-1-eight-2,numerals-coma1246-1,Chan2019,eight,8,ŋŋʸíːŋ³,ngngying3,,FALSCH,8,Seems to contain the 5?,NA
17,numerals-coma1246-1-nine-1,numerals-coma1246-1,Chan2019,nine,9,ŋʸö́³,ngyo3,,FALSCH,9,NA,NA
18,numerals-coma1246-1-nine-2,numerals-coma1246-1,Chan2019,nine,9,ŋʸúːŋ³,ngyung3,,FALSCH,9,NA,NA
19,numerals-coma1246-1-ten-1,numerals-coma1246-1,Chan2019,ten,10,gí³,gi3,,FALSCH,10,NA,NA
20,numerals-coma1246-1-ten-2,numerals-coma1246-1,Chan2019,ten,10,ŋʸúːŋ³,ngyung3,,FALSCH,?,Identical to 10?,NA
21,numerals-coma1246-1-eleven-1,numerals-coma1246-1,Chan2019,eleven,11,gikõː²,giko2,,FALSCH,10+1,NA,NA
22,numerals-coma1246-1-eleven-2,numerals-coma1246-1,Chan2019,eleven,11,gijáŋ²,gijang2,,FALSCH,10+1,NA,NA
23,numerals-coma1246-1-twelve-1,numerals-coma1246-1,Chan2019,twelve,12,gitũ²³,gitu23,,FALSCH,10+2,NA,NA
24,numerals-coma1246-1-twelve-2,numerals-coma1246-1,Chan2019,twelve,12,gitúŋ³,gitung3,,FALSCH,10+2,NA,NA
25,numerals-coma1246-1-thirteen-1,numerals-coma1246-1,Chan2019,thirteen,13,giʔnï²³,gini23,,FALSCH,10+3,NA,NA
26,numerals-coma1246-1-thirteen-2,numerals-coma1246-1,Chan2019,thirteen,13,giʔní:ŋ²,gining2,,FALSCH,10+3,NA,NA
27,numerals-coma1246-1-fourteen-1,numerals-coma1246-1,Chan2019,fourteen,14,gikʸṏ́²,gikyo2,,FALSCH,10+4,NA,NA
28,numerals-coma1246-1-fourteen-2,numerals-coma1246-1,Chan2019,fourteen,14,gikʸúːŋ³,gikyung3,,FALSCH,10+4,NA,NA
29,numerals-coma1246-1-fifteen-1,numerals-coma1246-1,Chan2019,fifteen,15,giʔnʸǽ²,ginyae2,,FALSCH,10+5,NA,NA
30,numerals-coma1246-1-fifteen-2,numerals-coma1246-1,Chan2019,fifteen,15,giʔníːŋ³,gining3,,FALSCH,10+5,NA,NA
31,numerals-coma1246-1-sixteen-1,numerals-coma1246-1,Chan2019,sixteen,16,giŋŋö́³,gingngo3,,FALSCH,10+6,NA,NA
32,numerals-coma1246-1-sixteen-2,numerals-coma1246-1,Chan2019,sixteen,16,ginnúːŋ³,ginnung3,,FALSCH,10+6,NA,NA
33,numerals-coma1246-1-seventeen-1,numerals-coma1246-1,Chan2019,seventeen,17,gigʸéː²,gigye2,,FALSCH,10+7,NA,NA
34,numerals-coma1246-1-seventeen-2,numerals-coma1246-1,Chan2019,seventeen,17,gigʸáːŋ³,gigyang3,,FALSCH,10+7,NA,NA
35,numerals-coma1246-1-eighteen-1,numerals-coma1246-1,Chan2019,eighteen,18,giŋŋʸǽ²,gingngyae2,,FALSCH,10+8,NA,NA
36,numerals-coma1246-1-eighteen-2,numerals-coma1246-1,Chan2019,eighteen,18,giŋŋíːŋ³,gingnging3,,FALSCH,10+8,NA,NA
37,numerals-coma1246-1-nineteen-1,numerals-coma1246-1,Chan2019,nineteen,19,giŋʸö́³,gingyo3,,FALSCH,10+9,NA,NA
38,numerals-coma1246-1-nineteen-2,numerals-coma1246-1,Chan2019,nineteen,19,giŋʸúːŋ³,gingyung3,,FALSCH,10+9,NA,NA
39,numerals-coma1246-1-twenty-1,numerals-coma1246-1,Chan2019,twenty,20,gʸéː³,gye3,,FALSCH,20,Similar to 7 but that is surely a coincidence.,NA
40,numerals-coma1246-1-twenty-2,numerals-coma1246-1,Chan2019,twenty,20,gʸáːŋ³,gyang3,,FALSCH,20,Similar to 7 but that is surely a coincidence.,NA
41,numerals-coma1246-1-twentyone-1,numerals-coma1246-1,Chan2019,twentyone,21,gʸéː³kõː²,gye3ko2,,FALSCH,20+1,NA,NA
42,numerals-coma1246-1-twentyone-2,numerals-coma1246-1,Chan2019,twentyone,21,gʸéː³háŋ²,gye3hang2,,FALSCH,20+1,NA,NA
43,numerals-coma1246-1-twentytwo-1,numerals-coma1246-1,Chan2019,twentytwo,22,gʸéː³tṹ³,gye3tu3,,FALSCH,20+2,NA,NA
44,numerals-coma1246-1-twentytwo-2,numerals-coma1246-1,Chan2019,twentytwo,22,gʸéː³túŋ³,gye3tung3,,FALSCH,20+2,NA,NA
45,numerals-coma1246-1-twentythree-1,numerals-coma1246-1,Chan2019,twentythree,23,gʸéː³kʸṏ́²,gye3kyo2,,FALSCH,?,"Identical to 24, probably a mistake",NA
46,numerals-coma1246-1-twentythree-2,numerals-coma1246-1,Chan2019,twentythree,23,gʸéː³ʔnḯːŋ³⁴,gye3ning34,,FALSCH,20+3,NA,NA
47,numerals-coma1246-1-twentyfour-1,numerals-coma1246-1,Chan2019,twentyfour,24,gʸéː³kʸṏ́²,gye3kyo2,,FALSCH,20+4,NA,NA
