Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-copa1236-1-one-1,numerals-copa1236-1,Chan2019,one,1,tumɨ,tumi,,FALSCH,1,NA,NA
2,numerals-copa1236-1-two-1,numerals-copa1236-1,Chan2019,two,2,meca,meca,,FALSCH,2,NA,NA
3,numerals-copa1236-1-three-1,numerals-copa1236-1,Chan2019,three,3,tukaʼy,tukay,,FALSCH,3,NA,NA
4,numerals-copa1236-1-four-1,numerals-copa1236-1,Chan2019,four,4,makškuʼy,makskuy,,FALSCH,4,NA,NA
5,numerals-copa1236-1-five-1,numerals-copa1236-1,Chan2019,five,5,mohsaʼy,mohsay,,FALSCH,5,NA,NA
6,numerals-copa1236-1-six-1,numerals-copa1236-1,Chan2019,six,6,tuhtaʼy,tuhtay,,FALSCH,6,NA,NA
7,numerals-copa1236-1-seven-1,numerals-copa1236-1,Chan2019,seven,7,kuʼyaʼy,kuyay,,FALSCH,7,NA,NA
8,numerals-copa1236-1-eight-1,numerals-copa1236-1,Chan2019,eight,8,tukuthtaʼy,tukuthtay,( 3 + 6 ),FALSCH,?,"The contributor analyzes this as 3+6, which seems to be correct as it is still transparent synchronically, but the math doesn't add up.",NA
9,numerals-copa1236-1-nine-1,numerals-copa1236-1,Chan2019,nine,9,makstuhtaʼy,makstuhtay,( 4 + 6 ),FALSCH,?,"The contributor analyzes this as 4+6, which seems to be correct as it is still transparent synchronically, but the math doesn't add up.",NA
10,numerals-copa1236-1-ten-1,numerals-copa1236-1,Chan2019,ten,10,mahkaʼy,mahkay,,FALSCH,10,NA,NA
11,numerals-copa1236-1-eleven-1,numerals-copa1236-1,Chan2019,eleven,11,maktumaʼy,maktumay,( 10 + 1 ),FALSCH,10+1,NA,NA
12,numerals-copa1236-1-twelve-1,numerals-copa1236-1,Chan2019,twelve,12,makwɨstɨhkaʼy,makwistihkay,( 10 + 2 ),FALSCH,10+2′,NA,NA
13,numerals-copa1236-1-thirteen-1,numerals-copa1236-1,Chan2019,thirteen,13,maktukaʼy,maktukay,( 10 + 3 ),FALSCH,10+3,NA,NA
14,numerals-copa1236-1-fourteen-1,numerals-copa1236-1,Chan2019,fourteen,14,makmaktaskuʼy,makmaktaskuy,( 10 + 4 ),FALSCH,10+4,NA,NA
15,numerals-copa1236-1-fifteen-1,numerals-copa1236-1,Chan2019,fifteen,15,yɨhtaʼy,yihtay,,FALSCH,15,NA,NA
16,numerals-copa1236-1-sixteen-1,numerals-copa1236-1,Chan2019,sixteen,16,yɨt-ko-tumɨ,yitkotumi,( 15 + 1 ),FALSCH,15+1,NA,NA
17,numerals-copa1236-1-seventeen-1,numerals-copa1236-1,Chan2019,seventeen,17,yɨt-ko-meca,yitkomeca,( 15 + 2 ),FALSCH,15+2,NA,NA
