Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-lowl1260-1-one-1,numerals-lowl1260-1,Chan2019,one,1,ɲulji,nulji,,FALSCH,1,NA,NA
2,numerals-lowl1260-1-two-1,numerals-lowl1260-1,Chan2019,two,2,ukweʔ,ukwe,,FALSCH,2,NA,NA
3,numerals-lowl1260-1-three-1,numerals-lowl1260-1,Chan2019,three,3,faneʔ,fane,,FALSCH,3,NA,NA
4,numerals-lowl1260-1-four-1,numerals-lowl1260-1,Chan2019,four,4,malpuʔ,malpu,,FALSCH,4,NA,NA
5,numerals-lowl1260-1-five-1,numerals-lowl1260-1,Chan2019,five,5,maɡeʔ,mage,,FALSCH,5,NA,NA
6,numerals-lowl1260-1-six-1,numerals-lowl1260-1,Chan2019,six,6,kʔantʃux kʔ,kantsuxk,('a glottalized k'),FALSCH,6,NA,NA
7,numerals-lowl1260-1-seven-1,numerals-lowl1260-1,Chan2019,seven,7,koteʔ,kote,,FALSCH,7,NA,NA
8,numerals-lowl1260-1-eight-1,numerals-lowl1260-1,Chan2019,eight,8,malfaʔ,malfa,,FALSCH,8,NA,NA
9,numerals-lowl1260-1-nine-1,numerals-lowl1260-1,Chan2019,nine,9,penlaʔ,penla,,FALSCH,9,NA,NA
10,numerals-lowl1260-1-ten-1,numerals-lowl1260-1,Chan2019,ten,10,mbamaʔ,mbama,,FALSCH,10,NA,NA
11,numerals-lowl1260-1-eleven-1,numerals-lowl1260-1,Chan2019,eleven,11,mbamaʔ ɲulji,mbamanulji,,FALSCH,10[+]1,NA,NA
12,numerals-lowl1260-1-twelve-1,numerals-lowl1260-1,Chan2019,twelve,12,mbamaʔ ukweʔ,mbamaukwe,,FALSCH,10[+]2,NA,NA
13,numerals-lowl1260-1-thirteen-1,numerals-lowl1260-1,Chan2019,thirteen,13,mbamaʔ faneʔ,mbamafane,,FALSCH,10[+]3,NA,NA
14,numerals-lowl1260-1-fourteen-1,numerals-lowl1260-1,Chan2019,fourteen,14,mbamaʔ malpuʔ,mbamamalpu,,FALSCH,10[+]4,NA,NA
15,numerals-lowl1260-1-fifteen-1,numerals-lowl1260-1,Chan2019,fifteen,15,mbamaʔ maɡeʔ,mbamamage,,FALSCH,10[+]5,NA,NA
16,numerals-lowl1260-1-sixteen-1,numerals-lowl1260-1,Chan2019,sixteen,16,mbamaʔ kʔantʃux,mbamakantsux,,FALSCH,10[+]6,NA,NA
17,numerals-lowl1260-1-seventeen-1,numerals-lowl1260-1,Chan2019,seventeen,17,mbamaʔ koteʔ,mbamakote,,FALSCH,10[+]7,NA,NA
18,numerals-lowl1260-1-eighteen-1,numerals-lowl1260-1,Chan2019,eighteen,18,mbamaʔ malfaʔ,mbamamalfa,,FALSCH,10[+]8,NA,NA
