Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-pisa1237-1-one-1,numerals-pisa1237-1,Chan2019,one,1,tam,tam,,FALSCH,1,NA,NA
2,numerals-pisa1237-1-two-1,numerals-pisa1237-1,Chan2019,two,2,tʼuy,tuy,,FALSCH,2,NA,NA
3,numerals-pisa1237-1-three-1,numerals-pisa1237-1,Chan2019,three,3,tʼutu,tutu,,FALSCH,3,NA,NA
4,numerals-pisa1237-1-four-1,numerals-pisa1237-1,Chan2019,four,4,tʼáːtʼi,tati,,FALSCH,4,NA,NA
5,numerals-pisa1237-1-five-1,numerals-pisa1237-1,Chan2019,five,5,kiːs,kis,,FALSCH,5,NA,NA
6,numerals-pisa1237-1-six-1,numerals-pisa1237-1,Chan2019,six,6,tʃáːʃan,tsasan,,FALSCH,6,NA,NA
7,numerals-pisa1237-1-seven-1,numerals-pisa1237-1,Chan2019,seven,7,tuhún,tuhun,,FALSCH,7,NA,NA
8,numerals-pisa1237-1-eight-1,numerals-pisa1237-1,Chan2019,eight,8,tsahín,tsahin,,FALSCH,8,NA,NA
9,numerals-pisa1237-1-nine-1,numerals-pisa1237-1,Chan2019,nine,9,naháːtsi,nahatsi,,FALSCH,9,NA,NA
10,numerals-pisa1237-1-ten-1,numerals-pisa1237-1,Chan2019,ten,10,kaw,kaw,,FALSCH,10,NA,NA
11,numerals-pisa1237-1-eleven-1,numerals-pisa1237-1,Chan2019,eleven,11,kawtám,kawtam,,FALSCH,10+1,NA,NA
12,numerals-pisa1237-1-twelve-1,numerals-pisa1237-1,Chan2019,twelve,12,kawtʼúy,kawtuy,,FALSCH,10+2,NA,NA
13,numerals-pisa1237-1-thirteen-1,numerals-pisa1237-1,Chan2019,thirteen,13,kawtʼútu,kawtutu,,FALSCH,10+3,NA,NA
14,numerals-pisa1237-1-fourteen-1,numerals-pisa1237-1,Chan2019,fourteen,14,kawtʼáːtʼi,kawtati,,FALSCH,10+4,NA,NA
15,numerals-pisa1237-1-fifteen-1,numerals-pisa1237-1,Chan2019,fifteen,15,kawkíːs,kawkis,,FALSCH,10+5,NA,NA
16,numerals-pisa1237-1-sixteen-1,numerals-pisa1237-1,Chan2019,sixteen,16,kawtʃáːʃan,kawtsasan,,FALSCH,10+6,NA,NA
17,numerals-pisa1237-1-seventeen-1,numerals-pisa1237-1,Chan2019,seventeen,17,kawtuhún,kawtuhun,,FALSCH,10+7,NA,NA
18,numerals-pisa1237-1-eighteen-1,numerals-pisa1237-1,Chan2019,eighteen,18,kawtsahín,kawtsahin,,FALSCH,10+8,NA,NA
19,numerals-pisa1237-1-nineteen-1,numerals-pisa1237-1,Chan2019,nineteen,19,kawnaháːtsi,kawnahatsi,,FALSCH,10+9,NA,NA
20,numerals-pisa1237-1-twenty-1,numerals-pisa1237-1,Chan2019,twenty,20,pʼuːʃam,pusam,,FALSCH,20,NA,NA
21,numerals-pisa1237-1-twentyone-1,numerals-pisa1237-1,Chan2019,twentyone,21,pʼuːʃamtám,pusamtam,,FALSCH,20+1,NA,NA
22,numerals-pisa1237-1-twentytwo-1,numerals-pisa1237-1,Chan2019,twentytwo,22,pʼuːʃamtʼúy,pusamtuy,,FALSCH,20+2,NA,NA
