Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-ixca1245-1-one-1,numerals-ixca1245-1,Chan2019,one,1,hnɡu²,hngu2,,FALSCH,1,NA,NA
2,numerals-ixca1245-1-two-1,numerals-ixca1245-1,Chan2019,two,2,yu¹hu¹,yu1hu1,,FALSCH,2,NA,NA
3,numerals-ixca1245-1-three-1,numerals-ixca1245-1,Chan2019,three,3,nĩ¹hẽ²,ni1he2,,FALSCH,3,NA,NA
4,numerals-ixca1245-1-four-1,numerals-ixca1245-1,Chan2019,four,4,njũ¹hũ¹,nju1hu1,,FALSCH,4,NA,NA
5,numerals-ixca1245-1-five-1,numerals-ixca1245-1,Chan2019,five,5,ʃʔõ¹,so1,,FALSCH,5,NA,NA
6,numerals-ixca1245-1-six-1,numerals-ixca1245-1,Chan2019,six,6,ʃhõ³,sho3,,FALSCH,6,NA,NA
7,numerals-ixca1245-1-seven-1,numerals-ixca1245-1,Chan2019,seven,7,ya¹tu²,ya1tu2,,FALSCH,7,NA,NA
8,numerals-ixca1245-1-eight-1,numerals-ixca1245-1,Chan2019,eight,8,hni²,hni2,,FALSCH,8,NA,NA
9,numerals-ixca1245-1-nine-1,numerals-ixca1245-1,Chan2019,nine,9,n¹ñje³,n1nje3,,FALSCH,9,NA,NA
10,numerals-ixca1245-1-ten-1,numerals-ixca1245-1,Chan2019,ten,10,ʔu²te³,u2te3,,FALSCH,10,NA,NA
11,numerals-ixca1245-1-eleven-1,numerals-ixca1245-1,Chan2019,eleven,11,ʔu²te³ hnɡu²,u2te3hngu2,,FALSCH,10+1,NA,NA
12,numerals-ixca1245-1-twelve-1,numerals-ixca1245-1,Chan2019,twelve,12,ʔu²te³ yu¹hu¹,u2te3yu1hu1,,FALSCH,10+2,NA,NA
13,numerals-ixca1245-1-thirteen-1,numerals-ixca1245-1,Chan2019,thirteen,13,ʔu²te³ nĩ¹hẽ²,u2te3ni1he2,,FALSCH,10+3,NA,NA
14,numerals-ixca1245-1-fourteen-1,numerals-ixca1245-1,Chan2019,fourteen,14,ʔu²te³njũ¹hũ¹,u2te3nju1hu1,,FALSCH,10+4,NA,NA
15,numerals-ixca1245-1-fifteen-1,numerals-ixca1245-1,Chan2019,fifteen,15,tʃi¹ʔũ³,tsi1u3,,FALSCH,15,NA,NA
16,numerals-ixca1245-1-sixteen-1,numerals-ixca1245-1,Chan2019,sixteen,16,tʃi¹ʔũ³ hnɡu²,tsi1u3hngu2,( 15 + 1 ),FALSCH,15+1,NA,NA
17,numerals-ixca1245-1-seventeen-1,numerals-ixca1245-1,Chan2019,seventeen,17,tʃi¹ʔũ³ yu¹hu¹,tsi1u3yu1hu1,( 15 + 2 ),FALSCH,15+2,NA,NA
