Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-azoy1236-1-one-1,numerals-azoy1236-1,Chan2019,one,1,ᵐbŏ,mbo,,FALSCH,1,NA,NA
2,numerals-azoy1236-1-one-2,numerals-azoy1236-1,Chan2019,one,1,ᵐba,mba,,FALSCH,1,NA,NA
3,numerals-azoy1236-1-two-1,numerals-azoy1236-1,Chan2019,two,2,ahmà,ahma,,FALSCH,2,NA,NA
4,numerals-azoy1236-1-three-1,numerals-azoy1236-1,Chan2019,three,3,àhʦu,ahtsu,,FALSCH,3,NA,NA
5,numerals-azoy1236-1-four-1,numerals-azoy1236-1,Chan2019,four,4,ahkù,ahku,,FALSCH,4,NA,NA
6,numerals-azoy1236-1-five-1,numerals-azoy1236-1,Chan2019,five,5,wiʦu,witsu,,FALSCH,5,NA,NA
7,numerals-azoy1236-1-six-1,numerals-azoy1236-1,Chan2019,six,6,màhŋù,mahngu,,FALSCH,6,NA,NA
8,numerals-azoy1236-1-seven-1,numerals-azoy1236-1,Chan2019,seven,7,hwą̀,hwa,,FALSCH,7,NA,NA
9,numerals-azoy1236-1-eight-1,numerals-azoy1236-1,Chan2019,eight,8,miŋɡijųɁ,minggiju,,FALSCH,8,NA,NA
10,numerals-azoy1236-1-nine-1,numerals-azoy1236-1,Chan2019,nine,9,mìhnà-ɡuwàʔ,mihnaguwa,(lit: 'take away'),FALSCH,{take away}[1]−10,NA,NA
11,numerals-azoy1236-1-ten-1,numerals-azoy1236-1,Chan2019,ten,10,ɡuwàʔ,guwa,,FALSCH,10,NA,NA
12,numerals-azoy1236-1-eleven-1,numerals-azoy1236-1,Chan2019,eleven,11,ɡuwà-eᵐbà-mò,guwaembamo,(10-1-plus),FALSCH,10+1{+},NA,NA
13,numerals-azoy1236-1-twelve-1,numerals-azoy1236-1,Chan2019,twelve,12,ɡuwà-ihmà-mò,guwaihmamo,(10-2-plus),FALSCH,10+2{+},NA,NA
14,numerals-azoy1236-1-thirteen-1,numerals-azoy1236-1,Chan2019,thirteen,13,ɡuwà--iʦù-mù,guwaitsumu,(10-3-plus),FALSCH,10+3{+},NA,NA
