Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-kaqc1270-1-one-1,numerals-kaqc1270-1,Chan2019,one,1,χun,khun,,FALSCH,1,NA,NA
2,numerals-kaqc1270-1-two-1,numerals-kaqc1270-1,Chan2019,two,2,kaʔiʔ,kai,,FALSCH,2,-Vʔ is a plural suffix,NA
3,numerals-kaqc1270-1-three-1,numerals-kaqc1270-1,Chan2019,three,3,oʃiʔ,osi,,FALSCH,3,NA,NA
4,numerals-kaqc1270-1-four-1,numerals-kaqc1270-1,Chan2019,four,4,kaχiʔ,kakhi,,FALSCH,4,NA,NA
5,numerals-kaqc1270-1-five-1,numerals-kaqc1270-1,Chan2019,five,5,woʔoʔ,woo,,FALSCH,5,NA,NA
6,numerals-kaqc1270-1-six-1,numerals-kaqc1270-1,Chan2019,six,6,waqiʔ,waqi,,FALSCH,6,NA,NA
7,numerals-kaqc1270-1-seven-1,numerals-kaqc1270-1,Chan2019,seven,7,wuquʔ,wuqu,,FALSCH,7,NA,NA
8,numerals-kaqc1270-1-eight-1,numerals-kaqc1270-1,Chan2019,eight,8,waqʃaqiʔ,waqsaqi,,FALSCH,8,NA,NA
9,numerals-kaqc1270-1-nine-1,numerals-kaqc1270-1,Chan2019,nine,9,ɓeleχeʔ,belekhe,,FALSCH,9,NA,NA
10,numerals-kaqc1270-1-ten-1,numerals-kaqc1270-1,Chan2019,ten,10,laχuχ,lakhukh,,FALSCH,10,NA,NA
11,numerals-kaqc1270-1-eleven-1,numerals-kaqc1270-1,Chan2019,eleven,11,χulaχuχ,khulakhukh,,FALSCH,1[+]10,NA,NA
12,numerals-kaqc1270-1-twelve-1,numerals-kaqc1270-1,Chan2019,twelve,12,kaɓlaχuχ,kablakhukh,,FALSCH,2[+]10,NA,NA
13,numerals-kaqc1270-1-thirteen-1,numerals-kaqc1270-1,Chan2019,thirteen,13,oʃlaχuχ,oslakhukh,,FALSCH,3[+]10,NA,NA
14,numerals-kaqc1270-1-fourteen-1,numerals-kaqc1270-1,Chan2019,fourteen,14,kaχlaχuχ,kakhlakhukh,,FALSCH,4[+]10,NA,NA
