Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
16,numerals-rayo1235-1-sixteen-1,numerals-rayo1235-1,Chan2019,sixteen,16,yɨt-ko-tumɨ,yitkotumi,( 15 + 1 ),FALSCH,15+1,NA,NA
17,numerals-rayo1235-1-seventeen-1,numerals-rayo1235-1,Chan2019,seventeen,17,yɨt-ko-meca,yitkomeca,( 15 + 2 ),FALSCH,15+2,NA,NA
18,numerals-rayo1235-1-eighteen-1,numerals-rayo1235-1,Chan2019,eighteen,18,yɨt-ko-tukaʼ,yitkotuka,( 15 + 3 ),FALSCH,15+3,NA,NA
19,numerals-rayo1235-1-nineteen-1,numerals-rayo1235-1,Chan2019,nineteen,19,yɨt-ko-makškuʼ,yitkomaksku,( 15 + 4 ),FALSCH,15+4,NA,NA
20,numerals-rayo1235-1-twenty-1,numerals-rayo1235-1,Chan2019,twenty,20,ips,ips,,FALSCH,20,NA,NA
21,numerals-rayo1235-1-twentyone-1,numerals-rayo1235-1,Chan2019,twentyone,21,ips-ko-tumɨ,ipskotumi,,FALSCH,20+1,NA,NA
22,numerals-rayo1235-1-twentytwo-1,numerals-rayo1235-1,Chan2019,twentytwo,22,ips-ko-meca,ipskomeca,,FALSCH,20+2,NA,NA
23,numerals-rayo1235-1-twentythree-1,numerals-rayo1235-1,Chan2019,twentythree,23,ips-ko-tukaʼ,ipskotuka,,FALSCH,20+3,NA,NA
24,numerals-rayo1235-1-twentyfour-1,numerals-rayo1235-1,Chan2019,twentyfour,24,ips-ko-makškuʼ,ipskomaksku,,FALSCH,20+4,NA,NA
25,numerals-rayo1235-1-twentyfive-1,numerals-rayo1235-1,Chan2019,twentyfive,25,ips-ko-mosaʼ,ipskomosa,,FALSCH,20+5,NA,NA
26,numerals-rayo1235-1-twentysix-1,numerals-rayo1235-1,Chan2019,twentysix,26,ips-ko-tuhtaʼ,ipskotuhta,,FALSCH,20+6,NA,NA
27,numerals-rayo1235-1-twentyseven-1,numerals-rayo1235-1,Chan2019,twentyseven,27,ips-ko-kuʼyaʼ,ipskokuya,,FALSCH,20+7,NA,NA
28,numerals-rayo1235-1-twentyeight-1,numerals-rayo1235-1,Chan2019,twentyeight,28,ips-ko-tukuthtaʼ,ipskotukuthta,,FALSCH,?,depends on the analysis of 8 (see above),NA
29,numerals-rayo1235-1-twentynine-1,numerals-rayo1235-1,Chan2019,twentynine,29,ips-ko-makškuʼ,ipskomaksku,,FALSCH,?,identical to 24?,NA
30,numerals-rayo1235-1-thirty-1,numerals-rayo1235-1,Chan2019,thirty,30,ips-ko-mahkaʼ,ipskomahka,,FALSCH,20+10,NA,NA
31,numerals-rayo1235-1-forty-1,numerals-rayo1235-1,Chan2019,forty,40,wɨstɨhkips,wistihkips,( 2 x 20 ),FALSCH,2′⋅20,NA,NA
32,numerals-rayo1235-1-fifty-1,numerals-rayo1235-1,Chan2019,fifty,50,wɨstɨhkips-ko-mahk,wistihkipskomahk,,FALSCH,2′⋅20+10,NA,NA
33,numerals-rayo1235-1-sixty-1,numerals-rayo1235-1,Chan2019,sixty,60,tukips,tukips,( 3 x 20 ),FALSCH,3⋅20,NA,NA
34,numerals-rayo1235-1-seventy-1,numerals-rayo1235-1,Chan2019,seventy,70,tukips-ko-mahk,tukipskomahk,,FALSCH,3⋅20+10,NA,NA
35,numerals-rayo1235-1-eighty-1,numerals-rayo1235-1,Chan2019,eighty,80,maktahsips,maktahsips,( 4 x 20 ),FALSCH,4⋅20,NA,NA
36,numerals-rayo1235-1-ninety-1,numerals-rayo1235-1,Chan2019,ninety,90,maktahsips-ko-mahk,maktahsipskomahk,,FALSCH,4⋅20+10,NA,NA
37,numerals-rayo1235-1-hundred-1,numerals-rayo1235-1,Chan2019,hundred,100,mohsips,mohsips,( 5 x 20 ),FALSCH,5⋅20,NA,NA
38,numerals-rayo1235-1-fourhundred-1,numerals-rayo1235-1,Chan2019,fourhundred,400,moneʼ,mone,,FALSCH,400,NA,NA
39,numerals-rayo1235-1-fourhundred-2,numerals-rayo1235-1,Chan2019,fourhundred,400,tumɨ moneʼ,tumimone,,FALSCH,1⋅400,NA,NA
