Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-sout2956-1-one-1,numerals-sout2956-1,Chan2019,one,1,sɢwaansəŋ,sgwaansang,,FALSCH,1,NA,NA
2,numerals-sout2956-1-two-1,numerals-sout2956-1,Chan2019,two,2,sdiŋ,sding,,FALSCH,2,NA,NA
3,numerals-sout2956-1-three-1,numerals-sout2956-1,Chan2019,three,3,ɬɢunʔuɬ,lgunul,,FALSCH,3,NA,NA
4,numerals-sout2956-1-four-1,numerals-sout2956-1,Chan2019,four,4,sdansəŋ,sdansang,,FALSCH,2⋅2′,NA,NA
5,numerals-sout2956-1-five-1,numerals-sout2956-1,Chan2019,five,5,tleeɬə,tleela,,FALSCH,5,NA,NA
6,numerals-sout2956-1-six-1,numerals-sout2956-1,Chan2019,six,6,tɬəɢunʔuɬ,tlagunul,,FALSCH,2″⋅3,NA,NA
7,numerals-sout2956-1-seven-1,numerals-sout2956-1,Chan2019,seven,7,d͡ʒiɡuɢa,dziguga,,FALSCH,7,NA,NA
8,numerals-sout2956-1-eight-1,numerals-sout2956-1,Chan2019,eight,8,sdaansəŋχa,sdaansangkha,,FALSCH,2⋅2′⋅2‴,NA,NA
9,numerals-sout2956-1-nine-1,numerals-sout2956-1,Chan2019,nine,9,tlaaʔaɬ ʔwaa sda sɢwaansəŋ ɡəw,tlaaalwaasdasgwaansanggaw,,FALSCH,10−1,NA,NA
10,numerals-sout2956-1-ten-1,numerals-sout2956-1,Chan2019,ten,10,tlaaʔaɬ,tlaaal,,FALSCH,10,NA,NA
11,numerals-sout2956-1-eleven-1,numerals-sout2956-1,Chan2019,eleven,11,tlaaʔaɬ ʔwaa ɡi sɢwaansəŋ,tlaaalwaagisgwaansang,,FALSCH,10+1,NA,NA
12,numerals-sout2956-1-twelve-1,numerals-sout2956-1,Chan2019,twelve,12,tlaaʔaɬ ʔwaa ɡi sdiŋ,tlaaalwaagisding,,FALSCH,10+2,NA,NA
13,numerals-sout2956-1-thirteen-1,numerals-sout2956-1,Chan2019,thirteen,13,tlaaʔaɬ ʔwaa ɡi ɬɢunʔuɬ,tlaaalwaagilgunul,,FALSCH,10+3,NA,NA
14,numerals-sout2956-1-fourteen-1,numerals-sout2956-1,Chan2019,fourteen,14,tlaaʔaɬ ʔwaa ɡi sdansəŋ,tlaaalwaagisdansang,,FALSCH,10+2⋅2′,NA,NA
15,numerals-sout2956-1-fifteen-1,numerals-sout2956-1,Chan2019,fifteen,15,tlaaʔaɬ ʔwaa ɡi tleeɬə,tlaaalwaagitleela,,FALSCH,10+5,NA,NA
16,numerals-sout2956-1-sixteen-1,numerals-sout2956-1,Chan2019,sixteen,16,tlaaʔaɬ ʔwaa ɡi tɬəɢunʔuɬ,tlaaalwaagitlagunul,,FALSCH,10+2″⋅3,NA,NA
17,numerals-sout2956-1-seventeen-1,numerals-sout2956-1,Chan2019,seventeen,17,tlaaʔaɬ ʔwaa ɡi d͡ʒiɡuɢa,tlaaalwaagidziguga,,FALSCH,10+7,NA,NA
18,numerals-sout2956-1-eighteen-1,numerals-sout2956-1,Chan2019,eighteen,18,tlaaʔaɬ ʔwaa ɡi sdaansəŋχa,tlaaalwaagisdaansangkha,,FALSCH,10+2⋅2′⋅2‴,NA,NA
19,numerals-sout2956-1-nineteen-1,numerals-sout2956-1,Chan2019,nineteen,19,tlaaʔalaay sdiŋ ʔwaa sda sɢwaansəŋ ɡəw,tlaaalaaysdingwaasdasgwaansanggaw,,FALSCH,10⋅2−1,NA,NA
20,numerals-sout2956-1-twenty-1,numerals-sout2956-1,Chan2019,twenty,20,tlaaʔalaay sdiŋ,tlaaalaaysding,( < ''one person'' ),FALSCH,10⋅2,NA,NA
