Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,googleuninum-hat-zero-1,googleuninum-hat,Ritchie2019,zero,0,zewo,zewo,,,0,loan from French,NA
2,googleuninum-hat-one-1,googleuninum-hat,Ritchie2019,one,1,en,en,,,1,loan from French,NA
3,googleuninum-hat-two-1,googleuninum-hat,Ritchie2019,two,2,de,de,,,2,loan from French,NA
4,googleuninum-hat-three-1,googleuninum-hat,Ritchie2019,three,3,twa,twa,,,3,loan from French,NA
5,googleuninum-hat-four-1,googleuninum-hat,Ritchie2019,four,4,kat,kat,,,4,loan from French,NA
6,googleuninum-hat-five-1,googleuninum-hat,Ritchie2019,five,5,senk,senk,,,5,loan from French,NA
7,googleuninum-hat-six-1,googleuninum-hat,Ritchie2019,six,6,sis,sis,,,6,loan from French,NA
8,googleuninum-hat-seven-1,googleuninum-hat,Ritchie2019,seven,7,sèt,set,,,7,loan from French,NA
9,googleuninum-hat-eight-1,googleuninum-hat,Ritchie2019,eight,8,uit,uit,,,8,loan from French,NA
10,googleuninum-hat-nine-1,googleuninum-hat,Ritchie2019,nine,9,nèf,nef,,,9,loan from French,NA
11,googleuninum-hat-ten-1,googleuninum-hat,Ritchie2019,ten,10,dis,dis,,,10,loan from French,NA
12,googleuninum-hat-eleven-1,googleuninum-hat,Ritchie2019,eleven,11,onz,onz,,,1+10,loan from French,NA
13,googleuninum-hat-twelve-1,googleuninum-hat,Ritchie2019,twelve,12,douz,douz,,,2+10,loan from French,NA
14,googleuninum-hat-thirteen-1,googleuninum-hat,Ritchie2019,thirteen,13,trèz,trez,,,3+10,loan from French,NA
15,googleuninum-hat-fourteen-1,googleuninum-hat,Ritchie2019,fourteen,14,katòz,katoz,,,4+10,loan from French,NA
16,googleuninum-hat-fifteen-1,googleuninum-hat,Ritchie2019,fifteen,15,kenz,kenz,,,5+10,loan from French,NA
