Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-tlac1235-1-one-1,numerals-tlac1235-1,Chan2019,one,1,tawn,tawn,,FALSCH,1,NA,NA
2,numerals-tlac1235-1-two-1,numerals-tlac1235-1,Chan2019,two,2,tʼuy,tuy,,FALSCH,2,NA,NA
3,numerals-tlac1235-1-three-1,numerals-tlac1235-1,Chan2019,three,3,tʼútu,tutu,,FALSCH,3,NA,NA
4,numerals-tlac1235-1-four-1,numerals-tlac1235-1,Chan2019,four,4,tʼáːtʼi,tati,,FALSCH,4,NA,NA
5,numerals-tlac1235-1-five-1,numerals-tlac1235-1,Chan2019,five,5,kiːs,kis,,FALSCH,5,NA,NA
6,numerals-tlac1235-1-six-1,numerals-tlac1235-1,Chan2019,six,6,tʃáːʃan,tsasan,,FALSCH,6,NA,NA
7,numerals-tlac1235-1-seven-1,numerals-tlac1235-1,Chan2019,seven,7,tuhún,tuhun,,FALSCH,7,NA,NA
8,numerals-tlac1235-1-eight-1,numerals-tlac1235-1,Chan2019,eight,8,tsahín,tsahin,,FALSCH,8,NA,NA
9,numerals-tlac1235-1-nine-1,numerals-tlac1235-1,Chan2019,nine,9,naháːtsi,nahatsi,,FALSCH,9,NA,NA
10,numerals-tlac1235-1-ten-1,numerals-tlac1235-1,Chan2019,ten,10,kaw,kaw,,FALSCH,10,NA,NA
11,numerals-tlac1235-1-eleven-1,numerals-tlac1235-1,Chan2019,eleven,11,kawtáwn,kawtawn,,FALSCH,10+1,NA,NA
12,numerals-tlac1235-1-twelve-1,numerals-tlac1235-1,Chan2019,twelve,12,kawtʼúy,kawtuy,,FALSCH,10+2,NA,NA
13,numerals-tlac1235-1-thirteen-1,numerals-tlac1235-1,Chan2019,thirteen,13,kawtʼútu,kawtutu,,FALSCH,10+3,NA,NA
14,numerals-tlac1235-1-fourteen-1,numerals-tlac1235-1,Chan2019,fourteen,14,kawtʼáːtʼi,kawtati,,FALSCH,10+4,NA,NA
15,numerals-tlac1235-1-fifteen-1,numerals-tlac1235-1,Chan2019,fifteen,15,kawkíːs,kawkis,,FALSCH,10+5,NA,NA
16,numerals-tlac1235-1-sixteen-1,numerals-tlac1235-1,Chan2019,sixteen,16,kawtʃáːʃan,kawtsasan,,FALSCH,10+6,NA,NA
17,numerals-tlac1235-1-seventeen-1,numerals-tlac1235-1,Chan2019,seventeen,17,kawtuhún,kawtuhun,,FALSCH,10+7,NA,NA
18,numerals-tlac1235-1-eighteen-1,numerals-tlac1235-1,Chan2019,eighteen,18,kawtsahín,kawtsahin,,FALSCH,10+8,NA,NA
19,numerals-tlac1235-1-nineteen-1,numerals-tlac1235-1,Chan2019,nineteen,19,kawnaháːtsi,kawnahatsi,,FALSCH,10+9,NA,NA
20,numerals-tlac1235-1-twenty-1,numerals-tlac1235-1,Chan2019,twenty,20,pʼuːʃawn,pusawn,,FALSCH,20,NA,NA
21,numerals-tlac1235-1-twentyone-1,numerals-tlac1235-1,Chan2019,twentyone,21,pʼuːʃawntáwn,pusawntawn,,FALSCH,20+1,NA,NA
22,numerals-tlac1235-1-twentytwo-1,numerals-tlac1235-1,Chan2019,twentytwo,22,pʼuːʃawntʼúy,pusawntuy,,FALSCH,20+2,NA,NA
23,numerals-tlac1235-1-twentythree-1,numerals-tlac1235-1,Chan2019,twentythree,23,pʼuːʃawntʼútu,pusawntutu,,FALSCH,20+3,NA,NA
24,numerals-tlac1235-1-twentyfour-1,numerals-tlac1235-1,Chan2019,twentyfour,24,pʼuːʃawntʼáːtʼi,pusawntati,,FALSCH,20+4,NA,NA
25,numerals-tlac1235-1-twentyfive-1,numerals-tlac1235-1,Chan2019,twentyfive,25,pʼuːʃawnkíːs,pusawnkis,,FALSCH,20+5,NA,NA
26,numerals-tlac1235-1-twentysix-1,numerals-tlac1235-1,Chan2019,twentysix,26,pʼuːʃawntʃáːʃan,pusawntsasan,,FALSCH,20+6,NA,NA
27,numerals-tlac1235-1-twentyseven-1,numerals-tlac1235-1,Chan2019,twentyseven,27,pʼuːʃawntuhún,pusawntuhun,,FALSCH,20+7,NA,NA
28,numerals-tlac1235-1-twentyeight-1,numerals-tlac1235-1,Chan2019,twentyeight,28,pʼuːʃawntsahín,pusawntsahin,,FALSCH,20+8,NA,NA
29,numerals-tlac1235-1-twentynine-1,numerals-tlac1235-1,Chan2019,twentynine,29,pʼuːʃawnnaháːtsi,pusawnnahatsi,,FALSCH,20+9,NA,NA
30,numerals-tlac1235-1-thirty-1,numerals-tlac1235-1,Chan2019,thirty,30,pʼuːʃawnkáw,pusawnkaw,,FALSCH,20+10,NA,NA
31,numerals-tlac1235-1-forty-1,numerals-tlac1235-1,Chan2019,forty,40,tʼuy pʼuːʃáwn,tuypusawn,( 2 x 20 ),FALSCH,2⋅20,NA,NA
32,numerals-tlac1235-1-fifty-1,numerals-tlac1235-1,Chan2019,fifty,50,tʼuy pʼuːʃawn a káw,tuypusawnakaw,,FALSCH,2⋅20+10,NA,NA
33,numerals-tlac1235-1-sixty-1,numerals-tlac1235-1,Chan2019,sixty,60,tʼutu pʼuːʃáwn,tutupusawn,( 3 x 20 ),FALSCH,3⋅20,NA,NA
34,numerals-tlac1235-1-seventy-1,numerals-tlac1235-1,Chan2019,seventy,70,tʼutu pʼuːʃawn a káw,tutupusawnakaw,,FALSCH,3⋅20+10,NA,NA
35,numerals-tlac1235-1-eighty-1,numerals-tlac1235-1,Chan2019,eighty,80,tʼaːtʼi pʼuːʃawn,tatipusawn,( 4 x 20 ),FALSCH,4⋅20,NA,NA
36,numerals-tlac1235-1-ninety-1,numerals-tlac1235-1,Chan2019,ninety,90,tʼaːtʼi pʼuːʃawn a káw,tatipusawnakaw,,FALSCH,4⋅20+10,NA,NA
37,numerals-tlac1235-1-hundred-1,numerals-tlac1235-1,Chan2019,hundred,100,sien,sien,( Spanish),WAHR,100,loan from Spanish cien,NA
38,numerals-tlac1235-1-twohundred-1,numerals-tlac1235-1,Chan2019,twohundred,200,dosientos,dosientos,( Spanish ),WAHR,2⋅100,loan from Spanish doscientos,NA
39,numerals-tlac1235-1-thousand-1,numerals-tlac1235-1,Chan2019,thousand,1000,mil,mil,( Spanish ),WAHR,1000,loan from Spanish mil,NA
40,numerals-tlac1235-1-twothousand-1,numerals-tlac1235-1,Chan2019,twothousand,2000,tʼuy mil,tuymil,,FALSCH,2⋅1000,mil is a loan from Spanish mil,NA
