Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-west2632-1-one-1,numerals-west2632-1,Chan2019,one,1,iʂkˀe,iske,,FALSCH,1,NA,NA
2,numerals-west2632-1-two-1,numerals-west2632-1,Chan2019,two,2,tyuːwe,tyuwe,,FALSCH,2,NA,NA
3,numerals-west2632-1-three-1,numerals-west2632-1,Chan2019,three,3,t͡ʃemiˀe,tsemie,,FALSCH,3,NA,NA
4,numerals-west2632-1-three-2,numerals-west2632-1,Chan2019,three,3,t͡ʃamiˀe,tsamie,,FALSCH,3,NA,NA
5,numerals-west2632-1-four-1,numerals-west2632-1,Chan2019,four,4,tyaːna,tyana,,FALSCH,4,NA,NA
6,numerals-west2632-1-five-1,numerals-west2632-1,Chan2019,five,5,tʰaːma,thama,,FALSCH,5,NA,NA
7,numerals-west2632-1-six-1,numerals-west2632-1,Chan2019,six,6,st͡ʃˀisa,stsisa,,FALSCH,6,NA,NA
8,numerals-west2632-1-seven-1,numerals-west2632-1,Chan2019,seven,7,mˀaityaːna,maityana,,FALSCH,7,NA,NA
9,numerals-west2632-1-eight-1,numerals-west2632-1,Chan2019,eight,8,kʰukˀumiʃu,khukumisu,,FALSCH,8,NA,NA
10,numerals-west2632-1-nine-1,numerals-west2632-1,Chan2019,nine,9,mayukˀa,mayuka,,FALSCH,9,NA,NA
11,numerals-west2632-1-ten-1,numerals-west2632-1,Chan2019,ten,10,kˀat͡sʰi,katshi,,FALSCH,10,NA,NA
12,numerals-west2632-1-eleven-1,numerals-west2632-1,Chan2019,eleven,11,kˀat͡sʰi iʂkˀa t͡siʈa,katshiiskatsita,,FALSCH,10+1,NA,NA
13,numerals-west2632-1-twelve-1,numerals-west2632-1,Chan2019,twelve,12,kˀat͡sʰi tyuː t͡siʈa,katshityutsita,,FALSCH,10+2,NA,NA
14,numerals-west2632-1-thirteen-1,numerals-west2632-1,Chan2019,thirteen,13,kˀat͡sʰi t͡ʃemi t͡siʈa,katshitsemitsita,,FALSCH,10+3,NA,NA
15,numerals-west2632-1-fourteen-1,numerals-west2632-1,Chan2019,fourteen,14,kˀat͡sʰi tyaːna t͡siʈa,katshityanatsita,,FALSCH,10+4,NA,NA
