Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-maza1296-1-one-1,numerals-maza1296-1,Chan2019,one,1,n̥ɡu˧,ngu,,FALSCH,1,NA,NA
2,numerals-maza1296-1-two-1,numerals-maza1296-1,Chan2019,two,2,ho˧,ho,,FALSCH,2,NA,NA
3,numerals-maza1296-1-three-1,numerals-maza1296-1,Chan2019,three,3,hjã˥,hja,,FALSCH,3,NA,NA
4,numerals-maza1296-1-four-1,numerals-maza1296-1,Chan2019,four,4,ɲu˧hũ˧,nuhu,,FALSCH,4,NA,NA
5,numerals-maza1296-1-five-1,numerals-maza1296-1,Chan2019,five,5,ʔõw˧,ow,,FALSCH,5,NA,NA
6,numerals-maza1296-1-six-1,numerals-maza1296-1,Chan2019,six,6,hjõ˧,hjo,,FALSCH,6,NA,NA
7,numerals-maza1296-1-seven-1,numerals-maza1296-1,Chan2019,seven,7,ja˧tu˧,jatu,,FALSCH,7,NA,NA
8,numerals-maza1296-1-eight-1,numerals-maza1296-1,Chan2019,eight,8,hĩ˧,hi,,FALSCH,8,NA,NA
9,numerals-maza1296-1-nine-1,numerals-maza1296-1,Chan2019,nine,9,ɲa˧.hã˧,naha,,FALSCH,9,NA,NA
10,numerals-maza1296-1-ten-1,numerals-maza1296-1,Chan2019,ten,10,tje˥,tje,,FALSCH,10,NA,NA
11,numerals-maza1296-1-eleven-1,numerals-maza1296-1,Chan2019,eleven,11,te˧.n̥ɡu˧,tengu,,FALSCH,10[+]1,NA,NA
12,numerals-maza1296-1-twelve-1,numerals-maza1296-1,Chan2019,twelve,12,te˧.ho˥,teho,,FALSCH,10[+]2,NA,NA
13,numerals-maza1296-1-thirteen-1,numerals-maza1296-1,Chan2019,thirteen,13,te˧.hjã˥,tehja,,FALSCH,10[+]3,NA,NA
14,numerals-maza1296-1-fourteen-1,numerals-maza1296-1,Chan2019,fourteen,14,te˧.ɲu˧hũ˧,tenuhu,,FALSCH,10[+]4,NA,NA
15,numerals-maza1296-1-fifteen-1,numerals-maza1296-1,Chan2019,fifteen,15,tjõ˥,tjo,,FALSCH,10[+]5,NA,NA
16,numerals-maza1296-1-sixteen-1,numerals-maza1296-1,Chan2019,sixteen,16,tjõ˥.ŋɡu˧,tjonggu,(15+1),FALSCH,10[+]5[+]1,NA,NA
17,numerals-maza1296-1-seventeen-1,numerals-maza1296-1,Chan2019,seventeen,17,tjõ˥.ho˥,tjoho,(15+2),FALSCH,10[+]5[+]2,NA,NA
18,numerals-maza1296-1-eighteen-1,numerals-maza1296-1,Chan2019,eighteen,18,tjõ˥.ʃjã˥,tjosja,(15+3),FALSCH,10[+]5[+]3,NA,NA
