Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-tuni1252-1-one-1,numerals-tuni1252-1,Chan2019,one,1,sahku,sahku,,FALSCH,1,NA,NA
2,numerals-tuni1252-1-two-1,numerals-tuni1252-1,Chan2019,two,2,ʔili,ili,,FALSCH,2,NA,NA
3,numerals-tuni1252-1-three-1,numerals-tuni1252-1,Chan2019,three,3,ʔenihku,enihku,,FALSCH,3,NA,NA
4,numerals-tuni1252-1-four-1,numerals-tuni1252-1,Chan2019,four,4,manku,manku,,FALSCH,4,NA,NA
5,numerals-tuni1252-1-five-1,numerals-tuni1252-1,Chan2019,five,5,sinku,sinku,,FALSCH,5,NA,NA
6,numerals-tuni1252-1-six-1,numerals-tuni1252-1,Chan2019,six,6,masahki,masahki,,FALSCH,6,NA,NA
7,numerals-tuni1252-1-seven-1,numerals-tuni1252-1,Chan2019,seven,7,tayihku,tayihku,,FALSCH,7,NA,NA
8,numerals-tuni1252-1-eight-1,numerals-tuni1252-1,Chan2019,eight,8,tisihku,tisihku,,FALSCH,8,NA,NA
9,numerals-tuni1252-1-nine-1,numerals-tuni1252-1,Chan2019,nine,9,tohkusahku,tohkusahku,,FALSCH,10′−1,NA,NA
10,numerals-tuni1252-1-ten-1,numerals-tuni1252-1,Chan2019,ten,10,miču sahku,micusahku,,FALSCH,10⋅1,NA,NA
11,numerals-tuni1252-1-eleven-1,numerals-tuni1252-1,Chan2019,eleven,11,miču sahtɛya sahku,micusahteyasahku,,FALSCH,10⋅1+1,NA,NA
12,numerals-tuni1252-1-twelve-1,numerals-tuni1252-1,Chan2019,twelve,12,miču sahtɛya ʔili,micusahteyaili,,FALSCH,10⋅1+2,NA,NA
13,numerals-tuni1252-1-thirteen-1,numerals-tuni1252-1,Chan2019,thirteen,13,miču sahtɛya ʔenihku,micusahteyaenihku,,FALSCH,10⋅1+3,NA,NA
14,numerals-tuni1252-1-fourteen-1,numerals-tuni1252-1,Chan2019,fourteen,14,miču sahtɛya manku,micusahteyamanku,,FALSCH,10⋅1+4,NA,NA
15,numerals-tuni1252-1-fifteen-1,numerals-tuni1252-1,Chan2019,fifteen,15,miču sahtɛya sinku,micusahteyasinku,,FALSCH,10⋅1+5,NA,NA
16,numerals-tuni1252-1-sixteen-1,numerals-tuni1252-1,Chan2019,sixteen,16,miču sahtɛya masahki,micusahteyamasahki,,FALSCH,10⋅1+6,NA,NA
17,numerals-tuni1252-1-seventeen-1,numerals-tuni1252-1,Chan2019,seventeen,17,miču sahtɛya tayihku,micusahteyatayihku,,FALSCH,10⋅1+7,NA,NA
18,numerals-tuni1252-1-eighteen-1,numerals-tuni1252-1,Chan2019,eighteen,18,miču sahtɛya tisihku,micusahteyatisihku,,FALSCH,10⋅1+8,NA,NA
19,numerals-tuni1252-1-nineteen-1,numerals-tuni1252-1,Chan2019,nineteen,19,miču sahtɛya tohkusahku,micusahteyatohkusahku,,FALSCH,10⋅1+(10′−1),NA,NA
20,numerals-tuni1252-1-twenty-1,numerals-tuni1252-1,Chan2019,twenty,20,mič ʔili,micili,,FALSCH,10⋅2,NA,NA
21,numerals-tuni1252-1-twentyone-1,numerals-tuni1252-1,Chan2019,twentyone,21,mič ʔilitɛya sahku,miciliteyasahku,,FALSCH,10⋅2+1,NA,NA
22,numerals-tuni1252-1-twentytwo-1,numerals-tuni1252-1,Chan2019,twentytwo,22,mič ʔilitɛya ʔili,miciliteyaili,,FALSCH,10⋅2+2,NA,NA
23,numerals-tuni1252-1-twentythree-1,numerals-tuni1252-1,Chan2019,twentythree,23,mič ʔilitɛya ʔenihku,miciliteyaenihku,,FALSCH,10⋅2+3,NA,NA
24,numerals-tuni1252-1-twentyfour-1,numerals-tuni1252-1,Chan2019,twentyfour,24,mič ʔilitɛya manku,miciliteyamanku,,FALSCH,10⋅2+4,NA,NA
25,numerals-tuni1252-1-twentyfive-1,numerals-tuni1252-1,Chan2019,twentyfive,25,mič ʔilitɛya sinku,miciliteyasinku,,FALSCH,10⋅2+5,NA,NA
26,numerals-tuni1252-1-twentysix-1,numerals-tuni1252-1,Chan2019,twentysix,26,mič ʔilitɛya masahki,miciliteyamasahki,,FALSCH,10⋅2+6,NA,NA
27,numerals-tuni1252-1-twentyseven-1,numerals-tuni1252-1,Chan2019,twentyseven,27,mič ʔilitɛya tayihku,miciliteyatayihku,,FALSCH,10⋅2+7,NA,NA
28,numerals-tuni1252-1-twentyeight-1,numerals-tuni1252-1,Chan2019,twentyeight,28,mič ʔilitɛya tisihku,miciliteyatisihku,,FALSCH,10⋅2+8,NA,NA
29,numerals-tuni1252-1-twentynine-1,numerals-tuni1252-1,Chan2019,twentynine,29,mič ʔilitɛya tohkusahku,miciliteyatohkusahku,,FALSCH,10⋅2+(10′−1),NA,NA
30,numerals-tuni1252-1-thirty-1,numerals-tuni1252-1,Chan2019,thirty,30,mič ʔenihku,micenihku,,FALSCH,10⋅3,NA,NA
31,numerals-tuni1252-1-forty-1,numerals-tuni1252-1,Chan2019,forty,40,miču manku,micumanku,,FALSCH,10⋅4,NA,NA
32,numerals-tuni1252-1-fifty-1,numerals-tuni1252-1,Chan2019,fifty,50,miču sinku,micusinku,,FALSCH,10⋅5,NA,NA
33,numerals-tuni1252-1-sixty-1,numerals-tuni1252-1,Chan2019,sixty,60,miču masahki,micumasahki,,FALSCH,10⋅6,NA,NA
34,numerals-tuni1252-1-seventy-1,numerals-tuni1252-1,Chan2019,seventy,70,miču tayihku,micutayihku,,FALSCH,10⋅7,NA,NA
35,numerals-tuni1252-1-eighty-1,numerals-tuni1252-1,Chan2019,eighty,80,miču tisihku,micutisihku,,FALSCH,10⋅8,NA,NA
36,numerals-tuni1252-1-ninety-1,numerals-tuni1252-1,Chan2019,ninety,90,miču tohkusahku,micutohkusahku,,FALSCH,10⋅9,NA,NA
37,numerals-tuni1252-1-hundred-1,numerals-tuni1252-1,Chan2019,hundred,100,polun sahku,polunsahku,,FALSCH,100⋅1,NA,NA
38,numerals-tuni1252-1-twohundred-1,numerals-tuni1252-1,Chan2019,twohundred,200,polun ʔili,polunili,,FALSCH,100⋅2,NA,NA
39,numerals-tuni1252-1-thousand-1,numerals-tuni1252-1,Chan2019,thousand,1000,poluntʔɛ sahku,poluntesahku,,FALSCH,100⋅10″⋅1,NA,NA
40,numerals-tuni1252-1-twothousand-1,numerals-tuni1252-1,Chan2019,twothousand,2000,poluntʔɛ ʔili,polunteili,,FALSCH,100⋅10″⋅2,NA,NA
