Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-sanm1287-1-one-1,numerals-sanm1287-1,Chan2019,one,1,nojk,nojk,,FALSCH,1,NA,NA
2,numerals-sanm1287-1-two-1,numerals-sanm1287-1,Chan2019,two,2,ihkjɑw,ihkjaw,,FALSCH,2,NA,NA
3,numerals-sanm1287-1-three-1,numerals-sanm1287-1,Chan2019,three,3,ɑɾeh,areh,,FALSCH,3,NA,NA
4,numerals-sanm1287-1-four-1,numerals-sanm1287-1,Chan2019,four,4,ɑikiy,aikiy,,FALSCH,4,NA,NA
5,numerals-sanm1287-1-five-1,numerals-sanm1287-1,Chan2019,five,5,ɑkokjɑw,akokjaw,,FALSCH,5,NA,NA
6,numerals-sanm1287-1-six-1,numerals-sanm1287-1,Chan2019,six,6,ɑnɑiy,anaiy,,FALSCH,6,NA,NA
7,numerals-sanm1287-1-seven-1,numerals-sanm1287-1,Chan2019,seven,7,ɑjɑiy,ajaiy,,FALSCH,7,NA,NA
8,numerals-sanm1287-1-eight-1,numerals-sanm1287-1,Chan2019,eight,8,ohpjɑkɨw,ohpjakiw,,FALSCH,8,NA,NA
9,numerals-sanm1287-1-nine-1,numerals-sanm1287-1,Chan2019,nine,9,ohkijeh,ohkijeh,,FALSCH,9,NA,NA
10,numerals-sanm1287-1-ten-1,numerals-sanm1287-1,Chan2019,ten,10,ɡɑhpowɨw,gahpowiw,,FALSCH,10,NA,NA
11,numerals-sanm1287-1-eleven-1,numerals-sanm1287-1,Chan2019,eleven,11,ɡɑh nojk,gahnojk,,FALSCH,10+1,NA,NA
12,numerals-sanm1287-1-twelve-1,numerals-sanm1287-1,Chan2019,twelve,12,ɡɑh ihkjɑw,gahihkjaw,,FALSCH,10+2,NA,NA
13,numerals-sanm1287-1-thirteen-1,numerals-sanm1287-1,Chan2019,thirteen,13,ɡɑh ɑɾeh,gahareh,,FALSCH,10+3,NA,NA
