Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
22,numerals-choc1279-1-twentytwo-1,numerals-choc1279-1,Chan2019,twentytwo,22,ka̜¹ žu¹²,ka1zu12,,FALSCH,20+2,NA,NA
23,numerals-choc1279-1-twentythree-1,numerals-choc1279-1,Chan2019,twentythree,23,ka̜¹ nie¹²,ka1nie12,,FALSCH,20+3,NA,NA
24,numerals-choc1279-1-twentyfour-1,numerals-choc1279-1,Chan2019,twentyfour,24,ka̜¹ niu¹²,ka1niu12,,FALSCH,20+4,NA,NA
25,numerals-choc1279-1-twentyfive-1,numerals-choc1279-1,Chan2019,twentyfive,25,ka̜¹ žu̜²u̜¹,ka1zu2u1,,FALSCH,20+5,NA,NA
26,numerals-choc1279-1-twentysix-1,numerals-choc1279-1,Chan2019,twentysix,26,ka̜¹ šu̜²,ka1su2,,FALSCH,20+6,NA,NA
27,numerals-choc1279-1-twentyseven-1,numerals-choc1279-1,Chan2019,twentyseven,27,ka̜¹ ža³du³,ka1za3du3,,FALSCH,20+7,NA,NA
28,numerals-choc1279-1-twentyeight-1,numerals-choc1279-1,Chan2019,twentyeight,28,ka̜¹ ši̜¹,ka1si1,,FALSCH,20+8,NA,NA
29,numerals-choc1279-1-twentynine-1,numerals-choc1279-1,Chan2019,twentynine,29,ka̜¹ na³,ka1na3,,FALSCH,20+9,NA,NA
30,numerals-choc1279-1-thirty-1,numerals-choc1279-1,Chan2019,thirty,30,ka̜¹ te³,ka1te3,,FALSCH,20+10,NA,NA
31,numerals-choc1279-1-forty-1,numerals-choc1279-1,Chan2019,forty,40,žu²¹ ka̜²,zu21ka2,( 2 x 20 ),FALSCH,2⋅20,NA,NA
32,numerals-choc1279-1-fifty-1,numerals-choc1279-1,Chan2019,fifty,50,žu²¹ ka̜² te³,zu21ka2te3,,FALSCH,2⋅20+10,NA,NA
33,numerals-choc1279-1-sixty-1,numerals-choc1279-1,Chan2019,sixty,60,nie¹² ka̜²,nie12ka2,( 3 x 20 ),FALSCH,3⋅20,NA,NA
34,numerals-choc1279-1-seventy-1,numerals-choc1279-1,Chan2019,seventy,70,nie¹² ka̜² te³,nie12ka2te3,,FALSCH,3⋅20+10,NA,NA
35,numerals-choc1279-1-eighty-1,numerals-choc1279-1,Chan2019,eighty,80,niu²¹ ka̜²,niu21ka2,( 4 x 20 ),FALSCH,4⋅20,NA,NA
36,numerals-choc1279-1-ninety-1,numerals-choc1279-1,Chan2019,ninety,90,niu²¹ ka̜² te³,niu21ka2te3,,FALSCH,4⋅20+10,NA,NA
37,numerals-choc1279-1-hundred-1,numerals-choc1279-1,Chan2019,hundred,100,sie²¹ntu²ʔ,sie21ntu2,( 'sie²¹ntu²ʔ' < Spanish ),WAHR,100,loan from Spanish ciento,NA
