Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-amol1236-1-one-1,numerals-amol1236-1,Chan2019,one,1,ĩĩ᷆,ii,,FALSCH,1,NA,NA
2,numerals-amol1236-1-two-1,numerals-amol1236-1,Chan2019,two,2,ùù,uu,,FALSCH,2,NA,NA
3,numerals-amol1236-1-three-1,numerals-amol1236-1,Chan2019,three,3,ùnì,uni,,FALSCH,3,NA,NA
4,numerals-amol1236-1-four-1,numerals-amol1236-1,Chan2019,four,4,kùmǐ,kumi,,FALSCH,4,NA,NA
5,numerals-amol1236-1-five-1,numerals-amol1236-1,Chan2019,five,5,ũ̀ʔũ̀,uu,,FALSCH,5,NA,NA
6,numerals-amol1236-1-six-1,numerals-amol1236-1,Chan2019,six,6,ìɲù,inu,,FALSCH,6,NA,NA
7,numerals-amol1236-1-seven-1,numerals-amol1236-1,Chan2019,seven,7,ùtsà,utsa,,FALSCH,7,NA,NA
8,numerals-amol1236-1-eight-1,numerals-amol1236-1,Chan2019,eight,8,ùɲà,una,( ny = ɲ),FALSCH,8,NA,NA
9,numerals-amol1236-1-nine-1,numerals-amol1236-1,Chan2019,nine,9,ĩ́í̃,ii,,FALSCH,9,NA,NA
10,numerals-amol1236-1-ten-1,numerals-amol1236-1,Chan2019,ten,10,ùtsì,utsi,,FALSCH,10,NA,NA
11,numerals-amol1236-1-eleven-1,numerals-amol1236-1,Chan2019,eleven,11,ùtsì ĩĩ,utsiii,,FALSCH,10+1,NA,NA
12,numerals-amol1236-1-twelve-1,numerals-amol1236-1,Chan2019,twelve,12,ùtsì ùù,utsiuu,,FALSCH,10+2,NA,NA
13,numerals-amol1236-1-thirteen-1,numerals-amol1236-1,Chan2019,thirteen,13,ùtsì ùnì,utsiuni,,FALSCH,10+3,NA,NA
14,numerals-amol1236-1-fourteen-1,numerals-amol1236-1,Chan2019,fourteen,14,ùtsì kùmǐ,utsikumi,,FALSCH,10+4,NA,NA
15,numerals-amol1236-1-fifteen-1,numerals-amol1236-1,Chan2019,fifteen,15,t͡sɑ̃̀ʔũ̀,tsau,,FALSCH,15,I suspect 15 is not atomic historically but it is intransparent today.,NA
16,numerals-amol1236-1-sixteen-1,numerals-amol1236-1,Chan2019,sixteen,16,t͡sɑ̃̀ʔũ̀ ĩĩ,tsauii,( 15 + 1 ),FALSCH,15+1,NA,NA
17,numerals-amol1236-1-seventeen-1,numerals-amol1236-1,Chan2019,seventeen,17,t͡sɑ̃̀ʔũ̀ ùù,tsauuu,( 15 + 2 ),FALSCH,15+2,NA,NA
18,numerals-amol1236-1-eighteen-1,numerals-amol1236-1,Chan2019,eighteen,18,t͡sɑ̃̀ʔũ̀ ùnì,tsauuni,( 15 + 3 ),FALSCH,15+3,NA,NA
