Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-sanp1261-1-one-1,numerals-sanp1261-1,Chan2019,one,1,tohb,tohb,,FALSCH,1,NA,NA
2,numerals-sanp1261-1-two-1,numerals-sanp1261-1,Chan2019,two,2,chop,chop,,FALSCH,2,NA,NA
3,numerals-sanp1261-1-three-1,numerals-sanp1261-1,Chan2019,three,3,tsohn,tsohn,,FALSCH,3,NA,NA
4,numerals-sanp1261-1-four-1,numerals-sanp1261-1,Chan2019,four,4,taap,taap,,FALSCH,4,NA,NA
5,numerals-sanp1261-1-five-1,numerals-sanp1261-1,Chan2019,five,5,ɡaay,gaay,,FALSCH,5,NA,NA
6,numerals-sanp1261-1-six-1,numerals-sanp1261-1,Chan2019,six,6,xoʼp,xop,,FALSCH,6,NA,NA
7,numerals-sanp1261-1-seven-1,numerals-sanp1261-1,Chan2019,seven,7,ɡahdz,gahdz,,FALSCH,7,NA,NA
8,numerals-sanp1261-1-eight-1,numerals-sanp1261-1,Chan2019,eight,8,xuhn,xuhn,,FALSCH,8,NA,NA
9,numerals-sanp1261-1-nine-1,numerals-sanp1261-1,Chan2019,nine,9,ɡaa,gaa,,FALSCH,9,NA,NA
10,numerals-sanp1261-1-ten-1,numerals-sanp1261-1,Chan2019,ten,10,chii,chii,,FALSCH,10,NA,NA
11,numerals-sanp1261-1-eleven-1,numerals-sanp1261-1,Chan2019,eleven,11,chii ptohb,chiiptohb,,FALSCH,10+1,NA,NA
12,numerals-sanp1261-1-twelve-1,numerals-sanp1261-1,Chan2019,twelve,12,chii pchop,chiipchop,,FALSCH,10+2,NA,NA
13,numerals-sanp1261-1-thirteen-1,numerals-sanp1261-1,Chan2019,thirteen,13,pchi'n,pchin,,FALSCH,10+3,Likely not atomic based on the parallel numerals from 11-14,NA
14,numerals-sanp1261-1-fourteen-1,numerals-sanp1261-1,Chan2019,fourteen,14,pchii dah,pchiidah,,FALSCH,10+4,NA,NA
15,numerals-sanp1261-1-fifteen-1,numerals-sanp1261-1,Chan2019,fifteen,15,pchiin,pchiin,,FALSCH,15,NA,NA
16,numerals-sanp1261-1-sixteen-1,numerals-sanp1261-1,Chan2019,sixteen,16,pchiin tob,pchiintob,,FALSCH,15+1,NA,NA
17,numerals-sanp1261-1-seventeen-1,numerals-sanp1261-1,Chan2019,seventeen,17,pchiin tiop,pchiintiop,,FALSCH,15+2,NA,NA
18,numerals-sanp1261-1-eighteen-1,numerals-sanp1261-1,Chan2019,eighteen,18,pchiin chon,pchiinchon,,FALSCH,15+3,NA,NA
19,numerals-sanp1261-1-nineteen-1,numerals-sanp1261-1,Chan2019,nineteen,19,pchiin tap,pchiintap,,FALSCH,15+4,NA,NA
20,numerals-sanp1261-1-twenty-1,numerals-sanp1261-1,Chan2019,twenty,20,ɡahl,gahl,,FALSCH,20,NA,NA
21,numerals-sanp1261-1-twentyone-1,numerals-sanp1261-1,Chan2019,twentyone,21,ɡahl tohb,gahltohb,,FALSCH,20+1,NA,NA
22,numerals-sanp1261-1-twentytwo-1,numerals-sanp1261-1,Chan2019,twentytwo,22,ɡahl tiop,gahltiop,,FALSCH,20+2,NA,NA
23,numerals-sanp1261-1-twentythree-1,numerals-sanp1261-1,Chan2019,twentythree,23,ɡahl tsohn,gahltsohn,,FALSCH,20+3,NA,NA
24,numerals-sanp1261-1-twentyfour-1,numerals-sanp1261-1,Chan2019,twentyfour,24,ɡahl tap,gahltap,,FALSCH,20+4,NA,NA
25,numerals-sanp1261-1-twentyfive-1,numerals-sanp1261-1,Chan2019,twentyfive,25,ɡahl biɡaay,gahlbigaay,,FALSCH,20+5,"prefix bi- only in 25, 27 and 29",NA
26,numerals-sanp1261-1-twentysix-1,numerals-sanp1261-1,Chan2019,twentysix,26,ɡahl xoʼp,gahlxop,,FALSCH,20+6,NA,NA
27,numerals-sanp1261-1-twentyseven-1,numerals-sanp1261-1,Chan2019,twentyseven,27,ɡahl biɡahdz,gahlbigahdz,,FALSCH,20+7,"prefix bi- only in 25, 27 and 29",NA
28,numerals-sanp1261-1-twentyeight-1,numerals-sanp1261-1,Chan2019,twentyeight,28,ɡahl xuhn,gahlxuhn,,FALSCH,20+8,NA,NA
29,numerals-sanp1261-1-twentynine-1,numerals-sanp1261-1,Chan2019,twentynine,29,ɡahl biɡaa,gahlbigaa,,FALSCH,20+9,"prefix bi- only in 25, 27 and 29",NA
30,numerals-sanp1261-1-thirty-1,numerals-sanp1261-1,Chan2019,thirty,30,ɡahl pchii,gahlpchii,,FALSCH,20+10,NA,NA
31,numerals-sanp1261-1-forty-1,numerals-sanp1261-1,Chan2019,forty,40,tiuu,tiuu,( 2 x 20 ),FALSCH,?,Likely 2′⋅20′ but there is so little regular data that it's difficult to tell.,NA
32,numerals-sanp1261-1-fifty-1,numerals-sanp1261-1,Chan2019,fifty,50,riol ɡayuu,riolgayuu,,FALSCH,½⋅5⋅20′,NA,{÷}5⋅20′[÷2]
33,numerals-sanp1261-1-sixty-1,numerals-sanp1261-1,Chan2019,sixty,60,ɡayohn,gayohn,( 3 x 20 ),FALSCH,?,Even less clear than 40: Perhaps 3′⋅20′ or even 20″ but there is so little regular data that it's difficult to tell.,NA
34,numerals-sanp1261-1-seventy-1,numerals-sanp1261-1,Chan2019,seventy,70,ɡayohn chii,gayohnchii,,FALSCH,?,Whatever 60 is + 10.,NA
35,numerals-sanp1261-1-eighty-1,numerals-sanp1261-1,Chan2019,eighty,80,taa,taa,,FALSCH,4⋅20′,Or possibly 4[⋅20′]?,NA
36,numerals-sanp1261-1-ninety-1,numerals-sanp1261-1,Chan2019,ninety,90,taa chii,taachii,(?),FALSCH,4⋅20′+10,NA,NA
37,numerals-sanp1261-1-hundred-1,numerals-sanp1261-1,Chan2019,hundred,100,ɡayuu,gayuu,,FALSCH,5⋅20′,NA,NA
38,numerals-sanp1261-1-twohundred-1,numerals-sanp1261-1,Chan2019,twohundred,200,chop ɡayuu,chopgayuu,,FALSCH,2⋅5⋅20′,NA,NA
39,numerals-sanp1261-1-thousand-1,numerals-sanp1261-1,Chan2019,thousand,1000,mil,mil,( < Spanish ),WAHR,1000,loan from Spanish,NA
40,numerals-sanp1261-1-twothousand-1,numerals-sanp1261-1,Chan2019,twothousand,2000,chop mil,chopmil,< Spanish ),WAHR,2⋅1000,mil is a loan from Spanish,NA
