Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-guev1238-1-one-1,numerals-guev1238-1,Chan2019,one,1,tohby2,tohby2,,FALSCH,1,NA,NA
2,numerals-guev1238-1-two-1,numerals-guev1238-1,Chan2019,two,2,čohp1,cohp1,,FALSCH,2,NA,NA
3,numerals-guev1238-1-three-1,numerals-guev1238-1,Chan2019,three,3,ʦon2,tson2,,FALSCH,3,NA,NA
4,numerals-guev1238-1-four-1,numerals-guev1238-1,Chan2019,four,4,tahp1,tahp1,,FALSCH,4,NA,NA
5,numerals-guev1238-1-five-1,numerals-guev1238-1,Chan2019,five,5,gaʔy3,gay3,,FALSCH,5,NA,NA
6,numerals-guev1238-1-six-1,numerals-guev1238-1,Chan2019,six,6,šoʔb2,sob2,,FALSCH,6,NA,NA
7,numerals-guev1238-1-seven-1,numerals-guev1238-1,Chan2019,seven,7,gahʣy2,gahdzy2,,FALSCH,7,NA,NA
8,numerals-guev1238-1-eight-1,numerals-guev1238-1,Chan2019,eight,8,šun1,sun1,,FALSCH,8,NA,NA
9,numerals-guev1238-1-nine-1,numerals-guev1238-1,Chan2019,nine,9,geʔ3,ge3,,FALSCH,9,NA,NA
10,numerals-guev1238-1-ten-1,numerals-guev1238-1,Chan2019,ten,10,ʦiʔ3,tsi3,,FALSCH,10,NA,NA
11,numerals-guev1238-1-eleven-1,numerals-guev1238-1,Chan2019,eleven,11,ʦipy1tohby2,tsipy1tohby2,,FALSCH,10+1,NA,NA
12,numerals-guev1238-1-twelve-1,numerals-guev1238-1,Chan2019,twelve,12,ʦipy1čop1,tsipy1cop1,,FALSCH,10+2,NA,NA
13,numerals-guev1238-1-thirteen-1,numerals-guev1238-1,Chan2019,thirteen,13,ʦiʔny2,tsiny2,,FALSCH,10+3,The 3 is less clear than the other numerals but it's not unimaginable.,NA
14,numerals-guev1238-1-fourteen-1,numerals-guev1238-1,Chan2019,fourteen,14,ʦipy1tahp1,tsipy1tahp1,,FALSCH,10+4,NA,NA
15,numerals-guev1238-1-fifteen-1,numerals-guev1238-1,Chan2019,fifteen,15,ʦiny1,tsiny1,,FALSCH,15,NA,NA
16,numerals-guev1238-1-sixteen-1,numerals-guev1238-1,Chan2019,sixteen,16,ʦim1pytohby2,tsim1pytohby2,(15 + 1),FALSCH,15+1,NA,NA
17,numerals-guev1238-1-seventeen-1,numerals-guev1238-1,Chan2019,seventeen,17,ʦim1pyčohp1,tsim1pycohp1,,FALSCH,15+2,NA,NA
18,numerals-guev1238-1-eighteen-1,numerals-guev1238-1,Chan2019,eighteen,18,ʦim1pyʦon2,tsim1pytson2,,FALSCH,15+3,NA,NA
19,numerals-guev1238-1-nineteen-1,numerals-guev1238-1,Chan2019,nineteen,19,ʦim1bydahp1,tsim1bydahp1,,FALSCH,15+4,NA,NA
20,numerals-guev1238-1-nineteen-2,numerals-guev1238-1,Chan2019,nineteen,19,ʦim1pytahp1,tsim1pytahp1,,FALSCH,15+4,NA,NA
21,numerals-guev1238-1-twenty-1,numerals-guev1238-1,Chan2019,twenty,20,gal2,gal2,,FALSCH,20,NA,NA
22,numerals-guev1238-1-twentyone-1,numerals-guev1238-1,Chan2019,twentyone,21,gal1pytohby2,gal1pytohby2,,FALSCH,20+1,NA,NA
23,numerals-guev1238-1-twentytwo-1,numerals-guev1238-1,Chan2019,twentytwo,22,gal1pyčop1,gal1pycop1,,FALSCH,20+2,NA,NA
