Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-isth1244-1-one-1,numerals-isth1244-1,Chan2019,one,1,tobi,tobi,,FALSCH,1,NA,NA
2,numerals-isth1244-1-two-1,numerals-isth1244-1,Chan2019,two,2,tʃupːǎ,tsupa,,FALSCH,2,NA,NA
3,numerals-isth1244-1-three-1,numerals-isth1244-1,Chan2019,three,3,tʃonːǎ,tsona,,FALSCH,3,NA,NA
4,numerals-isth1244-1-four-1,numerals-isth1244-1,Chan2019,four,4,tapːa,tapa,,FALSCH,4,NA,NA
5,numerals-isth1244-1-five-1,numerals-isth1244-1,Chan2019,five,5,ɡaˀayuʔ,gaayu,,FALSCH,5,NA,NA
6,numerals-isth1244-1-six-1,numerals-isth1244-1,Chan2019,six,6,ʃoˀopːaʔ,soopa,,FALSCH,6,NA,NA
7,numerals-isth1244-1-seven-1,numerals-isth1244-1,Chan2019,seven,7,ɡadʒě,gadze,,FALSCH,7,NA,NA
8,numerals-isth1244-1-eight-1,numerals-isth1244-1,Chan2019,eight,8,ʃonːǒ,sono,,FALSCH,8,NA,NA
9,numerals-isth1244-1-nine-1,numerals-isth1244-1,Chan2019,nine,9,ɡaʔ,ga,,FALSCH,9,NA,NA
10,numerals-isth1244-1-ten-1,numerals-isth1244-1,Chan2019,ten,10,tʃiˀi,tsii,,FALSCH,10,NA,NA
11,numerals-isth1244-1-eleven-1,numerals-isth1244-1,Chan2019,eleven,11,tʃiˀbitobi,tsibitobi,,FALSCH,10+1,NA,NA
12,numerals-isth1244-1-twelve-1,numerals-isth1244-1,Chan2019,twelve,12,tʃiˀbitʃupːǎ,tsibitsupa,,FALSCH,10+2,NA,NA
13,numerals-isth1244-1-thirteen-1,numerals-isth1244-1,Chan2019,thirteen,13,tʃiˀbitʃonːǎ,tsibitsona,,FALSCH,10+3,NA,NA
14,numerals-isth1244-1-fourteen-1,numerals-isth1244-1,Chan2019,fourteen,14,tʃiˀbitapːa,tsibitapa,,FALSCH,10+4,NA,NA
15,numerals-isth1244-1-fifteen-1,numerals-isth1244-1,Chan2019,fifteen,15,tʃiˀbiɡaˀayuʔ,tsibigaayu,,FALSCH,10+5,NA,NA
16,numerals-isth1244-1-sixteen-1,numerals-isth1244-1,Chan2019,sixteen,16,tʃiˀbiʃoˀopːaʔ,tsibisoopa,,FALSCH,10+6,NA,NA
17,numerals-isth1244-1-seventeen-1,numerals-isth1244-1,Chan2019,seventeen,17,tʃiˀbiɡadʒě,tsibigadze,,FALSCH,10+7,NA,NA
18,numerals-isth1244-1-eighteen-1,numerals-isth1244-1,Chan2019,eighteen,18,tʃiˀbiʃonːǒ,tsibisono,,FALSCH,10+8,NA,NA
19,numerals-isth1244-1-nineteen-1,numerals-isth1244-1,Chan2019,nineteen,19,tʃiˀbiɡaʔ,tsibiga,,FALSCH,10+9,NA,NA
20,numerals-isth1244-1-twenty-1,numerals-isth1244-1,Chan2019,twenty,20,ɡandě,gande,,FALSCH,20,NA,NA
21,numerals-isth1244-1-twentyone-1,numerals-isth1244-1,Chan2019,twentyone,21,lateɡandebitobi,lategandebitobi,,FALSCH,20+1,NA,NA
22,numerals-isth1244-1-twentytwo-1,numerals-isth1244-1,Chan2019,twentytwo,22,lateɡandebitʃupːǎ,lategandebitsupa,,FALSCH,20+2,NA,NA
23,numerals-isth1244-1-twentythree-1,numerals-isth1244-1,Chan2019,twentythree,23,lateɡandebitʃonːǎ,lategandebitsona,,FALSCH,20+3,NA,NA
24,numerals-isth1244-1-twentyfour-1,numerals-isth1244-1,Chan2019,twentyfour,24,lateɡandebitapːa,lategandebitapa,,FALSCH,20+4,NA,NA
25,numerals-isth1244-1-twentyfive-1,numerals-isth1244-1,Chan2019,twentyfive,25,lateɡandebiɡaˀayuʔ,lategandebigaayu,,FALSCH,20+5,NA,NA
26,numerals-isth1244-1-twentysix-1,numerals-isth1244-1,Chan2019,twentysix,26,lateɡandebiʃoˀopːaʔ,lategandebisoopa,,FALSCH,20+6,NA,NA
27,numerals-isth1244-1-twentyseven-1,numerals-isth1244-1,Chan2019,twentyseven,27,lateɡandebiɡadʒě,lategandebigadze,,FALSCH,20+7,NA,NA
28,numerals-isth1244-1-twentyeight-1,numerals-isth1244-1,Chan2019,twentyeight,28,lateɡandebiʃonːǒ,lategandebisono,,FALSCH,20+8,NA,NA
29,numerals-isth1244-1-twentynine-1,numerals-isth1244-1,Chan2019,twentynine,29,lateɡandebiɡaʔ,lategandebiga,,FALSCH,20+9,NA,NA
30,numerals-isth1244-1-thirty-1,numerals-isth1244-1,Chan2019,thirty,30,lateɡandebitʃiˀi,lategandebitsii,,FALSCH,20+10,NA,NA
31,numerals-isth1244-1-forty-1,numerals-isth1244-1,Chan2019,forty,40,tʃupaláteɡandě,tsupalategande,( 2 x 20 ),FALSCH,2⋅20,NA,NA
32,numerals-isth1244-1-fifty-1,numerals-isth1244-1,Chan2019,fifty,50,tʃupaláteɡandenétʃiˀi,tsupalategandenetsii,,FALSCH,2⋅20+10,NA,NA
33,numerals-isth1244-1-sixty-1,numerals-isth1244-1,Chan2019,sixty,60,tʃonaláteɡandě,tsonalategande,( 3 x 20 ),FALSCH,3⋅20,NA,NA
34,numerals-isth1244-1-seventy-1,numerals-isth1244-1,Chan2019,seventy,70,tʃonaláteɡandenétʃiˀi,tsonalategandenetsii,,FALSCH,3⋅20+10,NA,NA
35,numerals-isth1244-1-eighty-1,numerals-isth1244-1,Chan2019,eighty,80,tapaláteɡandě,tapalategande,( 4 x 20 ),FALSCH,4⋅20,NA,NA
36,numerals-isth1244-1-ninety-1,numerals-isth1244-1,Chan2019,ninety,90,tapaláteɡandenétʃiˀi,tapalategandenetsii,,FALSCH,4⋅20+10,NA,NA
37,numerals-isth1244-1-hundred-1,numerals-isth1244-1,Chan2019,hundred,100,tiɡaywaˀa,tigaywaa,,FALSCH,1⋅5⋅20′,NA,NA
38,numerals-isth1244-1-twohundred-1,numerals-isth1244-1,Chan2019,twohundred,200,tʃupaɡáywaˀa,tsupagaywaa,,FALSCH,2⋅5⋅20′,NA,NA
