Column1,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,numerals-esta1236-1-one-1,numerals-esta1236-1,Chan2019,one,1,ʔna,na,,FALSCH,1,NA,NA
2,numerals-esta1236-1-two-1,numerals-esta1236-1,Chan2019,two,2,yoho,yoho,,FALSCH,2,NA,NA
3,numerals-esta1236-1-three-1,numerals-esta1236-1,Chan2019,three,3,hñũ,hnu,,FALSCH,3,NA,NA
4,numerals-esta1236-1-four-1,numerals-esta1236-1,Chan2019,four,4,ɡoho,goho,,FALSCH,4,NA,NA
5,numerals-esta1236-1-five-1,numerals-esta1236-1,Chan2019,five,5,kɨtʔa,kita,,FALSCH,5,NA,NA
6,numerals-esta1236-1-six-1,numerals-esta1236-1,Chan2019,six,6,ʔdahto,dahto,,FALSCH,1+5,NA,NA
7,numerals-esta1236-1-seven-1,numerals-esta1236-1,Chan2019,seven,7,yohto,yohto,( 5 + 2 ),FALSCH,2+5,NA,NA
8,numerals-esta1236-1-eight-1,numerals-esta1236-1,Chan2019,eight,8,hñãhto,hnahto,( lit: 'one eight' ),FALSCH,3+5,NA,NA
9,numerals-esta1236-1-nine-1,numerals-esta1236-1,Chan2019,nine,9,ɡɨhto,gihto,,FALSCH,4+5,NA,NA
10,numerals-esta1236-1-ten-1,numerals-esta1236-1,Chan2019,ten,10,ʔdætʔa,daeta,,FALSCH,10,NA,NA
11,numerals-esta1236-1-eleven-1,numerals-esta1236-1,Chan2019,eleven,11,ʔdætʔa ma ʔna,daetamana,,FALSCH,10+1,NA,NA
12,numerals-esta1236-1-twelve-1,numerals-esta1236-1,Chan2019,twelve,12,ʔdætʔa ma yoho,daetamayoho,,FALSCH,10+2,NA,NA
13,numerals-esta1236-1-thirteen-1,numerals-esta1236-1,Chan2019,thirteen,13,ʔdætʔa ma hñũ,daetamahnu,,FALSCH,10+3,NA,NA
14,numerals-esta1236-1-fourteen-1,numerals-esta1236-1,Chan2019,fourteen,14,ʔdætʔa ma ɡoho,daetamagoho,,FALSCH,10+4,NA,NA
15,numerals-esta1236-1-fifteen-1,numerals-esta1236-1,Chan2019,fifteen,15,ʔdætʔa ma kɨtʔa,daetamakita,,FALSCH,10+5,NA,NA
16,numerals-esta1236-1-sixteen-1,numerals-esta1236-1,Chan2019,sixteen,16,ʔdætʔa ma ʔdahto,daetamadahto,,FALSCH,10+1+5,NA,NA
17,numerals-esta1236-1-seventeen-1,numerals-esta1236-1,Chan2019,seventeen,17,ʔdætʔa ma yohto,daetamayohto,,FALSCH,10+2+5,NA,NA
18,numerals-esta1236-1-eighteen-1,numerals-esta1236-1,Chan2019,eighteen,18,ʔdætʔa ma hñãhto,daetamahnahto,,FALSCH,10+3+5,NA,NA
19,numerals-esta1236-1-nineteen-1,numerals-esta1236-1,Chan2019,nineteen,19,ʔdætʔa ma ɡɨhto,daetamagihto,,FALSCH,10+4+5,NA,NA
20,numerals-esta1236-1-twenty-1,numerals-esta1236-1,Chan2019,twenty,20,ʔnɔhte,nohte,,FALSCH,1⋅20,NA,NA
21,numerals-esta1236-1-twentyone-1,numerals-esta1236-1,Chan2019,twentyone,21,ʔnɔhte ma ʔna,nohtemana,,FALSCH,20+1,NA,NA
22,numerals-esta1236-1-twentytwo-1,numerals-esta1236-1,Chan2019,twentytwo,22,ʔnɔhte ma yoho,nohtemayoho,,FALSCH,20+2,NA,NA
23,numerals-esta1236-1-twentythree-1,numerals-esta1236-1,Chan2019,twentythree,23,ʔnɔhte ma hñũ,nohtemahnu,,FALSCH,20+3,NA,NA
24,numerals-esta1236-1-twentyfour-1,numerals-esta1236-1,Chan2019,twentyfour,24,ʔnɔhte ma ɡoho,nohtemagoho,,FALSCH,20+4,NA,NA
25,numerals-esta1236-1-twentyfive-1,numerals-esta1236-1,Chan2019,twentyfive,25,ʔnɔhte ma kɨtʔa,nohtemakita,,FALSCH,20+5,NA,NA
