enock,Africa,Glottocode,Language-level Glottocode,Glottolog 5.3 Classification
cros1244.csv,Africa406-AtlanticCongo-numerals-cros1244-1.csv,cros1244,cros1244,"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Upper Cross, Central Upper Cross, East-West Central Delta Cross, Mbembe-Legbo, Cross River Mbembe"
loka1252.csv,Africa407-AtlanticCongo-numerals-loka1252-1.csv,loka1252,loka1252,"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Upper Cross, Central Upper Cross, East-West Central Delta Cross, Lokoic, Lokaa"
elem1253.csv,Africa408-AtlanticCongo-numerals-elem1253-1.csv,elem1253,elem1253,"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Ogonoid, West Ogonoid, Eleme"
goka1239.csv,Africa409-AtlanticCongo-numerals-goka1239-1.csv,goka1239,goka1239,"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Ogonoid, East Ogonoid, Gokana"
khan1278.csv,Africa410-AtlanticCongo-numerals-khan1278-1.csv,khan1278,khan1278,"Atlantic-Congo, Volta-Congo, Benue-Congo, Delta Cross, Ogonoid, East Ogonoid, Tai-Kana, Khana"
ayer1245.csv,Africa411-AtlanticCongo-numerals-ayer1245-1.csv,ayer1245,ayer1245,"Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Ayere-Ahan, Ayere"
edec1238.csv,Africa412-AtlanticCongo-numerals-edec1238-1.csv,edec1238,edec1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri, Ede, Eastern Ede, Ede Cabe"
numerals-uluk1257-1.csv,Africa413-AtlanticCongo-numerals-uluk1257-1.csv,uluk1257,uluk1257,"Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri, Ede, Eastern Ede, Southeastern Ede, Nuclear Yoruba, Ulukwumi"
yoru1245.csv,Africa414-AtlanticCongo-numerals-yoru1245-1.csv,yoru1245,yoru1245,"Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri, Ede, Eastern Ede, Southeastern Ede, Nuclear Yoruba, Lucumi-Yoruba, Yoruba"
edei1244.csv,Africa415-AtlanticCongo-numerals-edei1244-1.csv,edei1244,edei1244,"Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri, Ede, Western Ede, Southwestern Ede, Ede Idaca"
ifee1241.csv,Africa416-AtlanticCongo-numerals-ifee1241-1.csv,ifee1241,ifee1241,"Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri, Ede, Western Ede, Southwestern Ede, Ifè"
edei1246.csv,Africa417-AtlanticCongo-numerals-edei1246-1.csv,edei1246,edei1246,"Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Edekiri, Ede, Western Ede, Southwestern Ede, Ede Ica"
numerals-igal1242-1.csv,Africa418-AtlanticCongo-numerals-igal1242-1.csv,igal1242,igal1242,"Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Yoruboid, Igala"
numerals-ogee1238-1.csv,Africa419-AtlanticCongo-numerals-ogee1238-1.csv,ogee1238,arig1246,"Atlantic-Congo, Volta-Congo, Benue-Congo, Defoid, Arigidi"
numerals-akpe1248-1.csv,Africa420-AtlanticCongo-numerals-akpe1248-1.csv,akpe1248,akpe1248,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Akpes"
numerals-okpa1238-1.csv,Africa421-AtlanticCongo-numerals-okpa1238-1.csv,okpa1238,okpa1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, Northwestern Edoid, Southern Northwestern Edoid, Okpamheri"
ivbi1241.csv,Africa422-AtlanticCongo-numerals-ivbi1241-1.csv,ivbi1241,ivbi1241,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, Northwestern Edoid, Igwic, Ikpeshic, Ivbie North-Okpela-Arhe"
numerals-osos1238-1.csv,Africa423-AtlanticCongo-numerals-osos1238-1.csv,osos1238,osos1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, Northwestern Edoid, Igwic, Ososo"
bini1246.csv,Africa424-AtlanticCongo-numerals-bini1246-1.csv,bini1246,bini1246,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, North-Central Edoid, Central Plains Edoid, Bini"
emai1241.csv,Africa425-AtlanticCongo-numerals-emai1241-1.csv,emai1241,emai1241,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, North-Central Edoid, Central Plains Edoid, Emaic, Emai-Iuleha-Ora"
esan1238.csv,Africa426-AtlanticCongo-numerals-esan1238-1.csv,esan1238,esan1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, North-Central Edoid, Central Plains Edoid, Esan"
ghot1243.csv,Africa427-AtlanticCongo-numerals-ghot1243-1.csv,ghot1243,ghot1243,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, North-Central Edoid, Afenmai-Bendel, Ghotuo"
yekh1238.csv,Africa428-AtlanticCongo-numerals-yekh1238-1.csv,yekh1238,yekh1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, North-Central Edoid, Afenmai-Bendel, Uneme-Yekhee, Yekhee"
isok1239.csv,Africa429-AtlanticCongo-numerals-isok1239-1.csv,isok1239,isok1239,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, Southwestern Edoid, Isoko"
numerals-urho1239-1.csv,Africa430-AtlanticCongo-numerals-urho1239-1.csv,urho1239,urho1239,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, Southwestern Edoid, Urhobo"
dege1246.csv,Africa431-AtlanticCongo-numerals-dege1246-1.csv,dege1246,dege1246,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, Delta Edoid, Degema-Engenni, Degema"
enge1239.csv,Africa432-AtlanticCongo-numerals-enge1239-1.csv,enge1239,enge1239,"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, Delta Edoid, Degema-Engenni, Egene"
agat1236.csv,Africa433-AtlanticCongo-numerals-agat1236-1.csv,agat1236,agat1236,"Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Nuclear Idoma, Idoma-Agatu-Okpogu, Agatu"
idom1241.csv,Africa434-AtlanticCongo-numerals-idom1241-1.csv,idom1241,idom1241,"Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Nuclear Idoma, Idoma-Agatu-Okpogu, Idoma"
yala1263.csv,Africa435-AtlanticCongo-numerals-yala1263-1.csv,yala1263,yala1263,"Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Nuclear Idoma, Yala"
numerals-alag1242-1.csv,Africa436-AtlanticCongo-numerals-alag1242-1.csv,alag1242,alag1242,"Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Nuclear Idoma, Alago"
etul1245.csv,Africa437-AtlanticCongo-numerals-etul1245-1.csv,etul1245,etul1245,"Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Etulo-Idoma, Etulo"
iged1239.csv,Africa438-AtlanticCongo-numerals-iged1239-1.csv,iged1239,iged1239,"Atlantic-Congo, Volta-Congo, Benue-Congo, Idomoid, Akweya, Igede"
okoe1238.csv,Africa439-AtlanticCongo-numerals-okoe1238-1.csv,okoe1238,okoe1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Oko-Eni-Osayen"
igut1238.csv,Africa440-AtlanticCongo-numerals-igut1238-1.csv,igut1238,igut1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Basa-Eastern Kainji, Eastern Kainji, Jos, Northern Jos, North-Central Jos, Iguta"
numerals-gbir1241-1.csv,Africa441-AtlanticCongo-numerals-gbir1241-1.csv,gbir1241,gbir1241,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Basa-Eastern Kainji, Eastern Kainji, Jos, Kauru, Gbiri-Niragu"
kura1249.csv,Africa442-AtlanticCongo-numerals-kura1249-1.csv,kura1249,kura1249,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Basa-Eastern Kainji, Eastern Kainji, Jos, Kauru, Kurama"
basa1282.csv,Africa443-AtlanticCongo-numerals-basa1282-1.csv,basa1282,basa1282,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Basa-Eastern Kainji, Basa, Basa (Nigeria)"
numerals-tsis1238-1.csv,Africa444-AtlanticCongo-numerals-tsis1238-1.csv,tsis1238,tsis1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Kambari-Cicipu, Kambaric, East Kambaric, Salka-Tsishingini"
numerals-tsik1238-1.csv,Africa445-AtlanticCongo-numerals-tsik1238-1.csv,tsik1238,tsik1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Kambari-Cicipu, Kambaric, West Kambaric, Tsikimba"
cici1237.csv,Africa446-AtlanticCongo-numerals-cici1237-1.csv,cici1237,cici1237,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Kambari-Cicipu, Cicipu"
fung1245.csv,Africa447-AtlanticCongo-numerals-fung1245-1.csv,fung1245,fung1245,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Shiroro-Kamuku, Shiroro, Fungwa"
numerals-pong1250-1.csv,Africa448-AtlanticCongo-numerals-pong1250-1.csv,pong1250,pong1250,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Shiroro-Kamuku, Shiroro, Pongu"
cind1241.csv,Africa449-AtlanticCongo-numerals-cind1241-1.csv,cind1241,cind1241,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Shiroro-Kamuku, Kamuku-Hungwarya, Kamuku, Yara"
numerals-hung1276-1.csv,Africa450-AtlanticCongo-numerals-hung1276-1.csv,hung1276,hung1276,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Shiroro-Kamuku, Kamuku-Hungwarya, Hungworo"
clel1238.csv,Africa451-AtlanticCongo-numerals-clel1238-1.csv,clel1238,clel1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Northwestern Kainji, Clela-Damakawa, C'lela"
kagf1238.csv,Africa452-AtlanticCongo-numerals-kagf1238-1.csv,kagf1238,kagf1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Northwestern Kainji, Dukaic, Main-Gwamhi, Ut-Main"
huns1239.csv,Africa453-AtlanticCongo-numerals-huns1239-1.csv,huns1239,huns1239,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Northwestern Kainji, Dukaic, Hun-Saare"
numerals-resh1242-1.csv,Africa454-AtlanticCongo-numerals-resh1242-1.csv,resh1242,resh1242,"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Kainji Lake, Reshe"
numerals-nupe1254-1.csv,Africa455-AtlanticCongo-numerals-nupe1254-1.csv,nupe1254,nupe1254,"Atlantic-Congo, Volta-Congo, Benue-Congo, Ebira-Nupoid, Macro-Nupoid, Nupoid, Nupe-Nupe-Tako"
kaka1264.csv,Africa456-AtlanticCongo-numerals-kaka1264-1.csv,kaka1264,kaka1264,"Atlantic-Congo, Volta-Congo, Benue-Congo, Ebira-Nupoid, Macro-Nupoid, Nupoid, Dibo-Kupa, Kakanda"
gbar1246.csv,Africa457-AtlanticCongo-numerals-gbar1246-1.csv,gbar1246,gbar1246,"Atlantic-Congo, Volta-Congo, Benue-Congo, Ebira-Nupoid, Macro-Nupoid, Gbagyi-Gbari, Gbari"
ebir1243.csv,Africa458-AtlanticCongo-numerals-ebir1243-1.csv,ebir1243,ebir1243,"Atlantic-Congo, Volta-Congo, Benue-Congo, Ebira-Nupoid, Ebira"
como1258.csv,Africa459-AtlanticCongo-numerals-como1258-1.csv,como1258,como1258,"Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central Jukunoid, Jukun-Mbembe-Wurbo, Wurbo-Wannu, Wurbo, Como Karim"
numerals-tigo1236-1.csv,Africa460-AtlanticCongo-numerals-tigo1236-1.csv,tigo1236,tigo1236,"Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central Jukunoid, Jukun-Mbembe-Wurbo, Tigon Mbembe"
hone1235.csv,Africa461-AtlanticCongo-numerals-hone1235-1.csv,hone1235,hone1235,"Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central Jukunoid, Jukun-Mbembe-Wurbo, Jukun, Kororofa, Kona, Hõne"
jiba1237.csv,Africa462-AtlanticCongo-numerals-jiba1237-1.csv,jiba1237,jiba1237,"Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central Jukunoid, Jukun-Mbembe-Wurbo, Jukun, Kororofa, Kona, Jiba"
numerals-wapa1235-1.csv,Africa463-AtlanticCongo-numerals-wapa1235-1.csv,wapa1235,wapa1235,"Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central Jukunoid, Jukun-Mbembe-Wurbo, Jukun, Kororofa, Wapan"
jibu1239.csv,Africa464-AtlanticCongo-numerals-jibu1239-1.csv,jibu1239,jibu1239,"Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central Jukunoid, Jukun-Mbembe-Wurbo, Jukun, Jibu-Wase, Jibuic, Jibu"
numerals-waph1238-1.csv,Africa465-AtlanticCongo-numerals-waph1238-1.csv,waph1238,waph1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Central Jukunoid, Jukun-Mbembe-Wurbo, Jukun, Jibu-Wase, Wãpha"
kute1248.csv,Africa466-AtlanticCongo-numerals-kute1248-1.csv,kute1248,kute1248,"Atlantic-Congo, Volta-Congo, Benue-Congo, Jukunoid, Kutep"
numerals-ukaa1243-1.csv,Africa467-AtlanticCongo-numerals-ukaa1243-1.csv,ukaa1243,ukaa1243,"Atlantic-Congo, Volta-Congo, Benue-Congo, Ukaan"
ekpe1253.csv,Africa468-AtlanticCongo-numerals-ekpe1253-1.csv,ekpe1253,ekpe1253,"Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Ekpeye"
ikwe1242.csv,Africa469-AtlanticCongo-numerals-ikwe1242-1.csv,ikwe1242,ikwe1242,"Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Nuclear Igboid, Ikwere"
izie1238.csv,Africa470-AtlanticCongo-numerals-izie1238-1.csv,izie1238,izie1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Nuclear Igboid, Central-Northern Igbo, Izi-Ezaa-Ikwo-Mgbo"
nucl1417.csv,Africa471-AtlanticCongo-numerals-nucl1417-1.csv,nucl1417,nucl1417,"Atlantic-Congo, Volta-Congo, Benue-Congo, Igboid, Nuclear Igboid, Central-Northern Igbo, Igbo"
kapy1238.csv,Africa472-AtlanticCongo-numerals-kapy1238-1.csv,kapy1238,kapy1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Yukubenic, Kapya"
numerals-yuku1243-1.csv,Africa473-AtlanticCongo-numerals-yuku1243-1.csv,yuku1243,yuku1243,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Yukubenic, Yukuben"
akum1238.csv,Africa474-AtlanticCongo-numerals-akum1238-1.csv,akum1238,akum1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Yukubenic, Akum-Beezen, Akum"
beez1238.csv,Africa475-AtlanticCongo-numerals-beez1238-1.csv,beez1238,beez1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Yukubenic, Akum-Beezen, Beezen-Baazem, Beezen"
numerals-bete1261-1.csv,Africa476-AtlanticCongo-numerals-bete1261-1.csv,bete1261,bete1261,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Yukubenic, Bete-Lufu, Bete (Yukubenic)"
lufu1237.csv,Africa477-AtlanticCongo-numerals-lufu1237-1.csv,lufu1237,lufu1237,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Yukubenic, Bete-Lufu, Lufu"
eten1239.csv,Africa478-AtlanticCongo-numerals-eten1239-1.csv,eten1239,eten1239,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Beromic, Iten-Cara-Berom, Eten"
bero1242.csv,Africa479-AtlanticCongo-numerals-bero1242-1.csv,bero1242,bero1242,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Beromic, Iten-Cara-Berom, Cara-Berom, Berom"
fyam1238.csv,Africa480-AtlanticCongo-numerals-fyam1238-1.csv,fyam1238,fyam1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Southeastern Benue-Congo Plateau, Horom-Fyem, Fyam"
numerals-eloy1241-1.csv,Africa481-AtlanticCongo-numerals-eloy1241-1.csv,eloy1241,eloy1241,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Ajiri"
yesk1239.csv,Africa482-AtlanticCongo-numerals-yesk1239-1.csv,yesk1239,yesk1239,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, West-Central Benue-Congo Plateau, Northwestern Benue-Congo Plateau, Koroic, Nyankpa"
hyam1245.csv,Africa483-AtlanticCongo-numerals-hyam1245-1.csv,hyam1245,hyam1245,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, West-Central Benue-Congo Plateau, Northwestern Benue-Congo Plateau, Hyamic, Hyam"
izer1241.csv,Africa484-AtlanticCongo-numerals-izer1241-1.csv,izer1241,izer1241,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, West-Central Benue-Congo Plateau, Zaric, Nuclear Zaric, Izeric, Izere"
jjuu1238.csv,Africa485-AtlanticCongo-numerals-jjuu1238-1.csv,jjuu1238,jjuu1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, West-Central Benue-Congo Plateau, Zaric, Nuclear Zaric, Katabic, Jju"
numerals-tyap1238-1.csv,Africa486-AtlanticCongo-numerals-tyap1238-1.csv,tyap1238,tyap1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, West-Central Benue-Congo Plateau, Zaric, Nuclear Zaric, Katabic, Tyap"
irig1241.csv,Africa487-AtlanticCongo-numerals-irig1241-1.csv,irig1241,irig1241,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, West-Central Benue-Congo Plateau, Zaric, Irigwe"
ayuu1242.csv,Africa488-AtlanticCongo-numerals-ayuu1242-1.csv,ayuu1242,ayuu1242,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Ninzic, Ayu"
buuu1244.csv,Africa489-AtlanticCongo-numerals-buuu1244-1.csv,buuu1244,buuu1244,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Ninzic, Bu"
mada1282.csv,Africa490-AtlanticCongo-numerals-mada1282-1.csv,mada1282,mada1282,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Ninzic, Rukubic, Mada-Ninzam, Mada (Nigeria)"
ninz1246.csv,Africa491-AtlanticCongo-numerals-ninz1246-1.csv,ninz1246,ninz1246,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Ninzic, Rukubic, Mada-Ninzam, Ninzo"
chee1238.csv,Africa492-AtlanticCongo-numerals-chee1238-1.csv,chee1238,chee1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Ninzic, Rukubic, Che"
eggo1239.csv,Africa493-AtlanticCongo-numerals-eggo1239-1.csv,eggo1239,eggo1239,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Jilic-Eggonic, Eggon-Ake, Eggon"
liji1238.csv,Africa494-AtlanticCongo-numerals-liji1238-1.csv,liji1238,liji1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Jilic-Eggonic, Jilic, Lijili"
alum1246.csv,Africa495-AtlanticCongo-numerals-alum1246-1.csv,alum1246,alum1246,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Alumic, Alumu-Akpondu, Arum"
numerals-taro1263-1.csv,Africa496-AtlanticCongo-numerals-taro1263-1.csv,taro1263,taro1263,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Tarokoid, Yangkam-Tarok-Pe, Tarok-Pe, Tarok"
ikul1238.csv,Africa497-AtlanticCongo-numerals-ikul1238-1.csv,ikul1238,ikul1238,"Atlantic-Congo, Volta-Congo, Benue-Congo, Benue-Congo Plateau, Northern Benue-Congo Plateau, Nuclear Northern Benue-Congo Plateau, Ikulu"
abee1242.csv,Africa498-AtlanticCongo-numerals-abee1242-1.csv,abee1242,abee1242,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Agneby, Abé"
numerals-adio1239-1.csv,Africa499-AtlanticCongo-numerals-adio1239-1.csv,adio1239,adio1239,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Agneby, Adioukrou"
abid1235.csv,Africa500-AtlanticCongo-numerals-abid1235-1.csv,abid1235,abid1235,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Agneby, Abidji"
numerals-abro1238-1.csv,Africa501-AtlanticCongo-numerals-abro1238-1.csv,abro1238,abro1238,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Akanic, Abron"
numerals-akan1250-1.csv,Africa502-AtlanticCongo-numerals-akan1250-1.csv,akan1250,akan1250,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Akanic, Akan"
numerals-ahan1243-1.csv,Africa503-AtlanticCongo-numerals-ahan1243-1.csv,ahan1243,ahan1243,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Bia, Southern Bia, Ahanta"
jwir1241.csv,Africa504-AtlanticCongo-numerals-jwir1241-1.csv,jwir1241,jwir1241,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Bia, Southern Bia, Jwira-Nzima, Jwira-Pepesa"
numerals-nzim1238-1.csv,Africa505-AtlanticCongo-numerals-nzim1238-1.csv,nzim1238,nzim1238,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Bia, Southern Bia, Jwira-Nzima, Nzima"
numerals-anuf1239-1.csv,Africa506-AtlanticCongo-numerals-anuf1239-1.csv,anuf1239,anuf1239,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Bia, Northern Bia, Anufo"
numerals-anyi1245-1.csv,Africa507-AtlanticCongo-numerals-anyi1245-1.csv,anyi1245,anyi1245,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Bia, Northern Bia, Anyinic, Anyin"
numerals-baou1238-1.csv,Africa508-AtlanticCongo-numerals-baou1238-1.csv,baou1238,baou1238,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Bia, Northern Bia, Baoulé"
sehw1238.csv,Africa509-AtlanticCongo-numerals-sehw1238-1.csv,sehw1238,sehw1238,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Central Tano, Bia, Northern Bia, Sehwi"
numerals-awut1241-1.csv,Africa510-AtlanticCongo-numerals-awut1241-1.csv,awut1241,awut1241,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, South Guang, Awutu"
cher1271.csv,Africa511-AtlanticCongo-numerals-cher1271-1.csv,cher1271,cher1271,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, South Guang, Hill South Guang, Gua-Cherepon, Cherepon"
guaa1238.csv,Africa512-AtlanticCongo-numerals-guaa1238-1.csv,guaa1238,guaa1238,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, South Guang, Hill South Guang, Gua-Cherepon, Gua"
numerals-lart1238-1.csv,Africa513-AtlanticCongo-numerals-lart1238-1.csv,lart1238,lart1238,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, South Guang, Hill South Guang, Larteh"
chum1261.csv,Africa514-AtlanticCongo-numerals-chum1261-1.csv,chum1261,chum1261,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, North Guang, Oti North Guang, River Oti North Guang, Chumbuli, Chumburung"
numerals-kpla1238-1.csv,Africa515-AtlanticCongo-numerals-kpla1238-1.csv,kpla1238,kpla1238,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, North Guang, Oti North Guang, River Oti North Guang, Kplang"
numerals-dwan1238-1.csv,Africa516-AtlanticCongo-numerals-dwan1238-1.csv,dwan1238,dwan1238,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, North Guang, Oti North Guang, River Oti North Guang, Nchumbulu-Dwang, Dwang"
krac1238.csv,Africa517-AtlanticCongo-numerals-krac1238-1.csv,krac1238,krac1238,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, North Guang, Oti North Guang, River Oti North Guang, Krache"
food1238.csv,Africa518-AtlanticCongo-numerals-food1238-1.csv,food1238,food1238,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, North Guang, Oti North Guang, Mountain Oti North Guang, Gikyode-Ginyanga, Gikyode-Foodo, Foodo"
numerals-giny1241-1.csv,Africa519-AtlanticCongo-numerals-giny1241-1.csv,giny1241,giny1241,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, North Guang, Oti North Guang, Mountain Oti North Guang, Gikyode-Ginyanga, Ginyanga"
numerals-nawu1242-1.csv,Africa520-AtlanticCongo-numerals-nawu1242-1.csv,nawu1242,nawu1242,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, North Guang, Oti North Guang, Mountain Oti North Guang, Nawuri"
domp1238.csv,Africa521-AtlanticCongo-numerals-domp1238-1.csv,domp1238,domp1238,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, North Guang, Gonja-Dompo, Dompo"
numerals-gonj1241-1.csv,Africa522-AtlanticCongo-numerals-gonj1241-1.csv,gonj1241,gonj1241,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, North Guang, Gonja-Dompo, Gonja"
numerals-nkon1248-1.csv,Africa523-AtlanticCongo-numerals-nkon1248-1.csv,nkon1248,nkon1248,"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Nyo, Potou-Tano, Tano, Guang, North Guang, Nkonya-Nkami, Nkonya"
