"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","Glosser","Gloss.clean","Gloss.math","Gloss.calc","Math.well.defined","Math.check","Does.math.work"
"218","nugu1242-1-90-1","nugu1242-1",NA,"ninety","90","atíno énni na sɛ́ɔdɔ","atíno énni na sɛ́ɔdɔ",NA,"FALSE","({CL′}10⋅{CL′}5)+{and}10",NA,NA,"EAT","(10⋅5)+10","(10⋅5)+10","abs(abs(10*5))+10",1,60,FALSE
"219","nyal1250-1-22-1","nyal1250-1",NA,"twenty-two","22","makumi kahili na kahili","makumi kahili na kahili",NA,"FALSE","{CL′}10⋅{CL″}2",NA,NA,"EAT","10⋅2","10⋅2","abs(10*2)",1,20,FALSE
"220","nyam1276-1-6-1","nyam1276-1",NA,"six","6","handatu","handatu",NA,"FALSE","3′⋅3","elsewhere - tan dat = leave three members","x3","EAT","3′⋅3","3⋅3","abs(3*3)",1,9,FALSE
"221","nyam1276-1-16-1","nyam1276-1",NA,"sixteen","16","ikumi ni handatu","ikumi ni handatu",NA,"FALSE","{CL}10+{and}(3′⋅3)",NA,"10 + x3","EAT","10+(3′⋅3)","10+(3⋅3)","10+abs(abs(3*3))",1,19,FALSE
"222","nyam1276-1-26-1","nyam1276-1",NA,"twenty-six","26","makumi abili ni handatu","makumi abili ni handatu",NA,"FALSE","({CL′}10⋅{CL′}2)+{and}(3⋅3)",NA,"(10 · 2) + x3","EAT","(10⋅2)+(3⋅3)","(10⋅2)+(3⋅3)","abs(abs(10*2))+abs(abs(3*3))",1,29,FALSE
"223","nyam1276-1-60-1","nyam1276-1",NA,"sixty","60","makumi handatu","makumi handatu",NA,"FALSE","{CL′}10⋅{CL′}3′⋅3",NA,"10 · x3","EAT","10⋅3′⋅3","10⋅3⋅3","abs(10*3)*3",1,90,FALSE
"224","nyan1307-1-80-1","nyan1307-1",NA,"eighty","80","kìnɑ̂ːnɑ̀","kìnɑ̂ːnɑ̀",NA,"FALSE","[10]⋅{CL″″}4′+4",NA,NA,"EAT","[10]⋅4′+4","10⋅4+4","abs(10*4)+4",1,44,FALSE
"225","nyan1307-2-80-1","nyan1307-2",NA,"eighty","80","kinaana","kinaana",NA,"FALSE","[10]⋅{CL‴}4+4",NA,NA,"EAT","[10]⋅4+4","10⋅4+4","abs(10*4)+4",1,44,FALSE
"226","nyat1246-1-80-1","nyat1246-1",NA,"eighty","80","makumi monana","makumi monana",NA,"FALSE","{CL″″}10⋅{CL″}4+4",NA,NA,"EAT","10⋅4+4","10⋅4+4","abs(10*4)+4",1,44,FALSE
"227","nyat1246-1-2000-1","nyat1246-1",NA,"two thousand","2000","alufu ivere","alufu ivere",NA,"FALSE","{CL″‴}1000⋅{CL′}1",NA,NA,"EAT","1000⋅1","1000⋅1","abs(1000*1)",1,1000,FALSE
"228","okuu1243-1-23-1","okuu1243-1",NA,"twenty-three","23","ndʒio sə baa m̩baa","ndʒio sə baa m̩baa",NA,"FALSE","1+20",NA,NA,"EAT","1+20","1+20","1+20",1,21,FALSE
"229","omba1241-1-2-1","omba1241-1",NA,"two","2","d͡ʒʷɛ́lɛ́","d͡ʒʷɛ́lɛ́",NA,"FALSE","3",NA,NA,"EAT","3","3","3",1,3,FALSE
"230","omba1241-1-3-1","omba1241-1",NA,"three","3","tárí","tárí",NA,"FALSE","4",NA,NA,"EAT","4","4","4",1,4,FALSE
"231","omba1241-1-4-1","omba1241-1",NA,"four","4","nà","nà",NA,"FALSE","5",NA,NA,"EAT","5","5","5",1,5,FALSE
"232","omba1241-1-5-1","omba1241-1",NA,"five","5","táání","táání",NA,"FALSE","6",NA,"5","EAT","6","6","6",1,6,FALSE
"233","orok1266-1-22-1","orok1266-1",NA,"twenty-two","22","ɾó nà béèbɛ́","ɾó nà béèbɛ́",NA,"FALSE","20+{and}{CL′}3",NA,NA,"EAT","20+3","20+3","20+3",1,23,FALSE
"234","pagi1243-2-40-1","pagi1243-2",NA,"forty","40","ⁿtúkú mínɛ","ⁿtúkú mínɛ",NA,"FALSE","10′⋅{CL″}3",NA,"10·4","EAT","10′⋅3","10⋅3","abs(10*3)",1,30,FALSE
"235","pagi1243-2-1000-1","pagi1243-2",NA,"one thousand","1000","ᵑkɔ́tɔ jɔ́kɔ́","ᵑkɔ́tɔ jɔ́kɔ́",NA,"FALSE","100⋅1′",NA,"1000","EAT","100⋅1′","100⋅1","abs(100*1)",1,100,FALSE
"236","pagi1243-2-2000-1","pagi1243-2",NA,"two thousand","2000","ᵑkɔ́tɔ iɓale","ᵑkɔ́tɔ iɓale",NA,"FALSE","100⋅{CL‴}2",NA,"1000·2","EAT","100⋅2","100⋅2","abs(100*2)",1,200,FALSE
"237","phen1239-2-1000-1","phen1239-2",NA,"one thousand","1000","kinuni mosi","kinuni mosi",NA,"FALSE","{CL″‴}1000⋅{CL″″}2",NA,"1000","EAT","1000⋅2","1000⋅2","abs(1000*2)",1,2000,FALSE
"238","pinj1243-1-80-1","pinj1243-1",NA,"eighty","80","(dì)ndzìmá ɣènânà","(dì)ndzìmá ɣènânà",NA,"FALSE","{CL′}10⋅{CL′}4′+4′",NA,"10·(x4)","EAT","10⋅4′+4′","10⋅4+4","abs(10*4)+4",1,44,FALSE
"239","pinj1243-1-200-1","pinj1243-1",NA,"two hundred","200","kámà dìbàlè","kámà dìbàlè",NA,"FALSE","1000⋅{CL′}2",NA,"100·2","EAT","1000⋅2","1000⋅2","abs(1000*2)",1,2000,FALSE
"240","poko1261-1-30-1","poko1261-1",NA,"thirty","30","miyonɡo mhahu","miyonɡo mhahu",NA,"FALSE","{CL′}10+{and}{CL′}3",NA,"10·3","EAT","10+3","10+3","10+3",1,13,FALSE
"241","poko1261-1-40-1","poko1261-1",NA,"forty","40","miyonɡo mine","miyonɡo mine",NA,"FALSE","{CL′}10+{and}{CL′}4",NA,"10·4","EAT","10+4","10+4","10+4",1,14,FALSE
"242","poko1261-1-50-1","poko1261-1",NA,"fifty","50","miyonɡo mitsano","miyonɡo mitsano",NA,"FALSE","{CL′}10+{and}{CL′}5",NA,"10·5","EAT","10+5","10+5","10+5",1,15,FALSE
"243","poko1261-1-60-1","poko1261-1",NA,"sixty","60","miyonɡo mihandahu","miyonɡo mihandahu",NA,"FALSE","{CL′}10+{and}{CL′}6",NA,"10·3x)","EAT","10+6","10+6","10+6",1,16,FALSE
"244","poko1261-1-70-1","poko1261-1",NA,"seventy","70","miyonɡo mifunɡahe","miyonɡo mifunɡahe",NA,"FALSE","{CL′}10+{and}{CL′}7",NA,"10·7?","EAT","10+7","10+7","10+7",1,17,FALSE
"245","poko1261-1-80-1","poko1261-1",NA,"eighty","80","miyonɡo minane","miyonɡo minane",NA,"FALSE","{CL′}10+{and}{CL′}4′+4",NA,"10·(x4)","EAT","10+4′+4","10+4+4","10+4+4",1,18,FALSE
"246","poko1261-1-90-1","poko1261-1",NA,"ninety","90","miyonɡo kenda","miyonɡo kenda",NA,"FALSE","{CL′}10+{and}9",NA,"10·9","EAT","10+9","10+9","10+9",1,19,FALSE
"247","poko1261-2-30-1","poko1261-2",NA,"thirty","30","miyonɡo mitahu","miyonɡo mitahu",NA,"FALSE","{CL′}10+{and}{CL′}3",NA,"10·3","EAT","10+3","10+3","10+3",1,13,FALSE
"248","poko1261-2-40-1","poko1261-2",NA,"forty","40","miyonɡo mine","miyonɡo mine",NA,"FALSE","{CL′}10+{and}{CL′}4",NA,"10·4","EAT","10+4","10+4","10+4",1,14,FALSE
"249","poko1261-2-50-1","poko1261-2",NA,"fifty","50","miyonɡo misano","miyonɡo misano",NA,"FALSE","{CL′}10+{and}{CL′}5",NA,"10·5","EAT","10+5","10+5","10+5",1,15,FALSE
"250","poko1261-2-60-1","poko1261-2",NA,"sixty","60","miyonɡo ntandahu","miyonɡo ntandahu",NA,"FALSE","{CL′}10+{and}{CL′}6",NA,"10·3x)","EAT","10+6","10+6","10+6",1,16,FALSE
"251","poko1261-2-70-1","poko1261-2",NA,"seventy","70","miyonɡo nfunɡahe","miyonɡo nfunɡahe",NA,"FALSE","{CL′}10+{and}{CL′}7",NA,"10·7?","EAT","10+7","10+7","10+7",1,17,FALSE
"252","poko1261-2-80-1","poko1261-2",NA,"eighty","80","miyonɡo minanɛ","miyonɡo minanɛ",NA,"FALSE","{CL′}10+{and}{CL′}4′+4",NA,"10·(x4)","EAT","10+4′+4","10+4+4","10+4+4",1,18,FALSE
"253","poko1261-2-90-1","poko1261-2",NA,"ninety","90","miyonɡo kenda","miyonɡo kenda",NA,"FALSE","{CL′}10+{and}9",NA,"10·9","EAT","10+9","10+9","10+9",1,19,FALSE
"254","rund1242-1-100-1","rund1242-1",NA,"one hundred","100","iʒana","iʒana",NA,"FALSE","{CL″′}10",NA,"100","EAT","10","10","10",1,10,FALSE
"255","saam1283-1-200-1","saam1283-1",NA,"two hundred","200","efixumi tsiβili","efixumi tsiβili",NA,"FALSE","{CL″″}10⋅{CL″‴}10",NA,"100·2","EAT","10⋅10","10⋅10","abs(10*10)",1,100,FALSE
"256","saam1283-2-8-1","saam1283-2",NA,"eight","8","munane","munane",NA,"FALSE","{CL′}4′⋅4","mu - class marker? na = reduplicator","x4","EAT","4′⋅4","4⋅4","abs(4*4)",1,16,FALSE
"257","sake1247-1-90-1","sake1247-1",NA,"ninety","90","mə̀kúrə̀bvùwɔ́","mə̀kúrə̀bvùwɔ́",NA,"FALSE","{CL′}10⋅{CL″}8",NA,NA,"EAT","10⋅8","10⋅8","abs(10*8)",1,80,FALSE
"258","sang1331-1-80-1","sang1331-1",NA,"eighty","80","mákùmí múnáːnè","mákùmí múnáːnè",NA,"FALSE","{CL″}10⋅{CL′}4+4′",NA,NA,"EAT","10⋅4+4′","10⋅4+4","abs(10*4)+4",1,44,FALSE
"259","sang1333-1-6-1","sang1333-1",NA,"six","6","bìsàːmùnù","bìsàːmùnù",NA,"FALSE","{CL′}5",NA,"5 + [1]","EAT","5","5","5",1,5,FALSE
"260","sang1333-1-7-1","sang1333-1",NA,"seven","7","tsâːmbù","tsâːmbù",NA,"FALSE","6","likely 5+2 - be = 2","5 + 2?","EAT","6","6","6",1,6,FALSE
"261","seki1238-1-60-1","seki1238-1",NA,"sixty","60","mɛ̀bómɛ́tànì nɛ̀ βɔ́tɛ","mɛ̀bómɛ́tànì nɛ̀ βɔ́tɛ",NA,"FALSE","{CL′}10⋅{CL′}5+{and}1",NA,NA,"EAT","10⋅5+1","10⋅5+1","abs(10*5)+1",1,51,FALSE
"262","seki1238-1-70-1","seki1238-1",NA,"seventy","70","mɛ̀bómɛ́tànì nɛ̀ mɛ́bà","mɛ̀bómɛ́tànì nɛ̀ mɛ́bà",NA,"FALSE","{CL′}10⋅{CL′}5+{and}2",NA,NA,"EAT","10⋅5+2","10⋅5+2","abs(10*5)+2",1,52,FALSE
"263","seki1238-1-80-1","seki1238-1",NA,"eighty","80","mɛ̀bómɛ́tànì nɛ̀ mɛ́tátʃì","mɛ̀bómɛ́tànì nɛ̀ mɛ́tátʃì",NA,"FALSE","{CL′}10⋅{CL′}5+{and}3",NA,NA,"EAT","10⋅5+3","10⋅5+3","abs(10*5)+3",1,53,FALSE
"264","seki1238-1-90-1","seki1238-1",NA,"ninety","90","mɛ̀bómɛ́tànì nɛ̀ mɛ́nèyi","mɛ̀bómɛ́tànì nɛ̀ mɛ́nèyi",NA,"FALSE","{CL′}10⋅{CL′}5+{and}4",NA,NA,"EAT","10⋅5+4","10⋅5+4","abs(10*5)+4",1,54,FALSE
"265","shii1238-1-100-1","shii1238-1",NA,"one hundred","100","iɡana","iɡana",NA,"FALSE","{CL″}10",NA,NA,"EAT","10","10","10",1,10,FALSE
"266","shii1238-1-200-1","shii1238-1",NA,"two hundred","200","maɡána abiri","maɡána abiri",NA,"FALSE","{CL‴}10⋅{CL⁗}2",NA,NA,"EAT","10⋅2","10⋅2","abs(10*2)",1,20,FALSE
"267","sira1266-1-70-1","sira1266-1",NA,"seventy","70","mə̀ɣú mánə̀ mə̀ ɣùrèrù","mə̀ɣú mánə̀ mə̀ ɣùrèrù",NA,"FALSE","{CL‴}10⋅{CL‴}4+{CL″″}3","CL “me” and “rù”",NA,"EAT","10⋅4+3","10⋅4+3","abs(10*4)+3",1,43,FALSE
"268","song1299-1-21-1","song1299-1",NA,"twenty-one","21","maku mwel a mwes","maku mwel a mwes",NA,"FALSE","{CL}10′⋅2",NA,NA,"EAT","10′⋅2","10⋅2","abs(10*2)",1,20,FALSE
"269","suku1259-2-60-1","suku1259-2",NA,"sixty","60","makuma sambanu","makuma sambanu",NA,"FALSE","{CL}10⋅{CL}5′+1′",NA,NA,"EAT","10⋅5′+1′","10⋅5+1","abs(10*5)+1",1,51,FALSE
"270","suku1259-2-70-1","suku1259-2",NA,"seventy","70","makuma tsambwadi","makuma tsambwadi",NA,"FALSE","{CL}10⋅{CL}5′+2′",NA,NA,"EAT","10⋅5′+2′","10⋅5+2","abs(10*5)+2",1,52,FALSE
"271","teke1275-2-2000-1","teke1275-2",NA,"two thousand","2000","ekámá pfúúmi dzyɛɛlɛ","ekámá pfúúmi dzyɛɛlɛ",NA,"FALSE","{CL′}1000⋅10⋅{CL′}2",NA,NA,"EAT","1000⋅10⋅2","1000⋅10⋅2","abs(1000*10)*2",1,20000,FALSE
"272","temi1247-2-60-1","temi1247-2",NA,"sixty","60","milonge esansah ??","milonge esansah ??",NA,"FALSE","10′⋅{CL}5+1′",NA,NA,"EAT","10′⋅5+1′","10⋅5+1","abs(10*5)+1",1,51,FALSE
"273","tete1250-1-2000-1","tete1250-1",NA,"two thousand","2000","nunu pénde","nunu pénde",NA,"FALSE","1000′⋅1′′",NA,NA,"EAT","1000′⋅1′′","1000⋅1","abs(1000*1)",1,1000,FALSE
"274","tete1250-2-90-1","tete1250-2",NA,"ninety","90","ákúmí divwaá","ákúmí divwaá",NA,"FALSE","{CL″}10⋅{CL′}8",NA,NA,"EAT","10⋅8","10⋅8","abs(10*8)",1,80,FALSE
"275","tien1242-1-13-1","tien1242-1",NA,"thirteen","13","dími á isáti","dími á isáti",NA,"FALSE","{CL′}10+[+]{CL}2",NA,NA,"EAT","10+[+]2","10++2","10++2",1,12,FALSE
"276","tien1242-1-14-1","tien1242-1",NA,"fourteen","14","dími á iníi","dími á iníi",NA,"FALSE","{CL′}10+[+]{CL}3",NA,NA,"EAT","10+[+]3","10++3","10++3",1,13,FALSE
"277","tivv1240-1-1-1","tivv1240-1",NA,"one","1","mɔ̀ḿ","mɔ̀ḿ",NA,"FALSE","2",NA,NA,"EAT","2","2","2",1,2,FALSE
"278","tivv1240-1-3-1","tivv1240-1",NA,"three","3","útáŕ","útáŕ",NA,"FALSE","{CL}4",NA,NA,"EAT","4","4","4",1,4,FALSE
"279","tivv1240-1-4-1","tivv1240-1",NA,"four","4","únjì:","únjì:",NA,"FALSE","{CL}5",NA,NA,"EAT","5","5","5",1,5,FALSE
"280","tong1321-1-60-1","tong1321-1",NA,"sixty","60","mà-chùmí nɡá-nkʰòóndè ndí mòòza","mà-chùmí nɡá-nkʰòóndè ndí mòòza",NA,"FALSE","{CL}10⋅{CL′}5+{+}1",NA,NA,"EAT","10⋅5+1","10⋅5+1","abs(10*5)+1",1,51,FALSE
"281","tong1321-1-70-1","tong1321-1",NA,"seventy","70","mà-chùmí nɡá-nkʰòóndè ndí víí","mà-chùmí nɡá-nkʰòóndè ndí víí",NA,"FALSE","{CL}10⋅{CL′}5+{+}2",NA,NA,"EAT","10⋅5+2","10⋅5+2","abs(10*5)+2",1,52,FALSE
"282","tswa1253-1-80-1","tswa1253-1",NA,"eighty","80","màsʊ́mɛ́ ā rɔ̀bɛ́dí","màsʊ́mɛ́ ā rɔ̀bɛ́dí",NA,"FALSE","10‴⋅(10−1)",NA,NA,"EAT","10‴⋅(10−1)","10⋅(10−1)","10*abs(abs(10-1))",1,90,FALSE
"283","tswa1253-1-90-1","tswa1253-1",NA,"ninety","90","màsʊ́mɛ́ ā rɔ̀bʊ̄n̄ŋwɛ́","màsʊ́mɛ́ ā rɔ̀bʊ̄n̄ŋwɛ́",NA,"FALSE","10‴⋅(10−2′)",NA,NA,"EAT","10‴⋅(10−2′)","10⋅(10−2)","10*abs(abs(10-2))",1,80,FALSE
"284","tswa1255-1-60-1","tswa1255-1",NA,"sixty","60","màkúmè wà màkúmè ni -nʼwè","màkúmè wà màkúmè ni -nʼwè",NA,"FALSE","({PLU}10⋅{⋅}{PLU}5)+{+}1",NA,"10 · (5 + 1)","EAT","(10⋅5)+1","(10⋅5)+1","abs(abs(10*5))+1",1,51,FALSE
"285","tswa1255-1-70-1","tswa1255-1",NA,"seventy","70","màkúmè wà màkúmè ni -mbìrhì","màkúmè wà màkúmè ni -mbìrhì",NA,"FALSE","({PLU}10⋅{⋅}{PLU}5)+{+}2",NA,"10 · (5 + 2)","EAT","(10⋅5)+2","(10⋅5)+2","abs(abs(10*5))+2",1,52,FALSE
"286","tswa1255-1-80-1","tswa1255-1",NA,"eighty","80","màkúmè wà màkúmè ni -nhárhù","màkúmè wà màkúmè ni -nhárhù",NA,"FALSE","({PLU}10⋅{⋅}{PLU}5)+{+}3",NA,"10 · (5 + 3)","EAT","(10⋅5)+3","(10⋅5)+3","abs(abs(10*5))+3",1,53,FALSE
"287","tswa1255-1-90-1","tswa1255-1",NA,"ninety","90","màkúmè wà màkúmè ni -múnè","màkúmè wà màkúmè ni -múnè",NA,"FALSE","({PLU}10⋅{⋅}{PLU}5)+{+}4",NA,"10 · (5 + 4)","EAT","(10⋅5)+4","(10⋅5)+4","abs(abs(10*5))+4",1,54,FALSE
"288","tuki1240-1-26-1","tuki1240-1",NA,"twenty-six","26","mɔɔ́mává na mwárátó","mɔɔ́mává na mwárátó",NA,"FALSE","(10′⋅2′)+{+}5",NA,NA,"EAT","(10′⋅2′)+5","(10⋅2)+5","abs(abs(10*2))+5",1,25,FALSE
"289","tumb1250-1-25-1","tumb1250-1",NA,"twenty-five","25","makúmí ɡʰá-ŵîrí na tu-nkʰonde","makúmí ɡʰá-ŵîrí na tu-nkʰonde",NA,"FALSE","({PLU}10⋅{LIG}2)+{+}{CL}4",NA,"(10 · 2) + 5","EAT","(10⋅2)+4","(10⋅2)+4","abs(abs(10*2))+4",1,24,FALSE
"290","tumb1250-1-60-1","tumb1250-1",NA,"sixty","60","makúmí ɡʰá-nkʰonde na li-môza","makúmí ɡʰá-nkʰonde na li-môza",NA,"FALSE","{PLU}10⋅{LIG}5+{?}1",NA,"10 · (5 + 1)","EAT","10⋅5+1","10⋅5+1","abs(10*5)+1",1,51,FALSE
"291","tumb1250-1-70-1","tumb1250-1",NA,"seventy","70","makúmí ɡʰá-nkʰonde na ɡʰá-ŵîri","makúmí ɡʰá-nkʰonde na ɡʰá-ŵîri",NA,"FALSE","{PLU}10⋅{LIG}5+{LIG}2",NA,"10 · (5 + 2)","EAT","10⋅5+2","10⋅5+2","abs(10*5)+2",1,52,FALSE
"292","tumb1250-1-80-1","tumb1250-1",NA,"eighty","80","makúmí ɡʰá-nkʰonde na ɡʰá-tâtu","makúmí ɡʰá-nkʰonde na ɡʰá-tâtu",NA,"FALSE","{PLU}10⋅{LIG}5+{LIG}3",NA,"10 · (5 + 3)","EAT","10⋅5+3","10⋅5+3","abs(10*5)+3",1,53,FALSE
"293","tumb1250-1-90-1","tumb1250-1",NA,"ninety","90","makúmí ɡʰá-nkʰonde na ɡʰá-nâyi","makúmí ɡʰá-nkʰonde na ɡʰá-nâyi",NA,"FALSE","{PLU}10⋅{LIG}5+{LIG}4",NA,"10 · (5 + 4)","EAT","10⋅5+4","10⋅5+4","abs(10*5)+4",1,54,FALSE
"294","umbu1257-1-80-1","umbu1257-1",NA,"eighty","80","ekwĩ́ĩ́ écelã́lã́","ekwĩ́ĩ́ écelã́lã́",NA,"FALSE","10⋅{PLU?}7",NA,NA,"EAT","10⋅7","10⋅7","abs(10*7)",1,70,FALSE
"295","umbu1257-1-90-1","umbu1257-1",NA,"ninety","90","ekwĩ́ĩ́ éceyá","ekwĩ́ĩ́ éceyá",NA,"FALSE","10⋅{PLU?}8",NA,NA,"EAT","10⋅8","10⋅8","abs(10*8)",1,80,FALSE
"296","vunj1238-1-100-1","vunj1238-1",NA,"one hundred","100","iɡana","iɡana",NA,"FALSE","10",NA,NA,"EAT","10","10","10",1,10,FALSE
"297","vunj1238-1-200-1","vunj1238-1",NA,"two hundred","200","maɡana ɡawi","maɡana ɡawi",NA,"FALSE","10′⋅{?}2",NA,NA,"EAT","10′⋅2","10⋅2","abs(10*2)",1,20,FALSE
"298","vwan1235-1-70-1","vwan1235-1",NA,"seventy","70","ˈfɪɟiɣo ˈlekela ˈlʊbale","ˈfɪɟiɣo ˈlekela ˈlʊbale",NA,"FALSE","{CL}10′⋅6′+1′",NA,NA,"EAT","10′⋅6′+1′","10⋅6+1","abs(10*6)+1",1,61,FALSE
"299","vwan1235-1-80-1","vwan1235-1",NA,"eighty","80","ˈfɪɟiɣo ˈlekela ˈkʷoːni","ˈfɪɟiɣo ˈlekela ˈkʷoːni",NA,"FALSE","{CL}10′⋅6′+2′",NA,NA,"EAT","10′⋅6′+2′","10⋅6+2","abs(10*6)+2",1,62,FALSE
"300","vwan1235-1-90-1","vwan1235-1",NA,"ninety","90","ˈfɪɟiɣo ˈbudika ˈlʊbale","ˈfɪɟiɣo ˈbudika ˈlʊbale",NA,"FALSE","{CL}10′⋅10−1′",NA,NA,"EAT","10′⋅10−1′","10⋅10−1","abs(10*10)-1",1,99,FALSE
"301","xhos1239-1-20-1","xhos1239-1",NA,"twenty","20","amaʃumi amaɓini","amaʃumi amaɓini",NA,"FALSE","{PLU}10+{PLU}2",NA,NA,"EAT","10+2","10+2","10+2",1,12,FALSE
"302","xhos1239-1-21-1","xhos1239-1",NA,"twenty-one","21","amaʃumi amaɓini anaɲɛ","amaʃumi amaɓini anaɲɛ",NA,"FALSE","({PLU}10+{PLU}2)+{PLU}1",NA,NA,"EAT","(10+2)+1","(10+2)+1","abs(10+2)+1",1,13,FALSE
"303","xhos1239-1-22-1","xhos1239-1",NA,"twenty-two","22","amaʃumi amaɓini amambini","amaʃumi amaɓini amambini",NA,"FALSE","({PLU}10+{PLU}2)+{PLU}2",NA,NA,"EAT","(10+2)+2","(10+2)+2","abs(10+2)+2",1,14,FALSE
"304","xhos1239-1-23-1","xhos1239-1",NA,"twenty-three","23","amaʃumi amaɓini anantʼatʰu","amaʃumi amaɓini anantʼatʰu",NA,"FALSE","({PLU}10+{PLU}2)+{PLU}3",NA,NA,"EAT","(10+2)+3","(10+2)+3","abs(10+2)+3",1,15,FALSE
"305","xhos1239-1-24-1","xhos1239-1",NA,"twenty-four","24","amaʃumi amaɓini ananɛ","amaʃumi amaɓini ananɛ",NA,"FALSE","({PLU}10+{PLU}2)+{PLU}4",NA,NA,"EAT","(10+2)+4","(10+2)+4","abs(10+2)+4",1,16,FALSE
"306","xhos1239-1-25-1","xhos1239-1",NA,"twenty-five","25","amaʃumi amaɓini anesiɬʼanu","amaʃumi amaɓini anesiɬʼanu",NA,"FALSE","({PLU}10+{PLU}2)+{PLU}5",NA,NA,"EAT","(10+2)+5","(10+2)+5","abs(10+2)+5",1,17,FALSE
"307","xhos1239-1-26-1","xhos1239-1",NA,"twenty-six","26","amaʃumi amaɓini anesitʰandatʰu","amaʃumi amaɓini anesitʰandatʰu",NA,"FALSE","({PLU}10+{PLU}2)+{PLU}6",NA,NA,"EAT","(10+2)+6","(10+2)+6","abs(10+2)+6",1,18,FALSE
"308","xhos1239-1-27-1","xhos1239-1",NA,"twenty-seven","27","amaʃumi amaɓini anesiǁʰɛŋǁɛ","amaʃumi amaɓini anesiǁʰɛŋǁɛ",NA,"FALSE","({PLU}10+{PLU}2)+{PLU}7",NA,NA,"EAT","(10+2)+7","(10+2)+7","abs(10+2)+7",1,19,FALSE
"309","xhos1239-1-28-1","xhos1239-1",NA,"twenty-eight","28","amaʃumi amaɓini anesib̤ɔzɔ","amaʃumi amaɓini anesib̤ɔzɔ",NA,"FALSE","({PLU}10+{PLU}2)+{PLU}8",NA,NA,"EAT","(10+2)+8","(10+2)+8","abs(10+2)+8",1,20,FALSE
"310","xhos1239-1-29-1","xhos1239-1",NA,"twenty-nine","29","amaʃumi amaɓini anɛtʰɔɓa","amaʃumi amaɓini anɛtʰɔɓa",NA,"FALSE","({PLU}10+{PLU}2)+{PLU}9",NA,NA,"EAT","(10+2)+9","(10+2)+9","abs(10+2)+9",1,21,FALSE
"311","xhos1239-1-30-1","xhos1239-1",NA,"thirty","30","amaʃumi amatʰatʰu","amaʃumi amatʰatʰu",NA,"FALSE","{PLU}10+{PLU}3",NA,NA,"EAT","10+3","10+3","10+3",1,13,FALSE
"312","xhos1239-1-40-1","xhos1239-1",NA,"forty","40","amaʃumi amanɛ","amaʃumi amanɛ",NA,"FALSE","{PLU}10+{PLU}4",NA,NA,"EAT","10+4","10+4","10+4",1,14,FALSE
"313","xhos1239-1-50-1","xhos1239-1",NA,"fifty","50","amaʃumi amaɬanu","amaʃumi amaɬanu",NA,"FALSE","{PLU}10+{PLU}5",NA,NA,"EAT","10+5","10+5","10+5",1,15,FALSE
"314","xhos1239-1-60-1","xhos1239-1",NA,"sixty","60","amaʃumi amatʰandatʰu","amaʃumi amatʰandatʰu",NA,"FALSE","{PLU}10+{PLU}6",NA,NA,"EAT","10+6","10+6","10+6",1,16,FALSE
"315","xhos1239-1-70-1","xhos1239-1",NA,"seventy","70","amaʃumi asiǁʰɛŋǁɛ","amaʃumi asiǁʰɛŋǁɛ",NA,"FALSE","{PLU}10+{PLU}7",NA,NA,"EAT","10+7","10+7","10+7",1,17,FALSE
"316","xhos1239-1-80-1","xhos1239-1",NA,"eighty","80","amaʃumi asib̤ɔzɔ","amaʃumi asib̤ɔzɔ",NA,"FALSE","{PLU}10+{PLU}8",NA,NA,"EAT","10+8","10+8","10+8",1,18,FALSE
"317","xhos1239-1-90-1","xhos1239-1",NA,"ninety","90","amaʃumi alitʰɔɓa","amaʃumi alitʰɔɓa",NA,"FALSE","{PLU}10+{PLU}9",NA,NA,"EAT","10+9","10+9","10+9",1,19,FALSE
"318","yang1293-1-200-2","yang1293-1",NA,"two hundred","200","ètín àt","ètín àt",NA,"FALSE","20′⋅5″","( 20's ten )","20·10","EAT","20′⋅5″","20⋅5","abs(20*5)",1,100,FALSE
"319","yang1293-1-200-2","yang1293-1",NA,"two hundred","200","ètín àt","ètín àt",NA,"FALSE","20′⋅5″",NA,"20·10","EAT","20′⋅5″","20⋅5","abs(20*5)",1,100,FALSE
"320","yans1239-1-2000-1","yans1239-1",NA,"two thousand","2000","mafûnd mayôl","mafûnd mayôl",NA,"FALSE","100⋅2‴",NA,"1000·2","EAT","100⋅2‴","100⋅2","abs(100*2)",1,200,FALSE
"321","yomb1244-1-60-1","yomb1244-1",NA,"sixty","60","mə̀kú mə̀sǎmúnù","mə̀kú mə̀sǎmúnù",NA,"FALSE","10′⋅5′+[1″]","6 likely derived - see above","10·6?","EAT","10′⋅5′+[1″]","10⋅5+1","abs(10*5)+1",1,51,FALSE
"322","yomb1244-1-60-1","yomb1244-1",NA,"sixty","60","mə̀kú mə̀sǎmúnù","mə̀kú mə̀sǎmúnù",NA,"FALSE","10′⋅5′+[1″]",NA,"10·(5+1)","EAT","10′⋅5′+[1″]","10⋅5+1","abs(10*5)+1",1,51,FALSE
"323","yomb1244-1-80-1","yomb1244-1",NA,"eighty","80","náːnə̀ lì məkǔmì","náːnə̀ lì məkǔmì",NA,"FALSE","(5″+2′)⋅10″",NA,"(x4)·10","EAT","(5″+2′)⋅10″","(5+2)⋅10","abs(5+2)*10",1,70,FALSE
