"","Glottocode","ID","is.glossed"
"1935","komp1237","numerals-komp1237-1",TRUE
"1936","komy1238","numerals-komy1238-1",TRUE
"1937","kona1242","numerals-kona1242-3",TRUE
"1938","kond1295","numerals-kond1295-1",TRUE
"1939","kond1303","barlowpacific-kond1303-1",TRUE
"1940","kone1241","numerals-kone1241-1",TRUE
"1941","konk1267","numerals-konk1267-1",TRUE
"1942","konk1269","numerals-konk1269-1",TRUE
"1943","konn1242","numerals-konn1242-1",TRUE
"1944","kono1265","numerals-kono1265-1",TRUE
"1945","kono1268","numerals-kono1268-1",TRUE
"1946","kono1269","barlowpacific-kono1269-1",TRUE
"1947","kony1248","sand-Konyak",TRUE
"1948","koon1244","numerals-koon1244-1",TRUE
"1949","koon1244","numerals-koon1244-2",TRUE
"1950","koon1245","numerals-koon1245-1",TRUE
"1951","koon1246","numerals-koon1246-1",TRUE
"1952","kopa1248","numerals-kopa1248-1",TRUE
"1953","kopk1238","barlowpacific-kopk1238-1",TRUE
"1954","kora1294","barlowpacific-kora1294-1",TRUE
"1955","kora1296","barlowpacific-kora1296-1",TRUE
"1956","kore1280","numerals-kore1280-1",TRUE
"1957","kore1283","numerals-kore1283-1",TRUE
"1958","kork1243","sand-Korku",TRUE
"1959","koro1296","numerals-koro1296-1",TRUE
"1960","koro1298","numerals-koro1298-1",TRUE
"1961","koro1304","numerals-koro1304-1",TRUE
"1962","koro1312","numerals-koro1312-1",TRUE
"1963","koro1313","barlowpacific-koro1313-1",TRUE
"1964","koro1316","sand-Koro_aka",TRUE
"1965","korr1238","numerals-korr1238-1",TRUE
"1966","koru1245","numerals-koru1245-1",TRUE
"1967","koru1247","numerals-koru1247-1",TRUE
"1968","korw1242","numerals-korw1242-1",TRUE
"1969","kory1246","numerals-kory1246-1",TRUE
"1970","kosa1249","numerals-kosa1249-1",TRUE
"1971","kosr1238","numerals-kosr1238-1",TRUE
"1972","kota1263","sand-Kota",TRUE
"1973","kota1274","numerals-kota1274-2",TRUE
"1974","kota1274","numerals-kota1274-1",TRUE
"1975","kota1275","barlowpacific-kota1275-1",TRUE
"1976","koti1238","numerals-koti1238-1",TRUE
"1977","kouy1238","numerals-kouy1238-1",TRUE
"1978","kova1243","barlowpacific-kova1243-1",TRUE
"1979","kove1237","numerals-kove1237-2",TRUE
"1980","kowa1245","barlowpacific-kowa1245-1",TRUE
"1981","kowi1239","numerals-kowi1239-1",TRUE
"1982","koya1251","numerals-koya1251-1",TRUE
"1983","koyo1242","numerals-koyo1242-1",TRUE
"1984","koyr1242","numerals-koyr1242-1",TRUE
"1985","kpas1242","numerals-kpas1242-1",TRUE
"1986","kpee1234","numerals-kpee1234-1",TRUE
"1987","krac1238","numerals-krac1238-1",TRUE
"1988","krah1246","numerals-krah1246-1",TRUE
"1989","kren1239","numerals-kren1239-1",TRUE
"1990","krik1239","numerals-krik1239-1",TRUE
"1991","krim1238","numerals-krim1238-1",TRUE
"1992","kris1246","barlowpacific-kris1246-1",TRUE
"1993","krun1240","numerals-krun1240-1",TRUE
"1994","kryt1240","numerals-kryt1240-1",TRUE
"1995","kuam1234","numerals-kuam1234-1",TRUE
"1996","kuan1247","numerals-kuan1247-1",TRUE
"1997","kuan1248","numerals-kuan1248-1",TRUE
"1998","kuan1249","numerals-kuan1249-1",TRUE
"1999","kuba1248","numerals-kuba1248-1",TRUE
"2000","kube1244","numerals-kube1244-1",TRUE
"2001","kubo1242","barlowpacific-kubo1242-1",TRUE
"2002","kubu1239","barlowpacific-kubu1239-1",TRUE
"2003","kudm1238","sand-Kudmali",TRUE
"2004","kuii1252","numerals-kuii1252-1",TRUE
"2005","kuii1253","numerals-kuii1253-1",TRUE
"2006","kuij1237","barlowpacific-kuij1237-1",TRUE
"2007","kuik1246","numerals-kuik1246-1",TRUE
"2008","kuka1246","bowernnumerals-Kutk",TRUE
"2009","kuke1242","numerals-kuke1242-1",TRUE
"2010","kukk1239","numerals-kukk1239-1",TRUE
"2011","kula1280","numerals-kula1280-2",TRUE
"2012","kuli1254","numerals-kuli1254-1",TRUE
"2013","kuli1255","numerals-kuli1255-1",TRUE
"2014","kull1236","sand-Kulvi",TRUE
"2015","kulo1237","numerals-kulo1237-1",TRUE
"2016","kulu1253","sand-Kulung",TRUE
"2017","kuma1273","sand-Kumaoni",TRUE
"2018","kuma1275","numerals-kuma1275-1",TRUE
"2019","kuma1276","numerals-kuma1276-1",TRUE
"2020","kuma1278","numerals-kuma1278-1",TRUE
"2021","kuma1280","numerals-kuma1280-1",TRUE
"2022","kumb1274","numerals-kumb1274-1",TRUE
"2023","kumi1248","numerals-kumi1248-1",TRUE
"2024","kumu1247","barlowpacific-kumu1247-1",TRUE
"2025","kumy1244","numerals-kumy1244-1",TRUE
"2026","kumz1235","numerals-kumz1235-1",TRUE
"2027","kuna1268","numerals-kuna1268-1",TRUE
"2028","kunb1251","numerals-kunb1251-1",TRUE
"2029","kund1255","numerals-kund1255-1",TRUE
"2030","kund1257","numerals-kund1257-1",TRUE
"2031","kung1260","numerals-kung1260-1",TRUE
"2032","kung1261","numerals-kung1261-1",TRUE
"2033","kuni1263","numerals-kuni1263-1",TRUE
"2034","kuni1265","numerals-kuni1265-1",TRUE
"2035","kuni1267","numerals-kuni1267-1",TRUE
"2036","kuni1268","numerals-kuni1268-1",TRUE
"2037","kunj1246","barlowpacific-kunj1246-1",TRUE
"2038","kuoo1238","numerals-kuoo1238-1",TRUE
"2039","kuot1243","numerals-kuot1243-1",TRUE
"2040","kupa1239","numerals-kupa1239-1",TRUE
"2041","kupi1238","numerals-kupi1238-1",TRUE
"2042","kups1238","numerals-kups1238-1",TRUE
"2043","kura1247","numerals-kura1247-1",TRUE
"2044","kura1249","numerals-kura1249-1",TRUE
"2045","kura1250","numerals-kura1250-1",TRUE
"2046","kuri1259","numerals-kuri1259-1",TRUE
"2047","kuri1260","barlowpacific-kuri1260-1",TRUE
"2048","kurr1243","numerals-kurr1243-1",TRUE
"2049","kurr1245","barlowpacific-kurr1245-1",TRUE
"2050","kurt1248","numerals-kurt1248-1",TRUE
"2051","kurt1250","barlowpacific-kurt1250-2",TRUE
"2052","kuru1301","sand-Kurukh",TRUE
"2053","kuru1302","numerals-kuru1302-1",TRUE
"2054","kuru1305","numerals-kuru1305-2",TRUE
"2055","kuru1309","numerals-kuru1309-1",TRUE
"2056","kusa1250","numerals-kusa1250-1",TRUE
"2057","kusa1251","numerals-kusa1251-1",TRUE
"2058","kusu1250","numerals-kusu1250-1",TRUE
"2059","kuta1241","numerals-kuta1241-1",TRUE
"2060","kute1248","numerals-kute1248-1",TRUE
"2061","kute1249","numerals-kute1249-1",TRUE
"2062","kutu1263","numerals-kutu1263-1",TRUE
"2063","kuun1236","bowernnumerals-Kuung",TRUE
"2064","kuvi1243","numerals-kuvi1243-1",TRUE
"2065","kuwa1246","numerals-kuwa1246-1",TRUE
"2066","kuwa1247","numerals-kuwa1247-1",TRUE
"2067","kuyy1240","numerals-kuyy1240-1",TRUE
"2068","kven1236","numerals-kven1236-1",TRUE
"2069","kwaa1262","numerals-kwaa1262-1",TRUE
"2070","kwai1243","numerals-kwai1243-1",TRUE
"2071","kwaj1242","numerals-kwaj1242-1",TRUE
"2072","kwak1266","numerals-kwak1266-1",TRUE
"2073","kwak1269","numerals-kwak1269-1",TRUE
"2074","kwam1252","numerals-kwam1252-1",TRUE
"2075","kwan1273","numerals-kwan1273-1",TRUE
"2076","kwan1276","numerals-kwan1276-1",TRUE
"2077","kwan1278","numerals-kwan1278-1",TRUE
"2078","kwar1239","numerals-kwar1239-1",TRUE
"2079","kwas1243","numerals-kwas1243-1",TRUE
"2080","kwat1244","barlowpacific-kwat1244-1",TRUE
"2081","kway1241","numerals-kway1241-1",TRUE
"2082","kwaz1243","numerals-kwaz1243-1",TRUE
"2083","kwer1261","numerals-kwer1261-1",TRUE
"2084","kwer1263","numerals-kwer1263-1",TRUE
"2085","kwer1264","barlowpacific-kwer1264-1",TRUE
"2086","kwer1265","barlowpacific-kwer1265-1",TRUE
"2087","kwes1245","barlowpacific-kwes1245-1",TRUE
"2088","kwom1262","numerals-kwom1262-1",TRUE
"2089","kxoe1243","numerals-kxoe1243-1",TRUE
"2090","kyak1244","barlowpacific-kyak1244-2",TRUE
"2091","kyen1242","numerals-kyen1242-1",TRUE
"2092","kyen1243","barlowpacific-kyen1243-1",TRUE
"2093","laal1241","numerals-laal1241-1",TRUE
"2094","laal1242","numerals-laal1242-2",TRUE
"2095","laar1238","numerals-laar1238-1",TRUE
"2096","labo1244","numerals-labo1244-2",TRUE
"2097","labu1248","numerals-labu1248-1",TRUE
"2098","labu1249","barlowpacific-labu1249-2",TRUE
"2099","lach1248","numerals-lach1248-1",TRUE
"2100","lach1249","numerals-lach1249-1",TRUE
"2101","lada1244","sand-Ladakhi",TRUE
"2102","ladi1250","numerals-ladi1250-1",TRUE
"2103","ladi1251","numerals-ladi1251-1",TRUE
"2104","lagh1245","numerals-lagh1245-1",TRUE
"2105","laha1250","numerals-laha1250-1",TRUE
"2106","laha1251","numerals-laha1251-1",TRUE
"2107","laha1253","numerals-laha1253-1",TRUE
"2108","lahu1252","numerals-lahu1252-1",TRUE
"2109","lahu1253","numerals-lahu1253-1",TRUE
"2110","laim1240","numerals-laim1240-1",TRUE
"2111","laka1255","numerals-laka1255-1",TRUE
"2112","lake1258","numerals-lake1258-1",TRUE
"2113","laki1244","numerals-laki1244-1",TRUE
"2114","lakk1238","numerals-lakk1238-1",TRUE
"2115","lakk1252","numerals-lakk1252-1",TRUE
"2116","lako1244","numerals-lako1244-1",TRUE
"2117","lako1245","numerals-lako1245-1",TRUE
"2118","lako1247","numerals-lako1247-1",TRUE
"2119","lako1248","numerals-lako1248-1",TRUE
"2120","laku1238","numerals-laku1238-1",TRUE
"2121","lala1264","numerals-lala1264-1",TRUE
"2122","lala1265","numerals-lala1265-1",TRUE
"2123","lala1268","numerals-lala1268-2",TRUE
"2124","lala1270","numerals-lala1270-1",TRUE
"2125","lama1275","numerals-lama1275-1",TRUE
"2126","lama1278","numerals-lama1278-1",TRUE
"2127","lamb1269","numerals-lamb1269-1",TRUE
"2128","lamb1273","numerals-lamb1273-1",TRUE
"2129","lame1256","numerals-lame1256-1",TRUE
"2130","lame1260","numerals-lame1260-1",TRUE
"2131","lamk1238","numerals-lamk1238-1",TRUE
"2132","lamm1241","numerals-lamm1241-1",TRUE
"2133","lamn1239","numerals-lamn1239-1",TRUE
"2134","lamo1244","numerals-lamo1244-1",TRUE
"2135","lamp1242","numerals-lamp1242-1",TRUE
"2136","lamp1243","barlowpacific-lamp1243-1",TRUE
"2137","lana1236","barlowpacific-lana1236-1",TRUE
"2138","land1256","numerals-land1256-1",TRUE
"2139","lang1309","numerals-lang1309-1",TRUE
"2140","lang1316","numerals-lang1316-1",TRUE
"2141","lang1318","numerals-lang1318-1",TRUE
"2142","lang1320","numerals-lang1320-1",TRUE
"2143","lang1320","numerals-lang1320-2",TRUE
"2144","lang1324","numerals-lang1324-1",TRUE
"2145","lang1328","barlowpacific-lang1328-2",TRUE
"2146","lano1248","numerals-lano1248-1",TRUE
"2147","laom1237","numerals-laom1237-1",TRUE
"2148","laoo1244","numerals-laoo1244-1",TRUE
"2149","lapu1236","barlowpacific-lapu1236-1",TRUE
"2150","lara1260","barlowpacific-lara1260-1",TRUE
"2151","lare1249","numerals-lare1249-1",TRUE
"2152","larg1235","numerals-larg1235-1",TRUE
"2153","lari1253","numerals-lari1253-1",TRUE
"2154","lari1255","numerals-lari1255-1",TRUE
"2155","lart1238","numerals-lart1238-1",TRUE
"2156","lasa1237","numerals-lasa1237-1",TRUE
"2157","lash1243","numerals-lash1243-1",TRUE
"2158","lati1261","numerals-lati1261-1",TRUE
"2159","latv1249","numerals-latv1249-1",TRUE
"2160","laua1245","barlowpacific-laua1245-1",TRUE
"2161","lauj1238","numerals-lauj1238-1",TRUE
"2162","lauu1247","numerals-lauu1247-1",TRUE
"2163","lava1239","numerals-lava1239-1",TRUE
"2164","lave1248","numerals-lave1248-1",TRUE
"2165","lave1249","numerals-lave1249-1",TRUE
"2166","lavu1241","numerals-lavu1241-1",TRUE
"2167","lawu1237","numerals-lawu1237-1",TRUE
"2168","laze1238","numerals-laze1238-1",TRUE
"2169","lazz1240","numerals-lazz1240-1",TRUE
"2170","leal1235","numerals-leal1235-1",TRUE
"2171","leco1242","numerals-leco1242-1",TRUE
"2172","ledo1238","numerals-ledo1238-1",TRUE
"2173","lefa1242","numerals-lefa1242-1",TRUE
"2174","lega1249","numerals-lega1249-1",TRUE
"2175","lega1250","numerals-lega1250-1",TRUE
"2176","lega1250","numerals-lega1250-2",TRUE
"2177","lege1241","barlowpacific-lege1241-1",TRUE
"2178","leha1242","numerals-leha1242-1",TRUE
"2179","leha1244","barlowpacific-leha1244-1",TRUE
"2180","lein1237","numerals-lein1237-1",TRUE
"2181","leip1237","barlowpacific-leip1237-2",TRUE
"2182","lela1246","barlowpacific-lela1246-1",TRUE
"2183","lele1265","numerals-lele1265-1",TRUE
"2184","lele1266","numerals-lele1266-1",TRUE
"2185","lele1267","numerals-lele1267-1",TRUE
"2186","lele1270","numerals-lele1270-1",TRUE
"2187","lemb1266","barlowpacific-lemb1266-2",TRUE
"2188","leme1238","numerals-leme1238-1",TRUE
"2189","lemi1243","barlowpacific-lemi1243-1",TRUE
"2190","lemo1243","barlowpacific-lemo1243-1",TRUE
"2191","lena1238","numerals-lena1238-1",TRUE
"2192","leng1258","numerals-leng1258-1",TRUE
"2193","leng1259","numerals-leng1259-1",TRUE
"2194","leng1262","numerals-leng1262-1",TRUE
"2195","lenj1248","numerals-lenj1248-1",TRUE
"2196","lenk1247","barlowpacific-lenk1247-2",TRUE
"2197","lepc1244","numerals-lepc1244-2",TRUE
"2198","lesi1239","barlowpacific-lesi1239-1",TRUE
"2199","lete1241","numerals-lete1241-1",TRUE
"2200","leti1246","numerals-leti1246-1",TRUE
"2201","levu1239","numerals-levu1239-1",TRUE
"2202","lewo1242","numerals-lewo1242-1",TRUE
"2203","lewo1244","numerals-lewo1244-1",TRUE
"2204","lewo1251","numerals-lewo1251-1",TRUE
"2205","lezg1247","numerals-lezg1247-1",TRUE
"2206","lhom1239","numerals-lhom1239-1",TRUE
"2207","liab1237","numerals-liab1237-1",TRUE
"2208","lian1251","numerals-lian1251-1",TRUE
"2209","lian1255","numerals-lian1255-1",TRUE
"2210","lian1259","numerals-lian1259-1",TRUE
"2211","libe1247","numerals-libe1247-1",TRUE
"2212","ligu1248","numerals-ligu1248-1",TRUE
"2213","lihi1237","numerals-lihi1237-1",TRUE
"2214","liji1238","numerals-liji1238-1",TRUE
"2215","lika1243","numerals-lika1243-1",TRUE
"2216","liki1241","numerals-liki1241-1",TRUE
"2217","liku1243","barlowpacific-liku1243-2",TRUE
"2218","likw1239","numerals-likw1239-1",TRUE
"2219","lila1246","barlowpacific-lila1246-1",TRUE
"2220","lill1248","numerals-lill1248-1",TRUE
"2221","lima1246","numerals-lima1246-1",TRUE
"2222","limb1263","numerals-limb1263-1",TRUE
"2223","limb1266","numerals-limb1266-1",TRUE
"2224","limb1268","numerals-limb1268-1",TRUE
"2225","limo1246","numerals-limo1246-1",TRUE
"2226","limo1248","numerals-limo1248-1",TRUE
"2227","lind1248","numerals-lind1248-1",TRUE
"2228","ling1262","numerals-ling1262-1",TRUE
"2229","ling1263","numerals-ling1263-1",TRUE
"2230","ling1265","numerals-ling1265-1",TRUE
"2231","lioo1240","numerals-lioo1240-1",TRUE
"2232","lipo1242","numerals-lipo1242-1",TRUE
"2233","lisa1239","numerals-lisa1239-1",TRUE
"2234","lise1239","barlowpacific-lise1239-2",TRUE
"2235","lish1235","numerals-lish1235-1",TRUE
"2236","lish1245","numerals-lish1245-1",TRUE
"2237","lish1246","numerals-lish1246-1",TRUE
"2238","lish1247","numerals-lish1247-1",TRUE
"2239","lisu1250","numerals-lisu1250-1",TRUE
"2240","lith1251","numerals-lith1251-1",TRUE
"2241","litz1237","numerals-litz1237-1",TRUE
"2242","livv1243","numerals-livv1243-1",TRUE
"2243","livv1244","numerals-livv1244-1",TRUE
"2244","loba1239","numerals-loba1239-1",TRUE
"2245","lobi1245","numerals-lobi1245-1",TRUE
"2246","lodh1246","numerals-lodh1246-1",TRUE
"2247","logb1245","numerals-logb1245-1",TRUE
"2248","logo1258","numerals-logo1258-1",TRUE
"2249","logo1259","numerals-logo1259-1",TRUE
"2250","logu1236","numerals-logu1236-1",TRUE
"2251","loka1252","numerals-loka1252-1",TRUE
"2252","loko1255","numerals-loko1255-1",TRUE
"2253","lola1248","numerals-lola1248-1",TRUE
"2254","lola1250","numerals-lola1250-1",TRUE
"2255","lole1239","numerals-lole1239-1",TRUE
"2256","lolo1259","numerals-lolo1259-1",TRUE
"2257","lolo1264","barlowpacific-lolo1264-2",TRUE
"2258","loma1260","numerals-loma1260-1",TRUE
"2259","lomb1257","numerals-lomb1257-1",TRUE
"2260","lonc1237","numerals-lonc1237-1",TRUE
"2261","long1387","numerals-long1387-1",TRUE
"2262","long1389","numerals-long1389-1",TRUE
"2263","long1395","numerals-long1395-1",TRUE
"2264","long1406","barlowpacific-long1406-1",TRUE
"2265","loni1238","numerals-loni1238-1",TRUE
"2266","lonw1238","numerals-lonw1238-1",TRUE
"2267","lopi1242","numerals-lopi1242-1",TRUE
"2268","lora1237","numerals-lora1237-1",TRUE
"2269","lore1244","numerals-lore1244-1",TRUE
"2270","lote1237","numerals-lote1237-1",TRUE
"2271","loth1237","sand-Lotha_1",TRUE
"2272","loth1237","sand-Lotha_2",TRUE
"2273","loto1240","numerals-loto1240-1",TRUE
"2274","lotu1250","numerals-lotu1250-1",TRUE
"2275","louu1245","numerals-louu1245-1",TRUE
"2276","lowa1242","numerals-lowa1242-1",TRUE
"2277","lowe1385","numerals-lowe1385-1",TRUE
"2278","lowe1395","numerals-lowe1395-1",TRUE
"2279","lowe1412","numerals-lowe1412-1",TRUE
"2280","lowe1415","barlowpacific-lowe1415-1",TRUE
"2281","lowl1260","numerals-lowl1260-1",TRUE
"2282","lowl1265","numerals-lowl1265-1",TRUE
"2283","loxi1235","numerals-loxi1235-1",TRUE
"2284","lozi1239","numerals-lozi1239-1",TRUE
"2285","luan1263","numerals-luan1263-1",TRUE
"2286","luba1249","numerals-luba1249-1",TRUE
"2287","luba1250","numerals-luba1250-1",TRUE
"2288","lubu1241","barlowpacific-lubu1241-1",TRUE
"2289","lubu1243","numerals-lubu1243-1",TRUE
"2290","luch1239","numerals-luch1239-1",TRUE
"2291","ludi1246","numerals-ludi1246-1",TRUE
"2292","lufu1237","numerals-lufu1237-1",TRUE
"2293","lugb1240","numerals-lugb1240-1",TRUE
"2294","luhu1243","numerals-luhu1243-1",TRUE
"2295","luis1253","numerals-luis1253-1",TRUE
"2296","lukp1238","numerals-lukp1238-1",TRUE
"2297","lule1254","numerals-lule1254-1",TRUE
"2298","lumb1249","numerals-lumb1249-1",TRUE
"2299","lund1271","numerals-lund1271-1",TRUE
"2300","lung1249","numerals-lung1249-1",TRUE
"2301","luok1236","numerals-luok1236-1",TRUE
"2302","luop1235","numerals-luop1235-1",TRUE
"2303","lush1249","numerals-lush1249-1",TRUE
"2304","lush1252","numerals-lush1252-1",TRUE
"2305","lusi1240","numerals-lusi1240-1",TRUE
"2306","luto1241","numerals-luto1241-1",TRUE
"2307","luuu1242","numerals-luuu1242-1",TRUE
"2308","luwo1239","numerals-luwo1239-1",TRUE
"2309","luxe1241","numerals-luxe1241-1",TRUE
"2310","lyel1241","numerals-lyel1241-1",TRUE
"2311","lyng1241","numerals-lyng1241-1",TRUE
"2312","maan1238","numerals-maan1238-1",TRUE
"2313","maas1239","numerals-maas1239-1",TRUE
"2314","maba1273","numerals-maba1273-1",TRUE
"2315","maba1278","barlowpacific-maba1278-1",TRUE
"2316","maba1279","barlowpacific-maba1279-1",TRUE
"2317","maca1259","numerals-maca1259-1",TRUE
"2318","maca1260","numerals-maca1260-1",TRUE
"2319","mace1250","numerals-mace1250-1",TRUE
"2320","mach1266","numerals-mach1266-1",TRUE
"2321","mach1267","numerals-mach1267-1",TRUE
"2322","maco1239","numerals-maco1239-1",TRUE
"2323","macr1269","googleuninum-ori",TRUE
"2324","macu1259","numerals-macu1259-1",TRUE
"2325","macu1260","numerals-macu1260-1",TRUE
"2326","mada1282","numerals-mada1282-1",TRUE
"2327","mada1285","numerals-mada1285-1",TRUE
"2328","made1253","numerals-made1253-1",TRUE
"2329","madi1260","numerals-madi1260-1",TRUE
"2330","madi1261","numerals-madi1261-1",TRUE
"2331","madn1237","numerals-madn1237-1",TRUE
"2332","madu1248","barlowpacific-madu1248-1",TRUE
"2333","maee1241","numerals-maee1241-1",TRUE
"2334","maen1235","barlowpacific-maen1235-1",TRUE
"2335","mafe1237","numerals-mafe1237-1",TRUE
"2336","maga1260","sand-Khortha",TRUE
"2337","maga1263","numerals-maga1263-1",TRUE
"2338","magd1235","numerals-magd1235-1",TRUE
"2339","magi1241","numerals-magi1241-1",TRUE
"2340","magi1243","barlowpacific-magi1243-2",TRUE
"2341","mago1248","numerals-mago1248-1",TRUE
"2342","magu1243","numerals-magu1243-1",TRUE
"2343","maha1291","numerals-maha1291-1",TRUE
"2344","maha1309","barlowpacific-maha1309-2",TRUE
"2345","mahi1249","barlowpacific-mahi1249-1",TRUE
"2346","maho1249","numerals-maho1249-1",TRUE
"2347","maia1251","numerals-maia1251-1",TRUE
"2348","maia1253","barlowpacific-maia1253-2",TRUE
"2349","maia1254","numerals-maia1254-1",TRUE
"2350","maib1239","numerals-maib1239-1",TRUE
"2351","maii1238","numerals-maii1238-1",TRUE
"2352","mail1248","numerals-mail1248-1",TRUE
"2353","main1275","numerals-main1275-2",TRUE
"2354","mais1250","numerals-mais1250-1",TRUE
"2355","mait1250","numerals-mait1250-1",TRUE
"2356","maiw1249","numerals-maiw1249-1",TRUE
"2357","maiw1251","numerals-maiw1251-1",TRUE
"2358","maka1305","barlowpacific-maka1305-1",TRUE
"2359","maka1311","numerals-maka1311-1",TRUE
"2360","maka1315","barlowpacific-maka1315-2",TRUE
"2361","maka1316","numerals-maka1316-1",TRUE
"2362","maka1318","numerals-maka1318-1",TRUE
"2363","makc1235","numerals-makc1235-1",TRUE
"2364","make1251","numerals-make1251-1",TRUE
"2365","makh1261","numerals-makh1261-1",TRUE
"2366","makh1262","numerals-makh1262-1",TRUE
"2367","makl1246","barlowpacific-makl1246-2",TRUE
"2368","mako1250","barlowpacific-mako1250-1",TRUE
"2369","maku1273","numerals-maku1273-1",TRUE
"2370","maku1277","numerals-maku1277-1",TRUE
"2371","maku1278","numerals-maku1278-1",TRUE
"2372","makw1236","numerals-makw1236-1",TRUE
"2373","maky1235","numerals-maky1235-1",TRUE
"2374","mala1458","numerals-mala1458-1",TRUE
"2375","mala1464","sand-Malayalam",TRUE
"2376","mala1479","numerals-mala1479-1",TRUE
"2377","mala1481","barlowpacific-mala1481-1",TRUE
"2378","mala1484","numerals-mala1484-1",TRUE
"2379","mala1494","barlowpacific-mala1494-1",TRUE
"2380","mala1495","barlowpacific-mala1495-1",TRUE
"2381","mala1522","numerals-mala1522-1",TRUE
"2382","mala1534","barlowpacific-mala1534-1",TRUE
"2383","malb1235","numerals-malb1235-1",TRUE
"2384","male1282","numerals-male1282-1",TRUE
"2385","male1289","numerals-male1289-1",TRUE
"2386","male1291","barlowpacific-male1291-3",TRUE
"2387","male1292","numerals-male1292-1",TRUE
"2388","male1297","numerals-male1297-1",TRUE
"2389","malf1237","numerals-malf1237-1",TRUE
"2390","mali1284","numerals-mali1284-1",TRUE
"2391","mall1246","numerals-mall1246-1",TRUE
"2392","maln1239","bowernnumerals-Malng",TRUE
"2393","malo1243","numerals-malo1243-2",TRUE
"2394","malo1245","numerals-malo1245-1",TRUE
"2395","malu1245","numerals-malu1245-1",TRUE
"2396","malv1243","numerals-malv1243-1",TRUE
"2397","mama1271","numerals-mama1271-1",TRUE
"2398","mama1275","numerals-mama1275-1",TRUE
"2399","mama1276","numerals-mama1276-1",TRUE
"2400","mama1277","barlowpacific-mama1277-1",TRUE
"2401","mama1278","numerals-mama1278-1",TRUE
"2402","mamb1305","numerals-mamb1305-1",TRUE
"2403","mamb1306","numerals-mamb1306-1",TRUE
"2404","mamp1244","numerals-mamp1244-1",TRUE
"2405","mamu1254","numerals-mamu1254-1",TRUE
"2406","mamu1255","numerals-mamu1255-1",TRUE
"2407","mana1288","numerals-mana1288-1",TRUE
"2408","mana1295","numerals-mana1295-1",TRUE
"2409","mana1298","numerals-mana1298-1",TRUE
"2410","manc1252","numerals-manc1252-1",TRUE
"2411","mand1409","numerals-mand1409-1",TRUE
"2412","mand1415","numerals-mand1415-1",TRUE
"2413","mand1436","numerals-mand1436-1",TRUE
"2414","mand1440","numerals-mand1440-1",TRUE
"2415","mand1442","barlowpacific-mand1442-2",TRUE
"2416","mand1443","numerals-mand1443-1",TRUE
"2417","mand1444","barlowpacific-mand1444-2",TRUE
"2418","mand1445","barlowpacific-mand1445-3",TRUE
"2419","mane1266","barlowpacific-mane1266-1",TRUE
"2420","mang1378","numerals-mang1378-1",TRUE
"2421","mang1383","bowernnumerals-Mang",TRUE
"2422","mang1394","numerals-mang1394-1",TRUE
"2423","mang1398","numerals-mang1398-1",TRUE
"2424","mang1399","numerals-mang1399-1",TRUE
"2425","mang1401","numerals-mang1401-1",TRUE
"2426","mang1403","numerals-mang1403-1",TRUE
"2427","mang1404","barlowpacific-mang1404-1",TRUE
"2428","mang1405","numerals-mang1405-1",TRUE
"2429","mani1235","numerals-mani1235-1",TRUE
"2430","mani1292","numerals-mani1292-1",TRUE
"2431","mani1297","numerals-mani1297-1",TRUE
"2432","mank1251","numerals-mank1251-1",TRUE
"2433","mank1256","numerals-mank1256-1",TRUE
"2434","manm1238","numerals-manm1238-1",TRUE
"2435","mann1246","numerals-mann1246-1",TRUE
"2436","mann1248","numerals-mann1248-1",TRUE
"2437","mano1275","numerals-mano1275-1",TRUE
"2438","mans1258","numerals-mans1258-1",TRUE
"2439","mans1259","numerals-mans1259-1",TRUE
"2440","mans1260","barlowpacific-mans1260-1",TRUE
"2441","mans1262","numerals-mans1262-1",TRUE
"2442","mant1265","numerals-mant1265-1",TRUE
"2443","manu1255","numerals-manu1255-1",TRUE
"2444","manu1258","barlowpacific-manu1258-1",TRUE
"2445","manx1243","numerals-manx1243-1",TRUE
"2446","maon1238","sand-Mao",TRUE
"2447","maon1241","numerals-maon1241-1",TRUE
"2448","maor1246","numerals-maor1246-1",TRUE
"2449","mapa1244","numerals-mapa1244-1",TRUE
"2450","mape1249","numerals-mape1249-1",TRUE
"2451","mapi1250","barlowpacific-mapi1250-2",TRUE
"2452","mapo1242","numerals-mapo1242-1",TRUE
"2453","mapo1246","numerals-mapo1246-1",TRUE
"2454","mapu1244","numerals-mapu1244-1",TRUE
"2455","mapu1245","numerals-mapu1245-1",TRUE
"2456","maqu1238","numerals-maqu1238-1",TRUE
"2457","mara1378","sand-Marathi",TRUE
"2458","mara1379","numerals-mara1379-1",TRUE
"2459","mara1382","numerals-mara1382-1",TRUE
"2460","mara1397","barlowpacific-mara1397-1",TRUE
"2461","mara1399","numerals-mara1399-1",TRUE
"2462","mara1404","numerals-mara1404-1",TRUE
"2463","mare1261","barlowpacific-mare1261-1",TRUE
"2464","mari1414","numerals-mari1414-1",TRUE
"2465","mari1416","numerals-mari1416-1",TRUE
"2466","mari1419","numerals-mari1419-1",TRUE
"2467","mari1421","numerals-mari1421-1",TRUE
"2468","mari1426","numerals-mari1426-1",TRUE
"2469","mari1428","numerals-mari1428-1",TRUE
"2470","mari1429","barlowpacific-mari1429-1",TRUE
"2471","mari1430","numerals-mari1430-1",TRUE
