"","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Glosser","Alternate_gloss","Comment_glosser"
"2511","numerals-lozi1239-1-six-1","numerals-lozi1239-1","Chan2019","six","6","sìlèlà","silela",NA,"FALSE","6","EAT",NA,NA
"2512","numerals-lozi1239-1-six-2","numerals-lozi1239-1","Chan2019","six","6","kètálìzóɦò nìkálì káɲwì","ketalizohonikalikanwi",NA,"FALSE","5+{LIG}1","EAT",NA,NA
"2513","numerals-lozi1239-1-seven-1","numerals-lozi1239-1","Chan2019","seven","7","sùpà","supa",NA,"FALSE","7","EAT",NA,NA
"2514","numerals-lozi1239-1-seven-2","numerals-lozi1239-1","Chan2019","seven","7","kètálìzóɦò nìtòtùβélí","ketalizohonitotubeli",NA,"FALSE","5+{LIG}2","EAT",NA,NA
"2515","numerals-lozi1239-1-eight-1","numerals-lozi1239-1","Chan2019","eight","8","kètálìzóɦò nítòtùlálù","ketalizohonitotulalu",NA,"FALSE","5+{LIG}3","EAT",NA,NA
"2516","numerals-lozi1239-1-nine-1","numerals-lozi1239-1","Chan2019","nine","9","kètálìzóɦò nítòtúnè","ketalizohonitotune",NA,"FALSE","5+{LIG}4","EAT",NA,NA
"2517","numerals-lozi1239-1-ten-1","numerals-lozi1239-1","Chan2019","ten","10","lìʃúmì","lisumi",NA,"FALSE","10","EAT",NA,NA
"2518","numerals-lozi1239-1-eleven-1","numerals-lozi1239-1","Chan2019","eleven","11","lìʃúmì nìkálì káɲwì","lisuminikalikanwi",NA,"FALSE","10+{LIG}1","EAT",NA,NA
"2519","numerals-lozi1239-1-twelve-1","numerals-lozi1239-1","Chan2019","twelve","12","lìʃúmì nítòtùβélì","lisuminitotubeli",NA,"FALSE","10+{LIG}2","EAT",NA,NA
"2520","numerals-lozi1239-1-thirteen-1","numerals-lozi1239-1","Chan2019","thirteen","13","lìʃúmì nítòtùlálù","lisuminitotulalu",NA,"FALSE","10+{LIG}3","EAT",NA,NA
"2521","numerals-lozi1239-1-fourteen-1","numerals-lozi1239-1","Chan2019","fourteen","14","lìʃúmì nítòtúnè","lisuminitotune",NA,"FALSE","10+{LIG}4","EAT",NA,NA
"2522","numerals-lozi1239-1-fifteen-1","numerals-lozi1239-1","Chan2019","fifteen","15","lìʃúmì níkètálìzóɦò","lisuminiketalizoho",NA,"FALSE","10+{LIG}5","EAT",NA,NA
"2523","numerals-lozi1239-1-sixteen-1","numerals-lozi1239-1","Chan2019","sixteen","16","lìʃúmì níkètálìzóɦò nìkálì káɲwì","lisuminiketalizohonikalikanwi",NA,"FALSE","10+{LIG}5+{LIG}1","EAT",NA,NA
"2524","numerals-lozi1239-1-seventeen-1","numerals-lozi1239-1","Chan2019","seventeen","17","lìʃúmì níkètálìzóɦò nìtòtùβélì","lisuminiketalizohonitotubeli",NA,"FALSE","10+{LIG}5+{LIG}2","EAT",NA,NA
"2525","numerals-lozi1239-1-eighteen-1","numerals-lozi1239-1","Chan2019","eighteen","18","lìʃúmì níkètálìzóɦò nítòtùlálù","lisuminiketalizohonitotulalu",NA,"FALSE","10+{LIG}5+{LIG}3","EAT",NA,NA
"2526","numerals-lozi1239-1-nineteen-1","numerals-lozi1239-1","Chan2019","nineteen","19","lìʃúmì níkètálìzóɦò nítòtúnè","lisuminiketalizohonitotune",NA,"FALSE","10+{LIG}5+{LIG}4","EAT",NA,NA
"2527","numerals-lozi1239-1-twenty-1","numerals-lozi1239-1","Chan2019","twenty","20","màʃúmè àmàβélì","masumeamabeli",NA,"FALSE","10·2","EAT",NA,NA
"2528","numerals-lozi1239-1-twentyone-1","numerals-lozi1239-1","Chan2019","twentyone","21","màʃúmè àmàβélì nìkálì káɲwì","masumeamabelinikalikanwi",NA,"FALSE","(10·2)+{and}1","EAT",NA,NA
"2529","numerals-lozi1239-1-twentytwo-1","numerals-lozi1239-1","Chan2019","twentytwo","22","màʃúmè àmàβélì nìtòtùβélí","masumeamabelinitotubeli",NA,"FALSE","(10·2)+{and}2","EAT",NA,NA
"2530","numerals-lozi1239-1-twentythree-1","numerals-lozi1239-1","Chan2019","twentythree","23","màʃúmè àmàβélì nítòtùlálu","masumeamabelinitotulalu",NA,"FALSE","(10·2)+{and}3","EAT",NA,NA
"2531","numerals-lozi1239-1-twentyfour-1","numerals-lozi1239-1","Chan2019","twentyfour","24","màʃúmè àmàβélì nítòtúne","masumeamabelinitotune",NA,"FALSE","(10·2)+{and}4","EAT",NA,NA
"2532","numerals-lozi1239-1-twentyfive-1","numerals-lozi1239-1","Chan2019","twentyfive","25","màʃúmè àmàβélì níkètálìzóɦò","masumeamabeliniketalizoho",NA,"FALSE","(10·2)+{and}5","EAT",NA,NA
"2533","numerals-lozi1239-1-thirty-1","numerals-lozi1239-1","Chan2019","thirty","30","màʃúmè àmàlálù","masumeamalalu",NA,"FALSE","10·3","EAT",NA,NA
"2534","numerals-lozi1239-1-forty-1","numerals-lozi1239-1","Chan2019","forty","40","màʃúmè àmànè","masumeamane",NA,"FALSE","10·4","EAT",NA,NA
"2535","numerals-lozi1239-1-fifty-1","numerals-lozi1239-1","Chan2019","fifty","50","màʃúmè àkètálìzóɦò","masumeaketalizoho",NA,"FALSE","10·5","EAT",NA,NA
"2536","numerals-lozi1239-1-sixty-1","numerals-lozi1239-1","Chan2019","sixty","60","màʃúmè àsìtèlà","masumeasitela",NA,"FALSE","10·6","EAT",NA,NA
"2537","numerals-lozi1239-1-sixty-2","numerals-lozi1239-1","Chan2019","sixty","60","màʃúmè àkètálìzóɦò nílìʃúmì lèlíɲwì","masumeaketalizohonilisumilelinwi",NA,"FALSE","10·(5+{LIG}1)","EAT",NA,NA
"2538","numerals-lozi1239-1-seventy-1","numerals-lozi1239-1","Chan2019","seventy","70","màʃúmè àsúpà","masumeasupa",NA,"FALSE","10·7","EAT",NA,NA
"2539","numerals-lozi1239-1-seventy-2","numerals-lozi1239-1","Chan2019","seventy","70","màʃúmè àkètálìzóɦò nímàʃúmì àmàβélì","masumeaketalizohonimasumiamabeli",NA,"FALSE","10·(5+{LIG}2)","EAT",NA,NA
"2540","numerals-lozi1239-1-eighty-1","numerals-lozi1239-1","Chan2019","eighty","80","màʃúmè àkètálìzóɦò nímàʃúmè àmàlálù","masumeaketalizohonimasumeamalalu",NA,"FALSE","10·(5+{LIG}3)","EAT",NA,NA
"2541","numerals-lozi1239-1-ninety-1","numerals-lozi1239-1","Chan2019","ninety","90","màʃúmè àkètálìzóɦò nímàʃúmè àmànè","masumeaketalizohonimasumeamane",NA,"FALSE","10·(5+{LIG}4)","EAT",NA,NA
"2542","numerals-lozi1239-1-hundred-1","numerals-lozi1239-1","Chan2019","hundred","100","mwàndà","mwanda",NA,"FALSE","100","EAT",NA,NA
"2543","numerals-lozi1239-1-twohundred-1","numerals-lozi1239-1","Chan2019","twohundred","200","ɱàːndà jèmìβélì","mandajemibeli",NA,"FALSE","100·2","EAT",NA,NA
"2544","numerals-lozi1239-1-thousand-1","numerals-lozi1239-1","Chan2019","thousand","1000","sìkìtì","sikiti",NA,"FALSE","1000","EAT",NA,NA
"2545","numerals-lozi1239-1-thousand-2","numerals-lozi1239-1","Chan2019","thousand","1000","lùlè","lule",NA,"FALSE","1000’","EAT",NA,NA
"2546","numerals-lozi1239-1-twothousand-1","numerals-lozi1239-1","Chan2019","twothousand","2000","lìkítì zèpélì","likitizepeli",NA,"FALSE","1000·2","EAT",NA,NA
"2547","numerals-lukp1238-1-one-1","numerals-lukp1238-1","Chan2019","one","1","kʊ̀lʊ̀m","kulum","","FALSE","1","EAT",NA,NA
"2548","numerals-lukp1238-1-two-1","numerals-lukp1238-1","Chan2019","two","2","naalɛ̀","naale","","FALSE","2","EAT",NA,NA
"2549","numerals-lukp1238-1-three-1","numerals-lukp1238-1","Chan2019","three","3","tòòsó","tooso","","FALSE","3","EAT",NA,NA
"2550","numerals-lukp1238-1-four-1","numerals-lukp1238-1","Chan2019","four","4","naasá","naasa","","FALSE","4","EAT",NA,NA
"2551","numerals-lukp1238-1-five-1","numerals-lukp1238-1","Chan2019","five","5","kàk͡pásɪ̀","kakpasi","","FALSE","5","EAT",NA,NA
"2552","numerals-lukp1238-1-six-1","numerals-lukp1238-1","Chan2019","six","6","náátòsò","naatoso","( 2 x 3 ??)","FALSE","2·3","EAT",NA,NA
"2553","numerals-lukp1238-1-seven-1","numerals-lukp1238-1","Chan2019","seven","7","náátòsò m̀pɔ̀ɣɔ̀laɣá","naatosompogolaga","( 6 + 1 )","FALSE","(2·3)+1’","EAT",NA,NA
"2554","numerals-lukp1238-1-eight-1","numerals-lukp1238-1","Chan2019","eight","8","pə́lé fɛ́jɪ́","palefeji","( - 2 )","FALSE","2’-{LIG}[10]","EAT",NA,NA
"2555","numerals-lukp1238-1-nine-1","numerals-lukp1238-1","Chan2019","nine","9","pɔ̀ɣɔ̀láɣáfɛ́jɪ́́","pogolagafeji","( - 1 )","FALSE","1’-{LIG}[10]","EAT",NA,NA
"2556","numerals-lukp1238-1-ten-1","numerals-lukp1238-1","Chan2019","ten","10","náánʊ́á","naanua","","FALSE","10","EAT",NA,NA
"2557","numerals-lukp1238-1-eleven-1","numerals-lukp1238-1","Chan2019","eleven","11","náánʊ́á nà kʊ̀lʊ̀m","naanuanakulum","","FALSE","10+{and}1","EAT",NA,NA
"2558","numerals-lukp1238-1-twelve-1","numerals-lukp1238-1","Chan2019","twelve","12","náánʊ́á nà naalɛ̀","naanuananaale","","FALSE","10+{and}2","EAT",NA,NA
"2559","numerals-lukp1238-1-thirteen-1","numerals-lukp1238-1","Chan2019","thirteen","13","náánʊ́á nà tòòsó","naanuanatooso","","FALSE","10+{and}3","EAT",NA,NA
"2560","numerals-lukp1238-1-fourteen-1","numerals-lukp1238-1","Chan2019","fourteen","14","náánʊ́á nà naasá","naanuananaasa","","FALSE","10+{and}4","EAT",NA,NA
"2561","numerals-lukp1238-1-fifteen-1","numerals-lukp1238-1","Chan2019","fifteen","15","náánʊ́á nà kàk͡pásɪ̀","naanuanakakpasi","","FALSE","10+{and}5","EAT",NA,NA
"2562","numerals-lukp1238-1-sixteen-1","numerals-lukp1238-1","Chan2019","sixteen","16","náánʊ́á nà náátòsò","naanuananaatoso","","FALSE","10+{and}(2·3)","EAT",NA,NA
"2563","numerals-lukp1238-1-seventeen-1","numerals-lukp1238-1","Chan2019","seventeen","17","náánʊ́á nà náátòsò m̀pɔ̀ɣɔ̀laɣá","naanuananaatosompogolaga","","FALSE","10+{and}((2·3)+1’)","EAT",NA,NA
"2564","numerals-lukp1238-1-eighteen-1","numerals-lukp1238-1","Chan2019","eighteen","18","naalɛ̀ fɛ́jɪ́ híú","naalefejihiu","( 20 - 2 )","FALSE","2-{LIG}20","EAT",NA,NA
"2565","numerals-lukp1238-1-nineteen-1","numerals-lukp1238-1","Chan2019","nineteen","19","kʊ̀lʊ̀m fɛ́jɪ́ híú","kulumfejihiu","( 20 - 1 )","FALSE","1-{LIG}20","EAT",NA,NA
"2566","numerals-lukp1238-1-twenty-1","numerals-lukp1238-1","Chan2019","twenty","20","híú","hiu","","FALSE","20","EAT",NA,NA
"2567","numerals-lukp1238-1-twentyone-1","numerals-lukp1238-1","Chan2019","twentyone","21","híú nà kʊ̀lʊ̀m","hiunakulum","","FALSE","20+{and}1","EAT",NA,NA
"2568","numerals-lukp1238-1-twentytwo-1","numerals-lukp1238-1","Chan2019","twentytwo","22","híú nà naalɛ̀","hiunanaale","","FALSE","20+{and}2","EAT",NA,NA
"2569","numerals-lukp1238-1-twentythree-1","numerals-lukp1238-1","Chan2019","twentythree","23","híú nà tòòsó","hiunatooso","","FALSE","20+{and}3","EAT",NA,NA
"2570","numerals-lukp1238-1-twentyfour-1","numerals-lukp1238-1","Chan2019","twentyfour","24","híú nà naasá","hiunanaasa","","FALSE","20+{and}4","EAT",NA,NA
"2571","numerals-lukp1238-1-twentyfive-1","numerals-lukp1238-1","Chan2019","twentyfive","25","híú nà kàk͡pásɪ̀","hiunakakpasi","","FALSE","20+{and}5","EAT",NA,NA
"2572","numerals-lukp1238-1-twentysix-1","numerals-lukp1238-1","Chan2019","twentysix","26","híú nà náátòsò","hiunanaatoso","","FALSE","20+{and}(2·3)","EAT",NA,NA
"2573","numerals-lukp1238-1-twentyseven-1","numerals-lukp1238-1","Chan2019","twentyseven","27","híú nà náátòsò m̀pɔ̀ɣɔ̀laɣá","hiunanaatosompogolaga","","FALSE","20+{and}((2·3)+1’)","EAT",NA,NA
"2574","numerals-lukp1238-1-twentyeight-1","numerals-lukp1238-1","Chan2019","twentyeight","28","híú nà pə́lé fɛ́jɪ́","hiunapalefeji","","FALSE","20+{and}((2’-{LIG}[10])","EAT",NA,NA
"2575","numerals-lukp1238-1-twentynine-1","numerals-lukp1238-1","Chan2019","twentynine","29","híú nà pɔ̀ɣɔ̀láɣáfɛ́jɪ́́","hiunapogolagafeji","","FALSE","20+{and}((1’-{LIG}[10])","EAT",NA,NA
"2576","numerals-lukp1238-1-thirty-1","numerals-lukp1238-1","Chan2019","thirty","30","híú náánʊ́á","hiunaanua","","FALSE","20+{and}10","EAT",NA,NA
"2577","numerals-lukp1238-1-forty-1","numerals-lukp1238-1","Chan2019","forty","40","nìílɛ̀","niile","","FALSE","20’·2”","EAT",NA,NA
"2578","numerals-lukp1238-1-fifty-1","numerals-lukp1238-1","Chan2019","fifty","50","nìílɛ̀ náánʊ́á","niilenaanua","","FALSE","(20’·2”)+10","EAT",NA,NA
"2579","numerals-lukp1238-1-sixty-1","numerals-lukp1238-1","Chan2019","sixty","60","nìítòsò","niitoso","","FALSE","20’·3","EAT",NA,NA
"2580","numerals-lukp1238-1-seventy-1","numerals-lukp1238-1","Chan2019","seventy","70","nìítòsò náánʊ́á","niitosonaanua","","FALSE","","EAT",NA,NA
"2581","numerals-lukp1238-1-eighty-1","numerals-lukp1238-1","Chan2019","eighty","80","nìínáásá","niinaasa","","FALSE","20’·4","EAT",NA,NA
"2582","numerals-lukp1238-1-ninety-1","numerals-lukp1238-1","Chan2019","ninety","90","nìínáásá náánʊ́á","niinaasanaanua","","FALSE","","EAT",NA,NA
"2583","numerals-lukp1238-1-hundred-1","numerals-lukp1238-1","Chan2019","hundred","100","nìínʊ́á","niinua","","FALSE","20’·5","EAT",NA,NA
"2584","numerals-lukp1238-1-twohundred-1","numerals-lukp1238-1","Chan2019","twohundred","200","ŋmʊ́nʊ́ɣʊ̀","ngmunugu","","FALSE","200","EAT",NA,"20’·5·2"
"2585","numerals-lukp1238-1-thousand-1","numerals-lukp1238-1","Chan2019","thousand","1000","k͡potokú","kpotoku","","FALSE","1000","EAT",NA,NA
"2586","numerals-lukp1238-1-twothousand-1","numerals-lukp1238-1","Chan2019","twothousand","2000","k͡potokúŋ naalɛ̀","kpotokungnaale","","FALSE","1000·2","EAT",NA,NA
"2587","numerals-mama1271-1-one-1","numerals-mama1271-1","Chan2019","one","1","niɡĩ̀","nigi","","FALSE","1","EAT",NA,NA
"2588","numerals-mama1271-1-one-2","numerals-mama1271-1","Chan2019","one","1","niɡĩ","nigi","( second set from SIL )","FALSE","1","EAT",NA,NA
"2589","numerals-mama1271-1-two-1","numerals-mama1271-1","Chan2019","two","2","ʃɔ̃̀ɔ̃̀","soo","","FALSE","2","EAT",NA,NA
"2590","numerals-mama1271-1-two-2","numerals-mama1271-1","Chan2019","two","2","ʃũ̀ũ̀","suu","","FALSE","2","EAT",NA,NA
"2591","numerals-mama1271-1-three-1","numerals-mama1271-1","Chan2019","three","3","tããrè","taare","","FALSE","3","EAT",NA,NA
"2592","numerals-mama1271-1-three-2","numerals-mama1271-1","Chan2019","three","3","tããri","taari","","FALSE","3","EAT",NA,NA
"2593","numerals-mama1271-1-four-1","numerals-mama1271-1","Chan2019","four","4","ʃiʃyɛ̀ɛrɛ̀","sisyeere","","FALSE","4","EAT",NA,NA
"2594","numerals-mama1271-1-four-2","numerals-mama1271-1","Chan2019","four","4","ʃiʃɛɛrɛ","siseere","","FALSE","4","EAT",NA,NA
"2595","numerals-mama1271-1-five-1","numerals-mama1271-1","Chan2019","five","5","kaɡuru","kaguru","","FALSE","5","EAT",NA,NA
"2596","numerals-mama1271-1-five-2","numerals-mama1271-1","Chan2019","five","5","kaɡuro","kaguro","","FALSE","5","EAT",NA,NA
"2597","numerals-mama1271-1-six-1","numerals-mama1271-1","Chan2019","six","6","ɡ͡baara","gbaara","","FALSE","5’+[1]","EAT",NA,NA
"2598","numerals-mama1271-1-six-2","numerals-mama1271-1","Chan2019","six","6","ɡ͡baara","gbaara","","FALSE","5’+[1]","EAT",NA,NA
"2599","numerals-mama1271-1-seven-1","numerals-mama1271-1","Chan2019","seven","7","ɡ͡baa-ʃɔ̃̀ɔ̃̀","gbaasoo","","FALSE","5'+2","EAT",NA,NA
"2600","numerals-mama1271-1-seven-2","numerals-mama1271-1","Chan2019","seven","7","ɡ͡baaraʃũũ","gbaarasuu","( 5 + 2)","FALSE","5'+2","EAT",NA,NA
"2601","numerals-mama1271-1-eight-1","numerals-mama1271-1","Chan2019","eight","8","ʃɔ̃̀ɔ̃̀lake","soolake","","FALSE","2-{LIG}10","EAT",NA,NA
"2602","numerals-mama1271-1-eight-2","numerals-mama1271-1","Chan2019","eight","8","ʃũ̀ũ̀lakɛ","suulake","( 2 to 10 )","FALSE","2-{LIG}10","EAT",NA,NA
"2603","numerals-mama1271-1-nine-1","numerals-mama1271-1","Chan2019","nine","9","niɡĩ̀fɔ̀kɛ","nigifoke","","FALSE","1-{LIG}10","EAT",NA,NA
"2604","numerals-mama1271-1-nine-2","numerals-mama1271-1","Chan2019","nine","9","niɡĩlakɛ","nigilake","( 1 to 10 )","FALSE","1-{LIG}10","EAT",NA,NA
"2605","numerals-mama1271-1-ten-1","numerals-mama1271-1","Chan2019","ten","10","kɛ","ke","","FALSE","10","EAT",NA,NA
"2606","numerals-mama1271-1-ten-2","numerals-mama1271-1","Chan2019","ten","10","kɛ","ke","","FALSE","10","EAT",NA,NA
"2607","numerals-mama1271-1-eleven-1","numerals-mama1271-1","Chan2019","eleven","11","kɛ nà niɡĩ̀","kenanigi","","FALSE","10+{and}1","EAT",NA,NA
"2608","numerals-mama1271-1-eleven-2","numerals-mama1271-1","Chan2019","eleven","11","kɛ ni niɡĩ","keninigi","","FALSE","10+{and}1","EAT",NA,NA
"2609","numerals-mama1271-1-twelve-1","numerals-mama1271-1","Chan2019","twelve","12","kɛ nà ʃɔ̃̀ɔ̃̀","kenasoo","","FALSE","10+{and}2","EAT",NA,NA
"2610","numerals-mama1271-1-twelve-2","numerals-mama1271-1","Chan2019","twelve","12","kɛ ni ʃũũ","kenisuu","","FALSE","10+{and}2","EAT",NA,NA
"2611","numerals-mama1271-1-thirteen-1","numerals-mama1271-1","Chan2019","thirteen","13","kɛ nà tããrè","kenataare","","FALSE","10+{and}3","EAT",NA,NA
"2612","numerals-mama1271-1-thirteen-2","numerals-mama1271-1","Chan2019","thirteen","13","kɛ ni tããri","kenitaari","","FALSE","10+{and}3","EAT",NA,NA
"2613","numerals-mama1271-1-fourteen-1","numerals-mama1271-1","Chan2019","fourteen","14","kɛ nà ʃiʃyɛ̀ɛrɛ̀","kenasisyeere","","FALSE","10+{and}4","EAT",NA,NA
"2614","numerals-mama1271-1-fourteen-2","numerals-mama1271-1","Chan2019","fourteen","14","kɛ ni ʃiʃɛɛrɛ","kenisiseere","","FALSE","10+{and}4","EAT",NA,NA
"2615","numerals-mama1271-1-fifteen-1","numerals-mama1271-1","Chan2019","fifteen","15","kɛ nà kaɡuru","kenakaguru","","FALSE","10+{and}5","EAT",NA,NA
"2616","numerals-mama1271-1-fifteen-2","numerals-mama1271-1","Chan2019","fifteen","15","kɛ ni kaɡuro","kenikaguro","","FALSE","10+{and}5","EAT",NA,NA
"2617","numerals-mama1271-1-sixteen-1","numerals-mama1271-1","Chan2019","sixteen","16","kɛ nà ɡ͡baara","kenagbaara","","FALSE","10+{and}5’+[1]","EAT",NA,NA
"2618","numerals-mama1271-1-sixteen-2","numerals-mama1271-1","Chan2019","sixteen","16","kɛ ni ɡ͡baara","kenigbaara","","FALSE","10+{and}5’+[1]","EAT",NA,NA
"2619","numerals-mama1271-1-seventeen-1","numerals-mama1271-1","Chan2019","seventeen","17","kɛ nà ɡ͡baa-ʃɔ̃̀ɔ̃̀","kenagbaasoo","","FALSE","10+{and}5’+2","EAT",NA,NA
"2620","numerals-mama1271-1-seventeen-2","numerals-mama1271-1","Chan2019","seventeen","17","kɛ ni ɡ͡baaraʃũũ","kenigbaarasuu","","FALSE","10+{and}5’+2","EAT",NA,NA
"2621","numerals-mama1271-1-eighteen-1","numerals-mama1271-1","Chan2019","eighteen","18","kɛ nà ʃɔ̃̀ɔ̃̀lake","kenasoolake","","FALSE","10+{and}(2-{LIG}10)","EAT",NA,NA
"2622","numerals-mama1271-1-eighteen-2","numerals-mama1271-1","Chan2019","eighteen","18","kɛ ni ʃũũlakɛ","kenisuulake","","FALSE","10+{and}(2-{LIG}10)","EAT",NA,NA
"2623","numerals-mama1271-1-nineteen-1","numerals-mama1271-1","Chan2019","nineteen","19","niɡĩ fɔ ɡ͡beɲɛɡɛ","nigifogbenege","( 20 - 1)","FALSE","1-{LIG}20","EAT",NA,NA
"2624","numerals-mama1271-1-twenty-1","numerals-mama1271-1","Chan2019","twenty","20","ɡ͡baɲyɛɡɛ","gbanyege","","FALSE","20","EAT",NA,NA
"2625","numerals-mama1271-1-twenty-2","numerals-mama1271-1","Chan2019","twenty","20","ɡ͡beɲɛɡɛ","gbenege","","FALSE","20","EAT",NA,NA
"2626","numerals-mama1271-1-twentyone-1","numerals-mama1271-1","Chan2019","twentyone","21","ɡ͡baɲyɛɡɛ nà niɡĩ̀","gbanyegenanigi","","FALSE","20+{and}1","EAT",NA,NA
"2627","numerals-mama1271-1-twentyone-2","numerals-mama1271-1","Chan2019","twentyone","21","ɡ͡beɲɛɡɛ ni niɡĩ","gbenegeninigi","","FALSE","20+{and}2","EAT",NA,NA
"2628","numerals-mama1271-1-twentytwo-1","numerals-mama1271-1","Chan2019","twentytwo","22","ɡ͡beɲɛɡɛ ni ʃũũ","gbenegenisuu","","FALSE","20+{and}3","EAT",NA,NA
"2629","numerals-mama1271-1-twentythree-1","numerals-mama1271-1","Chan2019","twentythree","23","ɡ͡beɲɛɡɛ ni tããri","gbenegenitaari","","FALSE","20+{and}4","EAT",NA,NA
"2630","numerals-mama1271-1-twentyfour-1","numerals-mama1271-1","Chan2019","twentyfour","24","ɡ͡beɲɛɡɛ ni ʃiʃɛɛrɛ","gbenegenisiseere","","FALSE","20+{and}5","EAT",NA,NA
"2631","numerals-mama1271-1-twentyfive-1","numerals-mama1271-1","Chan2019","twentyfive","25","ɡ͡beɲɛɡɛ ni kaɡuro","gbenegenikaguro","","FALSE","20+{and}5’+[1]","EAT",NA,NA
"2632","numerals-mama1271-1-twentysix-1","numerals-mama1271-1","Chan2019","twentysix","26","ɡ͡beɲɛɡɛ ni ɡ͡baara","gbenegenigbaara","","FALSE","20+{and}5’+[1]","EAT",NA,NA
"2633","numerals-mama1271-1-twentyseven-1","numerals-mama1271-1","Chan2019","twentyseven","27","ɡ͡beɲɛɡɛ ni ɡ͡baaraʃũũ","gbenegenigbaarasuu","","FALSE","20+{and}5’+2","EAT",NA,NA
"2634","numerals-mama1271-1-twentyeight-1","numerals-mama1271-1","Chan2019","twentyeight","28","ɡ͡beɲɛɡɛ ni ʃũũlakɛ","gbenegenisuulake","","FALSE","20+{and}(2-{LIG}10)","EAT",NA,NA
"2635","numerals-mama1271-1-twentynine-1","numerals-mama1271-1","Chan2019","twentynine","29","ɡ͡beɲɛɡɛ ni niɡĩlakɛ","gbenegeninigilake","","FALSE","20+{and}(1-{LIG}10)","EAT",NA,NA
"2636","numerals-mama1271-1-thirty-1","numerals-mama1271-1","Chan2019","thirty","30","ɡ͡baɲyɛɡɛ nà kɛ","gbanyegenake","","FALSE","20+{and}10","EAT",NA,NA
"2637","numerals-mama1271-1-thirty-2","numerals-mama1271-1","Chan2019","thirty","30","ɡ͡beɲɛɡɛ ni kɛ","gbenegenike","","FALSE","20+{and}10","EAT",NA,NA
"2638","numerals-mama1271-1-forty-1","numerals-mama1271-1","Chan2019","forty","40","ɡ͡bẽ-ʃɔ̃̀","gbeso","","FALSE","20’·2","EAT",NA,NA
"2639","numerals-mama1271-1-forty-2","numerals-mama1271-1","Chan2019","forty","40","ɡ͡beʃũũ","gbesuu","( 20 x 2 )","FALSE","20’·2","EAT",NA,NA
"2640","numerals-mama1271-1-fifty-1","numerals-mama1271-1","Chan2019","fifty","50","ɡ͡bẽ-ʃɔ̃̀ nà kɛ","gbesonake","","FALSE","(20’·2)+{and}10","EAT",NA,NA
"2641","numerals-mama1271-1-fifty-2","numerals-mama1271-1","Chan2019","fifty","50","ɡ͡beʃũũ ni kɛ","gbesuunike","","FALSE","(20’·2)+{and}10","EAT",NA,NA
"2642","numerals-mama1271-1-sixty-1","numerals-mama1271-1","Chan2019","sixty","60","ɡ͡bẽ-tããrè","gbetaare","","FALSE","20’·3","EAT",NA,NA
"2643","numerals-mama1271-1-sixty-2","numerals-mama1271-1","Chan2019","sixty","60","ɡ͡betããri","gbetaari","( 20 x 3 )","FALSE","20’·3","EAT",NA,NA
"2644","numerals-mama1271-1-seventy-1","numerals-mama1271-1","Chan2019","seventy","70","ɡ͡bẽ-tããrè nà kɛ","gbetaarenake","","FALSE","(20’·3)+{and}10","EAT",NA,NA
"2645","numerals-mama1271-1-seventy-2","numerals-mama1271-1","Chan2019","seventy","70","ɡ͡betããri ni kɛ","gbetaarinike","","FALSE","(20’·3)+{and}10","EAT",NA,NA
"2646","numerals-mama1271-1-eighty-1","numerals-mama1271-1","Chan2019","eighty","80","ɡ͡bẽ-ʃiʃyɛ̀ɛrɛ̀","gbesisyeere","","FALSE","20’·4","EAT",NA,NA
"2647","numerals-mama1271-1-eighty-2","numerals-mama1271-1","Chan2019","eighty","80","ɡ͡beʃɛɛrɛ","gbeseere","( 20 x 4 )","FALSE","20’·4","EAT",NA,NA
"2648","numerals-mama1271-1-ninety-1","numerals-mama1271-1","Chan2019","ninety","90","ɡ͡bẽ-ʃiʃyɛ̀ɛrɛ̀ nà kɛ","gbesisyeerenake","","FALSE","(20’·4)+{and}10","EAT",NA,NA
"2649","numerals-mama1271-1-ninety-2","numerals-mama1271-1","Chan2019","ninety","90","ɡ͡beʃɛɛrɛ ni kɛ","gbeseerenike","","FALSE","(20’·4)+{and}10","EAT",NA,NA
"2650","numerals-mama1271-1-hundred-1","numerals-mama1271-1","Chan2019","hundred","100","ɡ͡bẽ-kaɡuru","gbekaguru","","FALSE","20’·5","EAT",NA,NA
"2651","numerals-mama1271-1-hundred-2","numerals-mama1271-1","Chan2019","hundred","100","ɡ͡bekaɡuro","gbekaguro","( 20 x 5 )","FALSE","20’·5","EAT",NA,NA
"2652","numerals-mama1271-1-twohundred-1","numerals-mama1271-1","Chan2019","twohundred","200","ɡ͡bàd͡ʒɛ̀kɛ̀","gbadzeke","","FALSE","200","EAT",NA,NA
"2653","numerals-mama1271-1-fourhundred-1","numerals-mama1271-1","Chan2019","fourhundred","400","kabwò","kabwo","","FALSE","400","EAT",NA,NA
"2654","numerals-mama1271-1-fourhundred-2","numerals-mama1271-1","Chan2019","fourhundred","400","kaɡ͡bo","kagbo","","FALSE","400","EAT",NA,NA
"2655","numerals-mama1271-1-thousand-1","numerals-mama1271-1","Chan2019","thousand","1000","kaɡ͡bɔhɔ ʃũũ ni ɡ͡bed͡ʒɛrikɛ","kagbohosuunigbedzerike","","FALSE","(400·2)+{and}20","EAT",NA,NA
