"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","FileName","Glosser","Gloss.clean","Gloss.math","Gloss.calc","Glottocode","Language.level_Glottocode","Use_in_analyses"
"2013",100956,"barlowpacific-samb1321-2-eight-1","barlowpacific-samb1321-2","Barlow2024","eight",8,"kerepo hara","kerepohara","‘at the wrist area’ *kherepo-nge-khara","FALSE","?","A list of body parts (used in body-part tallying)","8","PAP148_barlowpacific-samb1321-2.csv","RB","?","?",NA,"samb1321","samb1321","YES"
"2014",100957,"barlowpacific-samb1321-2-eight-2","barlowpacific-samb1321-2","Barlow2024","eight",8,"noe kerepo","noekerepo","‘at the wrist area’ *kherepo-nge-khara","FALSE","?","A list of body parts (used in body-part tallying)","8","PAP148_barlowpacific-samb1321-2.csv","RB","?","?",NA,"samb1321","samb1321","YES"
"2015",100958,"barlowpacific-samb1321-2-nine-1","barlowpacific-samb1321-2","Barlow2024","nine",9,"noi hara","noihara","‘at the radius bone’ *noi-khara","FALSE","?","A list of body parts (used in body-part tallying)","9","PAP148_barlowpacific-samb1321-2.csv","RB","?","?",NA,"samb1321","samb1321","YES"
"2016",100959,"barlowpacific-samb1321-2-nine-2","barlowpacific-samb1321-2","Barlow2024","nine",9,"noe’i hare","noeihare","‘at the radius bone’ *noi-khara","FALSE","?","A list of body parts (used in body-part tallying)","9","PAP148_barlowpacific-samb1321-2.csv","RB","?","?",NA,"samb1321","samb1321","YES"
"2017",100960,"barlowpacific-samb1321-2-ten-1","barlowpacific-samb1321-2","Barlow2024","ten",10,"noe mande hare","noemandehare","‘at the top of the radius location’ *noi mande-khara","FALSE","?","A list of body parts (used in body-part tallying)","9+1′","PAP148_barlowpacific-samb1321-2.csv","RB","?","?",NA,"samb1321","samb1321","YES"
"2018",100961,"barlowpacific-samb1321-2-eleven-1","barlowpacific-samb1321-2","Barlow2024","eleven",11,"oko ma-ke","okomake","‘where it bends’ *okho ma-nge","FALSE","?","A list of body parts (used in body-part tallying)","11","PAP148_barlowpacific-samb1321-2.csv","RB","?","?",NA,"samb1321","samb1321","YES"
"2019",100962,"barlowpacific-samb1321-2-twelve-1","barlowpacific-samb1321-2","Barlow2024","twelve",12,"noi ma-ke","noimake","‘at the top of the radius bone’ *noi ma-nge","FALSE","?","A list of body parts (used in body-part tallying)","12","PAP148_barlowpacific-samb1321-2.csv","RB","?","?",NA,"samb1321","samb1321","YES"
"2020",100963,"barlowpacific-samb1321-2-fourteen-1","barlowpacific-samb1321-2","Barlow2024","fourteen",14,"peyo-ko hara","peyokohara","‘at the cheek area’ *peyo-ngo-khara","FALSE","?","A list of body parts (used in body-part tallying)","14","PAP148_barlowpacific-samb1321-2.csv","RB","?","?",NA,"samb1321","samb1321","YES"
"2021",100964,"barlowpacific-samb1321-2-fifteen-1","barlowpacific-samb1321-2","Barlow2024","fifteen",15,"halembe","halembe","‘clavicle’ *khalembe-nge","FALSE","?","A list of body parts (used in body-part tallying)","15","PAP148_barlowpacific-samb1321-2.csv","RB","?","?",NA,"samb1321","samb1321","YES"
"2022",100965,"barlowpacific-samb1321-2-sixteen-1","barlowpacific-samb1321-2","Barlow2024","sixteen",16,"ipilo-lea","ipilolea","‘middle lower neck depression’","FALSE","?","A list of body parts (used in body-part tallying)","16","PAP148_barlowpacific-samb1321-2.csv","RB","?","?",NA,"samb1321","samb1321","YES"
"2023",100966,"barlowpacific-nete1240-1-one-1","barlowpacific-nete1240-1","Barlow2024","one",1,"mendai ","mendai","PE *menda","FALSE","?","Possibly a list of body parts (used in body-part tallying); no data past 5","1","PAP149_barlowpacific-nete1240-1.csv","RB","?","?",NA,"nete1240","nete1240","YES"
"2024",100967,"barlowpacific-nete1240-1-two-1","barlowpacific-nete1240-1","Barlow2024","two",2,"rapo ","rapo","PE *lyambo","FALSE","?","Possibly a list of body parts (used in body-part tallying); no data past 5","2","PAP149_barlowpacific-nete1240-1.csv","RB","?","?",NA,"nete1240","nete1240","YES"
"2025",100968,"barlowpacific-nete1240-1-three-1","barlowpacific-nete1240-1","Barlow2024","three",3,"tepo ","tepo","PE *tsembo","FALSE","?","Possibly a list of body parts (used in body-part tallying); no data past 5","3","PAP149_barlowpacific-nete1240-1.csv","RB","?","?",NA,"nete1240","nete1240","YES"
"2026",100969,"barlowpacific-nete1240-1-four-1","barlowpacific-nete1240-1","Barlow2024","four",4,"tu-ku meda ","tukumeda","PE *tru menda","FALSE","?","Possibly a list of body parts (used in body-part tallying); no data past 5","4","PAP149_barlowpacific-nete1240-1.csv","RB","?","?",NA,"nete1240","nete1240","YES"
"2027",100970,"barlowpacific-nete1240-1-five-1","barlowpacific-nete1240-1","Barlow2024","five",5,"yau ","yau","PE *syu-nki","FALSE","?","Possibly a list of body parts (used in body-part tallying); no data past 5","5","PAP149_barlowpacific-nete1240-1.csv","RB","?","?",NA,"nete1240","nete1240","YES"
"2028",100971,"numerals-ipil1240-1-one-1","numerals-ipil1240-1","Chan2019","one",1,"miⁿdi","mindi","","FALSE","?","A list of body parts (used in body-part tallying)","1","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2029",100972,"numerals-ipil1240-1-two-1","numerals-ipil1240-1","Chan2019","two",2,"ɭapo","lapo","","FALSE","?","A list of body parts (used in body-part tallying)","2","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2030",100973,"numerals-ipil1240-1-three-1","numerals-ipil1240-1","Chan2019","three",3,"tepo","tepo","","FALSE","?","A list of body parts (used in body-part tallying)","3","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2031",100974,"numerals-ipil1240-1-four-1","numerals-ipil1240-1","Chan2019","four",4,"tukumiⁿdi","tukumindi","","FALSE","?","A list of body parts (used in body-part tallying)","4","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2032",100975,"numerals-ipil1240-1-five-1","numerals-ipil1240-1","Chan2019","five",5,"yau","yau","","FALSE","?","A list of body parts (used in body-part tallying)","5","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2033",100976,"numerals-ipil1240-1-six-1","numerals-ipil1240-1","Chan2019","six",6,"wataka","wataka","","FALSE","?","A list of body parts (used in body-part tallying)","6","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2034",100977,"numerals-ipil1240-1-seven-1","numerals-ipil1240-1","Chan2019","seven",7,"yanasia","yanasia","","FALSE","?","A list of body parts (used in body-part tallying)","7","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2035",100978,"numerals-ipil1240-1-eight-1","numerals-ipil1240-1","Chan2019","eight",8,"kitupasia","kitupasia","","FALSE","?","A list of body parts (used in body-part tallying)","8","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2036",100979,"numerals-ipil1240-1-nine-1","numerals-ipil1240-1","Chan2019","nine",9,"piɭisia","pilisia","","FALSE","?","A list of body parts (used in body-part tallying)","9","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2037",100980,"numerals-ipil1240-1-ten-1","numerals-ipil1240-1","Chan2019","ten",10,"paiyasia","paiyasia","","FALSE","?","A list of body parts (used in body-part tallying)","10","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2038",100981,"numerals-ipil1240-1-eleven-1","numerals-ipil1240-1","Chan2019","eleven",11,"masia","masia","","FALSE","?","A list of body parts (used in body-part tallying)","11","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2039",100982,"numerals-ipil1240-1-twelve-1","numerals-ipil1240-1","Chan2019","twelve",12,"aɭesia","alesia","","FALSE","?","A list of body parts (used in body-part tallying)","12","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2040",100983,"numerals-ipil1240-1-thirteen-1","numerals-ipil1240-1","Chan2019","thirteen",13,"ɭeesia","leesia","","FALSE","?","A list of body parts (used in body-part tallying)","13","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2041",100984,"numerals-ipil1240-1-fourteen-1","numerals-ipil1240-1","Chan2019","fourteen",14,"iⁿɡasia","ingasia","","FALSE","?","A list of body parts (used in body-part tallying)","14","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2042",100985,"numerals-ipil1240-1-fifteen-1","numerals-ipil1240-1","Chan2019","fifteen",15,"aⁿbi ɭene","anbilene","","FALSE","?","A list of body parts (used in body-part tallying)","14′+([14−]13)","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2043",100986,"numerals-ipil1240-1-sixteen-1","numerals-ipil1240-1","Chan2019","sixteen",16,"aⁿbi aɭene","anbialene","","FALSE","?","A list of body parts (used in body-part tallying)","14′+([14−]12)","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2044",100987,"numerals-ipil1240-1-seventeen-1","numerals-ipil1240-1","Chan2019","seventeen",17,"napi mane","napimane","","FALSE","?","A list of body parts (used in body-part tallying)","14″+([14−]11)","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2045",100988,"numerals-ipil1240-1-eighteen-1","numerals-ipil1240-1","Chan2019","eighteen",18,"napi paiyane","napipaiyane","","FALSE","?","A list of body parts (used in body-part tallying)","14″+([14−]10)","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2046",100989,"numerals-ipil1240-1-nineteen-1","numerals-ipil1240-1","Chan2019","nineteen",19,"napi piɭini","napipilini","","FALSE","?","A list of body parts (used in body-part tallying)","14″+([14−]9)","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2047",100990,"numerals-ipil1240-1-twenty-1","numerals-ipil1240-1","Chan2019","twenty",20,"napi kitupane","napikitupane","","FALSE","?","A list of body parts (used in body-part tallying)","14″+([14−]8)","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2048",100991,"numerals-ipil1240-1-twentyone-1","numerals-ipil1240-1","Chan2019","twentyone",21,"napi yanane","napiyanane","","FALSE","?","A list of body parts (used in body-part tallying)","14″+([14−]7)","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2049",100992,"numerals-ipil1240-1-twentytwo-1","numerals-ipil1240-1","Chan2019","twentytwo",22,"napi watakane","napiwatakane","","FALSE","?","A list of body parts (used in body-part tallying)","14″+([14−]6)","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2050",100993,"numerals-ipil1240-1-twentythree-1","numerals-ipil1240-1","Chan2019","twentythree",23,"napi yauwini","napiyauwini","","FALSE","?","A list of body parts (used in body-part tallying)","14″+([14−]5)","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2051",100994,"numerals-ipil1240-1-twentyfour-1","numerals-ipil1240-1","Chan2019","twentyfour",24,"napi tukuni","napitukuni","","FALSE","?","A list of body parts (used in body-part tallying)","14″+([14−]4)","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2052",100995,"numerals-ipil1240-1-twentyfive-1","numerals-ipil1240-1","Chan2019","twentyfive",25,"napi tepone","napitepone","","FALSE","?","A list of body parts (used in body-part tallying)","14″+([14−]3)","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2053",100996,"numerals-ipil1240-1-twentysix-1","numerals-ipil1240-1","Chan2019","twentysix",26,"napi ɭapone","napilapone","","FALSE","?","A list of body parts (used in body-part tallying)","14″+([14−]2)","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2054",100997,"numerals-ipil1240-1-twentyseven-1","numerals-ipil1240-1","Chan2019","twentyseven",27,"poⁿdo","pondo","","FALSE","?","A list of body parts (used in body-part tallying)","27","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2055",100998,"numerals-ipil1240-1-twentyeight-1","numerals-ipil1240-1","Chan2019","twentyeight",28,"unya miⁿdi","unyamindi","","FALSE","?","A list of body parts (used in body-part tallying)","27′+1","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2056",100999,"numerals-ipil1240-1-twentynine-1","numerals-ipil1240-1","Chan2019","twentynine",29,"unya ɭapo","unyalapo","","FALSE","?","A list of body parts (used in body-part tallying)","27′+2","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2057",101000,"numerals-ipil1240-1-twentynine-2","numerals-ipil1240-1","Chan2019","twentynine",29,"unya ɭapone","unyalapone","","FALSE","?","A list of body parts (used in body-part tallying)","27′+2","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2058",101001,"numerals-ipil1240-1-thirty-1","numerals-ipil1240-1","Chan2019","thirty",30,"paiyasia tepo","paiyasiatepo","","FALSE","?","A list of body parts (used in body-part tallying); here, apparently reanalyzed as having 10 as an anchor","10[⋅]3","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2059",101002,"numerals-ipil1240-1-forty-1","numerals-ipil1240-1","Chan2019","forty",40,"paiyasia tukumiⁿdi","paiyasiatukumindi","","FALSE","?","A list of body parts (used in body-part tallying); here, apparently reanalyzed as having 10 as an anchor","10[⋅]4","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2060",101003,"numerals-ipil1240-1-fifty-1","numerals-ipil1240-1","Chan2019","fifty",50,"paiyasia yau","paiyasiayau","","FALSE","?","A list of body parts (used in body-part tallying); here, apparently reanalyzed as having 10 as an anchor","10[⋅]5","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2061",101004,"numerals-ipil1240-1-sixty-1","numerals-ipil1240-1","Chan2019","sixty",60,"paiyasia wataka","paiyasiawataka","","FALSE","?","A list of body parts (used in body-part tallying); here, apparently reanalyzed as having 10 as an anchor","10[⋅]6","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2062",101005,"numerals-ipil1240-1-seventy-1","numerals-ipil1240-1","Chan2019","seventy",70,"paiyasia yanasia","paiyasiayanasia","","FALSE","?","A list of body parts (used in body-part tallying); here, apparently reanalyzed as having 10 as an anchor","10[⋅]7","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2063",101006,"numerals-ipil1240-1-eighty-1","numerals-ipil1240-1","Chan2019","eighty",80,"paiyasia kitupasia","paiyasiakitupasia","","FALSE","?","A list of body parts (used in body-part tallying); here, apparently reanalyzed as having 10 as an anchor","10[⋅]8","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2064",101007,"numerals-ipil1240-1-ninety-1","numerals-ipil1240-1","Chan2019","ninety",90,"paiyasia piɭisia","paiyasiapilisia","","FALSE","?","A list of body parts (used in body-part tallying); here, apparently reanalyzed as having 10 as an anchor","10[⋅]9","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2065",101008,"numerals-ipil1240-1-hundred-1","numerals-ipil1240-1","Chan2019","hundred",100,"paiyasia paiyasia","paiyasiapaiyasia","","FALSE","?","A list of body parts (used in body-part tallying); here, apparently reanalyzed as having 10 as an anchor","10[⋅]10","PAP150_numerals-ipil1240-1.csv","RB","?","?",NA,"ipil1240","ipil1240","YES"
"2066",101013,"barlowpacific-biso1243-1-one-1","barlowpacific-biso1243-1","Barlow2024","one",1,"habila","habila","PE *menda","FALSE","?","Possibly a list of body parts (used in body-part tallying)","1","PAP151_barlowpacific-biso1243-1.csv","RB","?","?",NA,"biso1243","biso1243","YES"
"2067",101014,"barlowpacific-biso1243-1-one-2","barlowpacific-biso1243-1","Barlow2024","one",1,"hanana ","hanana","PE *menda","FALSE","?","Possibly a list of body parts (used in body-part tallying)","1","PAP151_barlowpacific-biso1243-1.csv","RB","?","?",NA,"biso1243","biso1243","YES"
"2068",101015,"barlowpacific-biso1243-1-two-1","barlowpacific-biso1243-1","Barlow2024","two",2,"labo ","labo","PE *lyambo","FALSE","?","Possibly a list of body parts (used in body-part tallying)","2","PAP151_barlowpacific-biso1243-1.csv","RB","?","?",NA,"biso1243","biso1243","YES"
"2069",101016,"barlowpacific-biso1243-1-three-1","barlowpacific-biso1243-1","Barlow2024","three",3,"sebo ","sebo","PE *tsembo","FALSE","?","Possibly a list of body parts (used in body-part tallying)","3","PAP151_barlowpacific-biso1243-1.csv","RB","?","?",NA,"biso1243","biso1243","YES"
"2070",101017,"barlowpacific-biso1243-1-four-1","barlowpacific-biso1243-1","Barlow2024","four",4,"dubo","dubo","PE *tru menda","FALSE","?","Possibly a list of body parts (used in body-part tallying)","4","PAP151_barlowpacific-biso1243-1.csv","RB","?","?",NA,"biso1243","biso1243","YES"
"2071",101018,"barlowpacific-biso1243-1-four-2","barlowpacific-biso1243-1","Barlow2024","four",4,"du-meda ","dumeda","PE *tru menda","FALSE","?","Possibly a list of body parts (used in body-part tallying)","4","PAP151_barlowpacific-biso1243-1.csv","RB","?","?",NA,"biso1243","biso1243","YES"
"2072",101019,"barlowpacific-biso1243-1-five-1","barlowpacific-biso1243-1","Barlow2024","five",5,"you","you","PE *syu-nki","FALSE","?","Possibly a list of body parts (used in body-part tallying)","5","PAP151_barlowpacific-biso1243-1.csv","RB","?","?",NA,"biso1243","biso1243","YES"
"2073",101020,"barlowpacific-biso1243-1-five-2","barlowpacific-biso1243-1","Barlow2024","five",5,"yisobu ","yisobu","PE *syu-nki","FALSE","?","Possibly a list of body parts (used in body-part tallying)","5","PAP151_barlowpacific-biso1243-1.csv","RB","?","?",NA,"biso1243","biso1243","YES"
"2074",101021,"barlowpacific-biso1243-1-ten-1","barlowpacific-biso1243-1","Barlow2024","ten",10,"gi labo","gilabo","PE *khi lyambo","FALSE","?","Possibly a list of body parts (used in body-part tallying)","5′⋅2","PAP151_barlowpacific-biso1243-1.csv","RB","?","?",NA,"biso1243","biso1243","YES"
"2075",101022,"barlowpacific-biso1243-1-ten-2","barlowpacific-biso1243-1","Barlow2024","ten",10,"ganowa sobu ","ganowasobu","PE *khi lyambo","FALSE","?","Possibly a list of body parts (used in body-part tallying)","2′⋅5","PAP151_barlowpacific-biso1243-1.csv","RB","?","?",NA,"biso1243","biso1243","YES"
"2076",101090,"barlowpacific-lemb1266-2-four-2","barlowpacific-lemb1266-2","Barlow2024","four",4,"ki-paki-te ","kipakite","","FALSE","?","Could this be 5−1′ (?)","5−1′","PAP153_barlowpacific-lemb1266-2.csv","RB","?","?",NA,"lemb1266","lemb1266","YES"
"2077",101096,"barlowpacific-lemb1266-2-nine-1","barlowpacific-lemb1266-2","Barlow2024","nine",9,"mage wamee-na","magewameena","‘one over the top part’","FALSE","?","Could this be 10′−1 (?)","10′−1","PAP153_barlowpacific-lemb1266-2.csv","RB","?","?",NA,"lemb1266","lemb1266","YES"
"2078",101106,"barlowpacific-lemb1266-2-nineteen-1","barlowpacific-lemb1266-2","Barlow2024","nineteen",19,"kalisa dee mage wamee-na","kalisadeemagewameena","‘a man and one on top’","FALSE","?","Could this be 10+{with}[5]+{jump.to?}(10′−1) (?)","10+{with}[5]+{jump.to?}(10′−1)","PAP153_barlowpacific-lemb1266-2.csv","RB","?","?",NA,"lemb1266","lemb1266","YES"
"2079",101243,"barlowpacific-melp1238-1-hundred-1","barlowpacific-melp1238-1","Barlow2024","hundred",100,"kolg mong kiki ki tenta","kolgmongkikikitenta","","FALSE","?","Possibly {?}{?}10{10}[⋅]10[⋅]1 (?)","{?}{?}10{10}[⋅]10[⋅]1","PAP158_barlowpacific-melp1238-1.csv","RB","?","?",NA,"melp1238","melp1238","YES"
"2080",101244,"barlowpacific-melp1238-1-twohundred-1","barlowpacific-melp1238-1","Barlow2024","twohundred",200,"kolg mong kiki kiki ki engaka","kolgmongkikikikikiengaka","","FALSE","?","This form is difficult to analyze; it appears to be: {?}{?}{10}{10}{10}{10}{10}{8}","","PAP158_barlowpacific-melp1238-1.csv","RB","?","?",NA,"melp1238","melp1238","YES"
"2081",101260,"barlowpacific-nucl1620-1-eight-1","barlowpacific-nucl1620-1","Barlow2024","eight",8,"angek mong yem yem mam tak ma","angekmongyemyemmamtakma","","FALSE","?","Possibly 5+(5−2) (?)","5+(5−2)","PAP160_barlowpacific-nucl1620-1.csv","RB","?","?",NA,"nucl1620","nucl1620","YES"
"2082",101261,"barlowpacific-nucl1620-1-nine-1","barlowpacific-nucl1620-1","Barlow2024","nine",9,"angek mong yem yem mam yem","angekmongyemyemmamyem","","FALSE","?","The form is difficult to analyze; it appears to contain {5}{5}{5}","","PAP160_barlowpacific-nucl1620-1.csv","RB","?","?",NA,"nucl1620","nucl1620","YES"
"2083",101357,"numerals-domm1246-1-eight-2","numerals-domm1246-1","Chan2019","eight",8,"one kole ire sui ire suta ire","onekoleiresuiiresutaire","('my hand part all, three')","FALSE","?","The form seems to be confused (an extra “2”?): {hand}{5}{all?}{2}{all?}{2}{1}{all?}",NA,"PAP166_numerals-domm1246-1.csv","RB","?","?",NA,"domm1246","domm1246","YES"
"2084",101488,"barlowpacific-kobo1249-2-five-1","barlowpacific-kobo1249-2","Barlow2024","five",5,"mamɨd","mamid","thumb","FALSE","?","A list of body parts (used in body-part tallying)","5","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2085",101489,"barlowpacific-kobo1249-2-six-1","barlowpacific-kobo1249-2","Barlow2024","six",6,"kaɡoł (jiŋ)","kagoljing","wrist [jiŋ = ‘upstream’]","FALSE","?","A list of body parts (used in body-part tallying)","6","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2086",101490,"barlowpacific-kobo1249-2-seven-1","barlowpacific-kobo1249-2","Barlow2024","seven",7,"mudun (jiŋ)","mudunjing","forearm","FALSE","?","A list of body parts (used in body-part tallying)","7","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2087",101491,"barlowpacific-kobo1249-2-eight-1","barlowpacific-kobo1249-2","Barlow2024","eight",8,"raleb (jiŋ)","ralebjing","inside elbow joint","FALSE","?","A list of body parts (used in body-part tallying)","8","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2088",101492,"barlowpacific-kobo1249-2-nine-1","barlowpacific-kobo1249-2","Barlow2024","nine",9,"ajɨp (laŋ)","ajiplang","biceps [laŋ =  ‘above’]","FALSE","?","A list of body parts (used in body-part tallying)","9","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2089",101493,"barlowpacific-kobo1249-2-ten-1","barlowpacific-kobo1249-2","Barlow2024","ten",10,"siduŋ (laŋ)","sidunglang","shoulder","FALSE","?","A list of body parts (used in body-part tallying)","10","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2090",101494,"barlowpacific-kobo1249-2-eleven-1","barlowpacific-kobo1249-2","Barlow2024","eleven",11,"aɡɨp (laŋ)","agiplang","collarbone [böŋ = ‘one side of’]","FALSE","?","A list of body parts (used in body-part tallying)","11","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2091",101495,"barlowpacific-kobo1249-2-twelve-1","barlowpacific-kobo1249-2","Barlow2024","twelve",12,"möɡan (laŋ)","moganlang","hole (above breastbone)","FALSE","?","A list of body parts (used in body-part tallying)","12","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2092",101496,"barlowpacific-kobo1249-2-thirteen-1","barlowpacific-kobo1249-2","Barlow2024","thirteen",13,"aɡɨp böŋ (daŋ)","agipbongdang","collarbone [daŋ = ‘across’] [right side]","FALSE","?","A list of body parts (used in body-part tallying)","([12−]11)+12′","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2093",101497,"barlowpacific-kobo1249-2-fourteen-1","barlowpacific-kobo1249-2","Barlow2024","fourteen",14,"siduŋ böŋ (daŋ)","sidungbongdang","shoulder","FALSE","?","A list of body parts (used in body-part tallying)","([12−]10+12′","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2094",101498,"barlowpacific-kobo1249-2-fifteen-1","barlowpacific-kobo1249-2","Barlow2024","fifteen",15,"ajɨp böŋ (daŋ)","ajipbongdang","biceps","FALSE","?","A list of body parts (used in body-part tallying)","([12−]9)+12′","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2095",101499,"barlowpacific-kobo1249-2-sixteen-1","barlowpacific-kobo1249-2","Barlow2024","sixteen",16,"raleb böŋ (daŋ)","ralebbongdang","inside elbow joint","FALSE","?","A list of body parts (used in body-part tallying)","([12−]8)+12′","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2096",101500,"barlowpacific-kobo1249-2-seventeen-1","barlowpacific-kobo1249-2","Barlow2024","seventeen",17,"mudun böŋ (daŋ)","mudunbongdang","forearem","FALSE","?","A list of body parts (used in body-part tallying)","([12−]7)+12′","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2097",101501,"barlowpacific-kobo1249-2-eighteen-1","barlowpacific-kobo1249-2","Barlow2024","eighteen",18,"kaɡoł böŋ (daŋ)","kagolbongdang","wrist","FALSE","?","A list of body parts (used in body-part tallying)","([12−]6)+12′","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2098",101502,"barlowpacific-kobo1249-2-nineteen-1","barlowpacific-kobo1249-2","Barlow2024","nineteen",19,"mamɨd böŋ","mamidbong","thumb","FALSE","?","A list of body parts (used in body-part tallying)","([12−]5)+12′","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2099",101503,"barlowpacific-kobo1249-2-twenty-1","barlowpacific-kobo1249-2","Barlow2024","twenty",20,"iɡwo mɨlö","igwomilo","forefinger","FALSE","?","A list of body parts (used in body-part tallying)","([12−](2+2′))[+12′]","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2100",101504,"barlowpacific-kobo1249-2-twentyone-1","barlowpacific-kobo1249-2","Barlow2024","twentyone",21,"iɡwo [aŋ nöbö?]","igwoangnobo","middle finger","FALSE","?","A list of body parts (used in body-part tallying)","([12−](2[+1]))[+12′]","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
"2101",101505,"barlowpacific-kobo1249-2-twentytwo-1","barlowpacific-kobo1249-2","Barlow2024","twentytwo",22,"iɡwo","igwo","ring finger","FALSE","?","A list of body parts (used in body-part tallying)","([12−]2)[+12′]","PAP172_barlowpacific-kobo1249-2.csv","RB","?","?",NA,"kobo1249","kobo1249","YES"
