"","X","ID","Language_ID","Source","Parameter_ID","NumberValue","Value","Form","Comment_contributor","Loan","Gloss","Comment_glosser","Alternate_gloss","FileName","Glosser","Gloss.clean","Gloss.math","Gloss.calc"
"1389",157495,"dual1243-1-27-1","dual1243-1",NA,"27",NA,"mwáɓā na sǎmbá","mwáɓā na sǎmbá",NA,NA,"(10′⋅2)+{+}5′+2",NA,"(10·2)+7","numerals-dual1243-1.csv","EAT","(10′⋅2)+5′+2","(10⋅2)+5+2","abs(abs(10*2))+5+2"
"1390",157496,"dual1243-1-28-1","dual1243-1",NA,"28",NA,"mwáɓā na lɔmbi","mwáɓā na lɔmbi",NA,NA,"(10′⋅2)+{+}8",NA,"(10·2)+8","numerals-dual1243-1.csv","EAT","(10′⋅2)+8","(10⋅2)+8","abs(abs(10*2))+8"
"1391",157497,"dual1243-1-29-1","dual1243-1",NA,"29",NA,"mwáɓā na dibuá","mwáɓā na dibuá",NA,NA,"(10′⋅2)+{+}9",NA,"(10·2)+9","numerals-dual1243-1.csv","EAT","(10′⋅2)+9","(10⋅2)+9","abs(abs(10*2))+9"
"1392",157498,"dual1243-1-30-1","dual1243-1",NA,"30",NA,"mwalálo","mwalálo",NA,NA,"10′⋅3","mwa = 10","10·3","numerals-dual1243-1.csv","EAT","10′⋅3","10⋅3","abs(10*3)"
"1393",157499,"dual1243-1-40-1","dual1243-1",NA,"40",NA,"mwánɛ́j","mwánɛ́j",NA,NA,"10′⋅4",NA,"10·4","numerals-dual1243-1.csv","EAT","10′⋅4","10⋅4","abs(10*4)"
"1394",157500,"dual1243-1-50-1","dual1243-1",NA,"50",NA,"mwatánu","mwatánu",NA,NA,"10′⋅5",NA,"10·5","numerals-dual1243-1.csv","EAT","10′⋅5","10⋅5","abs(10*5)"
"1395",157501,"dual1243-1-60-1","dual1243-1",NA,"60",NA,"mǔmutóɓá","mǔmutóɓá",NA,NA,"10′⋅{CL′}6",NA,"10·6","numerals-dual1243-1.csv","EAT","10′⋅6","10⋅6","abs(10*6)"
"1396",157502,"dual1243-1-70-1","dual1243-1",NA,"70",NA,"mǔsǎmbá","mǔsǎmbá",NA,NA,"10′⋅(5′+2)",NA,"10·7","numerals-dual1243-1.csv","EAT","10′⋅(5′+2)","10⋅(5+2)","10*abs(5+2)"
"1397",157503,"dual1243-1-80-1","dual1243-1",NA,"80",NA,"mǔlɔmbi","mǔlɔmbi",NA,NA,"10′⋅8",NA,"10·8","numerals-dual1243-1.csv","EAT","10′⋅8","10⋅8","abs(10*8)"
"1398",157504,"dual1243-1-90-1","dual1243-1",NA,"90",NA,"mǔdibuá","mǔdibuá",NA,NA,"10′⋅9",NA,"10·9","numerals-dual1243-1.csv","EAT","10′⋅9","10⋅9","abs(10*9)"
"1399",157505,"dual1243-1-100-1","dual1243-1",NA,"100",NA,"eɓwéa","eɓwéa",NA,NA,"100",NA,"100","numerals-dual1243-1.csv","EAT","100","100","100"
"1400",157506,"dual1243-1-200-1","dual1243-1",NA,"200",NA,"ɓebwéa ɓéɓǎ","ɓebwéa ɓéɓǎ",NA,NA,"{CL}100⋅{CL}2",NA,"100·2","numerals-dual1243-1.csv","EAT","100⋅2","100⋅2","abs(100*2)"
"1401",157507,"dual1243-1-1000-1","dual1243-1",NA,"1000",NA,"ikólí","ikólí",NA,NA,"{CL″}1000",NA,"1000","numerals-dual1243-1.csv","EAT","1000","1000","1000"
"1402",157508,"dual1243-1-2000-1","dual1243-1",NA,"2000",NA,"lokólí lóɓǎ","lokólí lóɓǎ",NA,NA,"{CL‴}1000⋅{CL‴}2",NA,"1000·2","numerals-dual1243-1.csv","EAT","1000⋅2","1000⋅2","abs(1000*2)"
"1403",157549,"numerals-duun1242-1-thousand-1","numerals-duun1242-1","Chan2019","thousand",1000,"ʃeifiʔi ko fɛ̃ː nũ","seifiikofenu","( 800 + 200 )","FALSE","?","Error in form? (400·2)+{and} 10’·[2]·5",NA,"numerals-duun1242-1.csv","EAT","?","?",NA
"1404",157550,"numerals-duun1242-1-twothousand-1","numerals-duun1242-1","Chan2019","twothousand",2000,"fɛ̃ː ceu","feceu",NA,"FALSE","?","same form as 100",NA,"numerals-duun1242-1.csv","EAT","?","?",NA
"1405",157551,"numerals-duun1242-1-twothousand-2","numerals-duun1242-1","Chan2019","twothousand",2000,"waʔa","waa","( 20 x 10)","FALSE","2000?",NA,NA,"numerals-duun1242-1.csv","EAT","2000?","2000?",NA
"1406",157717,"numerals-dzuu1241-1-thousand-1","numerals-dzuu1241-1","Chan2019","thousand",1000,"ɡúrúsɔ̃̄ kó cã̀fóōdzjêː","gurusokocafoodzje",NA,"FALSE","?","insufficient data",NA,"numerals-dzuu1241-1.csv","EAT","?","?",NA
"1407",157720,"numerals-dzuu1241-1-twothousand-1","numerals-dzuu1241-1","Chan2019","twothousand",2000,"ɲɛ̃̄ĩ̄ʃēnũ̀","neisenu",NA,"FALSE","?","insufficient data",NA,"numerals-dzuu1241-1.csv","EAT","?","?",NA
"1408",157721,"elip1238-1-1-1","elip1238-1",NA,"1",NA,"búmòmì̥","búmòmì̥",NA,NA,"{CL}1",NA,NA,"numerals-elip1238-1.csv","EAT","1","1","1"
"1409",157722,"elip1238-1-2-1","elip1238-1",NA,"2",NA,"bʷándɛ̥̀","bʷándɛ̥̀",NA,NA,"{CL}2",NA,NA,"numerals-elip1238-1.csv","EAT","2","2","2"
"1410",157723,"elip1238-1-3-1","elip1238-1",NA,"3",NA,"bʊ́dád̥","bʊ́dád̥",NA,NA,"{CL}3",NA,NA,"numerals-elip1238-1.csv","EAT","3","3","3"
"1411",157724,"elip1238-1-4-1","elip1238-1",NA,"4",NA,"búníhì","búníhì",NA,NA,"{CL}4",NA,NA,"numerals-elip1238-1.csv","EAT","4","4","4"
"1412",157725,"elip1238-1-5-1","elip1238-1",NA,"5",NA,"bʊ́tʰán","bʊ́tʰán",NA,NA,"{CL}5",NA,NA,"numerals-elip1238-1.csv","EAT","5","5","5"
"1413",157726,"elip1238-1-6-1","elip1238-1",NA,"6",NA,"bʊ́tʰíndàd̥","bʊ́tʰíndàd̥",NA,NA,"{CL}3′+3","tin = reduplicator?",NA,"numerals-elip1238-1.csv","EAT","3′+3","3+3","3+3"
"1414",157727,"elip1238-1-7-1","elip1238-1",NA,"7",NA,"bʊ́tʰíndàd nò òmʷè","bʊ́tʰíndàd nò òmʷè",NA,NA,"{CL}3′+3+1",NA,NA,"numerals-elip1238-1.csv","EAT","3′+3+1","3+3+1","3+3+1"
"1415",157728,"elip1238-1-8-1","elip1238-1",NA,"8",NA,"bʷánì-màɲì̥","bʷánì-màɲì̥",NA,NA,"8","possibly 4+4 or 4·2",NA,"numerals-elip1238-1.csv","EAT","8","8","8"
"1416",157729,"elip1238-1-9-1","elip1238-1",NA,"9",NA,"bʷánì-màɲì̥ nò òmʷè","bʷánì-màɲì̥ nò òmʷè",NA,NA,"8+{LIG}1","8 + 1",NA,"numerals-elip1238-1.csv","EAT","8+1","8+1","8+1"
"1417",157730,"elip1238-1-10-1","elip1238-1",NA,"10",NA,"bʷád̥","bʷád̥",NA,NA,"10",NA,NA,"numerals-elip1238-1.csv","EAT","10","10","10"
"1418",157731,"elip1238-1-11-1","elip1238-1",NA,"11",NA,"bʷád̥ nò òmʷè","bʷád̥ nò òmʷè",NA,NA,"{CL}10+{LIG}1","( 10 + 1 )",NA,"numerals-elip1238-1.csv","EAT","10+1","10+1","10+1"
"1419",157732,"elip1238-1-12-1","elip1238-1",NA,"12",NA,"bʷád̥ nà bʷándɛ̥̀","bʷád̥ nà bʷándɛ̥̀",NA,NA,"{CL}10+{LIG}{CL}2","( 10 + 2 )",NA,"numerals-elip1238-1.csv","EAT","10+2","10+2","10+2"
"1420",157733,"elip1238-1-13-1","elip1238-1",NA,"13",NA,"bʷád̥ nà bʊ̀dâːd̥","bʷád̥ nà bʊ̀dâːd̥",NA,NA,"{CL}10+{LIG}{CL}3","( 10 + 3 )",NA,"numerals-elip1238-1.csv","EAT","10+3","10+3","10+3"
"1421",157734,"elip1238-1-14-1","elip1238-1",NA,"14",NA,"bʷád̥ nè búnìhì","bʷád̥ nè búnìhì",NA,NA,"{CL}10+{LIG}{CL}4","( 10 + 4 )",NA,"numerals-elip1238-1.csv","EAT","10+4","10+4","10+4"
"1422",157735,"elip1238-1-15-1","elip1238-1",NA,"15",NA,"bùɲó","bùɲó",NA,NA,"{CL}15",NA,NA,"numerals-elip1238-1.csv","EAT","15","15","15"
"1423",157736,"elip1238-1-16-1","elip1238-1",NA,"16",NA,"bùɲó nò òmʷè","bùɲó nò òmʷè",NA,NA,"{CL}15+{LIG}1","( 15 + 1 )",NA,"numerals-elip1238-1.csv","EAT","15+1","15+1","15+1"
"1424",157737,"elip1238-1-17-1","elip1238-1",NA,"17",NA,"bùɲó nà bʷándɛ̥̀","bùɲó nà bʷándɛ̥̀",NA,NA,"{CL}15+{LIG}2","( 15 + 2 )",NA,"numerals-elip1238-1.csv","EAT","15+2","15+2","15+2"
"1425",157738,"elip1238-1-18-1","elip1238-1",NA,"18",NA,"bùɲó nà bʊ̀dâːd̥","bùɲó nà bʊ̀dâːd̥",NA,NA,"{CL}15+{LIG}3","( 15 + 3 )",NA,"numerals-elip1238-1.csv","EAT","15+3","15+3","15+3"
"1426",157739,"elip1238-1-19-1","elip1238-1",NA,"19",NA,"bùɲó nè búnìhì","bùɲó nè búnìhì",NA,NA,"{CL}15+{LIG}4","( 15 + 4 )",NA,"numerals-elip1238-1.csv","EAT","15+4","15+4","15+4"
"1427",157740,"elip1238-1-20-1","elip1238-1",NA,"20",NA,"nìtʰín","nìtʰín",NA,NA,"20",NA,NA,"numerals-elip1238-1.csv","EAT","20","20","20"
"1428",157741,"elip1238-1-21-1","elip1238-1",NA,"21",NA,"nìtʰín nò búmòmì̥","nìtʰín nò búmòmì̥",NA,NA,"20+{LIG}{CL}1","( 20 + 1)",NA,"numerals-elip1238-1.csv","EAT","20+1","20+1","20+1"
"1429",157742,"elip1238-1-22-1","elip1238-1",NA,"22",NA,"nìtʰín nà bʷándɛ̥̀","nìtʰín nà bʷándɛ̥̀",NA,NA,"20+{LIG}{CL}2",NA,NA,"numerals-elip1238-1.csv","EAT","20+2","20+2","20+2"
"1430",157743,"elip1238-1-23-1","elip1238-1",NA,"23",NA,"nìtʰín nà bʊ́dád̥","nìtʰín nà bʊ́dád̥",NA,NA,"20+{LIG}{CL}3",NA,NA,"numerals-elip1238-1.csv","EAT","20+3","20+3","20+3"
"1431",157744,"elip1238-1-24-1","elip1238-1",NA,"24",NA,"nìtʰín nè búníhì","nìtʰín nè búníhì",NA,NA,"20+{LIG}{CL}4",NA,NA,"numerals-elip1238-1.csv","EAT","20+4","20+4","20+4"
"1432",157745,"elip1238-1-25-1","elip1238-1",NA,"25",NA,"nìtʰín nà bʊ́tʰán","nìtʰín nà bʊ́tʰán",NA,NA,"20+{LIG}{CL}5",NA,NA,"numerals-elip1238-1.csv","EAT","20+5","20+5","20+5"
"1433",157746,"elip1238-1-26-1","elip1238-1",NA,"26",NA,"nìtʰín nà bʊ́tʰíndàd̥","nìtʰín nà bʊ́tʰíndàd̥",NA,NA,"20+{LIG}{CL}3′+3",NA,NA,"numerals-elip1238-1.csv","EAT","20+3′+3","20+3+3","20+3+3"
"1434",157747,"elip1238-1-27-1","elip1238-1",NA,"27",NA,"nìtʰín nà bʊ́tʰíndàd nò òmʷe","nìtʰín nà bʊ́tʰíndàd nò òmʷe",NA,NA,"20+{LIG}{CL}3′+3+1",NA,NA,"numerals-elip1238-1.csv","EAT","20+3′+3+1","20+3+3+1","20+3+3+1"
"1435",157748,"elip1238-1-28-1","elip1238-1",NA,"28",NA,"nìtʰín nà bʷánì-màɲì̥","nìtʰín nà bʷánì-màɲì̥",NA,NA,"{CL″}20+{LIG}{CL}8",NA,NA,"numerals-elip1238-1.csv","EAT","20+8","20+8","20+8"
"1436",157749,"elip1238-1-29-1","elip1238-1",NA,"29",NA,"nìtʰín nà bʷánì-màɲì̥ nò òmʷè","nìtʰín nà bʷánì-màɲì̥ nò òmʷè",NA,NA,"{CL″}20+{LIG}{CL}8+{LIG}1",NA,NA,"numerals-elip1238-1.csv","EAT","20+8+1","20+8+1","20+8+1"
"1437",157750,"elip1238-1-30-1","elip1238-1",NA,"30",NA,"nìtʰín nà bʷád̥","nìtʰín nà bʷád̥",NA,NA,"{CL}20+{LIG}10","( '20 with 10 ')",NA,"numerals-elip1238-1.csv","EAT","20+10","20+10","20+10"
"1438",157751,"elip1238-1-40-1","elip1238-1",NA,"40",NA,"ètʰín àhánd","ètʰín àhánd",NA,NA,"{CL‴}20⋅{CL}2′","( 20's two )",NA,"numerals-elip1238-1.csv","EAT","20⋅2′","20⋅2","abs(20*2)"
"1439",157752,"elip1238-1-50-1","elip1238-1",NA,"50",NA,"ètʰín àhánd nà bʷád̥","ètʰín àhánd nà bʷád̥",NA,NA,"({CL‴}20⋅{CL}2′)+{LIG}10",NA,NA,"numerals-elip1238-1.csv","EAT","(20⋅2′)+10","(20⋅2)+10","abs(abs(20*2))+10"
"1440",157753,"elip1238-1-60-1","elip1238-1",NA,"60",NA,"ètʰín àdâːd̥","ètʰín àdâːd̥",NA,NA,"{CL‴}20⋅{CL″″}3","( 20's three )",NA,"numerals-elip1238-1.csv","EAT","20⋅3","20⋅3","abs(20*3)"
"1441",157754,"elip1238-1-70-1","elip1238-1",NA,"70",NA,"ètín àdâːd̥ nà bʷád̥","ètín àdâːd̥ nà bʷád̥",NA,NA,"({CL‴}20⋅{CL″″}3)+10",NA,NA,"numerals-elip1238-1.csv","EAT","(20⋅3)+10","(20⋅3)+10","abs(abs(20*3))+10"
"1442",157755,"elip1238-1-80-1","elip1238-1",NA,"80",NA,"ètʰín éǹníhì","ètʰín éǹníhì",NA,NA,"{CL‴}20⋅{CL‴″}8","( 20's four )",NA,"numerals-elip1238-1.csv","EAT","20⋅8","20⋅8","abs(20*8)"
"1443",157756,"elip1238-1-90-1","elip1238-1",NA,"90",NA,"ètʰín éǹníhì nà bʷád̥","ètʰín éǹníhì nà bʷád̥",NA,NA,"({CL‴}20⋅{CL‴″}4)+{LIG}10",NA,NA,"numerals-elip1238-1.csv","EAT","(20⋅4)+10","(20⋅4)+10","abs(abs(20*4))+10"
"1444",157757,"elip1238-1-100-2","elip1238-1",NA,"100",NA,"ètʰín àtʰán","ètʰín àtʰán",NA,NA,"{CL‴}20+{CL″″}10",NA,NA,"numerals-elip1238-1.csv","EAT","20+10","20+10","20+10"
"1445",157758,"elip1238-1-100-1","elip1238-1",NA,"100",NA,"nʊ̀ɡɔ́n","nʊ̀ɡɔ́n",NA,NA,"{CL″″″?}100",NA,NA,"numerals-elip1238-1.csv","EAT","100","100","100"
"1446",157759,"elip1238-1-200-1","elip1238-1",NA,"200",NA,"dʊ̀ɡɔ́n dʷánd","dʊ̀ɡɔ́n dʷánd",NA,NA,"{CL″″‴?}100⋅{CL″″‴}2′",NA,NA,"numerals-elip1238-1.csv","EAT","100⋅2′","100⋅2","abs(100*2)"
"1447",157760,"elip1238-1-200-2","elip1238-1",NA,"200",NA,"ètʰín jǎd̥","ètʰín jǎd̥",NA,NA,"{CL‴}20⋅10′",NA,NA,"numerals-elip1238-1.csv","EAT","20⋅10′","20⋅10","abs(20*10)"
"1448",157761,"elip1238-1-1000-1","elip1238-1",NA,"1000",NA,"nʷɔ̀ntʃ","nʷɔ̀ntʃ",NA,NA,"1000",NA,NA,"numerals-elip1238-1.csv","EAT","1000","1000","1000"
"1449",157762,"elip1238-1-1000-2","elip1238-1",NA,"1000",NA,"òkólòŋ nùkón","òkólòŋ nùkón",NA,NA,"2⋅1000",NA,NA,"numerals-elip1238-1.csv","EAT","2⋅1000","2⋅1000","abs(2*1000)"
"1450",157805,"embu1241-1-1-1","embu1241-1",NA,"1",NA,"imwe","imwe",NA,NA,"{CL}1",NA,NA,"numerals-embu1241-1.csv","EAT","1","1","1"
"1451",157806,"embu1241-1-2-1","embu1241-1",NA,"2",NA,"iɡiri","iɡiri",NA,NA,"{CL}2",NA,NA,"numerals-embu1241-1.csv","EAT","2","2","2"
"1452",157807,"embu1241-1-3-1","embu1241-1",NA,"3",NA,"ithatu","ithatu",NA,NA,"{CL}3",NA,NA,"numerals-embu1241-1.csv","EAT","3","3","3"
"1453",157808,"embu1241-1-4-1","embu1241-1",NA,"4",NA,"inye","inye",NA,NA,"{CL}4",NA,NA,"numerals-embu1241-1.csv","EAT","4","4","4"
"1454",157809,"embu1241-1-5-1","embu1241-1",NA,"5",NA,"ithano","ithano",NA,NA,"{CL}5",NA,NA,"numerals-embu1241-1.csv","EAT","5","5","5"
"1455",157810,"embu1241-1-6-1","embu1241-1",NA,"6",NA,"ithathatu","ithathatu",NA,NA,"{CL}3′+3","tha both in five and three - not clear whether it is 3’",NA,"numerals-embu1241-1.csv","EAT","3′+3","3+3","3+3"
"1456",157811,"embu1241-1-7-1","embu1241-1",NA,"7",NA,"muɡuanja","muɡuanja",NA,NA,"{CL′?}7",NA,NA,"numerals-embu1241-1.csv","EAT","7","7","7"
"1457",157812,"embu1241-1-8-1","embu1241-1",NA,"8",NA,"inyanya","inyanya",NA,NA,"{CL}4′+4′","( 2  x 4 ) ?",NA,"numerals-embu1241-1.csv","EAT","4′+4′","4+4","4+4"
"1458",157813,"embu1241-1-9-1","embu1241-1",NA,"9",NA,"kenda","kenda",NA,NA,"{CL}9",NA,NA,"numerals-embu1241-1.csv","EAT","9","9","9"
"1459",157814,"embu1241-1-10-1","embu1241-1",NA,"10",NA,"ikumi","ikumi",NA,NA,"{CL}10",NA,NA,"numerals-embu1241-1.csv","EAT","10","10","10"
"1460",157815,"embu1241-1-11-1","embu1241-1",NA,"11",NA,"ikumi na imwe","ikumi na imwe",NA,NA,"{CL}10+{+}{CL}1",NA,NA,"numerals-embu1241-1.csv","EAT","10+1","10+1","10+1"
"1461",157816,"embu1241-1-12-1","embu1241-1",NA,"12",NA,"ikumi na iɡiri","ikumi na iɡiri",NA,NA,"{CL}10+{+}{CL}2",NA,NA,"numerals-embu1241-1.csv","EAT","10+2","10+2","10+2"
"1462",157817,"embu1241-1-13-1","embu1241-1",NA,"13",NA,"ikumi na ithatû","ikumi na ithatû",NA,NA,"{CL}10+{+}{CL}3",NA,NA,"numerals-embu1241-1.csv","EAT","10+3","10+3","10+3"
"1463",157818,"embu1241-1-14-1","embu1241-1",NA,"14",NA,"ikumi na inya","ikumi na inya",NA,NA,"{CL}10+{+}{CL}4",NA,NA,"numerals-embu1241-1.csv","EAT","10+4","10+4","10+4"
"1464",157819,"embu1241-1-15-1","embu1241-1",NA,"15",NA,"ikumi na ithano","ikumi na ithano",NA,NA,"{CL}10+{+}{CL}5",NA,NA,"numerals-embu1241-1.csv","EAT","10+5","10+5","10+5"
"1465",157820,"embu1241-1-16-1","embu1241-1",NA,"16",NA,"ikumi na ithathatu","ikumi na ithathatu",NA,NA,"{CL}10+{+}{CL}3′+3",NA,NA,"numerals-embu1241-1.csv","EAT","10+3′+3","10+3+3","10+3+3"
"1466",157821,"embu1241-1-17-1","embu1241-1",NA,"17",NA,"ikumi na muɡuanja","ikumi na muɡuanja",NA,NA,"{CL}10+{+}{CL′?}7",NA,NA,"numerals-embu1241-1.csv","EAT","10+7","10+7","10+7"
"1467",157822,"embu1241-1-18-1","embu1241-1",NA,"18",NA,"ikumi na inyanya","ikumi na inyanya",NA,NA,"{CL}10+{+}{CL}4′+4",NA,NA,"numerals-embu1241-1.csv","EAT","10+4′+4","10+4+4","10+4+4"
"1468",157823,"embu1241-1-19-1","embu1241-1",NA,"19",NA,"ikumi na kenda","ikumi na kenda",NA,NA,"{CL}10+{+}{CL}9",NA,NA,"numerals-embu1241-1.csv","EAT","10+9","10+9","10+9"
"1469",157824,"embu1241-1-20-1","embu1241-1",NA,"20",NA,"mironɡo iɡiri","mironɡo iɡiri",NA,NA,"{CL″}10′⋅{CL}2","mironɡo = 10 new form",NA,"numerals-embu1241-1.csv","EAT","10′⋅2","10⋅2","abs(10*2)"
"1470",157825,"embu1241-1-21-1","embu1241-1",NA,"21",NA,"mironɡo iri na imwe","mironɡo iri na imwe",NA,NA,"({CL″}10′⋅{CL}2)+{+}{CL}1",NA,NA,"numerals-embu1241-1.csv","EAT","(10′⋅2)+1","(10⋅2)+1","abs(abs(10*2))+1"
"1471",157826,"embu1241-1-22-1","embu1241-1",NA,"22",NA,"mironɡo irina iɡiri","mironɡo irina iɡiri",NA,NA,"({CL″}10′⋅{CL}2)+{+}{CL}2",NA,NA,"numerals-embu1241-1.csv","EAT","(10′⋅2)+2","(10⋅2)+2","abs(abs(10*2))+2"
"1472",157827,"embu1241-1-23-1","embu1241-1",NA,"23",NA,"mironɡo irina ithatu","mironɡo irina ithatu",NA,NA,"({CL″}10′⋅{CL}2)+{+}{CL}3",NA,NA,"numerals-embu1241-1.csv","EAT","(10′⋅2)+3","(10⋅2)+3","abs(abs(10*2))+3"
"1473",157828,"embu1241-1-24-1","embu1241-1",NA,"24",NA,"mironɡo irina inya","mironɡo irina inya",NA,NA,"({CL″}10′⋅{CL}2)+{+}{CL}4′",NA,NA,"numerals-embu1241-1.csv","EAT","(10′⋅2)+4′","(10⋅2)+4","abs(abs(10*2))+4"
"1474",157829,"embu1241-1-25-1","embu1241-1",NA,"25",NA,"mironɡo irina ithano","mironɡo irina ithano",NA,NA,"({CL″}10′⋅{CL}2)+{+}{CL}5",NA,NA,"numerals-embu1241-1.csv","EAT","(10′⋅2)+5","(10⋅2)+5","abs(abs(10*2))+5"
"1475",157830,"embu1241-1-26-1","embu1241-1",NA,"26",NA,"mironɡo irina ithathatu","mironɡo irina ithathatu",NA,NA,"({CL″}10′⋅{CL}2)+{+}{CL}3′+3",NA,NA,"numerals-embu1241-1.csv","EAT","(10′⋅2)+3′+3","(10⋅2)+3+3","abs(abs(10*2))+3+3"
"1476",157831,"embu1241-1-27-1","embu1241-1",NA,"27",NA,"mironɡo irina muɡuanja","mironɡo irina muɡuanja",NA,NA,"({CL″}10′⋅{CL}2)+{+}{CL′?}7",NA,NA,"numerals-embu1241-1.csv","EAT","(10′⋅2)+7","(10⋅2)+7","abs(abs(10*2))+7"
"1477",157832,"embu1241-1-28-1","embu1241-1",NA,"28",NA,"mironɡo irina inyanya","mironɡo irina inyanya",NA,NA,"({CL″}10′⋅{CL}2)+{+}{CL}4′+4′",NA,NA,"numerals-embu1241-1.csv","EAT","(10′⋅2)+4′+4′","(10⋅2)+4+4","abs(abs(10*2))+4+4"
"1478",157833,"embu1241-1-29-1","embu1241-1",NA,"29",NA,"mironɡo irina kenda","mironɡo irina kenda",NA,NA,"({CL″}10′⋅{CL}2)+{+}{CL}9",NA,NA,"numerals-embu1241-1.csv","EAT","(10′⋅2)+9","(10⋅2)+9","abs(abs(10*2))+9"
"1479",157834,"embu1241-1-30-1","embu1241-1",NA,"30",NA,"mironɡo ithatu","mironɡo ithatu",NA,NA,"{CL″}10′⋅{CL}3",NA,NA,"numerals-embu1241-1.csv","EAT","10′⋅3","10⋅3","abs(10*3)"
"1480",157835,"embu1241-1-40-1","embu1241-1",NA,"40",NA,"mironɡo ina","mironɡo ina",NA,NA,"{CL″}10′⋅{CL}4",NA,NA,"numerals-embu1241-1.csv","EAT","10′⋅4","10⋅4","abs(10*4)"
"1481",157836,"embu1241-1-50-1","embu1241-1",NA,"50",NA,"mironɡo ithano","mironɡo ithano",NA,NA,"{CL″}10′⋅{CL}5",NA,NA,"numerals-embu1241-1.csv","EAT","10′⋅5","10⋅5","abs(10*5)"
"1482",157837,"embu1241-1-60-1","embu1241-1",NA,"60",NA,"mironɡo ithathatu","mironɡo ithathatu",NA,NA,"{CL″}10′⋅{CL}3′+3",NA,NA,"numerals-embu1241-1.csv","EAT","10′⋅3′+3","10⋅3+3","abs(10*3)+3"
"1483",157838,"embu1241-1-70-1","embu1241-1",NA,"70",NA,"mironɡo muɡuanja","mironɡo muɡuanja",NA,NA,"{CL″}10′⋅{CL′?}7","form for 7 likely derived",NA,"numerals-embu1241-1.csv","EAT","10′⋅7","10⋅7","abs(10*7)"
"1484",157839,"embu1241-1-80-1","embu1241-1",NA,"80",NA,"mironɡo inyanya","mironɡo inyanya",NA,NA,"{CL″}10′⋅{CL}4′+4′",NA,NA,"numerals-embu1241-1.csv","EAT","10′⋅4′+4′","10⋅4+4","abs(10*4)+4"
"1485",157840,"embu1241-1-90-1","embu1241-1",NA,"90",NA,"mironɡo kenda","mironɡo kenda",NA,NA,"{CL″}10′⋅9",NA,NA,"numerals-embu1241-1.csv","EAT","10′⋅9","10⋅9","abs(10*9)"
"1486",157841,"embu1241-1-100-1","embu1241-1",NA,"100",NA,"iɡana","iɡana",NA,NA,"{CL}100",NA,NA,"numerals-embu1241-1.csv","EAT","100","100","100"
"1487",157842,"embu1241-1-200-1","embu1241-1",NA,"200",NA,"maɡana meri","maɡana meri",NA,NA,"{CL‴}100⋅{CL‴}2′",NA,NA,"numerals-embu1241-1.csv","EAT","100⋅2′","100⋅2","abs(100*2)"
"1488",157843,"embu1241-1-1000-1","embu1241-1",NA,"1000",NA,"nɡiri imwe","nɡiri imwe",NA,NA,"1000⋅1","hundred and two have the same form if the first sounds are CLs",NA,"numerals-embu1241-1.csv","EAT","1000⋅1","1000⋅1","abs(1000*1)"
"1489",157844,"embu1241-1-2000-1","embu1241-1",NA,"2000",NA,"nɡiri iɡiri","nɡiri iɡiri",NA,NA,"1000⋅2",NA,NA,"numerals-embu1241-1.csv","EAT","1000⋅2","1000⋅2","abs(1000*2)"
"1490",157845,"eton1253-1-1-1","eton1253-1",NA,"1",NA,"pwáɡ","pwáɡ",NA,NA,"1",NA,"1","numerals-eton1253-1.csv","EAT","1","1","1"
"1491",157846,"eton1253-1-2-1","eton1253-1",NA,"2",NA,"bàà","bàà",NA,NA,"2",NA,"2","numerals-eton1253-1.csv","EAT","2","2","2"
"1492",157847,"eton1253-1-2-2","eton1253-1",NA,"2",NA,"bɛ̀ɛ̀","bɛ̀ɛ̀",NA,NA,"2′",NA,"2","numerals-eton1253-1.csv","EAT","2′","2","2"
"1493",157848,"eton1253-1-3-1","eton1253-1",NA,"3",NA,"láá","láá",NA,NA,"3",NA,"3","numerals-eton1253-1.csv","EAT","3","3","3"
"1494",157849,"eton1253-1-3-2","eton1253-1",NA,"3",NA,"lɛ́ɛ́","lɛ́ɛ́",NA,NA,"3′",NA,"3","numerals-eton1253-1.csv","EAT","3′","3","3"
"1495",157850,"eton1253-1-4-3","eton1253-1",NA,"4",NA,"nàà","nàà",NA,NA,"4",NA,"4","numerals-eton1253-1.csv","EAT","4","4","4"
"1496",157851,"eton1253-1-4-1","eton1253-1",NA,"4",NA,"nɛ̀ɛ̀nə̀","nɛ̀ɛ̀nə̀",NA,NA,"4′",NA,"4","numerals-eton1253-1.csv","EAT","4′","4","4"
"1497",157852,"eton1253-1-4-2","eton1253-1",NA,"4",NA,"ɲììnà","ɲììnà",NA,NA,"4″",NA,"4","numerals-eton1253-1.csv","EAT","4″","4","4"
"1498",157853,"eton1253-1-5-1","eton1253-1",NA,"5",NA,"táán","táán",NA,NA,"5",NA,"5","numerals-eton1253-1.csv","EAT","5","5","5"
"1499",157854,"eton1253-1-5-2","eton1253-1",NA,"5",NA,"tán","tán",NA,NA,"5′",NA,"5","numerals-eton1253-1.csv","EAT","5′","5","5"
"1500",157855,"eton1253-1-6-2","eton1253-1",NA,"6",NA,"sàmì","sàmì",NA,NA,"6",NA,"?","numerals-eton1253-1.csv","EAT","6","6","6"
"1501",157856,"eton1253-1-6-1","eton1253-1",NA,"6",NA,"sàmnà","sàmnà",NA,NA,"6′",NA,"?","numerals-eton1253-1.csv","EAT","6′","6","6"
