"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"ngul1247-1","ngul1247-1-1-1",1,"mo","mo","1","1",NA
"ngul1247-1","ngul1247-1-2-1",2,"ipe","ipe","{CL}2","2",NA
"ngul1247-1","ngul1247-1-3-1",3,"isar","isar","{CL}3","3",NA
"ngul1247-1","ngul1247-1-4-1",4,"ini","ini","{CL}4","4",NA
"ngul1247-1","ngul1247-1-5-1",5,"itɛan","itɛan","{CL}5","5",NA
"ngul1247-1","ngul1247-1-6-1",6,"isom","isom","{CL}6",NA,NA
"ngul1247-1","ngul1247-1-7-1",7,"sjambja","sjambja","7",NA,NA
"ngul1247-1","ngul1247-1-8-1",8,"ɲani","ɲani","4'+4","x4","ni=four; na"
"ngul1247-1","ngul1247-1-9-1",9,"ɲa","ɲa","9",NA,NA
"ngul1247-1","ngul1247-1-10-1",10,"dzum","dzum","10",NA,NA
"ngul1247-1","ngul1247-1-11-1",11,"dzum ni mo","dzum ni mo","10+[+]1",NA,NA
"ngul1247-1","ngul1247-1-12-1",12,"dzum ni pe","dzum ni pe","10+[+]2",NA,NA
"ngul1247-1","ngul1247-1-13-1",13,"dzum ni sar","dzum ni sar","10+[+]3",NA,NA
"ngul1247-1","ngul1247-1-14-1",14,"dzum ni ni","dzum ni ni","10+[+]4",NA,NA
"ngul1247-1","ngul1247-1-15-1",15,"dzum ni tjan","dzum ni tjan","10+[+]5",NA,NA
"ngul1247-1","ngul1247-1-16-1",16,"dzum ni som","dzum ni som","10+[+]6",NA,NA
"ngul1247-1","ngul1247-1-17-1",17,"dzum ni sjambja","dzum ni sjambja","10+[+]7",NA,NA
"ngul1247-1","ngul1247-1-18-1",18,"dzum ni ɲani","dzum ni ɲani","10+[+]4'+4",NA,NA
"ngul1247-1","ngul1247-1-19-1",19,"dzum ni iwaj","dzum ni iwaj","10+[+]9",NA,NA
"ngul1247-1","ngul1247-1-20-1",20,"dzum na dzum","dzum na dzum","10+{and}10",NA,NA
