ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-nyan1305-1-one-1;numerals-nyan1305-1;Chan2019;one;1;mosí;mosi;( in counting);FALSE;1;;
numerals-nyan1305-1-one-2;numerals-nyan1305-1;Chan2019;one;1;-ké;ke;(elsewhere);FALSE;1’;;
numerals-nyan1305-1-two-1;numerals-nyan1305-1;Chan2019;two;2;valí;vali;;FALSE;2;;
numerals-nyan1305-1-three-1;numerals-nyan1305-1;Chan2019;three;3;tatú;tatu;;FALSE;3;;
numerals-nyan1305-1-four-1;numerals-nyan1305-1;Chan2019;four;4;kwaná;kwana;;FALSE;4;;
numerals-nyan1305-1-five-1;numerals-nyan1305-1;Chan2019;five;5;tanó;tano;;FALSE;5;;
numerals-nyan1305-1-six-1;numerals-nyan1305-1;Chan2019;six;6;epándú;epandu;;FALSE;5’+[1];;
numerals-nyan1305-1-seven-1;numerals-nyan1305-1;Chan2019;seven;7;epándúvalí;epanduvali;;FALSE;5’+2;;
numerals-nyan1305-1-eight-1;numerals-nyan1305-1;Chan2019;eight;8;ecínaná;ecinana;;FALSE;4’+4;;
numerals-nyan1305-1-nine-1;numerals-nyan1305-1;Chan2019;nine;9;ecive;ecive;;FALSE;9;;
numerals-nyan1305-1-ten-1;numerals-nyan1305-1;Chan2019;ten;10;ékwií;ekwii;;FALSE;10;;
numerals-nyan1305-1-eleven-1;numerals-nyan1305-1;Chan2019;eleven;11;ékwii naíke;ekwiinaike;;FALSE;10+{and}1;;
numerals-nyan1305-1-twelve-1;numerals-nyan1305-1;Chan2019;twelve;12;ékwii navalí;ekwiinavali;;FALSE;10+{and}2;;
numerals-nyan1305-1-thirteen-1;numerals-nyan1305-1;Chan2019;thirteen;13;ékwii natatú;ekwiinatatu;;FALSE;10+{and}3;;
numerals-nyan1305-1-fourteen-1;numerals-nyan1305-1;Chan2019;fourteen;14;ékwii nakwaná;ekwiinakwana;;FALSE;10+{and}4;;
numerals-nyan1305-1-fifteen-1;numerals-nyan1305-1;Chan2019;fifteen;15;ékwii natanó;ekwiinatano;;FALSE;10+{and}5;;
numerals-nyan1305-1-sixteen-1;numerals-nyan1305-1;Chan2019;sixteen;16;ékwii nepándú;ekwiinepandu;;FALSE;10+{and}5+1’;;
numerals-nyan1305-1-seventeen-1;numerals-nyan1305-1;Chan2019;seventeen;17;ékwii nepándúvalí;ekwiinepanduvali;;FALSE;10+{and}5+2;;
numerals-nyan1305-1-eighteen-1;numerals-nyan1305-1;Chan2019;eighteen;18;ékwii necínaná;ekwiinecinana;;FALSE;10+{and}(4’+4);;
numerals-nyan1305-1-nineteen-1;numerals-nyan1305-1;Chan2019;nineteen;19;ékwii necive;ekwiinecive;;FALSE;10+{and}9;;
numerals-nyan1305-1-twenty-1;numerals-nyan1305-1;Chan2019;twenty;20;omákwii evalí;omakwiievali;;FALSE;10·2;;
numerals-nyan1305-1-twentyone-1;numerals-nyan1305-1;Chan2019;twentyone;21;omákwii evalí naiké;omakwiievalinaike;;FALSE;(10·2)+{and}1;;
numerals-nyan1305-1-twentytwo-1;numerals-nyan1305-1;Chan2019;twentytwo;22;omákwii evalí navalí;omakwiievalinavali;;FALSE;(10·2)+{and}2;;
numerals-nyan1305-1-twentythree-1;numerals-nyan1305-1;Chan2019;twentythree;23;omákwii evalí natatú;omakwiievalinatatu;;FALSE;(10·2)+{and}3;;
numerals-nyan1305-1-twentyfour-1;numerals-nyan1305-1;Chan2019;twentyfour;24;omákwii evalí nakwaná;omakwiievalinakwana;;FALSE;(10·2)+{and}4;;
numerals-nyan1305-1-twentyfive-1;numerals-nyan1305-1;Chan2019;twentyfive;25;omákwii evalí natanó;omakwiievalinatano;;FALSE;(10·2)+{and}5;;
numerals-nyan1305-1-twentysix-1;numerals-nyan1305-1;Chan2019;twentysix;26;omákwii evalí nepándú;omakwiievalinepandu;;FALSE;(10·2)+{and}5+1’;;
numerals-nyan1305-1-twentyseven-1;numerals-nyan1305-1;Chan2019;twentyseven;27;omákwii evalí nepándúvalí;omakwiievalinepanduvali;;FALSE;(10·2)+{and}5+2;;
numerals-nyan1305-1-twentyeight-1;numerals-nyan1305-1;Chan2019;twentyeight;28;omákwii evalí necínaná;omakwiievalinecinana;;FALSE;(10·2)+{and}(4’+4);;
numerals-nyan1305-1-twentynine-1;numerals-nyan1305-1;Chan2019;twentynine;29;omákwii evalí necive;omakwiievalinecive;;FALSE;(10·2)+{and}9;;
numerals-nyan1305-1-thirty-1;numerals-nyan1305-1;Chan2019;thirty;30;omákwii etatú;omakwiietatu;;FALSE;10·3;;
numerals-nyan1305-1-forty-1;numerals-nyan1305-1;Chan2019;forty;40;omákwii ekwaná;omakwiiekwana;;FALSE;10·4;;
numerals-nyan1305-1-fifty-1;numerals-nyan1305-1;Chan2019;fifty;50;omákwii etanó;omakwiietano;;FALSE;10·5;;
numerals-nyan1305-1-sixty-1;numerals-nyan1305-1;Chan2019;sixty;60;omákwii epándú;omakwiiepandu;;FALSE;10·(5’+[1]);;
numerals-nyan1305-1-seventy-1;numerals-nyan1305-1;Chan2019;seventy;70;omákwii epándúvalí;omakwiiepanduvali;;FALSE;10·(5’+2);;
numerals-nyan1305-1-eighty-1;numerals-nyan1305-1;Chan2019;eighty;80;omákwii ecínaná;omakwiiecinana;;FALSE;10·(4’+4);;
numerals-nyan1305-1-ninety-1;numerals-nyan1305-1;Chan2019;ninety;90;omákwii ecive;omakwiiecive;;FALSE;10·9;;
numerals-nyan1305-1-hundred-1;numerals-nyan1305-1;Chan2019;hundred;100;ocita;ocita;;FALSE;100;;
numerals-nyan1305-1-twohundred-1;numerals-nyan1305-1;Chan2019;twohundred;200;ovicita vivali;ovicitavivali;;FALSE;100·2;;
numerals-nyan1305-1-thousand-1;numerals-nyan1305-1;Chan2019;thousand;1000;ovicita ekwii;ovicitaekwii;(100 x 10);FALSE;100·10;;
numerals-nyan1305-1-twothousand-1;numerals-nyan1305-1;Chan2019;twothousand;2000;ovicita omákwii evalí;ovicitaomakwiievali;;FALSE;100·10·2;;
