"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"saam1283-1","saam1283-1-1-1",1,"ndala","ndala","1","1",NA
"saam1283-1","saam1283-1-1-1",1,"ndala","ndala","1",NA,NA
"saam1283-1","saam1283-1-2-1",2,"xaβili","xaβili","{CL}2","2",NA
"saam1283-1","saam1283-1-2-1",2,"xaβili","xaβili","{CL}2",NA,NA
"saam1283-1","saam1283-1-3-1",3,"xataru","xataru","{CL}3","3",NA
"saam1283-1","saam1283-1-3-1",3,"xataru","xataru","{CL}3",NA,NA
"saam1283-1","saam1283-1-4-1",4,"xane","xane","{CL}4","4",NA
"saam1283-1","saam1283-1-4-1",4,"xane","xane","{CL}4",NA,NA
"saam1283-1","saam1283-1-5-1",5,"xararo","xararo","{CL}5","5",NA
"saam1283-1","saam1283-1-5-1",5,"xararo","xararo","{CL}5","5",NA
"saam1283-1","saam1283-1-6-1",6,"xasasaβa","xasasaβa","{CL}6","6",NA
"saam1283-1","saam1283-1-6-1",6,"xasasaβa","xasasaβa","{CL}6","6",NA
"saam1283-1","saam1283-1-7-1",7,"musafu","musafu","{CL’}7","7",NA
"saam1283-1","saam1283-1-7-1",7,"musafu","musafu","{CL’}7",NA,NA
"saam1283-1","saam1283-1-8-1",8,"munane","munane","{CL’}4'+4",NA,"mu - class marker? na = reduplicator"
"saam1283-1","saam1283-1-8-1",8,"munane","munane","{CL’}4'+4",NA,"mu - class marker? na = reduplicator"
"saam1283-1","saam1283-1-9-1",9,"ʃienda","ʃienda","9","{CL}9",NA
"saam1283-1","saam1283-1-9-1",9,"ʃienda","ʃienda","9",NA,NA
"saam1283-1","saam1283-1-10-1",10,"exumi","exumi","{CL""}10","10",NA
"saam1283-1","saam1283-1-10-1",10,"exumi","exumi","{CL""}10",NA,NA
"saam1283-1","saam1283-1-11-1",11,"exumi na ndala","exumi na ndala","{CL”}10+{and}1","10+1",NA
"saam1283-1","saam1283-1-11-1",11,"exumi na ndala","exumi na ndala","{CL""}10+{and}1",NA,NA
"saam1283-1","saam1283-1-12-1",12,"exumi na tsiβili","exumi na tsiβili","{CL”}10+{and}{CL”’}2","10+2",NA
"saam1283-1","saam1283-1-12-1",12,"exumi na tsiβili","exumi na tsiβili","{CL""}10+{and}{CL”’}2",NA,NA
"saam1283-1","saam1283-1-13-1",13,"exumi na tsitaru","exumi na tsitaru","{CL""}10+{and}{CL”’}3","10+3",NA
"saam1283-1","saam1283-1-13-1",13,"exumi na tsitaru","exumi na tsitaru","{CL""}10+{and}{CL”’}3",NA,NA
"saam1283-1","saam1283-1-14-1",14,"exumi na tsine","exumi na tsine","{CL""}10+{and}{CL”’}4","10+4",NA
"saam1283-1","saam1283-1-14-1",14,"exumi na tsine","exumi na tsine","{CL""}10+{and}{CL”’}4",NA,NA
"saam1283-1","saam1283-1-15-1",15,"exumi na tsirano","exumi na tsirano","{CL""}10+{and}{CL”’}5","10+5",NA
"saam1283-1","saam1283-1-15-1",15,"exumi na tsirano","exumi na tsirano","{CL""}10+{and}{CL”’}5",NA,NA
"saam1283-1","saam1283-1-16-1",16,"exumi nende xsasaβa","exumi nende xsasaβa","{CL”}10+{and?}{CL’}6",NA,"“nende” a variant of “na”?"
"saam1283-1","saam1283-1-16-1",16,"exumi nende xsasaβa","exumi nende xsasaβa","{CL”}10+{and?}{CL}6",NA,NA
"saam1283-1","saam1283-1-17-1",17,"exumi nende musafu","exumi nende musafu","{CL”}10+{and?}{CL’}7",NA,NA
"saam1283-1","saam1283-1-17-1",17,"exumi nende musafu","exumi nende musafu","{CL”}10+{and?}{CL’}7",NA,NA
"saam1283-1","saam1283-1-18-1",18,"exumi nende munane","exumi nende munane","{CL”}10+{and?}{CL’}4’+4","10+(x4)",NA
"saam1283-1","saam1283-1-18-1",18,"exumi nende munane","exumi nende munane","{CL”}10+{and?}{CL’}4’+4",NA,NA
"saam1283-1","saam1283-1-19-1",19,"exumi nende ʃienda","exumi nende ʃienda","{CL”}10+{and?}9","10+(10-1)",NA
"saam1283-1","saam1283-1-19-1",19,"exumi nende ʃienda","exumi nende ʃienda","{CL”}10+{and?}9",NA,NA
"saam1283-1","saam1283-1-20-1",20,"amaxumi kaβili","amaxumi kaβili","{CL’”}10·{CL””}2","10·2",NA
"saam1283-1","saam1283-1-20-1",20,"amaxumi kaβili","amaxumi kaβili","{CL’”}10·{CL””}2",NA,NA
"saam1283-1","saam1283-1-21-1",21,"amaxumi kaβili nenda ndala","amaxumi kaβili nenda ndala","({CL’”}10·{CL””}2)+{and}1","(10·2)+1",NA
"saam1283-1","saam1283-1-21-1",21,"amaxumi kaβili nenda ndala","amaxumi kaβili nenda ndala","({CL’”}10·{CL””}2)+{and}1",NA,NA
"saam1283-1","saam1283-1-22-1",22,"amaxumi kaβili nenda xaβili","amaxumi kaβili nenda xaβili","({CL’”}10·{CL””}2)+{and}{CL}2","(10·2)+2",NA
"saam1283-1","saam1283-1-22-1",22,"amaxumi kaβili nenda xaβili","amaxumi kaβili nenda xaβili","({CL’”}10·{CL””}2)+{and}{CL}2",NA,NA
"saam1283-1","saam1283-1-23-1",23,"amaxumi kaβili nenda xataru","amaxumi kaβili nenda xataru","({CL’”}10·{CL””}2)+{and}{CL}3","(10·2)+3",NA
"saam1283-1","saam1283-1-23-1",23,"amaxumi kaβili nenda xataru","amaxumi kaβili nenda xataru","({CL’”}10·{CL””}2)+{and}{CL}3",NA,NA
"saam1283-1","saam1283-1-24-1",24,"amaxumi kaβili nenda xane","amaxumi kaβili nenda xane","({CL’”}10·{CL””}2)+{and}{CL}4","(10·2)+4",NA
"saam1283-1","saam1283-1-24-1",24,"amaxumi kaβili nenda xane","amaxumi kaβili nenda xane","({CL’”}10·{CL””}2)+{and}{CL}4",NA,NA
"saam1283-1","saam1283-1-25-1",25,"amaxumi kaβili nenda xanaro","amaxumi kaβili nenda xanaro","({CL’”}10·{CL””}2)+{and}{CL}5","(10·2)+5",NA
"saam1283-1","saam1283-1-25-1",25,"amaxumi kaβili nenda xanaro","amaxumi kaβili nenda xanaro","({CL’”}10·{CL””}2)+{and}{CL}5",NA,NA
"saam1283-1","saam1283-1-26-1",26,"amaxumi kaβili nenda xasasaβa","amaxumi kaβili nenda xasasaβa","({CL’”}10·{CL””}2)+{and}{CL}6","(10·2)+x",NA
"saam1283-1","saam1283-1-26-1",26,"amaxumi kaβili nenda xasasaβa","amaxumi kaβili nenda xasasaβa","({CL’”}10·{CL””}2)+{and}{CL}6",NA,NA
