ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-hema1238-1-one-1;numerals-hema1238-1;Chan2019;one;1;emu;emu;;FALSE;1;;
numerals-hema1238-1-two-1;numerals-hema1238-1;Chan2019;two;2;ibiri;ibiri;;FALSE;2;;
numerals-hema1238-1-three-1;numerals-hema1238-1;Chan2019;three;3;isatu;isatu;;FALSE;3;;
numerals-hema1238-1-four-1;numerals-hema1238-1;Chan2019;four;4;ina;ina;;FALSE;4;;
numerals-hema1238-1-five-1;numerals-hema1238-1;Chan2019;five;5;itanu;itanu;;FALSE;5;;
numerals-hema1238-1-six-1;numerals-hema1238-1;Chan2019;six;6;mukaɡa;mukaga;;FALSE;6;;
numerals-hema1238-1-seven-1;numerals-hema1238-1;Chan2019;seven;7;musanzu;musanzu;;FALSE;7;;
numerals-hema1238-1-eight-1;numerals-hema1238-1;Chan2019;eight;8;munana;munana;;FALSE;8;;
numerals-hema1238-1-nine-1;numerals-hema1238-1;Chan2019;nine;9;mwenda;mwenda;;FALSE;9;;
numerals-hema1238-1-ten-1;numerals-hema1238-1;Chan2019;ten;10;ikumi;ikumi;;FALSE;10;;
numerals-hema1238-1-eleven-1;numerals-hema1238-1;Chan2019;eleven;11;ikumi nemu;ikuminemu;;FALSE;10+{and}1;;
numerals-hema1238-1-twelve-1;numerals-hema1238-1;Chan2019;twelve;12;ikumi nibiri;ikuminibiri;;FALSE;10+{and}2;;
numerals-hema1238-1-thirteen-1;numerals-hema1238-1;Chan2019;thirteen;13;ikumi nisatu;ikuminisatu;;FALSE;10+{and}3;;
numerals-hema1238-1-fourteen-1;numerals-hema1238-1;Chan2019;fourteen;14;ikumi neina;ikumineina;;FALSE;10+{and}4;;
numerals-hema1238-1-fifteen-1;numerals-hema1238-1;Chan2019;fifteen;15;ikumi neitanu;ikumineitanu;;FALSE;10+{and}5;;
numerals-hema1238-1-sixteen-1;numerals-hema1238-1;Chan2019;sixteen;16;ikumi na mukaɡa;ikuminamukaga;;FALSE;10+{and}6;;
numerals-hema1238-1-seventeen-1;numerals-hema1238-1;Chan2019;seventeen;17;ikumi na musanzu;ikuminamusanzu;;FALSE;10+{and}7;;
numerals-hema1238-1-eighteen-1;numerals-hema1238-1;Chan2019;eighteen;18;ikumi na munana;ikuminamunana;;FALSE;10+{and}8;;
numerals-hema1238-1-nineteen-1;numerals-hema1238-1;Chan2019;nineteen;19;ikumi na wenda;ikuminawenda;;FALSE;10+{and}9;;
numerals-hema1238-1-twenty-1;numerals-hema1238-1;Chan2019;twenty;20;abiri;abiri;;FALSE;[10]·2;;
numerals-hema1238-1-twentyone-1;numerals-hema1238-1;Chan2019;twentyone;21;abiri nemu;abirinemu;;FALSE;([10]·2)+{and}1;;
numerals-hema1238-1-twentytwo-1;numerals-hema1238-1;Chan2019;twentytwo;22;abiri ne ibiri;abirineibiri;;FALSE;([10]·2)+{and}2;;
numerals-hema1238-1-twentythree-1;numerals-hema1238-1;Chan2019;twentythree;23;abiri ne isatu;abirineisatu;;FALSE;([10]·2)+{and}3;;
numerals-hema1238-1-twentyfour-1;numerals-hema1238-1;Chan2019;twentyfour;24;abiri ne ina;abirineina;;FALSE;([10]·2)+{and}4;;
numerals-hema1238-1-twentyfive-1;numerals-hema1238-1;Chan2019;twentyfive;25;abiri ne itanu;abirineitanu;;FALSE;([10]·2)+{and}5;;
numerals-hema1238-1-twentysix-1;numerals-hema1238-1;Chan2019;twentysix;26;abiri na mukaɡa;abirinamukaga;;FALSE;([10]·2)+{and}6;;
numerals-hema1238-1-twentyseven-1;numerals-hema1238-1;Chan2019;twentyseven;27;abiri na musanzu;abirinamusanzu;;FALSE;([10]·2)+{and}7;;
numerals-hema1238-1-twentyeight-1;numerals-hema1238-1;Chan2019;twentyeight;28;abiri na munana;abirinamunana;;FALSE;([10]·2)+{and}8;;
numerals-hema1238-1-twentynine-1;numerals-hema1238-1;Chan2019;twentynine;29;abiri na mwenda;abirinamwenda;;FALSE;([10]·2)+{and}9;;
numerals-hema1238-1-thirty-1;numerals-hema1238-1;Chan2019;thirty;30;asatu;asatu;;FALSE;[10]·3;;
numerals-hema1238-1-forty-1;numerals-hema1238-1;Chan2019;forty;40;ana;ana;;FALSE;[10]·4;;
numerals-hema1238-1-fifty-1;numerals-hema1238-1;Chan2019;fifty;50;atanu;atanu;;FALSE;[10]·5;;
numerals-hema1238-1-sixty-1;numerals-hema1238-1;Chan2019;sixty;60;nkaɡa;nkaga;;FALSE;[10]·6;;
numerals-hema1238-1-seventy-1;numerals-hema1238-1;Chan2019;seventy;70;n̩sanzu;nsanzu;;FALSE;[10]·7;;
numerals-hema1238-1-eighty-1;numerals-hema1238-1;Chan2019;eighty;80;kinana;kinana;;FALSE;[10]·8;;
numerals-hema1238-1-ninety-1;numerals-hema1238-1;Chan2019;ninety;90;kyenda;kyenda;;FALSE;[10]·9;;
numerals-hema1238-1-hundred-1;numerals-hema1238-1;Chan2019;hundred;100;kikumi;kikumi;;FALSE;100;;
numerals-hema1238-1-twohundred-1;numerals-hema1238-1;Chan2019;twohundred;200;ikumi bibiri;ikumibibiri;;FALSE;100·2;;
numerals-hema1238-1-thousand-1;numerals-hema1238-1;Chan2019;thousand;1000;rukumi;rukumi;;FALSE;1000;;
numerals-hema1238-1-twothousand-1;numerals-hema1238-1;Chan2019;twothousand;2000;rukumi bibiri n;rukumibibirin;;FALSE;1000·2;;
