"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"bank1256-1","bank1256-1-1-1",1,"(i)yǎ","(i)yǎ",NA,NA,NA
"bank1256-1","bank1256-1-1-2",1,"tʃàá","tʃàá",NA,NA,"(SIL)"
"bank1256-1","bank1256-1-2-1",2,"(bi)ɓá","(bi)ɓá",NA,NA,NA
"bank1256-1","bank1256-1-3-1",3,"(bi)íyâ","(bi)íyâ",NA,NA,NA
"bank1256-1","bank1256-1-4-1",4,"(bi)nân","(bi)nân",NA,NA,NA
"bank1256-1","bank1256-1-5-1",5,"(bi)tán","(bi)tán",NA,"5",NA
"bank1256-1","bank1256-1-6-1",6,"(bi)sámà","(bi)sámà",NA,NA,NA
"bank1256-1","bank1256-1-7-1",7,"(bi)sámbɔ̀k","(bi)sámbɔ̀k",NA,"7",NA
"bank1256-1","bank1256-1-7-2",7,"ndʒààmbwɛ́","ndʒààmbwɛ́",NA,NA,"(SIL)"
"bank1256-1","bank1256-1-8-1",8,"(bi)jwɛ̂m j=dʒ or ɟ ?","(bi)jwɛ̂m j=dʒ or ɟ ?",NA,"8",NA
"bank1256-1","bank1256-1-8-2",8,"mwàm","mwàm",NA,NA,NA
"bank1256-1","bank1256-1-9-1",9,"(bi)nâm","(bi)nâm",NA,NA,NA
"bank1256-1","bank1256-1-10-1",10,"iɓǒm","iɓǒm",NA,NA,NA
"bank1256-1","bank1256-1-11-1",11,"iɓǒm nî yǎ","iɓǒm nî yǎ",NA,NA,NA
"bank1256-1","bank1256-1-12-1",12,"iɓǒm ni bí ɓâ","iɓǒm ni bí ɓâ",NA,NA,NA
"bank1256-1","bank1256-1-13-1",13,"iɓǒm ni bí íyâ","iɓǒm ni bí íyâ",NA,NA,NA
"bank1256-1","bank1256-1-14-1",14,"iɓǒm ni bí nân","iɓǒm ni bí nân",NA,NA,NA
"bank1256-1","bank1256-1-15-1",15,"iɓǒm ni bí tán","iɓǒm ni bí tán",NA,NA,NA
"bank1256-1","bank1256-1-16-1",16,"iɓǒm ni bí sámà","iɓǒm ni bí sámà",NA,NA,NA
"bank1256-1","bank1256-1-17-1",17,"iɓǒm ni bí sámbɔ̀k","iɓǒm ni bí sámbɔ̀k",NA,NA,NA
"bank1256-1","bank1256-1-18-1",18,"iɓǒm ni bí jwɛ̂m","iɓǒm ni bí jwɛ̂m",NA,NA,NA
"bank1256-1","bank1256-1-19-1",19,"iɓǒm ni bí nâm","iɓǒm ni bí nâm",NA,NA,NA
"bank1256-1","bank1256-1-20-1",20,"biɓǒm bí ɓâ","biɓǒm bí ɓâ",NA,NA,NA
"bank1256-1","bank1256-1-21-1",21,"biɓǒm bí ɓâ nî yǎ","biɓǒm bí ɓâ nî yǎ",NA,NA,NA
"bank1256-1","bank1256-1-22-1",22,"biɓǒm bí ɓâ ni bí ɓá","biɓǒm bí ɓâ ni bí ɓá",NA,NA,NA
"bank1256-1","bank1256-1-23-1",23,"biɓǒm bí ɓâ ni bí íyâ","biɓǒm bí ɓâ ni bí íyâ",NA,NA,NA
"bank1256-1","bank1256-1-24-1",24,"biɓǒm bí ɓâ ni bí nân","biɓǒm bí ɓâ ni bí nân",NA,NA,NA
"bank1256-1","bank1256-1-25-1",25,"biɓǒm bí ɓâ ni bí tán","biɓǒm bí ɓâ ni bí tán",NA,NA,NA
"bank1256-1","bank1256-1-26-1",26,"biɓǒm bí ɓâ ni bí sámà","biɓǒm bí ɓâ ni bí sámà",NA,NA,NA
"bank1256-1","bank1256-1-27-1",27,"biɓǒm bí ɓâ ni bí sámbɔ̀k","biɓǒm bí ɓâ ni bí sámbɔ̀k",NA,NA,NA
"bank1256-1","bank1256-1-28-1",28,"biɓǒm bí ɓâ ni bí jwɛ̂m","biɓǒm bí ɓâ ni bí jwɛ̂m",NA,NA,NA
"bank1256-1","bank1256-1-29-1",29,"biɓǒm bí ɓâ ni bi nâm","biɓǒm bí ɓâ ni bi nâm",NA,NA,NA
"bank1256-1","bank1256-1-30-1",30,"biɓǒm bí íyâ","biɓǒm bí íyâ",NA,NA,NA
"bank1256-1","bank1256-1-40-1",40,"biɓǒm bí mínáà","biɓǒm bí mínáà",NA,NA,NA
"bank1256-1","bank1256-1-50-1",50,"biɓǒm bí mítáàn","biɓǒm bí mítáàn",NA,NA,NA
"bank1256-1","bank1256-1-60-1",60,"biɓǒm bí sámà","biɓǒm bí sámà",NA,NA,NA
"bank1256-1","bank1256-1-70-1",70,"biɓǒm bí sámbɔ̀k","biɓǒm bí sámbɔ̀k",NA,NA,NA
"bank1256-1","bank1256-1-80-1",80,"biɓǒm bí jwɛ̂m","biɓǒm bí jwɛ̂m",NA,NA,NA
"bank1256-1","bank1256-1-90-1",90,"biɓǒm bí nâm","biɓǒm bí nâm",NA,NA,NA
"bank1256-1","bank1256-1-100-1",100,"ibɔ́k","ibɔ́k",NA,NA,NA
"bank1256-1","bank1256-1-1000-1",1000,"ìkóː","ìkóː",NA,NA,NA
