Language_ID,ID,Parameter_ID,Value,Form,Gloss,Alternate_Gloss,Comment_Glosser
mbal1257-1,mbal1257-1-1-1,1,umoʃi,umoʃi,1,NA,NA
mbal1257-1,mbal1257-1-2-1,2,mbadi,mbadi,2,NA,NA
mbal1257-1,mbal1257-1-3-1,3,sadu,sadu,3,NA,NA
mbal1257-1,mbal1257-1-4-1,4,ŋwana,ŋwana,4,NA,NA
mbal1257-1,mbal1257-1-5-1,5,tanu,tanu,5,5,NA
mbal1257-1,mbal1257-1-6-1,6,sambanu,sambanu,5’+1',5 + [1],sam = 5? 6 = sam + 2
mbal1257-1,mbal1257-1-7-1,7,nsambwadi,nsambwadi,5’+2,NA,NA
mbal1257-1,mbal1257-1-8-1,8,ɡinana,ɡinana,8,x4,NA
mbal1257-1,mbal1257-1-9-1,9,ɡiva,ɡiva,9,9?,NA
mbal1257-1,mbal1257-1-10-1,10,ɡumi,ɡumi,10,NA,NA
mbal1257-1,mbal1257-1-11-1,11,ɡumi imoʃi,ɡumi imoʃi,10+1,NA,NA
mbal1257-1,mbal1257-1-12-1,12,ɡumi imbadi,ɡumi imbadi,10+2,NA,NA
mbal1257-1,mbal1257-1-13-1,13,ɡumi isadu,ɡumi isadu,10+3,NA,NA
mbal1257-1,mbal1257-1-14-1,14,ɡumi iŋwana,ɡumi iŋwana,10+4,NA,NA
mbal1257-1,mbal1257-1-15-1,15,ɡumi itanu,ɡumi itanu,10+5,NA,NA
mbal1257-1,mbal1257-1-16-1,16,ɡumi isambanu,ɡumi isambanu,10+5’+1',NA,NA
mbal1257-1,mbal1257-1-17-1,17,ɡumi isambwadi,ɡumi isambwadi,10+5’+2,NA,NA
mbal1257-1,mbal1257-1-18-1,18,ɡumi ɡiana,ɡumi ɡiana,10+8,NA,NA
mbal1257-1,mbal1257-1-19-1,19,ɡumi ɡiva,ɡumi ɡiva,10+9,NA,NA
mbal1257-1,mbal1257-1-20-1,20,maɡumaadi,maɡumaadi,10·2,NA,NA
mbal1257-1,mbal1257-1-21-1,21,maɡumadi umoʃi,maɡumadi umoʃi,(10·2)+1,NA,NA
mbal1257-1,mbal1257-1-22-1,22,maɡumadi imbadi,maɡumadi imbadi,(10·2)+2,NA,NA
mbal1257-1,mbal1257-1-23-1,23,maɡumadi masadu,maɡumadi masadu,(10·2)+3,NA,NA
mbal1257-1,mbal1257-1-24-1,24,maɡumadi iwana,maɡumadi iwana,(10·2)+4,NA,NA
mbal1257-1,mbal1257-1-25-1,25,maɡumadi itanu,maɡumadi itanu,(10·2)+5,NA,NA
mbal1257-1,mbal1257-1-26-1,26,maɡumadi isamanu,maɡumadi isamanu,(10·2)+6,NA,NA
mbal1257-1,mbal1257-1-27-1,27,maɡumadi isambadi,maɡumadi isambadi,(10·2)+7,NA,NA
