ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
numerals-bamu1254-1-one-1,numerals-bamu1254-1,Chan2019,one,1,m²mɔʔɔ⁷⁷,m2moo77,,FALSE,1,,
numerals-bamu1254-1-one-2,numerals-bamu1254-1,Chan2019,one,1,tɑʔ,ta,,FALSE,1’,,
numerals-bamu1254-1-two-1,numerals-bamu1254-1,Chan2019,two,2,bɛ,be,,FALSE,2,,
numerals-bamu1254-1-two-2,numerals-bamu1254-1,Chan2019,two,2,bɨbɛ,bibe,,FALSE,{CL}2,,
numerals-bamu1254-1-two-3,numerals-bamu1254-1,Chan2019,two,2,mɨmbɛ,mimbe,,FALSE,{CL’}2,,
numerals-bamu1254-1-three-1,numerals-bamu1254-1,Chan2019,three,3,tɑrɨ,tari,,FALSE,3,,
numerals-bamu1254-1-three-2,numerals-bamu1254-1,Chan2019,three,3,bɨ²tɑː⁷⁵ɾə²,bi2ta75ra2,,FALSE,{CL}3,,
numerals-bamu1254-1-three-3,numerals-bamu1254-1,Chan2019,three,3,mɨntɑrɨ,mintari,,FALSE,{CL'}3,,
numerals-bamu1254-1-four-1,numerals-bamu1254-1,Chan2019,four,4,nɨkwɑ,nikwa,,FALSE,"{CL""}4",,
numerals-bamu1254-1-four-2,numerals-bamu1254-1,Chan2019,four,4,bɨnɨkwɑ,binikwa,,FALSE,{CL}4,,
numerals-bamu1254-1-four-3,numerals-bamu1254-1,Chan2019,four,4,mɨnkwɑ,minkwa,,FALSE,{CL'}4,,
numerals-bamu1254-1-five-1,numerals-bamu1254-1,Chan2019,five,5,jitɑ̃,jita,,FALSE,{CL”’}5,,
numerals-bamu1254-1-five-2,numerals-bamu1254-1,Chan2019,five,5,bɨtɑ̃,bita,,FALSE,{CL}5,,
numerals-bamu1254-1-five-3,numerals-bamu1254-1,Chan2019,five,5,mɨntɑ̃,minta,,FALSE,{CL’}5,,
numerals-bamu1254-1-six-1,numerals-bamu1254-1,Chan2019,six,6,jintoʔ,jinto,,FALSE,{CL”’}6,,
