ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-mbow1246-1-one-1;numerals-mbow1246-1;Chan2019;one;1;kamweya;kamweya;;FALSE;1;;
numerals-mbow1246-1-two-1;numerals-mbow1246-1;Chan2019;two;2;tuili;tuili;;FALSE;2;;
numerals-mbow1246-1-three-1;numerals-mbow1246-1;Chan2019;three;3;tuñatu;tunatu;;FALSE;3;;
numerals-mbow1246-1-four-1;numerals-mbow1246-1;Chan2019;four;4;tune;tune;;FALSE;4;;
numerals-mbow1246-1-five-1;numerals-mbow1246-1;Chan2019;five;5;mutanu;mutanu;;FALSE;5;;
numerals-mbow1246-1-six-1;numerals-mbow1246-1;Chan2019;six;6;mutanu ni kamweya;mutanunikamweya;( 5 + 1 );FALSE;5+{and}1;;
numerals-mbow1246-1-seven-1;numerals-mbow1246-1;Chan2019;seven;7;mutanu ni tuili;mutanunituili;( 5 + 2 );FALSE;5+{and}2;;
numerals-mbow1246-1-eight-1;numerals-mbow1246-1;Chan2019;eight;8;mutanu ni tuñatu;mutanunitunatu;( 5 + 3 );FALSE;5+{and}3;;
numerals-mbow1246-1-nine-1;numerals-mbow1246-1;Chan2019;nine;9;mutanu ni tune;mutanunitune;( 5 + 4 );FALSE;5+{and}4;;
numerals-mbow1246-1-ten-1;numerals-mbow1246-1;Chan2019;ten;10;liʃumi;lisumi;;FALSE;10;;
numerals-mbow1246-1-eleven-1;numerals-mbow1246-1;Chan2019;eleven;11;liʃumi ni kamweya;lisuminikamweya;;FALSE;10+{and}1;;
numerals-mbow1246-1-twelve-1;numerals-mbow1246-1;Chan2019;twelve;12;liʃumi ni tuili;lisuminituili;;FALSE;10+{and}2;;
numerals-mbow1246-1-thirteen-1;numerals-mbow1246-1;Chan2019;thirteen;13;liʃumi ni tuñatu;lisuminitunatu;;FALSE;10+{and}3;;
numerals-mbow1246-1-fourteen-1;numerals-mbow1246-1;Chan2019;fourteen;14;liʃumi ni tune;lisuminitune;;FALSE;10+{and}4;;
numerals-mbow1246-1-fifteen-1;numerals-mbow1246-1;Chan2019;fifteen;15;liʃumi ni mutanu;lisuminimutanu;;FALSE;10+{and}5;;
numerals-mbow1246-1-sixteen-1;numerals-mbow1246-1;Chan2019;sixteen;16;liʃumi ni mutanu ni kamweya;lisuminimutanunikamweya;;FALSE;10+{and}5+{and}1;;
numerals-mbow1246-1-seventeen-1;numerals-mbow1246-1;Chan2019;seventeen;17;liʃumi ni mutanu ni tuili;lisuminimutanunituili;;FALSE;10+{and}5+{and}2;;
numerals-mbow1246-1-eighteen-1;numerals-mbow1246-1;Chan2019;eighteen;18;liʃumi ni mutanu ni tuñatu;lisuminimutanunitunatu;;FALSE;10+{and}5+{and}3;;
numerals-mbow1246-1-nineteen-1;numerals-mbow1246-1;Chan2019;nineteen;19;liʃumi ni mutanu ni tune;lisuminimutanunitune;;FALSE;10+{and}5+{and}4;;
numerals-mbow1246-1-twenty-1;numerals-mbow1246-1;Chan2019;twenty;20;makumi ayili;makumiayili;;FALSE;20·2;;
numerals-mbow1246-1-twentyone-1;numerals-mbow1246-1;Chan2019;twentyone;21;makumi ayili ni kamweya;makumiayilinikamweya;;FALSE;(20·2)+{and}1;;
numerals-mbow1246-1-twentytwo-1;numerals-mbow1246-1;Chan2019;twentytwo;22;makumi ayili ni tuili;makumiayilinituili;;FALSE;(20·2)+{and}2;;
numerals-mbow1246-1-twentythree-1;numerals-mbow1246-1;Chan2019;twentythree;23;makumi ayili ni tuñatu;makumiayilinitunatu;;FALSE;(20·2)+{and}3;;
numerals-mbow1246-1-twentyfour-1;numerals-mbow1246-1;Chan2019;twentyfour;24;makumi ayili ni tune;makumiayilinitune;;FALSE;(20·2)+{and}4;;
numerals-mbow1246-1-twentyfive-1;numerals-mbow1246-1;Chan2019;twentyfive;25;makumi ayili ni mutanu;makumiayilinimutanu;;FALSE;(20·2)+{and}5;;
numerals-mbow1246-1-twentysix-1;numerals-mbow1246-1;Chan2019;twentysix;26;makumi ayili ni mutanu ni kamweya;makumiayilinimutanunikamweya;;FALSE;(20·2)+{and}5+{and}1;;
numerals-mbow1246-1-twentyseven-1;numerals-mbow1246-1;Chan2019;twentyseven;27;makumi ayili ni mutanu ni tuili;makumiayilinimutanunituili;;FALSE;(20·2)+{and}5+{and}2;;
numerals-mbow1246-1-twentyeight-1;numerals-mbow1246-1;Chan2019;twentyeight;28;makumi ayili ni mutanu ni tuñatu;makumiayilinimutanunitunatu;;FALSE;(20·2)+{and}5+{and}3;;
numerals-mbow1246-1-twentynine-1;numerals-mbow1246-1;Chan2019;twentynine;29;makumi ayili ni mutanu ni tune;makumiayilinimutanunitune;;FALSE;(20·2)+{and}5+{and}4;;
numerals-mbow1246-1-thirty-1;numerals-mbow1246-1;Chan2019;thirty;30;makumi añatu;makumianatu;;FALSE;20·3;;
numerals-mbow1246-1-forty-1;numerals-mbow1246-1;Chan2019;forty;40;makumi ane;makumiane;;FALSE;20·4;;
numerals-mbow1246-1-fifty-1;numerals-mbow1246-1;Chan2019;fifty;50;makumi atanu;makumiatanu;;FALSE;20·5;;
numerals-mbow1246-1-sixty-1;numerals-mbow1246-1;Chan2019;sixty;60;makumi mutanu nalimweya;makumimutanunalimweya;;FALSE;20·(5+{and}1);;
