ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-laar1238-1-one-1;numerals-laar1238-1;Chan2019;one;1;moʃi;mosi;;FALSE;1;;
numerals-laar1238-1-two-1;numerals-laar1238-1;Chan2019;two;2;-oolé;oole;;FALSE;2;;
numerals-laar1238-1-three-1;numerals-laar1238-1;Chan2019;three;3;-tatú;tatu;;FALSE;3;;
numerals-laar1238-1-four-1;numerals-laar1238-1;Chan2019;four;4;-yá;ya;;FALSE;4;;
numerals-laar1238-1-five-1;numerals-laar1238-1;Chan2019;five;5;taanú;taanu;;FALSE;5;;
numerals-laar1238-1-six-1;numerals-laar1238-1;Chan2019;six;6;saambánu;saambanu;;FALSE;6;;
numerals-laar1238-1-seven-1;numerals-laar1238-1;Chan2019;seven;7;tsámbwáári;tsambwaari;;FALSE;7;;
numerals-laar1238-1-eight-1;numerals-laar1238-1;Chan2019;eight;8;náána;naana;;FALSE;8;;
numerals-laar1238-1-nine-1;numerals-laar1238-1;Chan2019;nine;9;vwá;vwa;;FALSE;9;;
numerals-laar1238-1-ten-1;numerals-laar1238-1;Chan2019;ten;10;kuumí;kuumi;;FALSE;10;;
numerals-laar1238-1-eleven-1;numerals-laar1238-1;Chan2019;eleven;11;kuumí na mósi;kuuminamosi;;FALSE;10+{and}1;;
numerals-laar1238-1-twelve-1;numerals-laar1238-1;Chan2019;twelve;12;kuumí na -oolé;kuuminaoole;;FALSE;10+{and}2;;
numerals-laar1238-1-thirteen-1;numerals-laar1238-1;Chan2019;thirteen;13;kuumí na -tatú;kuuminatatu;;FALSE;10+{and}3;;
numerals-laar1238-1-fourteen-1;numerals-laar1238-1;Chan2019;fourteen;14;kuumí na -yá;kuuminaya;;FALSE;10+{and}4;;
numerals-laar1238-1-fifteen-1;numerals-laar1238-1;Chan2019;fifteen;15;kuumí na taanú;kuuminataanu;;FALSE;10+{and}5;;
numerals-laar1238-1-sixteen-1;numerals-laar1238-1;Chan2019;sixteen;16;kuumí na saambánu;kuuminasaambanu;;FALSE;10+{and}6;;
numerals-laar1238-1-seventeen-1;numerals-laar1238-1;Chan2019;seventeen;17;kuumí na tsámbwáári;kuuminatsambwaari;;FALSE;10+{and}7;;
numerals-laar1238-1-eighteen-1;numerals-laar1238-1;Chan2019;eighteen;18;kuumí na náána;kuuminanaana;;FALSE;10+{and}8;;
numerals-laar1238-1-nineteen-1;numerals-laar1238-1;Chan2019;nineteen;19;kuumí na vwá;kuuminavwa;;FALSE;10+{and}9;;
numerals-laar1238-1-twenty-1;numerals-laar1238-1;Chan2019;twenty;20;makuumí moolé;makuumimoole;;FALSE;10·2;;
numerals-laar1238-1-twentyone-1;numerals-laar1238-1;Chan2019;twentyone;21;makuumí moolé na moʃi;makuumimoolenamosi;;FALSE;(10·2)+{and}1;;
numerals-laar1238-1-twentytwo-1;numerals-laar1238-1;Chan2019;twentytwo;22;makuumí moolé na -oolé;makuumimoolenaoole;;FALSE;(10·2)+{and}2;;
numerals-laar1238-1-twentythree-1;numerals-laar1238-1;Chan2019;twentythree;23;makuumí moolé na -tatú;makuumimoolenatatu;;FALSE;(10·2)+{and}3;;
numerals-laar1238-1-twentyfour-1;numerals-laar1238-1;Chan2019;twentyfour;24;makuumí moolé na -yá;makuumimoolenaya;;FALSE;(10·2)+{and}4;;
numerals-laar1238-1-twentyfive-1;numerals-laar1238-1;Chan2019;twentyfive;25;makuumí moolé na taanú;makuumimoolenataanu;;FALSE;(10·2)+{and}5;;
numerals-laar1238-1-twentysix-1;numerals-laar1238-1;Chan2019;twentysix;26;makuumí moolé na saambánu;makuumimoolenasaambanu;;FALSE;(10·2)+{and}6;;
numerals-laar1238-1-twentyseven-1;numerals-laar1238-1;Chan2019;twentyseven;27;makuumí moolé na tsámbwáári;makuumimoolenatsambwaari;;FALSE;(10·2)+{and}7;;
numerals-laar1238-1-twentyeight-1;numerals-laar1238-1;Chan2019;twentyeight;28;makuumí moolé na náána;makuumimoolenanaana;;FALSE;(10·2)+{and}8;;
numerals-laar1238-1-twentynine-1;numerals-laar1238-1;Chan2019;twentynine;29;makuumí moolé na vwá;makuumimoolenavwa;;FALSE;(10·2)+{and}9;;
numerals-laar1238-1-thirty-1;numerals-laar1238-1;Chan2019;thirty;30;makuumí matátu;makuumimatatu;;FALSE;10·3;;
numerals-laar1238-1-forty-1;numerals-laar1238-1;Chan2019;forty;40;makuumí maná;makuumimana;;FALSE;10·4;;
numerals-laar1238-1-fifty-1;numerals-laar1238-1;Chan2019;fifty;50;makuumí taanú;makuumitaanu;;FALSE;10·5;;
numerals-laar1238-1-sixty-1;numerals-laar1238-1;Chan2019;sixty;60;makuumí saambánu;makuumisaambanu;;FALSE;10·6;;
numerals-laar1238-1-seventy-1;numerals-laar1238-1;Chan2019;seventy;70;makuumí tsámbwáári;makuumitsambwaari;;FALSE;10·7;;
numerals-laar1238-1-eighty-1;numerals-laar1238-1;Chan2019;eighty;80;makuumí náána;makuuminaana;;FALSE;10·8;;
numerals-laar1238-1-ninety-1;numerals-laar1238-1;Chan2019;ninety;90;makuumí vwá;makuumivwa;;FALSE;10·9;;
numerals-laar1238-1-hundred-1;numerals-laar1238-1;Chan2019;hundred;100;nkáma;nkama;;FALSE;100;;
numerals-laar1238-1-twohundred-1;numerals-laar1238-1;Chan2019;twohundred;200;nkáma zoolé;nkamazoole;;FALSE;100·2;;
numerals-laar1238-1-thousand-1;numerals-laar1238-1;Chan2019;thousand;1000;fuundá;fuunda;;FALSE;1000;;
numerals-laar1238-1-thousand-2;numerals-laar1238-1;Chan2019;thousand;1000;nkáma kuumí;nkamakuumi;( 100 x 10 );FALSE;100·10;;
numerals-laar1238-1-twothousand-1;numerals-laar1238-1;Chan2019;twothousand;2000;mafuundá moolé;mafuundamoole;;FALSE;1000·2;;
