ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-gayi1237-1-one-1;numerals-gayi1237-1;Chan2019;one;1;wóliqi;woliqi;;FALSE;1;;
numerals-gayi1237-1-two-1;numerals-gayi1237-1;Chan2019;two;2;qastién;qastien;;FALSE;2;;
numerals-gayi1237-1-three-1;numerals-gayi1237-1;Chan2019;three;3;makːén;maken;;FALSE;3;;
numerals-gayi1237-1-four-1;numerals-gayi1237-1;Chan2019;four;4;ʔoydːí;oydi;;FALSE;4;;
numerals-gayi1237-1-five-1;numerals-gayi1237-1;Chan2019;five;5;dónqi;donqi;;FALSE;5;;
numerals-gayi1237-1-six-1;numerals-gayi1237-1;Chan2019;six;6;láː;la;;FALSE;6;;
numerals-gayi1237-1-seven-1;numerals-gayi1237-1;Chan2019;seven;7;tabizá;tabiza;;FALSE;7;;
numerals-gayi1237-1-eight-1;numerals-gayi1237-1;Chan2019;eight;8;sákila;sakila;;FALSE;8;;
numerals-gayi1237-1-nine-1;numerals-gayi1237-1;Chan2019;nine;9;lámakay;lamakay;;FALSE;9;;
numerals-gayi1237-1-ten-1;numerals-gayi1237-1;Chan2019;ten;10;támːá;tama;;FALSE;10;;
numerals-gayi1237-1-eleven-1;numerals-gayi1237-1;Chan2019;eleven;11;támːéke wóliqi;tamekewoliqi;;FALSE;10+{LIG}1;;
numerals-gayi1237-1-twelve-1;numerals-gayi1237-1;Chan2019;twelve;12;támːéke qastién;tamekeqastien;;FALSE;10+{LIG}2;;
numerals-gayi1237-1-thirteen-1;numerals-gayi1237-1;Chan2019;thirteen;13;támːéke makːén;tamekemaken;;FALSE;10+{LIG}3;;
numerals-gayi1237-1-fourteen-1;numerals-gayi1237-1;Chan2019;fourteen;14;támːéke ʔoydːí;tamekeoydi;;FALSE;10+{LIG}4;;
numerals-gayi1237-1-fifteen-1;numerals-gayi1237-1;Chan2019;fifteen;15;támːéke dónqi;tamekedonqi;;FALSE;10+{LIG}5;;
numerals-gayi1237-1-sixteen-1;numerals-gayi1237-1;Chan2019;sixteen;16;támːéke láː;tamekela;;FALSE;10+{LIG}6;;
numerals-gayi1237-1-seventeen-1;numerals-gayi1237-1;Chan2019;seventeen;17;támːéke tabizá;tameketabiza;;FALSE;10+{LIG}7;;
numerals-gayi1237-1-eighteen-1;numerals-gayi1237-1;Chan2019;eighteen;18;támːéke sákila;tamekesakila;;FALSE;10+{LIG}8;;
numerals-gayi1237-1-nineteen-1;numerals-gayi1237-1;Chan2019;nineteen;19;támːéke lámakay;tamekelamakay;;FALSE;10+{LIG}9;;
