Language_ID,ID,Parameter_ID,Value,Form,Gloss,Alternate_Gloss,Comment_Glosser
haaa1252-1,haaa1252-1-1-1,1,limwé,limwé,{CL}1,NA,NA
haaa1252-1,haaa1252-1-2-1,2,kabíri,kabíri,{CL’}2,NA,NA
haaa1252-1,haaa1252-1-3-1,3,ɡatatu,ɡatatu,{CL”}3,NA,NA
haaa1252-1,haaa1252-1-4-1,4,anné,anné,{CL”’}4,NA,NA
haaa1252-1,haaa1252-1-5-1,5,ɡataanu,ɡataanu,{CL”}5,,NA
haaa1252-1,haaa1252-1-6-1,6,ɡataandátu,ɡataandátu,{CL”}6,,{CL”}5+3
haaa1252-1,haaa1252-1-6-2,6,mukaáɡa,mukaáɡa,"{CL”""}6'",,NA
haaa1252-1,haaa1252-1-7-2,7,indwi,indwi,{CL””'}7,,NA
haaa1252-1,haaa1252-1-7-1,7,muʃanju,muʃanju,"{CL”""}7'",,NA
haaa1252-1,haaa1252-1-8-2,8,munaáne,munaáne,"{CL”""}4'+4",,NA
haaa1252-1,haaa1252-1-8-1,8,munaáni,munaáni,"{CL”""}4'+4",,NA
haaa1252-1,haaa1252-1-9-1,9,tʃénda,tʃénda,9,9,NA
haaa1252-1,haaa1252-1-10-1,10,itʃúmi,itʃúmi,"{CL""""'}10",,
haaa1252-1,haaa1252-1-11-1,11,itʃúmi na límwe,itʃúmi na límwe,{CL””’}10+{and}{CL}1,,
haaa1252-1,haaa1252-1-12-1,12,itʃúmi na kábiri,itʃúmi na kábiri,{CL””’}10+{and}{CL}2,,
haaa1252-1,haaa1252-1-13-1,13,itʃúmi na ɡátatu,itʃúmi na ɡátatu,{CL””’}10+{and}{CL}3,,
haaa1252-1,haaa1252-1-14-1,14,itʃúmi na kánne,itʃúmi na kánne,{CL””’}10+{and}{CL}4,,
haaa1252-1,haaa1252-1-15-1,15,itʃúmi na ɡátaanu,itʃúmi na ɡátaanu,{CL””’}10+{and}{CL}5,,
haaa1252-1,haaa1252-1-16-1,16,itʃúmi na ɡátaanu,itʃúmi na ɡátaanu,?,,Error! Same form as 15
haaa1252-1,haaa1252-1-17-1,16,itʃúmi na múkaáɡa,itʃúmi na múkaáɡa,{CL””’}10+{and}{CL}6’,,edited - 17 > 16
