ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-iyiv1238-1-one-1;numerals-iyiv1238-1;Chan2019;one;1;mɔ̌m;mom;;FALSE;1;;
numerals-iyiv1238-1-two-1;numerals-iyiv1238-1;Chan2019;two;2;hjâl;hjal;;FALSE;2;;
numerals-iyiv1238-1-three-1;numerals-iyiv1238-1;Chan2019;three;3;tàt;tat;;FALSE;3;;
numerals-iyiv1238-1-four-1;numerals-iyiv1238-1;Chan2019;four;4;ɲîn;nin;;FALSE;4;;
numerals-iyiv1238-1-five-1;numerals-iyiv1238-1;Chan2019;five;5;táŋə̀n;tangan;;FALSE;5;;
numerals-iyiv1238-1-six-1;numerals-iyiv1238-1;Chan2019;six;6;kə̀lə̀kə̀tàt;kalakatat;;FALSE;3’+3;;
numerals-iyiv1238-1-seven-1;numerals-iyiv1238-1;Chan2019;seven;7;kə̀lə̀kə̀tàt kàt mɔ̀mú;kalakatatkatmomu;( 6 + 1);FALSE;2’+3+{LIG}1’;;
numerals-iyiv1238-1-eight-1;numerals-iyiv1238-1;Chan2019;eight;8;kíníkìnì;kinikini;;FALSE;8;;
numerals-iyiv1238-1-nine-1;numerals-iyiv1238-1;Chan2019;nine;9;táŋìɲìn;tanginin;( 5 + 4 ?? );FALSE;5+4;;
numerals-iyiv1238-1-ten-1;numerals-iyiv1238-1;Chan2019;ten;10;pùɛ̀;pue;;FALSE;10;;
numerals-iyiv1238-1-eleven-1;numerals-iyiv1238-1;Chan2019;eleven;11;pùɛ̀ kàt mɔ̀mú;puekatmomu;;FALSE;10+{LIG}1;;
numerals-iyiv1238-1-twelve-1;numerals-iyiv1238-1;Chan2019;twelve;12;pùɛ̀ kàt àhâl;puekatahal;;FALSE;10+{LIG}2;;
numerals-iyiv1238-1-thirteen-1;numerals-iyiv1238-1;Chan2019;thirteen;13;pùɛ̀ kàt àtàt;puekatatat;;FALSE;10+{LIG}3;;
numerals-iyiv1238-1-fourteen-1;numerals-iyiv1238-1;Chan2019;fourteen;14;pùɛ̀ kàt ɛ̀ɲîn;puekatenin;;FALSE;10+{LIG}4;;
numerals-iyiv1238-1-fifteen-1;numerals-iyiv1238-1;Chan2019;fifteen;15;pùɛ̀ táŋə̀n;puetangan;;FALSE;10+{LIG}5;;
numerals-iyiv1238-1-sixteen-1;numerals-iyiv1238-1;Chan2019;sixteen;16;pùɛ̀ kə́lə́kə́tát;puekalakatat;;FALSE;10+{LIG}3'+3;;
