ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-chuw1238-1-one-1;numerals-chuw1238-1;Chan2019;one;1;modʰa;modha;;FALSE;1;;
numerals-chuw1238-1-two-1;numerals-chuw1238-1;Chan2019;two;2;biːli;bili;;FALSE;2;;
numerals-chuw1238-1-three-1;numerals-chuw1238-1;Chan2019;three;3;ʈ͡ʂaːru;tsaru;;FALSE;3;;
numerals-chuw1238-1-four-1;numerals-chuw1238-1;Chan2019;four;4;nai;nai;;FALSE;4;;
numerals-chuw1238-1-five-1;numerals-chuw1238-1;Chan2019;five;5;tanu;tanu;;FALSE;5;;
numerals-chuw1238-1-six-1;numerals-chuw1238-1;Chan2019;six;6;tanunamodʰa;tanunamodha;( 5 + 1 );FALSE;5+1;;
numerals-chuw1238-1-seven-1;numerals-chuw1238-1;Chan2019;seven;7;tanunabiːli;tanunabili;( 5 + 2 );FALSE;5+2;;
numerals-chuw1238-1-eight-1;numerals-chuw1238-1;Chan2019;eight;8;tanaʈ͡ʂaːru;tanatsaru;( 5 + 3 );FALSE;5+3;;
numerals-chuw1238-1-nine-1;numerals-chuw1238-1;Chan2019;nine;9;tananai;tananai;( 5 + 4 );FALSE;5+4;;
numerals-chuw1238-1-ten-1;numerals-chuw1238-1;Chan2019;ten;10;kumi;kumi;;FALSE;10;;
numerals-chuw1238-1-eleven-1;numerals-chuw1238-1;Chan2019;eleven;11;kumi na modʰa;kuminamodha;;FALSE;10+{and}1;;
numerals-chuw1238-1-twelve-1;numerals-chuw1238-1;Chan2019;twelve;12;kumi na biːli;kuminabili;;FALSE;10+{and}2;;
numerals-chuw1238-1-thirteen-1;numerals-chuw1238-1;Chan2019;thirteen;13;kumi na ʈ͡ʂaːru;kuminatsaru;;FALSE;10+{and}3;;
numerals-chuw1238-1-fourteen-1;numerals-chuw1238-1;Chan2019;fourteen;14;kumi na nai;kuminanai;;FALSE;10+{and}4;;
numerals-chuw1238-1-fifteen-1;numerals-chuw1238-1;Chan2019;fifteen;15;kumi na tanu;kuminatanu;;FALSE;10+{and}5;;
numerals-chuw1238-1-sixteen-1;numerals-chuw1238-1;Chan2019;sixteen;16;kumi na tanunamodʰa;kuminatanunamodha;;FALSE;10+{and}5+{and}1;;
numerals-chuw1238-1-seventeen-1;numerals-chuw1238-1;Chan2019;seventeen;17;kumi na tanunabiːli;kuminatanunabili;;FALSE;10+{and}5+{and}2;;
numerals-chuw1238-1-eighteen-1;numerals-chuw1238-1;Chan2019;eighteen;18;kumi na tanaʈ͡ʂaːru;kuminatanatsaru;;FALSE;10+{and}5+{and}3;;
numerals-chuw1238-1-nineteen-1;numerals-chuw1238-1;Chan2019;nineteen;19;kumi na tananai;kuminatananai;;FALSE;10+{and}5+{and}4;;
numerals-chuw1238-1-twenty-1;numerals-chuw1238-1;Chan2019;twenty;20;makumi meːli;makumimeli;;FALSE;10·2;;
numerals-chuw1238-1-twentyone-1;numerals-chuw1238-1;Chan2019;twentyone;21;makumi meːli na modʰa;makumimelinamodha;;FALSE;(10·2)+{and}1;;
numerals-chuw1238-1-twentytwo-1;numerals-chuw1238-1;Chan2019;twentytwo;22;makumi meːli na biːli;makumimelinabili;;FALSE;(10·2)+{and}2;;
numerals-chuw1238-1-twentythree-1;numerals-chuw1238-1;Chan2019;twentythree;23;makumi meːli na ʈ͡ʂaːru;makumimelinatsaru;;FALSE;(10·2)+{and}3;;
numerals-chuw1238-1-twentyfour-1;numerals-chuw1238-1;Chan2019;twentyfour;24;makumi meːli na nai;makumimelinanai;;FALSE;(10·2)+{and}4;;
numerals-chuw1238-1-twentyfive-1;numerals-chuw1238-1;Chan2019;twentyfive;25;makumi meːli na tanu;makumimelinatanu;;FALSE;(10·2)+{and}5;;
numerals-chuw1238-1-twentysix-1;numerals-chuw1238-1;Chan2019;twentysix;26;makumi meːli na tanunamodʰa;makumimelinatanunamodha;;FALSE;(10·2)+{and}5+{and}1;;
numerals-chuw1238-1-twentyseven-1;numerals-chuw1238-1;Chan2019;twentyseven;27;makumi meːli na tanunabiːli;makumimelinatanunabili;;FALSE;(10·2)+{and}5+{and}2;;
numerals-chuw1238-1-twentyeight-1;numerals-chuw1238-1;Chan2019;twentyeight;28;makumi meːli na tanaʈ͡ʂaːru;makumimelinatanatsaru;;FALSE;(10·2)+{and}5+{and}3;;
numerals-chuw1238-1-twentynine-1;numerals-chuw1238-1;Chan2019;twentynine;29;makumi meːli na tananai;makumimelinatananai;;FALSE;(10·2)+{and}5+{and}4;;
numerals-chuw1238-1-thirty-1;numerals-chuw1238-1;Chan2019;thirty;30;woːkubanya;wokubanya;;FALSE;30;;
numerals-chuw1238-1-forty-1;numerals-chuw1238-1;Chan2019;forty;40;makumi manai;makumimanai;;FALSE;10·4;;
numerals-chuw1238-1-fifty-1;numerals-chuw1238-1;Chan2019;fifty;50;makumi matanu;makumimatanu;;FALSE;10·5;;
numerals-chuw1238-1-sixty-1;numerals-chuw1238-1;Chan2019;sixty;60;makumi matanu na nimodʰa;makumimatanunanimodha;;FALSE;10·(5+{and}1);;
numerals-chuw1238-1-seventy-1;numerals-chuw1238-1;Chan2019;seventy;70;makumi matanu na meːli;makumimatanunameli;;FALSE;10·(5+{and}2);;
numerals-chuw1238-1-eighty-1;numerals-chuw1238-1;Chan2019;eighty;80;makumi matanu na maraːru;makumimatanunamararu;;FALSE;10·(5+{and}3);;
numerals-chuw1238-1-ninety-1;numerals-chuw1238-1;Chan2019;ninety;90;makumi matanu na manai;makumimatanunamanai;;FALSE;10·(5+{and}4);;
numerals-chuw1238-1-hundred-1;numerals-chuw1238-1;Chan2019;hundred;100;zana;zana;;FALSE;100;;
numerals-chuw1238-1-twohundred-1;numerals-chuw1238-1;Chan2019;twohundred;200;mazana meːli;mazanameli;;FALSE;100·2;;
numerals-chuw1238-1-thousand-1;numerals-chuw1238-1;Chan2019;thousand;1000;cikwi;cikwi;;FALSE;1000;;
numerals-chuw1238-1-twothousand-1;numerals-chuw1238-1;Chan2019;twothousand;2000;macikwi meːli;macikwimeli;;FALSE;1000·2;;
