ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-limb1268-1-one-1;numerals-limb1268-1;Chan2019;one;1;mɔ̀ʔsíɾ;mosir;;FALSE;1;;
numerals-limb1268-1-two-1;numerals-limb1268-1;Chan2019;two;2;báː;ba;;FALSE;2;;
numerals-limb1268-1-three-1;numerals-limb1268-1;Chan2019;three;3;táːɾ;tar;;FALSE;3;;
numerals-limb1268-1-four-1;numerals-limb1268-1;Chan2019;four;4;kjèː;kje;;FALSE;4;;
numerals-limb1268-1-five-1;numerals-limb1268-1;Chan2019;five;5;tâ;ta;;FALSE;5;;
numerals-limb1268-1-six-1;numerals-limb1268-1;Chan2019;six;6;ntūːnfú;ntunfu;;FALSE;6;;
numerals-limb1268-1-seven-1;numerals-limb1268-1;Chan2019;seven;7;sàːmbâ;samba;;FALSE;7;;
numerals-limb1268-1-eight-1;numerals-limb1268-1;Chan2019;eight;8;wāːmí;wami;;FALSE;8;;
numerals-limb1268-1-nine-1;numerals-limb1268-1;Chan2019;nine;9;bɨ̀ʔɨ̂;bii;;FALSE;9;;
numerals-limb1268-1-nine-2;numerals-limb1268-1;Chan2019;nine;9;bɨ̀ɾɨ̂;biri;;FALSE;1’-{LIG}10;;
numerals-limb1268-1-ten-1;numerals-limb1268-1;Chan2019;ten;10;ɾɨ;ri;;FALSE;10;;
numerals-limb1268-1-eleven-1;numerals-limb1268-1;Chan2019;eleven;11;ntʃɔ̀p mɔ̀ʔsíɾ;ntsopmosir;;FALSE;{LIG}1+[10];;
numerals-limb1268-1-eleven-2;numerals-limb1268-1;Chan2019;eleven;11;ntʃɔ̀p mɔ̀ʔsíɾ à ɾɨ̀;ntsopmosirari;;FALSE;{LIG}1+10;;
numerals-limb1268-1-twelve-1;numerals-limb1268-1;Chan2019;twelve;12;ntʃɔ̀p báː à ɾɨ̀;ntsopbaari;;FALSE;{LIG}2+10;;
numerals-limb1268-1-thirteen-1;numerals-limb1268-1;Chan2019;thirteen;13;ntʃɔ̀p táːɾ à ɾɨ̀;ntsoptarari;;FALSE;{LIG}3+10;;
numerals-limb1268-1-fourteen-1;numerals-limb1268-1;Chan2019;fourteen;14;ntʃɔ̀p kjèː à ɾɨ̀;ntsopkjeari;;FALSE;{LIG}4+10;;
numerals-limb1268-1-fifteen-1;numerals-limb1268-1;Chan2019;fifteen;15;ntʃɔ̀p tá à ɾɨ̀;ntsoptaari;;FALSE;{LIG}5+10;;
numerals-limb1268-1-sixteen-1;numerals-limb1268-1;Chan2019;sixteen;16;ntʃɔ̀p ntūːnfú à ɾɨ̀;ntsopntunfuari;;FALSE;{LIG}6+10;;
numerals-limb1268-1-seventeen-1;numerals-limb1268-1;Chan2019;seventeen;17;ntʃɔ̀p sàːmbā à ɾɨ̀;ntsopsambaari;;FALSE;{LIG}7+10;;
numerals-limb1268-1-eighteen-1;numerals-limb1268-1;Chan2019;eighteen;18;ntʃɔ̀p wāːmɨ́ à ɾɨ̀;ntsopwamiari;;FALSE;{LIG}8+10;;
numerals-limb1268-1-nineteen-1;numerals-limb1268-1;Chan2019;nineteen;19;ntʃɔ̀p bɨ̀ʔɨ̄ à ɾɨ̀;ntsopbiiari;;FALSE;{LIG}9+10;;
numerals-limb1268-1-twenty-1;numerals-limb1268-1;Chan2019;twenty;20;m̩báː;mba;;FALSE;[10]·2;;
numerals-limb1268-1-twentyone-1;numerals-limb1268-1;Chan2019;twentyone;21;ntʃòp mɔ̀ʔsíɾ à m̩báː;ntsopmosiramba;;FALSE;{LIG}1+([10]·2);;
numerals-limb1268-1-twentytwo-1;numerals-limb1268-1;Chan2019;twentytwo;22;ntʃòp báː à m̩báː;ntsopbaamba;;FALSE;{LIG}2+([10]·2);;
numerals-limb1268-1-twentythree-1;numerals-limb1268-1;Chan2019;twentythree;23;ntʃòp táːɾ à m̩báː;ntsoptaramba;;FALSE;{LIG}3+([10]·2);;
numerals-limb1268-1-twentyfour-1;numerals-limb1268-1;Chan2019;twentyfour;24;ntʃòp kjèː à m̩báː;ntsopkjeamba;;FALSE;{LIG}4+([10]·2);;
numerals-limb1268-1-twentyfive-1;numerals-limb1268-1;Chan2019;twentyfive;25;ntʃòp tá à m̩báː;ntsoptaamba;;FALSE;{LIG}5+([10]·2);;
numerals-limb1268-1-twentysix-1;numerals-limb1268-1;Chan2019;twentysix;26;ntʃòp ntūːnfú à m̩báː;ntsopntunfuamba;;FALSE;{LIG}6+([10]·2);;
numerals-limb1268-1-twentyseven-1;numerals-limb1268-1;Chan2019;twentyseven;27;ntʃòp sàːmbā à m̩báː;ntsopsambaamba;;FALSE;{LIG}7+([10]·2);;
numerals-limb1268-1-twentyeight-1;numerals-limb1268-1;Chan2019;twentyeight;28;ntʃòp wāːmɨ́ à m̩báː;ntsopwamiamba;;FALSE;{LIG}8+([10]·2);;
numerals-limb1268-1-twentynine-1;numerals-limb1268-1;Chan2019;twentynine;29;ntʃòp bɨ̀ʔɨ̂ à m̩báː;ntsopbiiamba;;FALSE;{LIG}9+([10]·2);;
numerals-limb1268-1-thirty-1;numerals-limb1268-1;Chan2019;thirty;30;m̩tāːɾ;mtar;;FALSE;[10]·3;;
numerals-limb1268-1-forty-1;numerals-limb1268-1;Chan2019;forty;40;m̩kjèː;mkje;;FALSE;[10]·4;;
numerals-limb1268-1-fifty-1;numerals-limb1268-1;Chan2019;fifty;50;m̩tâ;mta;;FALSE;[10]·5;;
numerals-limb1268-1-sixty-1;numerals-limb1268-1;Chan2019;sixty;60;m̩ntūːnfú;mntunfu;;FALSE;[10]·6;;
numerals-limb1268-1-seventy-1;numerals-limb1268-1;Chan2019;seventy;70;m̩sàːmbâ;msamba;;FALSE;[10]·7;;
numerals-limb1268-1-eighty-1;numerals-limb1268-1;Chan2019;eighty;80;m̩wāːmí;mwami;;FALSE;[10]·8;;
numerals-limb1268-1-ninety-1;numerals-limb1268-1;Chan2019;ninety;90;m̩bɨ̀ʔɨ̂;mbii;;FALSE;[10]·9;;
numerals-limb1268-1-hundred-1;numerals-limb1268-1;Chan2019;hundred;100;ɾd͡ʒèː;rdze;;FALSE;100;;
numerals-limb1268-1-hundred-2;numerals-limb1268-1;Chan2019;hundred;100;ɾd͡ʒèɾ;rdzer;;FALSE;100;;
numerals-limb1268-1-twohundred-1;numerals-limb1268-1;Chan2019;twohundred;200;md͡ʒèː m̩báː;mdzemba;;FALSE;100·2;;
numerals-limb1268-1-thousand-1;numerals-limb1268-1;Chan2019;thousand;1000;nt͡ʃɨ̀kì;ntsiki;;FALSE;1000;;
numerals-limb1268-1-twothousand-1;numerals-limb1268-1;Chan2019;twothousand;2000;nt͡ʃɨ̀kì báː;ntsikiba;;FALSE;1000·2;;
