ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-duma1253-1-one-1;numerals-duma1253-1;Chan2019;one;1;-mɔ;mo;;FALSE;1;;
numerals-duma1253-1-two-1;numerals-duma1253-1;Chan2019;two;2;-ɔɔlɛ;oole;;FALSE;2;;
numerals-duma1253-1-three-1;numerals-duma1253-1;Chan2019;three;3;-tatu;tatu;;FALSE;3;;
numerals-duma1253-1-four-1;numerals-duma1253-1;Chan2019;four;4;-na;na;;FALSE;4;;
numerals-duma1253-1-five-1;numerals-duma1253-1;Chan2019;five;5;-taanu;taanu;;FALSE;5;;
numerals-duma1253-1-six-1;numerals-duma1253-1;Chan2019;six;6;-samunu;samunu;;FALSE;6;;
numerals-duma1253-1-seven-1;numerals-duma1253-1;Chan2019;seven;7;t͡saambu;tsaambu;;FALSE;7;;
numerals-duma1253-1-eight-1;numerals-duma1253-1;Chan2019;eight;8;pwɔmbɔ;pwombo;;FALSE;8;;
numerals-duma1253-1-nine-1;numerals-duma1253-1;Chan2019;nine;9;li-bwa;libwa;;FALSE;9;;
numerals-duma1253-1-ten-1;numerals-duma1253-1;Chan2019;ten;10;li-kumi;likumi;;FALSE;10;;
numerals-duma1253-1-eleven-1;numerals-duma1253-1;Chan2019;eleven;11;li-kumi na -mɔ;likuminamo;;FALSE;10+{and}1;;
numerals-duma1253-1-twelve-1;numerals-duma1253-1;Chan2019;twelve;12;li-kumi na -ɔɔlɛ;likuminaoole;;FALSE;10+{and}2;;
numerals-duma1253-1-thirteen-1;numerals-duma1253-1;Chan2019;thirteen;13;li-kumi na -tatu;likuminatatu;;FALSE;10+{and}3;;
numerals-duma1253-1-fourteen-1;numerals-duma1253-1;Chan2019;fourteen;14;li-kumi na -na;likuminana;;FALSE;10+{and}4;;
numerals-duma1253-1-fifteen-1;numerals-duma1253-1;Chan2019;fifteen;15;li-kumi na -taanu;likuminataanu;;FALSE;10+{and}5;;
numerals-duma1253-1-sixteen-1;numerals-duma1253-1;Chan2019;sixteen;16;li-kumi na -samunu;likuminasamunu;;FALSE;10+{and}6;;
numerals-duma1253-1-seventeen-1;numerals-duma1253-1;Chan2019;seventeen;17;li-kumi na t͡saambu;likuminatsaambu;;FALSE;10+{and}7;;
numerals-duma1253-1-eighteen-1;numerals-duma1253-1;Chan2019;eighteen;18;li-kumi na pwɔmbɔ;likuminapwombo;;FALSE;10+{and}8;;
numerals-duma1253-1-nineteen-1;numerals-duma1253-1;Chan2019;nineteen;19;li-kumi na li-bwa;likuminalibwa;;FALSE;10+{and}9;;
numerals-duma1253-1-twenty-1;numerals-duma1253-1;Chan2019;twenty;20;ma-ku m-ɔɔlɛ;makumoole;;FALSE;10·2;;
numerals-duma1253-1-twentyone-1;numerals-duma1253-1;Chan2019;twentyone;21;ma-ku m-ɔɔlɛ na -mɔ;makumoolenamo;;FALSE;(10·2)+{and}1;;
numerals-duma1253-1-twentytwo-1;numerals-duma1253-1;Chan2019;twentytwo;22;ma-ku m-ɔɔlɛ na -ɔɔlɛ;makumoolenaoole;;FALSE;(10·2)+{and}2;;
numerals-duma1253-1-twentythree-1;numerals-duma1253-1;Chan2019;twentythree;23;ma-ku m-ɔɔlɛ na -tatu;makumoolenatatu;;FALSE;(10·2)+{and}3;;
numerals-duma1253-1-twentyfour-1;numerals-duma1253-1;Chan2019;twentyfour;24;ma-ku m-ɔɔlɛ na -na;makumoolenana;;FALSE;(10·2)+{and}4;;
numerals-duma1253-1-twentyfive-1;numerals-duma1253-1;Chan2019;twentyfive;25;ma-ku m-ɔɔlɛ na -taanu;makumoolenataanu;;FALSE;(10·2)+{and}5;;
numerals-duma1253-1-twentysix-1;numerals-duma1253-1;Chan2019;twentysix;26;ma-ku m-ɔɔlɛ na -samunu;makumoolenasamunu;;FALSE;(10·2)+{and}6;;
numerals-duma1253-1-twentyseven-1;numerals-duma1253-1;Chan2019;twentyseven;27;ma-ku m-ɔɔlɛ na t͡saambu;makumoolenatsaambu;;FALSE;(10·2)+{and}7;;
numerals-duma1253-1-twentyeight-1;numerals-duma1253-1;Chan2019;twentyeight;28;ma-ku m-ɔɔlɛ na pwɔmbɔ;makumoolenapwombo;;FALSE;(10·2)+{and}8;;
numerals-duma1253-1-twentynine-1;numerals-duma1253-1;Chan2019;twentynine;29;ma-ku m-ɔɔlɛ na li-bwa;makumoolenalibwa;;FALSE;(10·2)+{and}9;;
numerals-duma1253-1-thirty-1;numerals-duma1253-1;Chan2019;thirty;30;ma-ku ma-saatu;makumasaatu;;FALSE;10·3;;
numerals-duma1253-1-forty-1;numerals-duma1253-1;Chan2019;forty;40;ma-ku ma-nayi;makumanayi;;FALSE;10·4;;
numerals-duma1253-1-fifty-1;numerals-duma1253-1;Chan2019;fifty;50;ma-ku ma-taani;makumataani;;FALSE;10·5;;
numerals-duma1253-1-sixty-1;numerals-duma1253-1;Chan2019;sixty;60;ma-ku ma-samunu;makumasamunu;;FALSE;10·6;;
numerals-duma1253-1-seventy-1;numerals-duma1253-1;Chan2019;seventy;70;ma-ku t͡saambu;makutsaambu;;FALSE;10·7;;
numerals-duma1253-1-eighty-1;numerals-duma1253-1;Chan2019;eighty;80;ma-ku pwɔmbɔ;makupwombo;;FALSE;10·8;;
numerals-duma1253-1-ninety-1;numerals-duma1253-1;Chan2019;ninety;90;ma-ku li-bwa;makulibwa;;FALSE;10·9;;
numerals-duma1253-1-hundred-1;numerals-duma1253-1;Chan2019;hundred;100;kama;kama;;FALSE;100;;
