"Language_ID","ID","Parameter_ID","Value","Form","Gloss","Alternate_Gloss","Comment_Glosser"
"gwen1239-1","gwen1239-1-1-1",1,"imwi","imwi","{CL}1","1",NA
"gwen1239-1","gwen1239-1-2-1",2,"ivi","ivi","{CL}2","2",NA
"gwen1239-1","gwen1239-1-3-1",3,"itharu","itharu","{CL}3","3",NA
"gwen1239-1","gwen1239-1-4-1",4,"inya","inya","{CL}4","4",NA
"gwen1239-1","gwen1239-1-5-1",5,"ithwanu","ithwanu","{CL}5","5",NA
"gwen1239-1","gwen1239-1-6-1",6,"mtandatu","mtandatu","{CL’}6",NA,NA
"gwen1239-1","gwen1239-1-6-2",6,"thita","thita","6’",NA,"( < Swahili )"
"gwen1239-1","gwen1239-1-7-1",7,"mfungate","mfungate","{CL’}7",NA,NA
"gwen1239-1","gwen1239-1-7-2",7,"thaba","thaba","7’",NA,"( < Swahili )"
"gwen1239-1","gwen1239-1-8-1",8,"mnane","mnane","8","{CL'}4+4","x=2? x=ligature? e.g."
"gwen1239-1","gwen1239-1-9-1",9,"kenda","kenda","9","9",NA
"gwen1239-1","gwen1239-1-10-1",10,"ikumi","ikumi","{CL}10",NA,NA
"gwen1239-1","gwen1239-1-11-1",11,"ikumi na imwi","ikumi na imwi","{CL}10+{+}{CL}1",NA,NA
"gwen1239-1","gwen1239-1-12-1",12,"ikumi na ivi","ikumi na ivi","{CL}10+{+}{CL}2",NA,NA
"gwen1239-1","gwen1239-1-13-1",13,"ikumi na itharu","ikumi na itharu","{CL}10+{+}{CL}3",NA,NA
"gwen1239-1","gwen1239-1-14-1",14,"ikumi na ine","ikumi na ine","{CL}10+{+}{CL}4",NA,NA
"gwen1239-1","gwen1239-1-15-1",15,"ikumi na ithwanu","ikumi na ithwanu","{CL}10+{+}{CL}5",NA,NA
"gwen1239-1","gwen1239-1-16-1",16,"ikumi na mtandatu","ikumi na mtandatu","{CL}10+{+}{CL’}6",NA,NA
"gwen1239-1","gwen1239-1-16-2",16,"ikumi na thita","ikumi na thita","{CL}10+{+}6’",NA,"EDITED"
"gwen1239-1","gwen1239-1-17-1",17,"ikumi na mfungate","ikumi na mfungate","{CL}10+{+}{CL’}7",NA,NA
"gwen1239-1","gwen1239-1-17-2",17,"ikumi na thaba","ikumi na thaba","{CL}10+{+}7’",NA,"EDITED"
"gwen1239-1","gwen1239-1-18-1",18,"ikumi na mnane","ikumi na mnane","{CL}10+{+}{CL’}8","{CL}10+{+}{CL’}4+4",NA
"gwen1239-1","gwen1239-1-19-1",19,"ikumi na kenda","ikumi na kenda","{CL}10+{+}9",NA,NA
"gwen1239-1","gwen1239-1-20-1",20,"makumi avyi","makumi avyi","{CL”}10·{CL""'}2",NA,NA
"gwen1239-1","gwen1239-1-21-1",21,"makumi avyi na imwi","makumi avyi na imwi","({CL”}10·{CL”’}2)+{+}{CL}1",NA,NA
"gwen1239-1","gwen1239-1-22-1",22,"makumi avyi na ivi","makumi avyi na ivi","({CL”}10·{CL”’}2)+{+}{CL}2",NA,NA
"gwen1239-1","gwen1239-1-23-1",23,"makumi avyi na itharu","makumi avyi na itharu","({CL”}10·{CL”’}2)+{+}{CL}3",NA,NA
"gwen1239-1","gwen1239-1-24-1",24,"makumi avyi na inya","makumi avyi na inya","({CL”}10·{CL”’}2)+{+}{CL}4",NA,NA
"gwen1239-1","gwen1239-1-25-1",25,"makumi avyi na ithwanu","makumi avyi na ithwanu","({CL”}10·{CL”’}2)+{+}{CL}5",NA,NA
"gwen1239-1","gwen1239-1-26-1",26,"makumi avyi na mtandatu","makumi avyi na mtandatu","({CL”}10·{CL”’}2)+{+}{CL’}6",NA,NA
"gwen1239-1","gwen1239-1-26-2",26,"makumi avyi na thita","makumi avyi na thita","({CL”}10·{CL”’}2)+{+}6’",NA,"EDITED"
"gwen1239-1","gwen1239-1-27-1",27,"makumi avyi na mfungate","makumi avyi na mfungate","({CL”}10·{CL”’}2)+{+}{CL’}7",NA,NA
"gwen1239-1","gwen1239-1-27-2",27,"makumi avyi thaba","makumi avyi thaba","({CL”}10·{CL”’}2)+{+}7’",NA,"EDITED"
"gwen1239-1","gwen1239-1-28-1",28,"makumi avyi na mnane","makumi avyi na mnane","({CL”}10·{CL”’}2)+{+}{CL’}8",NA,NA
"gwen1239-1","gwen1239-1-29-1",29,"makumi avyi na kenda","makumi avyi na kenda","({CL”}10·{CL”’}2)+{+}{CL’}9",NA,NA
"gwen1239-1","gwen1239-1-30-1",30,"makumi atharu","makumi atharu","{CL”}10·{CL""'}3",NA,NA
"gwen1239-1","gwen1239-1-40-1",40,"makumi inya","makumi inya","{CL”}10·{CL}4",NA,NA
"gwen1239-1","gwen1239-1-50-1",50,"makumi ithwanu","makumi ithwanu","{CL”}10·{CL}5",NA,NA
"gwen1239-1","gwen1239-1-60-1",60,"makumi mtandatu","makumi mtandatu","{CL”}10·{CL’}6",NA,NA
"gwen1239-1","gwen1239-1-60-2",60,"makumi thita","makumi thita","{CL”}10·{CL’}6’",NA,NA
