ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-sara1321-1-one-1;numerals-sara1321-1;Chan2019;one;1;kárē;kare;;FALSE;1;;
numerals-sara1321-1-one-2;numerals-sara1321-1;Chan2019;one;1;hàré;hare;;FALSE;1;;
numerals-sara1321-1-two-1;numerals-sara1321-1;Chan2019;two;2;jōó;joo;;FALSE;2;;
numerals-sara1321-1-three-1;numerals-sara1321-1;Chan2019;three;3;mùtá;muta;;FALSE;3;;
numerals-sara1321-1-four-1;numerals-sara1321-1;Chan2019;four;4;sɔ̀ɔ́;soo;;FALSE;4;;
numerals-sara1321-1-five-1;numerals-sara1321-1;Chan2019;five;5;mìí;mii;;FALSE;5;;
numerals-sara1321-1-six-1;numerals-sara1321-1;Chan2019;six;6;màhá;maha;;FALSE;6;5'+1;
numerals-sara1321-1-seven-1;numerals-sara1321-1;Chan2019;seven;7;mìtə́kə́jə́;mitakaja;;FALSE;7;;
numerals-sara1321-1-eight-1;numerals-sara1321-1;Chan2019;eight;8;sàlīnjā;salinja;;FALSE;8;;
numerals-sara1321-1-nine-1;numerals-sara1321-1;Chan2019;nine;9;dàhábú;dahabu;;FALSE;9;;
numerals-sara1321-1-ten-1;numerals-sara1321-1;Chan2019;ten;10;dɔ̀ɡɔ̀;dogo;;FALSE;10;;
numerals-sara1321-1-eleven-1;numerals-sara1321-1;Chan2019;eleven;11;dɔ̀jō kárē;dojokare;;FALSE;10+1;;
numerals-sara1321-1-twelve-1;numerals-sara1321-1;Chan2019;twelve;12;dɔ̀jō jōó;dojojoo;;FALSE;10+2;;
numerals-sara1321-1-thirteen-1;numerals-sara1321-1;Chan2019;thirteen;13;dɔ̀jō mùtá;dojomuta;;FALSE;10+3;;
numerals-sara1321-1-fourteen-1;numerals-sara1321-1;Chan2019;fourteen;14;dɔ̀jō sɔ̀ɔ́;dojosoo;;FALSE;10+4;;
numerals-sara1321-1-fifteen-1;numerals-sara1321-1;Chan2019;fifteen;15;dɔ̀jō mìí;dojomii;;FALSE;10+5;;
numerals-sara1321-1-sixteen-1;numerals-sara1321-1;Chan2019;sixteen;16;dɔ̀jō màhá;dojomaha;;FALSE;10+6;;
numerals-sara1321-1-seventeen-1;numerals-sara1321-1;Chan2019;seventeen;17;dɔ̀jō mìtə́kə́jə́;dojomitakaja;;FALSE;10+7;;
numerals-sara1321-1-eighteen-1;numerals-sara1321-1;Chan2019;eighteen;18;dɔ̀jō sàlīnjā;dojosalinja;;FALSE;10+8;;
