ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
numerals-mbay1241-1-one-1,numerals-mbay1241-1,Chan2019,one,1,kə́rā,kara,,FALSE,1,,
numerals-mbay1241-1-two-1,numerals-mbay1241-1,Chan2019,two,2,jōó,joo,,FALSE,2,,
numerals-mbay1241-1-three-1,numerals-mbay1241-1,Chan2019,three,3,mə̀tá,mata,,FALSE,3,,
numerals-mbay1241-1-four-1,numerals-mbay1241-1,Chan2019,four,4,sɔ̄ɔ́,soo,,FALSE,4,,
numerals-mbay1241-1-five-1,numerals-mbay1241-1,Chan2019,five,5,mḭ̄́ḭ,mii,,FALSE,5,,
numerals-mbay1241-1-six-1,numerals-mbay1241-1,Chan2019,six,6,kə́-bɔ̀y-dètə́,kaboydeta,,FALSE,6,check: composite six insufficient data to determine constituents,
numerals-mbay1241-1-seven-1,numerals-mbay1241-1,Chan2019,seven,7,tènə̀-mə̀tá,tenamata,( 5 + 1 ),FALSE,4'+3,,
numerals-mbay1241-1-eight-1,numerals-mbay1241-1,Chan2019,eight,8,jī-jōó,jijoo,( 10 - 2 ),FALSE,10-2{?},,
numerals-mbay1241-1-nine-1,numerals-mbay1241-1,Chan2019,nine,9,jī-kə́rā,jikara,( 10 - 1 ),FALSE,10-1{?},,
numerals-mbay1241-1-ten-1,numerals-mbay1241-1,Chan2019,ten,10,kə̀lá,kala,,FALSE,10,,
numerals-mbay1241-1-eleven-1,numerals-mbay1241-1,Chan2019,eleven,11,kə̀lá-ɡìdə̀-kə̀-kə́rā,kalagidakakara,,FALSE,10'+{LIG}1,,
numerals-mbay1241-1-twelve-1,numerals-mbay1241-1,Chan2019,twelve,12,kə̀lá-ɡìdə̀-kə̀-jōó,kalagidakajoo,,FALSE,10'+{LIG}2,,
numerals-mbay1241-1-thirteen-1,numerals-mbay1241-1,Chan2019,thirteen,13,kə̀lá-ɡìdə̀-kə̀-mə̀tá,kalagidakamata,,FALSE,10'+{LIG}3,,
numerals-mbay1241-1-fourteen-1,numerals-mbay1241-1,Chan2019,fourteen,14,kə̀lá-ɡìdə̀-kə̀-sɔ̄ɔ́,kalagidakasoo,,FALSE,10'+{LIG}4,,
numerals-mbay1241-1-fifteen-1,numerals-mbay1241-1,Chan2019,fifteen,15,kə̀lá-ɡìdə̀-kə̀-mḭ̄́ḭ,kalagidakamii,,FALSE,10'+{LIG}5,,
numerals-mbay1241-1-sixteen-1,numerals-mbay1241-1,Chan2019,sixteen,16,kə̀lá-ɡìdə̀-kə̀-kə́-bɔ̀y-dètə́,kalagidakakaboydeta,,FALSE,10'+{LIG}6{?},,
numerals-mbay1241-1-seventeen-1,numerals-mbay1241-1,Chan2019,seventeen,17,kə̀lá-ɡìdə̀-kə̀-tènə̀-mə̀tá,kalagidakatenamata,,FALSE,10'+{LIG}4'+3,,
