,ID,Language_ID,Source,Parameter_ID,NumberValue,Value,Form,Comment_contributor,Loan,Gloss,Comment_glosser,Alternate_gloss
1,barlowpacific-moik1239-1-one-1,barlowpacific-moik1239-1,Barlow2024,one,1,demudi,demudi,,FALSE,1,,
2,barlowpacific-moik1239-1-two-1,barlowpacific-moik1239-1,Barlow2024,two,2,ialauki,ialauki,,FALSE,2,,
3,barlowpacific-moik1239-1-three-1,barlowpacific-moik1239-1,Barlow2024,three,3,bubate,bubate,,FALSE,3,,
4,barlowpacific-moik1239-1-four-1,barlowpacific-moik1239-1,Barlow2024,four,4,kioweri,kioweri,,FALSE,?,The numerals above 3 or 4 are perhaps not reliable: 6 and 7 are identical (and both seem to contain 5); 20 may be atomic,4
5,barlowpacific-moik1239-1-five-1,barlowpacific-moik1239-1,Barlow2024,five,5,romue,romue,,FALSE,?,The numerals above 3 or 4 are perhaps not reliable: 6 and 7 are identical (and both seem to contain 5); 20 may be atomic,
6,barlowpacific-moik1239-1-six-1,barlowpacific-moik1239-1,Barlow2024,six,6,romu-ere,romuere,,FALSE,?,The numerals above 3 or 4 are perhaps not reliable: 6 and 7 are identical (and both seem to contain 5); 20 may be atomic,
7,barlowpacific-moik1239-1-seven-1,barlowpacific-moik1239-1,Barlow2024,seven,7,romu-ere,romuere,,FALSE,?,The numerals above 3 or 4 are perhaps not reliable: 6 and 7 are identical (and both seem to contain 5); 20 may be atomic,
8,barlowpacific-moik1239-1-twenty-1,barlowpacific-moik1239-1,Barlow2024,twenty,20,kakurakai,kakurakai,,FALSE,?,The numerals above 3 or 4 are perhaps not reliable: 6 and 7 are identical (and both seem to contain 5); 20 may be atomic,20
