ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-nzak1246-1-one-1;numerals-nzak1246-1;Chan2019;one;1;mbíew;mbiew;;FALSE;1;;
numerals-nzak1246-1-two-1;numerals-nzak1246-1;Chan2019;two;2;sère;sere;;FALSE;2;;
numerals-nzak1246-1-three-1;numerals-nzak1246-1;Chan2019;three;3;sày;say;;FALSE;3;;
numerals-nzak1246-1-four-1;numerals-nzak1246-1;Chan2019;four;4;nìŋ;ning;;FALSE;4;;
numerals-nzak1246-1-five-1;numerals-nzak1246-1;Chan2019;five;5;ndiɓi;ndibi;;FALSE;5;;
numerals-nzak1246-1-six-1;numerals-nzak1246-1;Chan2019;six;6;zèe;zee;;FALSE;6;;
numerals-nzak1246-1-seven-1;numerals-nzak1246-1;Chan2019;seven;7;zì ndɔ́kɔ sày;zindokosay;( 10 - 3 );FALSE;{LIG}[10]-3;;
numerals-nzak1246-1-eight-1;numerals-nzak1246-1;Chan2019;eight;8;zì ndɔ́kɔ sère;zindokosere;( 10 - 2 );FALSE;{LIG}[10]-2;;
numerals-nzak1246-1-nine-1;numerals-nzak1246-1;Chan2019;nine;9;zì ndɔ́kɔ mbíew;zindokombiew;( 10 - 1 );FALSE;{LIG}[10]-1;;
numerals-nzak1246-1-ten-1;numerals-nzak1246-1;Chan2019;ten;10;ɓoo;boo;;FALSE;10;;
numerals-nzak1246-1-eleven-1;numerals-nzak1246-1;Chan2019;eleven;11;ɓoo fale mbíew;boofalembiew;;FALSE;10+{LIG}1;;
numerals-nzak1246-1-twelve-1;numerals-nzak1246-1;Chan2019;twelve;12;ɓoo fale sère;boofalesere;;FALSE;10+{LIG}2;;
numerals-nzak1246-1-thirteen-1;numerals-nzak1246-1;Chan2019;thirteen;13;ɓoo fale say;boofalesay;;FALSE;10+{LIG}3;;
numerals-nzak1246-1-fourteen-1;numerals-nzak1246-1;Chan2019;fourteen;14;ɓoo fale niŋ;boofalening;;FALSE;10+{LIG}4;;
numerals-nzak1246-1-fifteen-1;numerals-nzak1246-1;Chan2019;fifteen;15;ɓoo fale ndiɓi;boofalendibi;;FALSE;10+{LIG}5;;
numerals-nzak1246-1-sixteen-1;numerals-nzak1246-1;Chan2019;sixteen;16;ɓoo fale zèe;boofalezee;;FALSE;10+{LIG}6;;
numerals-nzak1246-1-seventeen-1;numerals-nzak1246-1;Chan2019;seventeen;17;ɓoo fale zì ndɔ́kɔ sày;boofalezindokosay;;FALSE;10+{LIG}({LIG}[10]-3);;
numerals-nzak1246-1-eighteen-1;numerals-nzak1246-1;Chan2019;eighteen;18;ɓoo fale zì ndɔ́kɔ sère;boofalezindokosere;;FALSE;10+{LIG}({LIG}[10]-2);;
numerals-nzak1246-1-nineteen-1;numerals-nzak1246-1;Chan2019;nineteen;19;ɓoo fale zì ndɔ́kɔ mbíew;boofalezindokombiew;;FALSE;10+{LIG}({LIG}[10]-1);;
numerals-nzak1246-1-twenty-1;numerals-nzak1246-1;Chan2019;twenty;20;ɓoo sère;boosere;;FALSE;10·2;;
numerals-nzak1246-1-twentyone-1;numerals-nzak1246-1;Chan2019;twentyone;21;ɓoo sère fale mbíew;booserefalembiew;;FALSE;(10·2)+{and}1;;
