ID;Language_ID;Source;Parameter_ID;NumberValue;Value;Form;Comment_contributor;Loan;Gloss;Comment_glosser;Alternate_gloss
numerals-ndem1249-1-one-1;numerals-ndem1249-1;Chan2019;one;1;mɔ̀hɔ́;moho;;FALSE;1;;
numerals-ndem1249-1-two-1;numerals-ndem1249-1;Chan2019;two;2;ífɛ́;ife;;FALSE;2;;
numerals-ndem1249-1-three-1;numerals-ndem1249-1;Chan2019;three;3;ítáá;itaa;;FALSE;3;;
numerals-ndem1249-1-four-1;numerals-ndem1249-1;Chan2019;four;4;ítʃìjè;itsije;;FALSE;4;;
numerals-ndem1249-1-five-1;numerals-ndem1249-1;Chan2019;five;5;ítâŋ;itang;;FALSE;5;;
numerals-ndem1249-1-six-1;numerals-ndem1249-1;Chan2019;six;6;tóhó;toho;;FALSE;6;;
numerals-ndem1249-1-seven-1;numerals-ndem1249-1;Chan2019;seven;7;sàᵐbá;samba;;FALSE;7;;
numerals-ndem1249-1-eight-1;numerals-ndem1249-1;Chan2019;eight;8;fɔ̀ːmɔ́;fomo;;FALSE;8;;
numerals-ndem1249-1-nine-1;numerals-ndem1249-1;Chan2019;nine;9;bùʔɛ̀;bue;;FALSE;9;;
numerals-ndem1249-1-ten-1;numerals-ndem1249-1;Chan2019;ten;10;dʒòm;dzom;;FALSE;10;;
numerals-ndem1249-1-eleven-1;numerals-ndem1249-1;Chan2019;eleven;11;dʒòm bɔ̀ʔɔ̀ mɔ̀hɔ́;dzomboomoho;;FALSE;10+{LIG}1;;
numerals-ndem1249-1-twelve-1;numerals-ndem1249-1;Chan2019;twelve;12;dʒòm bɔ̀ʔɔ̀ fɛ́;dzomboofe;;FALSE;10+{LIG}2;;
numerals-ndem1249-1-thirteen-1;numerals-ndem1249-1;Chan2019;thirteen;13;dʒòm bɔ̀ʔɔ̀ táá;dzombootaa;;FALSE;10+{LIG}3;;
numerals-ndem1249-1-fourteen-1;numerals-ndem1249-1;Chan2019;fourteen;14;dʒòm bɔ̀ʔɔ̀ tʃìjè;dzombootsije;;FALSE;10+{LIG}4;;
numerals-ndem1249-1-fifteen-1;numerals-ndem1249-1;Chan2019;fifteen;15;dʒòm bɔ̀ʔɔ̀ tâŋ;dzombootang;;FALSE;10+{LIG}5;;
numerals-ndem1249-1-sixteen-1;numerals-ndem1249-1;Chan2019;sixteen;16;dʒòm bɔ̀ʔɔ̀ tóhó;dzombootoho;;FALSE;10+{LIG}6;;
numerals-ndem1249-1-seventeen-1;numerals-ndem1249-1;Chan2019;seventeen;17;dʒòm bɔ̀ʔɔ̀ sàᵐbá;dzomboosamba;;FALSE;10+{LIG}7;;
numerals-ndem1249-1-eighteen-1;numerals-ndem1249-1;Chan2019;eighteen;18;dʒòm bɔ̀ʔɔ̀ fɔ̀ːmɔ́;dzomboofomo;;FALSE;10+{LIG}8;;
numerals-ndem1249-1-nineteen-1;numerals-ndem1249-1;Chan2019;nineteen;19;dʒòm bɔ̀ʔɔ̀ bùʔɛ̀;dzomboobue;;FALSE;10+{LIG}9;;
numerals-ndem1249-1-twenty-1;numerals-ndem1249-1;Chan2019;twenty;20;mùmáfɛ̀;mumafe;;FALSE;10'·2;;
numerals-ndem1249-1-twentyone-1;numerals-ndem1249-1;Chan2019;twentyone;21;mùmáfɛ̀ bɔ̀ʔɔ̀ mɔ̀hɔ́;mumafeboomoho;;FALSE;(10’·2)+{LIG}1;;
numerals-ndem1249-1-twentytwo-1;numerals-ndem1249-1;Chan2019;twentytwo;22;mùmáfɛ̀ bɔ̀ʔɔ̀ fɛ́;mumafeboofe;;FALSE;(10’·2)+{LIG}2;;
numerals-ndem1249-1-twentythree-1;numerals-ndem1249-1;Chan2019;twentythree;23;mùmáfɛ̀ bɔ̀ʔɔ̀ táá;mumafebootaa;;FALSE;(10’·2)+{LIG}3;;
numerals-ndem1249-1-twentyfour-1;numerals-ndem1249-1;Chan2019;twentyfour;24;mùmáfɛ̀ bɔ̀ʔɔ̀ tʃìjè;mumafebootsije;;FALSE;(10’·2)+{LIG}4;;
numerals-ndem1249-1-twentyfive-1;numerals-ndem1249-1;Chan2019;twentyfive;25;mùmáfɛ̀ bɔ̀ʔɔ̀ tâŋ;mumafebootang;;FALSE;(10’·2)+{LIG}5;;
numerals-ndem1249-1-twentysix-1;numerals-ndem1249-1;Chan2019;twentysix;26;mùmáfɛ̀ bɔ̀ʔɔ̀ tóho;mumafebootoho;;FALSE;(10’·2)+{LIG}6;;
numerals-ndem1249-1-twentyseven-1;numerals-ndem1249-1;Chan2019;twentyseven;27;mùmáfɛ̀ bɔ̀ʔɔ̀ sàᵐbá;mumafeboosamba;;FALSE;(10’·2)+{LIG}7;;
numerals-ndem1249-1-twentyeight-1;numerals-ndem1249-1;Chan2019;twentyeight;28;mùmáfɛ̀ bɔ̀ʔɔ̀ fɔ̀ːmɔ́;mumafeboofomo;;FALSE;(10’·2)+{LIG}8;;
numerals-ndem1249-1-twentynine-1;numerals-ndem1249-1;Chan2019;twentynine;29;mùmáfɛ̀ bɔ̀ʔɔ̀ bùʔɛ̀;mumafeboobue;;FALSE;(10’·2)+{LIG}9;;
numerals-ndem1249-1-thirty-1;numerals-ndem1249-1;Chan2019;thirty;30;mùmátáá;mumataa;;FALSE;10'·3;;
numerals-ndem1249-1-forty-1;numerals-ndem1249-1;Chan2019;forty;40;mùmátʃìjè;mumatsije;;FALSE;10'·4;;
numerals-ndem1249-1-fifty-1;numerals-ndem1249-1;Chan2019;fifty;50;mùmtâŋ;mumtang;;FALSE;10'·5;;
numerals-ndem1249-1-sixty-1;numerals-ndem1249-1;Chan2019;sixty;60;mùmtóhó;mumtoho;;FALSE;10'·6;;
numerals-ndem1249-1-seventy-1;numerals-ndem1249-1;Chan2019;seventy;70;mùmsàᵐbá;mumsamba;;FALSE;10'·7;;
numerals-ndem1249-1-eighty-1;numerals-ndem1249-1;Chan2019;eighty;80;mùmfɔ̀ːmɔ́;mumfomo;;FALSE;10'·8;;
numerals-ndem1249-1-ninety-1;numerals-ndem1249-1;Chan2019;ninety;90;mùmbùʔɛ̀;mumbue;;FALSE;10’·9;;
numerals-ndem1249-1-hundred-1;numerals-ndem1249-1;Chan2019;hundred;100;m̀bókó;mboko;;FALSE;100;;
numerals-ndem1249-1-twohundred-1;numerals-ndem1249-1;Chan2019;twohundred;200;m̀bóko fɛ̀;mbokofe;;FALSE;100·2;;
numerals-ndem1249-1-thousand-1;numerals-ndem1249-1;Chan2019;thousand;1000;kòlí;koli;;FALSE;1000;;
numerals-ndem1249-1-twothousand-1;numerals-ndem1249-1;Chan2019;twothousand;2000;kòlí fɛ̀;kolife;;FALSE;1000·2;;
